,unum_male,unum_female,tuple,group_male,group_female,average_male,average_female,male-female
64,-1.0112011,-0.9850465,"('shy', 'confident')",-4.719004,-5.061879,-2.8651028,-3.0234628,0.15836
16,-0.99402803,-0.97434145,"('unpopular', 'popular')",-0.086906895,-0.11262488,-0.5404674,-0.5434831,0.0030157
58,-0.9867006,-1.0480211,"('undiscriminating', 'discriminating')",0.21409833,0.16660309,-0.3863011,-0.440709,0.0544079
29,-0.92919815,-0.9332177,"('unfair', 'fair')",-0.76589805,-0.7960479,-0.8475481,-0.8646328,0.0170847
24,-0.9289065,-0.7561892,"('dishonest', 'honest')",0.8003861,1.0056764,-0.0642602,0.1247436,-0.1890038
23,-0.91723007,-0.830537,"('insincere', 'sincere')",6.1460376,6.3582087,2.6144037,2.7638359,-0.1494322
61,-0.9114935,-0.98614097,"('illogical', 'logical')",0.016290277,-0.096783735,-0.4476016,-0.5414624,0.0938608
21,-0.9026012,-0.8387028,"('immoral', 'moral')",0.48946053,0.34982514,-0.2065703,-0.2444388,0.0378685
38,-0.87978756,-0.74574697,"('untruthful', 'truthful')",-0.075888574,0.034413505,-0.4778381,-0.3556667,-0.1221714
27,-0.8377504,-0.7062995,"('hardhearted', 'softhearted')",0.48905128,0.7138944,-0.1743495,0.0037975,-0.178147
26,0.8301336,0.7453488,"('hardhearted', 'benevolent')",1.2379156,1.048234,1.0340246,0.8967914,0.1372332
76,-0.81332594,-0.8554201,"('anxious', 'daring')",0.32498437,0.25433385,-0.2441708,-0.3005431,0.0563723
60,-0.7875933,-0.6028813,"('inefficient', 'efficient')",1.5171783,1.4426436,0.3647925,0.4198812,-0.0550887
31,-0.75688386,-0.5380545,"('evil', 'good')",-2.283432,-1.9587384,-1.5201579,-1.2483965,-0.2717614
19,-0.74072087,-0.76458526,"('inhospitable', 'hospitable')",-1.203274,-1.14949,-0.9719974,-0.9570376,-0.0149598
72,-0.70673174,-0.52581227,"('unambitious', 'ambitious')",-0.10548757,0.10212307,-0.4061097,-0.2118446,-0.1942651
8,-0.6643811,-0.57461756,"('unaffectionate', 'affectionate')",0.48055723,0.6668244,-0.0919119,0.0461034,-0.1380153
88,-0.65985936,-0.71113384,"('low', 'eminent')",-0.4224719,-0.53815675,-0.5411656,-0.6246453,0.0834797
74,-0.6534561,-0.4728396,"('undedicated', 'dedicated')",0.5562806,0.5747117,-0.0485877,0.050936,-0.0995237
25,0.6339855,0.6876417,"('egoistic', 'altruistic')",0.20456937,0.42158368,0.4192774,0.5546127,-0.1353353
84,0.6083026,0.40969908,"('inferior', 'superior')",-0.0801722,-0.12514827,0.2640652,0.1422754,0.1217898
3,-0.581931,-0.51802725,"('repellent', 'pleasant')",0.73272985,0.80317277,0.0753994,0.1425728,-0.0671734
47,-0.54692453,-0.41274393,"('stupid', 'smart')",4.7828608,4.991987,2.1179681,2.2896216,-0.1716535
56,-0.54007185,-0.46659517,"('impractical', 'practical')",0.7822015,0.6241622,0.1210648,0.0787835,0.0422813
62,-0.52519,-0.37584287,"('incompetent', 'brilliant')",1.0374587,1.1260341,0.2561343,0.3750956,-0.1189613
73,0.51866674,0.43744767,"('helpless', 'self-reliant')",-3.4164598,-3.391457,-1.4488965,-1.4770048,0.0281083
48,-0.51201445,-0.5238267,"('unintelligent', 'intelligent')",0.99443007,0.8307058,0.2412078,0.1534396,0.0877682
35,0.49703532,0.37759942,"('corrupt', 'incorrupt')",-1.9921536,-1.8744278,-0.7475592,-0.7484142,0.000855
28,-0.49266028,-0.7374067,"('disloyal', 'loyal')",0.9564603,0.75424707,0.2319,0.0084202,0.2234798
65,-0.49017474,-0.48064804,"('insecure', 'secure')",0.80985236,0.6827487,0.1598388,0.1010503,0.0587885
68,-0.47573835,-0.607956,"('dependent', 'independent')",-0.5446787,-0.62395245,-0.5102085,-0.6159542,0.1057457
6,-0.4595317,-0.36241955,"('distant', 'open')",-1.6568805,-1.4631708,-1.0582061,-0.9127952,-0.1454109
14,0.4563344,0.33989292,"('antisocial', 'social')",1.4267045,1.1276792,0.9415195,0.7337861,0.2077334
87,-0.45525432,-0.54023296,"('unsuccessful', 'successful')",1.061638,0.87176365,0.3031918,0.1657653,0.1374265
41,-0.4271652,-0.34665012,"('unforgiving', 'forgiving')",0.8924739,0.8052209,0.2326543,0.2292854,0.0033689
85,0.3989903,0.31615052,"('insignificant', 'prestigious')",-1.0292386,-1.03778,-0.3151242,-0.3608148,0.0456906
42,-0.39777258,-0.44052482,"('unreliable', 'reliable')",-2.6491542,-2.794599,-1.5234634,-1.6175619,0.0940985
18,-0.38110128,-0.2550332,"('disagreeable', 'welcoming')",-0.6062587,-0.42310646,-0.49368,-0.3390698,-0.1546102
17,-0.37039417,-0.40455633,"('nasty', 'nice')",-0.6962047,-0.6575111,-0.5332994,-0.5310338,-0.0022656
5,-0.34134784,-0.27678806,"('distant', 'outgoing')",-1.4738768,-1.3423657,-0.9076123,-0.8095769,-0.0980354
33,0.3226276,0.383665,"('wrong', 'right')",-0.59151846,-0.52609295,-0.1344454,-0.071214,-0.0632314
80,0.3127933,0.19915149,"('dominated', 'dominating')",0.5114301,0.28523153,0.4121117,0.2421915,0.1699202
15,0.30376345,0.30543476,"('boring', 'funny')",-0.4349786,-0.362394,-0.0656076,-0.0284796,-0.037128
54,-0.29511973,-0.3699319,"('incapable', 'capable')",0.78336346,0.8378903,0.2441219,0.2339792,0.0101427
52,-0.25775015,-0.30913386,"('irrational', 'rational')",-0.446038,-0.3856445,-0.3518941,-0.3473892,-0.0045049
79,-0.24866986,-0.32759532,"('wavering', 'unwavering')",-1.4600925,-1.3146477,-0.8543812,-0.8211215,-0.0332597
40,-0.23181075,0.04089681,"('stingy', 'generous')",-1.684795,-1.5489067,-0.9583029,-0.754005,-0.2042979
66,-0.22265282,-0.47765717,"('inactive', 'active')",-0.0008533243,-0.07237482,-0.1117531,-0.275016,0.1632629
50,-0.20680457,-0.3479354,"('clumsy', 'skillful')",-0.22756402,-0.23207068,-0.2171843,-0.2900031,0.0728188
75,-0.17106189,-0.025501162,"('meek', 'impulsive')",-1.6014475,-1.3759869,-0.8862547,-0.700744,-0.1855107
49,-0.16659847,-0.21193725,"('unable', 'able')",-0.1256657,-0.14688662,-0.1461321,-0.1794119,0.0332798
36,-0.16300093,-0.32226908,"('hostile', 'amicable')",-1.2912366,-1.2914623,-0.7271188,-0.8068657,0.0797469
81,0.14645855,0.21731907,"('submissive', 'aggressive')",1.3337432,1.0843933,0.7401009,0.6508561,0.0892448
83,0.1335535,0.11109076,"('powerless', 'powerful')",-0.44997674,-0.5074819,-0.1582116,-0.1981956,0.039984
30,0.10416502,0.105166376,"('intolerant', 'tolerant')",1.1248006,1.0995176,0.6144828,0.602342,0.0121408
37,-0.09475037,-0.16250709,"('fake', 'genuine')",0.43041614,0.5851096,0.1678329,0.2113013,-0.0434684
34,0.079179674,0.18304127,"('mean', 'honorable')",4.582279,4.917093,2.3307295,2.5500669,-0.2193374
2,0.05791194,0.13296194,"('unlikable', 'likable')",0.7785143,0.7930983,0.4182131,0.4630301,-0.044817
59,-0.046798617,-0.10623474,"('foolish', 'wise')",-1.093347,-0.9274349,-0.5700728,-0.5168349,-0.0532379
71,-0.045718804,-0.047161818,"('diffident', 'self-confident')",0.02819623,-0.025942255,-0.0087613,-0.036552,0.0277907
4,0.028250411,0.06593573,"('disliked', 'liked')",-6.0880537,-6.3435836,-3.0299017,-3.138824,0.1089223
20,-0.0073361434,0.03397767,"('rough', 'thoughtful')",1.0190505,0.9545109,0.5058572,0.4942443,0.0116129
