,hudson_male,hudson_female,tuple,city_male,city_female,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,male-female
77,-1.9344313,-1.7141441,"('unmotivated', 'motivated')",-0.8480755,-0.66541487,0.5800783,0.67394835,-1.3719248,-1.3288102,-0.8935883,-0.7586052,-0.1349831
88,-1.7035543,-1.881929,"('low', 'eminent')",-1.14541,-1.2270952,-1.2062637,-1.2976038,0.4090094,0.39037737,-0.9115546,-1.0040627,0.0925081
25,1.3636698,1.2052613,"('egoistic', 'altruistic')",-0.6170173,-0.70367867,0.9121847,0.94587195,1.5080326,1.562559,0.7917174,0.7525034,0.039214
68,-1.2815591,-1.4044619,"('dependent', 'independent')",-0.6940302,-0.79766333,-1.6942588,-1.7572472,-0.42619473,-0.5972799,-1.0240107,-1.139163,0.1151523
16,-1.2786274,-1.1643794,"('unpopular', 'popular')",-1.2059042,-0.9814232,-0.09632181,0.11407926,0.1236859,0.36514932,-0.6142919,-0.4166435,-0.1976484
52,1.2729628,0.873685,"('irrational', 'rational')",0.43044198,0.05447316,0.39460957,0.2116817,-0.29191902,-0.26940924,0.4515238,0.2176077,0.2339161
46,-1.2364668,-1.0187066,"('uncompetitive', 'competitive')",0.28204346,0.42198443,-0.7060203,-0.4953175,-0.5272562,-0.69316936,-0.5469249,-0.4463022,-0.1006227
9,1.2296079,1.1273959,"('unaffectionate', 'caring')",0.22467096,0.1422487,0.5472477,0.46288684,1.52846,1.4438894,0.8824967,0.7941052,0.0883915
65,-1.2257501,-1.2472456,"('insecure', 'secure')",-0.7666348,-0.7289687,-0.37854627,-0.36434436,-0.1694736,-0.24545082,-0.6351012,-0.6465023,0.0114011
50,-1.163368,-1.123887,"('clumsy', 'skillful')",-0.57433367,-0.4653085,0.6171586,0.713901,0.5066889,0.5679134,-0.1534635,-0.0768453,-0.0766182
81,-1.1182852,-0.9682477,"('submissive', 'aggressive')",0.073656976,0.24624795,-1.4579517,-1.2927653,-0.7801361,-0.84164596,-0.8206789,-0.7141027,-0.1065762
8,1.1072052,1.0396969,"('unaffectionate', 'affectionate')",-0.05208502,-0.19543046,-0.3635696,-0.4926256,1.0179901,0.90619475,0.4273852,0.3144589,0.1129263
64,-1.0929161,-0.89070374,"('shy', 'confident')",-0.5812019,-0.33356756,-0.9396723,-0.77198386,-6.942941,-6.797943,-2.3891828,-2.1985495,-0.1906333
33,1.0656334,0.87916744,"('wrong', 'right')",0.65389305,0.56963426,1.5565548,1.5074776,-0.58313525,-0.6296249,0.6732365,0.5816636,0.0915729
53,1.0578501,1.1027552,"('uncreative', 'creative')",-0.88754785,-0.9016433,0.38901508,0.3950203,1.1498092,0.9679452,0.4272816,0.3910193,0.0362623
40,1.0547835,0.9628655,"('stingy', 'generous')",0.69197255,0.7125084,0.92918974,1.0175838,-1.2719837,-1.5154111,0.3509905,0.2943866,0.0566039
71,1.0267022,1.0194293,"('diffident', 'self-confident')",1.0338392,1.0906402,0.67615855,0.7381795,0.39185813,0.40068287,0.7821395,0.812233,-0.0300935
32,-1.0226444,-0.9651913,"('unkind', 'kind')",0.13834412,0.2709556,0.398639,0.38958257,1.6156251,1.5411482,0.282491,0.3091238,-0.0266328
73,1.015942,1.1840458,"('helpless', 'self-reliant')",1.29664,1.3783194,0.91121376,0.96279675,-3.5098763,-3.3424296,-0.0715201,0.045683,-0.1172031
27,1.0125139,0.9246827,"('hardhearted', 'softhearted')",0.35157317,0.10957449,0.19721168,0.0125932805,1.8096582,1.6194096,0.8427392,0.666565,0.1761742
72,0.98130006,0.872806,"('unambitious', 'ambitious')",0.68079215,0.75360596,-0.9245388,-0.9322701,-0.7626671,-0.7081391,-0.0062784,-0.0034993,-0.0027791
12,0.9767512,1.2150621,"('unsupportive', 'supportive')",1.1765504,1.3479602,-0.6306909,-0.48238698,-1.5399431,-1.5222507,-0.004333,0.1395962,-0.1439292
21,-0.9639586,-0.86636984,"('immoral', 'moral')",0.05515162,0.12434179,-0.68412334,-0.5836769,-0.5367224,-0.59868914,-0.5324132,-0.4810985,-0.0513147
10,-0.94369125,-0.81213295,"('unsympathetic', 'sympathetic')",-0.5065452,-0.5364281,-2.2551436,-2.1820378,0.12589571,-0.07187846,-0.8948711,-0.9006193,0.0057482
44,-0.9312573,-0.8639129,"('prejudiced', 'unprejudiced')",-0.08089198,-0.0008312166,-0.22310585,-0.21206972,-1.7320963,-1.4658388,-0.7418379,-0.6356632,-0.1061747
78,-0.91856337,-0.5457487,"('nonresilient', 'resilient')",-0.6508607,-0.25297207,0.812678,1.0138732,0.4883325,0.46379766,-0.0671034,0.1697375,-0.2368409
49,-0.9050313,-0.87306154,"('unable', 'able')",-1.4719491,-1.4635267,-0.5765966,-0.51873493,-0.18850535,-0.13882557,-0.7855206,-0.7485372,-0.0369834
60,-0.8369801,-0.70698404,"('inefficient', 'efficient')",0.274795,0.45973516,-0.89922214,-0.68192714,-0.10180299,0.07753462,-0.3908025,-0.2129104,-0.1778921
26,0.81706434,0.6091329,"('hardhearted', 'benevolent')",-0.02846267,-0.23002473,0.9155019,0.77887124,1.6341388,1.4103488,0.8345606,0.642082,0.1924786
5,0.8170632,0.93299127,"('distant', 'outgoing')",0.28233463,0.44803038,1.0795575,1.1079242,-0.47801542,-0.26303712,0.425235,0.5564772,-0.1312422
82,-0.8150664,-0.6515482,"('poor', 'rich')",-1.146926,-0.9518056,-1.272965,-1.159408,6.408156,6.390148,0.7932996,0.9068466,-0.113547
