,macys_male,macys_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,0.49090287,0.746627,"('unfriendly', 'friendly')",1.8843168,1.849523,1.1876098,1.298075,-0.1104652
29,-0.49022588,-0.49430794,"('unfair', 'fair')",-0.48549846,-0.60416555,-0.4878622,-0.5492368,0.0613746
52,-0.48198014,-0.4895142,"('irrational', 'rational')",-0.15740743,-0.19009402,-0.3196938,-0.3398041,0.0201103
32,0.48172444,0.66003555,"('unkind', 'kind')",0.8417638,0.9226586,0.6617441,0.7913471,-0.129603
16,-0.4761061,-0.34176832,"('unpopular', 'popular')",0.6201585,0.47470734,0.0720262,0.0664695,0.0055567
47,0.47549233,0.4976739,"('stupid', 'smart')",5.2233357,5.277333,2.8494141,2.8875034,-0.0380893
41,0.45020416,0.6869368,"('unforgiving', 'forgiving')",-0.14282753,-0.19674906,0.1536883,0.2450939,-0.0914056
42,0.44738388,0.7159444,"('unreliable', 'reliable')",-2.829665,-2.962505,-1.1911405,-1.1232803,-0.0678602
17,-0.44258046,-0.51503783,"('nasty', 'nice')",-0.569955,-0.56766564,-0.5062677,-0.5413517,0.035084
61,0.41071114,0.45188868,"('illogical', 'logical')",0.25790983,0.23186602,0.3343105,0.3418773,-0.0075668
21,0.40958863,0.49415773,"('immoral', 'moral')",-0.7481197,-0.8134078,-0.1692655,-0.159625,-0.0096405
2,0.40896854,0.6657997,"('unlikable', 'likable')",0.4590312,0.5714722,0.4339999,0.618636,-0.1846361
79,-0.40875787,-0.14473024,"('wavering', 'unwavering')",0.03241785,0.2393444,-0.18817,0.0473071,-0.2354771
30,0.3983882,0.38171116,"('intolerant', 'tolerant')",1.0029225,0.91114473,0.7006553,0.6464279,0.0542274
43,0.39805818,0.5510358,"('irresponsible', 'responsible')",0.6425743,0.7038376,0.5203162,0.6274367,-0.1071205
85,0.39541438,0.65255225,"('insignificant', 'prestigious')",0.5485236,0.7485934,0.471969,0.7005728,-0.2286038
23,0.38603467,0.3262561,"('insincere', 'sincere')",5.8389034,5.8306127,3.112469,3.0784345,0.0340345
4,-0.37920332,-0.2506011,"('disliked', 'liked')",-6.332625,-6.6822667,-3.3559141,-3.466434,0.1105199
9,0.37420455,0.5413862,"('unaffectionate', 'caring')",1.1873674,1.2462363,0.780786,0.8938112,-0.1130252
45,-0.36598098,-0.3910839,"('incompetent', 'competent')",-0.07950504,-0.44201878,-0.222743,-0.4165514,0.1938084
54,0.36173248,0.6131388,"('incapable', 'capable')",1.1615558,1.3751768,0.7616441,0.9941578,-0.2325137
35,0.3564583,0.47596258,"('corrupt', 'incorrupt')",-0.18862331,-0.0047511924,0.0839175,0.2356057,-0.1516882
78,0.35493279,0.53004014,"('nonresilient', 'resilient')",0.50827754,0.37372974,0.4316052,0.4518849,-0.0202797
28,-0.32507777,-0.39472577,"('disloyal', 'loyal')",0.74136,0.6952904,0.2081411,0.1502823,0.0578588
84,-0.3184351,-0.29524478,"('inferior', 'superior')",0.665159,0.6003267,0.1733619,0.152541,0.0208209
14,-0.30599362,-0.32916734,"('antisocial', 'social')",-0.91477644,-1.0495085,-0.6103851,-0.6893379,0.0789528
70,0.3030505,0.22455175,"('lethargic', 'energetic')",0.96172714,0.72218496,0.6323888,0.4733683,0.1590205
15,0.29598457,0.4456011,"('boring', 'funny')",0.3310164,0.35256934,0.3135005,0.3990852,-0.0855847
59,-0.27585444,-0.30724886,"('foolish', 'wise')",0.13238302,0.18128133,-0.0717357,-0.0629838,-0.0087519
38,0.2695797,0.38075754,"('untruthful', 'truthful')",0.30898592,0.4498257,0.2892828,0.4152916,-0.1260088
83,-0.2646229,-0.26008865,"('powerless', 'powerful')",-0.99224806,-1.0344218,-0.6284355,-0.6472552,0.0188197
58,-0.248389,-0.1275079,"('undiscriminating', 'discriminating')",0.14762115,-0.16126463,-0.0503839,-0.1443863,0.0940024
20,0.22111239,0.23125276,"('rough', 'thoughtful')",1.3303086,1.2038548,0.7757105,0.7175538,0.0581567
46,-0.21417674,-0.3905369,"('uncompetitive', 'competitive')",-0.6700949,-0.9351583,-0.4421358,-0.6628476,0.2207118
11,-0.2021141,-0.3223459,"('unhelpful', 'helpful')",1.8233222,1.7361659,0.810604,0.70691,0.103694
66,-0.19542146,-0.121077105,"('inactive', 'active')",0.99380887,1.0606692,0.3991937,0.469796,-0.0706023
48,0.19304807,0.18476786,"('unintelligent', 'intelligent')",0.77060205,0.5630991,0.4818251,0.3739335,0.1078916
40,-0.18341318,-0.15099254,"('stingy', 'generous')",-1.2837749,-1.6013407,-0.733594,-0.8761666,0.1425726
50,0.17191221,0.28774273,"('clumsy', 'skillful')",0.3169336,0.29726166,0.2444229,0.2925022,-0.0480793
0,0.16282004,0.16420214,"('unsociable', 'sociable')",-0.50891584,-0.7080125,-0.1730479,-0.2719052,0.0988573
88,-0.14823577,-0.16304767,"('low', 'eminent')",0.11246799,0.1407737,-0.0178839,-0.011137,-0.0067469
51,-0.13793848,-0.23574817,"('uneducated', 'educated')",0.8912025,0.62982905,0.376632,0.1970404,0.1795916
25,0.082954355,0.1072775,"('egoistic', 'altruistic')",1.266787,1.2042807,0.6748707,0.6557791,0.0190916
7,0.07706662,0.13676077,"('insensitive', 'sensitive')",0.89839804,0.6700251,0.4877323,0.4033929,0.0843394
24,0.06857814,0.06608336,"('dishonest', 'honest')",0.9282409,0.9977709,0.4984095,0.5319271,-0.0335176
81,-0.065716654,-0.17627896,"('submissive', 'aggressive')",-0.7207729,-0.87522215,-0.3932448,-0.5257506,0.1325058
8,0.05732932,0.23810679,"('unaffectionate', 'affectionate')",0.90611285,0.98253906,0.4817211,0.610323,-0.1286019
6,-0.051613465,0.36564878,"('distant', 'open')",0.35804042,0.50956166,0.1532135,0.4376052,-0.2843917
86,0.048465796,0.040903404,"('uninfluential', 'influential')",0.2514375,-0.015414968,0.1499516,0.0127442,0.1372074
10,-0.036635473,0.045713242,"('unsympathetic', 'sympathetic')",-0.035584074,-0.19591944,-0.0361098,-0.0751031,0.0389933
62,0.02764918,-0.011803003,"('incompetent', 'brilliant')",0.48730493,0.3131928,0.257477,0.1506949,0.1067821
5,-0.018299961,0.3294301,"('distant', 'outgoing')",-0.35820895,-0.19576961,-0.1882545,0.0668302,-0.2550847
