,western_male,western_female,tuple,union_male,union_female,co_male,co_female,average_male,average_female,male-female
0,-0.45504096,-0.061105177,"('unsociable', 'sociable')",-0.40901795,0.13981348,-0.2997308,-0.43074998,-0.3879299,-0.1173472,-0.2705827
19,-0.44838884,-0.5545519,"('inhospitable', 'hospitable')",0.122319095,-0.06357598,-0.52029485,-0.27807492,-0.2821215,-0.2987343,0.0166128
29,0.4452382,0.46142045,"('unfair', 'fair')",-0.8450091,-0.76115704,-0.57260305,-0.4378811,-0.3241247,-0.2458726,-0.0782521
24,0.44039646,0.5294241,"('dishonest', 'honest')",-0.38231277,-0.09458757,0.73333347,0.9108223,0.2638057,0.4485529,-0.1847472
71,0.43321037,0.38144922,"('diffident', 'self-confident')",1.2805754,1.1676258,0.54541886,0.56928825,0.7530682,0.7061211,0.0469471
75,-0.4020049,-0.61000717,"('meek', 'impulsive')",-0.35525078,-0.5676729,-0.5385531,-0.47047165,-0.4319363,-0.5493839,0.1174476
68,-0.3979902,-0.28407353,"('dependent', 'independent')",-0.63573956,-0.73323053,-2.026484,-1.8222352,-1.0200713,-0.9465131,-0.0735582
43,0.39277026,1.0090661,"('irresponsible', 'responsible')",-0.12415597,0.4987655,0.40727136,0.7289416,0.2252952,0.7455911,-0.5202959
27,-0.37957257,-0.69688153,"('hardhearted', 'softhearted')",-0.2829454,-0.43523642,0.7877596,0.97877,0.0417472,-0.051116,0.0928632
82,-0.37427828,0.022959514,"('poor', 'rich')",-1.6881337,-1.3000487,5.7255883,6.2652407,1.2210588,1.6627172,-0.4416584
51,-0.3660639,0.11354082,"('uneducated', 'educated')",-1.3266069,-0.98342586,-0.3030618,-0.19146082,-0.6652442,-0.3537819,-0.3114623
67,0.33990857,0.49148247,"('doubtful', 'determined')",1.0873365,1.0895792,-0.44609234,-0.32540616,0.3270509,0.4185518,-0.0915009
54,-0.3332914,-0.29457965,"('incapable', 'capable')",-0.1761676,-0.11777814,0.62797785,0.8894943,0.0395063,0.1590455,-0.1195392
83,0.31924763,0.4846372,"('powerless', 'powerful')",-0.58843064,-0.33828107,-1.2465925,-1.2661172,-0.5052585,-0.3732537,-0.1320048
22,0.31475884,0.72764695,"('untrustworthy', 'trustworthy')",-0.5001508,-0.25399682,-0.796632,-0.59124595,-0.3273413,-0.0391986,-0.2881427
72,0.30178267,0.45693016,"('unambitious', 'ambitious')",-0.17599523,0.0021089688,-0.16383015,-0.02670952,-0.0126809,0.1441099,-0.1567908
4,-0.296449,-0.6769937,"('disliked', 'liked')",0.642317,0.28776523,-6.899027,-7.332776,-2.1843863,-2.5740015,0.3896152
25,-0.26697746,-0.53319657,"('egoistic', 'altruistic')",0.24773255,-0.18258275,1.335015,1.1046786,0.43859,0.1296331,0.3089569
12,0.26334596,0.6834218,"('unsupportive', 'supportive')",-0.3322256,-0.039941203,-1.9658242,-1.9904044,-0.6782347,-0.4489746,-0.2292601
32,0.26051742,0.45855707,"('unkind', 'kind')",-0.73759663,-0.3135011,0.84889674,0.9656166,0.1239392,0.3702242,-0.246285
74,0.25518537,0.63818747,"('undedicated', 'dedicated')",0.8029504,0.8474096,-0.12824263,-0.10939097,0.3099644,0.4587354,-0.148771
21,0.24927168,0.8425457,"('immoral', 'moral')",-0.80869377,-0.2922672,-1.133887,-0.8620404,-0.5644364,-0.1039206,-0.4605158
48,-0.2490278,-0.011369105,"('unintelligent', 'intelligent')",-2.0610952,-1.755104,-0.2469559,-0.2826081,-0.8523596,-0.683027,-0.1693326
55,-0.24794357,0.4586364,"('incompetent', 'clever')",-2.3998535,-1.8034502,-0.38830638,-0.2553244,-1.0120345,-0.5333794,-0.4786551
59,0.2418609,-0.0411932,"('foolish', 'wise')",1.3610952,0.99842954,0.22010931,0.15871881,0.6076885,0.371985,0.2357035
63,0.235915,0.80081856,"('unperceptive', 'insightful')",-0.50221527,-0.022345996,-0.08338965,0.15762839,-0.1165633,0.3120337,-0.428597
64,-0.23557694,-0.15620483,"('shy', 'confident')",-0.33019325,-0.1435076,-6.1772757,-6.4390388,-2.2476819,-2.2462505,-0.0014314
53,-0.21499424,-0.10974494,"('uncreative', 'creative')",-1.8697044,-2.0783129,0.58522546,0.5522205,-0.4998244,-0.5452791,0.0454547
10,0.1942449,0.6863691,"('unsympathetic', 'sympathetic')",-1.6236343,-0.88477874,-0.24154085,0.029497249,-0.5569768,-0.0563041,-0.5006727
57,-0.18093184,0.1132659,"('unimaginative', 'imaginative')",-1.1502128,-0.9168859,-3.2427192,-3.229336,-1.5246213,-1.3443187,-0.1803026
46,-0.17679816,0.6599554,"('uncompetitive', 'competitive')",-1.1058242,-0.3111209,-1.3407307,-1.226407,-0.874451,-0.2925242,-0.5819268
38,0.17054175,0.28504437,"('untruthful', 'truthful')",0.0051591485,0.24810748,0.103720665,0.095058784,0.0931405,0.2094036,-0.1162631
52,-0.1679575,-0.7723425,"('irrational', 'rational')",0.8251348,0.17813675,0.07403192,-0.055772197,0.2437364,-0.2166593,0.4603957
84,0.15776147,0.059349775,"('inferior', 'superior')",0.055152327,-0.13916704,-0.07359418,-0.05554588,0.0464399,-0.045121,0.0915609
61,-0.1546334,-0.051579658,"('illogical', 'logical')",-0.82158023,-0.7230258,-0.1439977,-0.12872641,-0.3734038,-0.3011106,-0.0722932
34,-0.15022434,0.08341747,"('mean', 'honorable')",-0.13963324,0.08789823,5.061347,5.3368483,1.5904965,1.8360546,-0.2455581
79,-0.12985733,-0.5291214,"('wavering', 'unwavering')",1.1461921,0.60837865,-0.284272,-0.23076934,0.2440209,-0.050504,0.2945249
47,0.114389986,0.54836667,"('stupid', 'smart')",-0.122178055,0.33169654,5.050424,5.3862576,1.6808786,2.0887736,-0.407895
3,0.108570956,0.30504146,"('repellent', 'pleasant')",-0.57983744,-0.33755434,0.36813802,0.5019131,-0.0343762,0.1564667,-0.1908429
17,-0.10023904,-0.4596044,"('nasty', 'nice')",0.26180363,0.17843331,-0.19343421,-0.19380121,-0.0106232,-0.1583241,0.1477009
20,0.09964363,0.34071058,"('rough', 'thoughtful')",-0.5776965,-0.5413067,0.50692636,0.6168787,0.0096245,0.1387609,-0.1291364
87,-0.09772624,-0.000110439956,"('unsuccessful', 'successful')",-0.30060312,-0.20994215,0.015149143,-0.053299844,-0.1277267,-0.0877841,-0.0399426
81,-0.086091995,0.41472358,"('submissive', 'aggressive')",-1.4983525,-0.67421556,-0.98211026,-0.83266246,-0.8555183,-0.3640515,-0.4914668
11,-0.07546918,0.41074038,"('unhelpful', 'helpful')",-0.811829,-0.25394228,1.7603323,1.9453087,0.2910114,0.7007023,-0.4096909
1,-0.06886811,-0.22573072,"('unfriendly', 'friendly')",0.00045281462,-0.20539352,1.9115378,1.8326474,0.6143742,0.4671744,0.1471998
60,0.044592522,0.94571257,"('inefficient', 'efficient')",-1.5713257,-0.5469389,-0.50516176,-0.0970853,-0.6772983,0.1005628,-0.7778611
69,0.030852687,-0.2792375,"('lazy', 'industrious')",1.6635629,1.3164123,-0.6769146,-0.8708348,0.339167,0.0554467,0.2837203
