,western_male,western_female,tuple,union_male,union_female,co_male,co_female,average_male,average_female,male-female
39,1.6983107,1.6796002,"('exploitative', 'cooperative')",0.57707435,0.5626323,0.41019738,0.403016,0.8951942,0.8817496,0.0134446
77,-1.4012284,-0.9729264,"('unmotivated', 'motivated')",-1.6840311,-1.4143919,-1.3768479,-1.3685732,-1.4873691,-1.2519638,-0.2354053
16,-1.3601806,-1.5471662,"('unpopular', 'popular')",-0.80833966,-1.014493,0.22808836,0.102078825,-0.6468106,-0.8198601,0.1730495
36,-1.3207551,-1.9532152,"('hostile', 'amicable')",0.88675576,0.13360642,0.08897559,-0.1259369,-0.1150079,-0.6485152,0.5335073
42,1.2249588,1.3737661,"('unreliable', 'reliable')",0.17437933,0.4382607,-2.731072,-2.4689746,-0.4439113,-0.2189826,-0.2249287
35,-1.2169435,-2.1398823,"('corrupt', 'incorrupt')",0.24235426,-0.7003993,-0.2673611,-0.5356756,-0.4139834,-1.125319,0.7113356
14,1.0637585,1.5825891,"('antisocial', 'social')",0.6368802,0.9889063,-0.3142957,-0.41726357,0.4621143,0.7180773,-0.255963
26,1.0347685,0.88571435,"('hardhearted', 'benevolent')",2.6668184,2.298635,2.0554574,1.5982808,1.9190146,1.59421,0.3248046
6,-1.0041827,-1.4783971,"('distant', 'open')",1.0199572,0.697666,0.004103452,0.25229004,0.006626,-0.176147,0.182773
56,0.9900414,1.7690194,"('impractical', 'practical')",1.0536147,1.6671529,-0.36681303,-0.20739229,0.5589477,1.07626,-0.5173123
31,-0.9650305,-1.3258928,"('evil', 'good')",0.81544,0.20883396,-0.6593893,-0.50320023,-0.2696599,-0.5400863,0.2704264
49,-0.95207465,-0.75235957,"('unable', 'able')",-0.6115445,-0.55668664,-0.83181244,-0.46927562,-0.7984772,-0.592774,-0.2057032
37,0.9144072,1.1113,"('fake', 'genuine')",-0.27365643,-0.13602565,0.2090584,0.44498208,0.2832697,0.4734188,-0.1901491
5,-0.9121034,-1.3409706,"('distant', 'outgoing')",0.68122166,0.3280436,-0.40368152,-0.16646005,-0.2115211,-0.393129,0.1816079
2,0.89011794,1.0205781,"('unlikable', 'likable')",0.3515653,0.52708405,0.6755774,0.74717945,0.6390869,0.7649473,-0.1258604
78,-0.8774863,-0.4869398,"('nonresilient', 'resilient')",-0.89883024,-0.5694914,-0.25138605,-0.14018437,-0.6759009,-0.3988719,-0.277029
73,0.81775224,0.4694497,"('helpless', 'self-reliant')",1.5386748,1.1011305,-3.345875,-3.3860955,-0.3298159,-0.6051718,0.2753559
62,0.7421399,1.5183282,"('incompetent', 'brilliant')",-0.7874132,-0.09531167,-0.214387,0.045182638,-0.0865534,0.4893997,-0.5759531
86,-0.72998995,-0.2263231,"('uninfluential', 'influential')",-0.9793336,-0.6429441,-0.5204871,-0.5008141,-0.7432702,-0.4566938,-0.2865764
18,-0.72734886,-0.76441836,"('disagreeable', 'welcoming')",-0.6498593,-0.78588283,-0.88316107,-0.7596718,-0.7534564,-0.769991,0.0165346
40,0.7109821,0.7108569,"('stingy', 'generous')",0.0330308,0.02643301,-2.204483,-2.3662305,-0.4868234,-0.5429802,0.0561568
85,-0.7039993,-1.534132,"('insignificant', 'prestigious')",0.013172323,-0.7266404,-0.5612293,-0.81826425,-0.4173521,-1.0263456,0.6089935
80,0.701769,1.119592,"('dominated', 'dominating')",-0.43107238,-0.013498101,-0.7930995,-0.9264627,-0.1741343,0.0598771,-0.2340114
15,0.6971072,0.5809965,"('boring', 'funny')",0.9269228,0.7449114,0.38503027,0.51107943,0.6696868,0.6123291,0.0573577
7,0.6895637,0.98481697,"('insensitive', 'sensitive')",-0.39536136,-0.09936473,0.29578516,0.44081262,0.1966625,0.4420883,-0.2454258
23,0.67006594,1.1236038,"('insincere', 'sincere')",-0.48283327,-0.095468886,5.682315,5.995026,1.9565158,2.3410536,-0.3845378
58,0.66204613,0.8956759,"('undiscriminating', 'discriminating')",0.14394963,0.22772829,0.031824253,-0.046736233,0.2792733,0.3588893,-0.079616
28,0.64689773,0.3443964,"('disloyal', 'loyal')",-0.038975682,-0.24580246,1.1376233,0.93327713,0.5818485,0.343957,0.2378915
70,0.6291795,1.1843908,"('lethargic', 'energetic')",-0.9275466,-0.33868846,0.23861803,0.56687385,-0.0199164,0.4708587,-0.4907751
50,-0.6288571,-0.8314651,"('clumsy', 'skillful')",-0.7345201,-1.088002,-0.17968449,-0.19344021,-0.5143539,-0.7043025,0.1899486
76,0.6070372,1.0439782,"('anxious', 'daring')",-1.282041,-0.79623306,-0.32421136,0.009519896,-0.3330717,0.085755,-0.4188267
30,0.5948277,0.9802391,"('intolerant', 'tolerant')",-0.3991064,0.11283408,0.30768588,0.49734104,0.1678024,0.5301381,-0.3623357
33,0.58514315,0.47657764,"('wrong', 'right')",0.7775731,0.42217246,-0.31902918,-0.43635574,0.3478957,0.1541314,0.1937643
44,0.5842261,0.35698304,"('prejudiced', 'unprejudiced')",-0.17153448,-0.17029753,-1.0652931,-1.0108026,-0.2175338,-0.2747057,0.0571719
65,0.5706878,0.94068414,"('insecure', 'secure')",-0.46551764,-0.1753481,-0.08287929,0.07945734,0.0074303,0.2815978,-0.2741675
41,0.5450065,0.619494,"('unforgiving', 'forgiving')",-0.24500598,-0.14953841,0.47332618,0.32401258,0.2577756,0.2646561,-0.0068805
8,-0.53994983,-0.95668596,"('unaffectionate', 'affectionate')",-0.14561762,-0.51266694,0.7934835,0.82027215,0.035972,-0.2163603,0.2523323
88,-0.5082208,-0.81797945,"('low', 'eminent')",-1.1852977,-1.2364691,-0.63207084,-0.6346313,-0.7751965,-0.8963599,0.1211634
66,0.49234447,0.3233572,"('inactive', 'active')",-0.01666595,-0.20298508,0.3242169,0.3226074,0.2666318,0.1476598,0.118972
45,0.48485613,1.0365431,"('incompetent', 'competent')",0.20007837,0.6262418,-0.2231672,-0.15170364,0.1539224,0.5036938,-0.3497714
9,0.46141064,0.11290079,"('unaffectionate', 'caring')",0.42540777,0.2837038,1.2756927,1.2369235,0.720837,0.5445093,0.1763277
13,-0.4595417,0.02927576,"('impolite', 'polite')",-1.1524134,-0.54351956,-0.80087006,-0.50222003,-0.804275,-0.3388213,-0.4654537
