,broadcom_male,broadcom_female,tuple,corp_male,corp_female,average_male,average_female,male-female
10,-1.6704173,-1.543813,"('unsympathetic', 'sympathetic')",-0.28259265,-0.23043765,-0.976505,-0.8871253,-0.0893797
43,-1.570911,-1.5102745,"('irresponsible', 'responsible')",0.16967179,0.1747874,-0.7006196,-0.6677436,-0.032876
39,1.5150462,1.8423519,"('exploitative', 'cooperative')",0.27176306,0.38585272,0.8934047,1.1141024,-0.2206977
0,-1.4122564,-1.4227003,"('unsociable', 'sociable')",-0.012771659,0.11519995,-0.712514,-0.6537502,-0.0587638
38,-1.2596133,-1.2930868,"('untruthful', 'truthful')",-0.3660694,-0.31385142,-0.8128414,-0.8034691,-0.0093723
46,-1.2549328,-1.0906919,"('uncompetitive', 'competitive')",-0.860342,-0.8012664,-1.0576375,-0.9459791,-0.1116584
11,-1.2474421,-0.9492528,"('unhelpful', 'helpful')",1.5722693,1.809346,0.1624136,0.4300466,-0.267633
69,1.2183601,1.0394553,"('lazy', 'industrious')",-0.9580207,-1.1177903,0.1301697,-0.0391675,0.1693372
70,-1.1847259,-0.97538686,"('lethargic', 'energetic')",-0.012416113,0.13793942,-0.598571,-0.4187237,-0.1798473
63,-1.1783562,-1.0017292,"('unperceptive', 'insightful')",0.5253011,0.52918553,-0.3265275,-0.2362719,-0.0902556
45,-1.1373074,-1.0031952,"('incompetent', 'competent')",-0.13392311,-0.06657589,-0.6356152,-0.5348855,-0.1007297
73,1.0950254,1.0541089,"('helpless', 'self-reliant')",-3.4108353,-3.528183,-1.1579049,-1.2370371,0.0791322
72,-1.087676,-1.2612842,"('unambitious', 'ambitious')",-0.50447536,-0.66476107,-0.7960757,-0.9630226,0.1669469
23,-1.0726774,-0.7506622,"('insincere', 'sincere')",5.8000107,6.0728655,2.3636665,2.6611016,-0.2974351
55,-1.0613298,-0.8248464,"('incompetent', 'clever')",0.42357087,0.5388837,-0.3188795,-0.1429814,-0.1758981
86,-1.0490344,-0.98762,"('uninfluential', 'influential')",-0.17253175,-0.1475927,-0.610783,-0.5676063,-0.0431767
57,-0.99896675,-0.9751611,"('unimaginative', 'imaginative')",-2.8805664,-2.9497838,-1.9397665,-1.9624724,0.0227059
8,-0.9590232,-1.1451626,"('unaffectionate', 'affectionate')",0.53506154,0.41315094,-0.2119808,-0.3660058,0.154025
7,-0.95150125,-0.7731951,"('insensitive', 'sensitive')",0.3633273,0.44247097,-0.294087,-0.1653621,-0.1287249
13,-0.9166273,-0.76427156,"('impolite', 'polite')",-0.75796777,-0.62612945,-0.8372976,-0.6952005,-0.1420971
12,-0.90946734,-1.1052225,"('unsupportive', 'supportive')",-2.0083675,-2.1264813,-1.4589174,-1.6158519,0.1569345
31,0.8600368,0.615999,"('evil', 'good')",-0.6920008,-0.758978,0.084018,-0.0714895,0.1555075
35,0.85343844,0.70282716,"('corrupt', 'incorrupt')",-0.44917414,-0.43705434,0.2021322,0.1328864,0.0692458
82,-0.85317576,-0.51607955,"('poor', 'rich')",6.191854,6.4245477,2.6693392,2.9542341,-0.2848949
78,-0.7777359,-1.1703115,"('nonresilient', 'resilient')",0.07749914,-0.06678435,-0.3501184,-0.6185479,0.2684295
9,-0.73725605,-0.9621718,"('unaffectionate', 'caring')",1.062463,0.93276566,0.1626035,-0.0147031,0.1773066
85,0.73647165,0.6965475,"('insignificant', 'prestigious')",0.12269281,0.18068594,0.4295822,0.4386167,-0.0090345
49,-0.648141,-0.35747185,"('unable', 'able')",-0.38898203,-0.20071366,-0.5185615,-0.2790928,-0.2394687
2,0.62529767,0.72481686,"('unlikable', 'likable')",0.85444903,0.93558466,0.7398733,0.8302008,-0.0903275
32,-0.6156,-0.5018209,"('unkind', 'kind')",0.97121024,1.0039116,0.1778051,0.2510453,-0.0732402
41,-0.61404663,-0.57960486,"('unforgiving', 'forgiving')",0.26477316,0.33585036,-0.1746367,-0.1218773,-0.0527594
25,0.61232364,0.5608802,"('egoistic', 'altruistic')",1.427772,1.3634331,1.0200479,0.9621567,0.0578912
33,0.6085058,0.4600064,"('wrong', 'right')",-0.8660958,-0.9951326,-0.128795,-0.2675631,0.1387681
51,-0.58988416,-0.539136,"('uneducated', 'educated')",0.76137185,0.9390901,0.0857438,0.199977,-0.1142332
53,-0.57745796,-0.6198154,"('uncreative', 'creative')",0.74020416,0.63322765,0.0813731,0.0067061,0.074667
60,-0.5734364,-0.3775595,"('inefficient', 'efficient')",-0.062730476,-0.021828882,-0.3180834,-0.1996942,-0.1183892
28,-0.52284,-0.2933621,"('disloyal', 'loyal')",1.3683151,1.518276,0.4227375,0.6124569,-0.1897194
24,-0.47255716,-0.40444964,"('dishonest', 'honest')",0.7549776,0.75431323,0.1412102,0.1749318,-0.0337216
81,-0.4606417,-0.018286787,"('submissive', 'aggressive')",-0.6746299,-0.47877428,-0.5676358,-0.2485305,-0.3191053
44,0.44690022,0.50818723,"('prejudiced', 'unprejudiced')",-1.5689256,-1.5656734,-0.5610127,-0.528743,-0.0322697
54,-0.44677863,-0.27190858,"('incapable', 'capable')",0.5788075,0.7003211,0.0660144,0.2142062,-0.1481918
71,0.4456331,0.27256948,"('diffident', 'self-confident')",0.4609924,0.51286656,0.4533128,0.392718,0.0605948
19,-0.41969344,-0.42515057,"('inhospitable', 'hospitable')",-0.58145446,-0.4877573,-0.5005739,-0.4564539,-0.04412
17,-0.41319367,-0.2640438,"('nasty', 'nice')",-0.7354151,-0.45987922,-0.5743044,-0.3619615,-0.2123429
48,-0.41203874,-0.31219864,"('unintelligent', 'intelligent')",0.88418263,0.9491716,0.2360719,0.3184865,-0.0824146
27,-0.40941176,-0.6818743,"('hardhearted', 'softhearted')",1.054203,0.8568307,0.3223956,0.0874782,0.2349174
87,0.40742293,0.4504553,"('unsuccessful', 'successful')",0.87780106,0.9792673,0.642612,0.7148613,-0.0722493
14,0.40713632,0.68638176,"('antisocial', 'social')",0.03460827,0.21913788,0.2208723,0.4527598,-0.2318875
84,0.39713997,0.37980914,"('inferior', 'superior')",0.9276246,0.90853894,0.6623822,0.644174,0.0182082
1,-0.38553646,-0.5982001,"('unfriendly', 'friendly')",1.6683285,1.5791456,0.641396,0.4904727,0.1509233
61,0.37345618,0.47469994,"('illogical', 'logical')",0.8812733,0.9951725,0.6273648,0.7349362,-0.1075714
83,0.37335956,0.5913199,"('powerless', 'powerful')",-0.81204295,-0.73020476,-0.2193417,-0.0694424,-0.1498993
88,-0.3681184,0.025337776,"('low', 'eminent')",-0.08839401,0.17351669,-0.2282562,0.0994272,-0.3276834
47,-0.36193874,-0.11364685,"('stupid', 'smart')",5.286699,5.443106,2.4623799,2.6647296,-0.2023497
50,-0.3482152,-0.27949953,"('clumsy', 'skillful')",-0.2175243,-0.20934954,-0.2828698,-0.2444245,-0.0384453
77,-0.34782127,-0.3034094,"('unmotivated', 'motivated')",-1.2662377,-1.2339694,-0.8070295,-0.7686894,-0.0383401
3,-0.33854637,-0.15599158,"('repellent', 'pleasant')",0.7782348,0.89487886,0.2198442,0.3694437,-0.1495995
65,-0.33624172,0.065462224,"('insecure', 'secure')",-0.20175262,0.03939124,-0.2689972,0.0524267,-0.3214239
76,-0.32315367,-0.051164612,"('anxious', 'daring')",-0.2223709,-0.114820674,-0.2727623,-0.0829926,-0.1897697
59,0.3226295,0.4334902,"('foolish', 'wise')",-0.102293834,-0.034215078,0.1101678,0.1996376,-0.0894698
22,-0.2926344,-0.11606886,"('untrustworthy', 'trustworthy')",-0.76791584,-0.6458666,-0.5302751,-0.3809677,-0.1493074
64,0.28602186,0.28360507,"('shy', 'confident')",-6.278669,-6.3674846,-2.9963236,-3.0419397,0.0456161
29,0.28166032,0.15678532,"('unfair', 'fair')",-0.10622336,-0.14770438,0.0877185,0.0045405,0.083178
34,-0.259333,-0.13167736,"('mean', 'honorable')",5.638621,5.8700566,2.6896439,2.8691897,-0.1795458
37,-0.25499138,-0.14299086,"('fake', 'genuine')",0.061453924,0.029338602,-0.0967687,-0.0568261,-0.0399426
66,0.2401748,-0.09254726,"('inactive', 'active')",0.48464274,0.22343443,0.3624088,0.0654436,0.2969652
52,0.23108476,0.2545815,"('irrational', 'rational')",0.25280875,0.33214885,0.2419468,0.2933652,-0.0514184
36,0.2306541,0.09415883,"('hostile', 'amicable')",-0.026126573,0.04639118,0.1022638,0.070275,0.0319888
74,-0.2272838,-0.11729662,"('undedicated', 'dedicated')",-0.10575425,-0.06253063,-0.166519,-0.0899136,-0.0766054
62,-0.22267729,0.009189195,"('incompetent', 'brilliant')",0.22512221,0.33847243,0.0012225,0.1738308,-0.1726083
21,-0.22050843,0.19428575,"('immoral', 'moral')",-0.41264305,-0.105008245,-0.3165757,0.0446388,-0.3612145
56,-0.21719968,0.27936596,"('impractical', 'practical')",-0.43944886,-0.14558296,-0.3283243,0.0668915,-0.3952158
26,0.17814992,0.06704775,"('hardhearted', 'benevolent')",2.000615,1.8862969,1.0893824,0.9766723,0.1127101
79,0.1749627,0.14890921,"('wavering', 'unwavering')",-0.475047,-0.48766714,-0.1500421,-0.169379,0.0193369
58,-0.15850411,-0.036489286,"('undiscriminating', 'discriminating')",0.3474147,0.3579963,0.0944553,0.1607535,-0.0662982
18,-0.15726137,-0.1496413,"('disagreeable', 'welcoming')",-0.46044353,-0.392555,-0.3088524,-0.2710981,-0.0377543
5,0.15007034,-0.140057,"('distant', 'outgoing')",-0.8272678,-0.87370384,-0.3385987,-0.5068804,0.1682817
42,-0.14128685,0.050309487,"('unreliable', 'reliable')",-3.2033045,-3.063688,-1.6722957,-1.5066893,-0.1656064
68,0.13546446,0.21812107,"('dependent', 'independent')",-0.6297156,-0.5910215,-0.2471256,-0.1864502,-0.0606754
20,0.13272849,0.3401137,"('rough', 'thoughtful')",1.0086025,1.0823154,0.5706655,0.7112145,-0.140549
