,dell_male,dell_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
81,-2.2319577,-2.220696,"('submissive', 'aggressive')",0.1282977,0.13176459,-0.8777139,-1.0464705,-0.9937913,-1.0451339,0.0513426
85,2.142726,1.9845797,"('insignificant', 'prestigious')",0.9031398,0.7703049,0.70620394,0.9390493,1.2506899,1.2313113,0.0193786
71,2.1296127,2.0694244,"('diffident', 'self-confident')",0.6425519,0.72796416,0.082846045,0.24073675,0.9516702,1.0127084,-0.0610382
26,2.0805051,1.9500685,"('hardhearted', 'benevolent')",0.61267054,0.6154079,1.5833352,1.6760714,1.4255037,1.4138492,0.0116545
9,2.0115972,1.8995011,"('unaffectionate', 'caring')",0.57442015,0.54445183,1.0164746,1.030438,1.2008306,1.1581303,0.0427003
8,1.9816774,1.8577534,"('unaffectionate', 'affectionate')",0.39842185,0.4818131,0.6173925,0.71740437,0.9991639,1.0189903,-0.0198264
1,1.9402657,1.7952937,"('unfriendly', 'friendly')",0.447583,0.35720438,1.3769846,1.5679271,1.2549444,1.2401417,0.0148027
45,-1.872236,-1.8599313,"('incompetent', 'competent')",-1.1752268,-1.1906657,-0.96322644,-0.9634368,-1.3368964,-1.3380113,0.0011149
76,-1.8070765,-1.7560226,"('anxious', 'daring')",-0.8184852,-0.8164952,-0.13916898,-0.14698556,-0.9215769,-0.9065011,-0.0150758
42,-1.6972212,-1.886549,"('unreliable', 'reliable')",-1.9476146,-2.0671322,-3.2840083,-3.3364522,-2.3096147,-2.4300445,0.1204298
64,-1.5882113,-1.7879684,"('shy', 'confident')",-0.9308488,-1.026562,-6.443314,-6.7087393,-2.9874579,-3.1744232,0.1869653
83,1.5225097,1.1372033,"('powerless', 'powerful')",0.8128649,0.6376712,-0.65709424,-0.8340709,0.5594268,0.3136012,0.2458256
10,-1.4681729,-1.5412183,"('unsympathetic', 'sympathetic')",-1.0048647,-1.0919269,-0.5863183,-0.6743595,-1.0197853,-1.1025016,0.0827163
