,procter_male,procter_female,tuple,&_male,&_female,gamble_male,gamble_female,co_male,co_female,average_male,average_female,male-female
61,-0.2186102,-0.35680684,"('illogical', 'logical')",-0.09683104,-0.19456266,0.9678052,0.7677429,-0.096195,-0.37010252,0.1390422,-0.0384323,0.1774745
1,0.21801585,0.27540457,"('unfriendly', 'friendly')",-0.6910629,-0.78279114,1.1805248,0.95168704,1.7568202,1.7201967,0.6160745,0.5411243,0.0749502
18,-0.14828081,-0.13919818,"('disagreeable', 'welcoming')",1.0217896,1.0726734,0.08818644,0.044626534,-0.9777866,-0.928845,-0.0040229,0.0123142,-0.0163371
68,-0.14033034,-0.1880538,"('dependent', 'independent')",-1.1365348,-1.0309546,-0.7452253,-0.78623945,-1.3949999,-1.4379283,-0.8542726,-0.8607941,0.0065215
38,-0.12724876,-0.040429585,"('untruthful', 'truthful')",-1.6704819,-1.6766987,0.39479497,0.4265069,0.25094575,0.24579084,-0.2879975,-0.2612076,-0.0267899
74,-0.10812459,-0.18320279,"('undedicated', 'dedicated')",-0.057298675,-0.19242242,0.077610835,0.03776673,0.3911354,0.19582412,0.0758307,-0.0355086,0.1113393
34,-0.09931345,-0.20768495,"('mean', 'honorable')",-0.65854263,-0.67974675,0.28265542,0.17157355,5.554143,5.374427,1.2697356,1.1646422,0.1050934
64,-0.09737637,0.026323725,"('shy', 'confident')",0.35236162,0.42615765,-0.011446878,0.15736654,-6.224433,-6.12618,-1.4952236,-1.379083,-0.1161406
67,-0.09055504,-0.014903441,"('doubtful', 'determined')",-0.71359307,-0.7125746,-0.35215998,-0.2685545,-0.4896924,-0.484969,-0.4115001,-0.3702504,-0.0412497
9,0.08101503,0.05165174,"('unaffectionate', 'caring')",-0.6346877,-0.73232263,1.9523479,1.8587724,1.4743382,1.4381872,0.7182534,0.6540722,0.0641812
58,-0.064258926,-0.17759426,"('undiscriminating', 'discriminating')",-0.63240165,-0.7711216,0.545683,0.3348873,0.43075213,0.29489896,0.0699436,-0.0797324,0.149676
8,-0.043987744,-0.07137542,"('unaffectionate', 'affectionate')",-0.3358661,-0.36668307,1.6949683,1.5263845,0.9142279,0.88473624,0.5573356,0.4932656,0.06407
42,0.016794186,0.083656125,"('unreliable', 'reliable')",0.64651155,0.62295175,-0.913585,-0.72993714,-2.8414474,-2.8773777,-0.7729316,-0.7251768,-0.0477548
40,-0.0019446686,0.091759354,"('stingy', 'generous')",-0.18320405,-0.18170965,-0.23257458,-0.22009479,-2.080936,-2.0918572,-0.6246648,-0.6004755,-0.0241893
