,procter_male,procter_female,tuple,&_male,&_female,gamble_male,gamble_female,co_male,co_female,average_male,average_female,male-female
10,-3.786801,-3.8377311,"('unsympathetic', 'sympathetic')",-3.1711605,-3.249198,-3.4611964,-3.196751,-0.06562066,-0.20340188,-2.6211946,-2.6217704,0.0005758
85,3.1984472,3.289012,"('insignificant', 'prestigious')",3.0718231,3.0561311,3.4019923,3.284582,-0.25865176,-0.24094188,2.3534026,2.3471959,0.0062067
57,-2.8613262,-2.8856902,"('unimaginative', 'imaginative')",-1.8368753,-1.9422468,-1.7905011,-1.6838987,-3.0323412,-3.2676663,-2.3802609,-2.4448757,0.0646148
81,-2.8349664,-2.686353,"('submissive', 'aggressive')",-1.7621402,-1.7701058,-2.3229957,-2.0507257,-0.9446261,-1.206326,-1.966182,-1.9283777,-0.0378043
60,-2.7887397,-2.9680533,"('inefficient', 'efficient')",-3.084972,-3.2454827,-1.9870523,-1.9783057,-0.33552772,-0.66992146,-2.049073,-2.215441,0.166368
48,-2.7193644,-2.8809373,"('unintelligent', 'intelligent')",-2.1117313,-2.3009481,-1.6116636,-1.8012711,-0.13892949,-0.2911252,-1.6454222,-1.8185705,0.1731483
69,2.6448917,2.7618837,"('lazy', 'industrious')",2.8246465,2.9194243,1.531042,1.5727344,-1.1992676,-0.9283831,1.4503281,1.5814147,-0.1310866
6,2.6294413,2.7543123,"('distant', 'open')",1.7278092,1.7902936,2.656901,2.6373909,-0.083340235,0.16223326,1.7327027,1.8360574,-0.1033547
5,2.615584,2.72318,"('distant', 'outgoing')",1.7307116,1.7566689,2.8846378,2.8723242,-0.359959,-0.124621086,1.7177435,1.806888,-0.0891445
14,-2.4901354,-2.519011,"('antisocial', 'social')",-1.1516991,-1.3001214,-0.7569654,-0.77388465,-0.4511193,-0.7737708,-1.2124798,-1.341697,0.1292172
55,-2.4818466,-2.7259846,"('incompetent', 'clever')",-1.8713502,-2.1664565,-1.3782033,-1.451628,0.44026977,0.09459948,-1.3227825,-1.5623673,0.2395848
13,-2.4146512,-2.3195484,"('impolite', 'polite')",-2.9998744,-2.8644626,-1.6689686,-1.4265332,0.17411762,0.09583293,-1.7273442,-1.6286778,-0.0986664
0,-2.352167,-2.3624525,"('unsociable', 'sociable')",-1.5917647,-1.722227,-0.91968185,-0.882078,-0.3666492,-0.50966763,-1.3075657,-1.3691063,0.0615406
30,-2.2787979,-2.2499928,"('intolerant', 'tolerant')",-2.9728155,-2.9748352,-1.582165,-1.4085464,0.19685985,0.1601336,-1.6592296,-1.6183102,-0.0409194
65,-2.276228,-2.4672368,"('insecure', 'secure')",-1.7010276,-1.8788371,-2.0583177,-2.1509075,-0.17720029,-0.44820082,-1.5531933,-1.7362956,0.1831023
70,-2.1806235,-2.3401175,"('lethargic', 'energetic')",-1.6927247,-1.8380585,-2.201921,-2.111686,0.42517227,0.1501711,-1.4125242,-1.5349226,0.1223984
7,-2.0558195,-2.1198766,"('insensitive', 'sensitive')",-2.2322536,-2.33706,-2.1036353,-2.0714073,0.2615313,0.067443855,-1.5325443,-1.6152251,0.0826808
3,-2.053221,-2.0970583,"('repellent', 'pleasant')",-0.43253714,-0.5425634,-0.903568,-0.9810447,0.58393896,0.44877422,-0.7013468,-0.792973,0.0916262
73,2.0421088,2.22011,"('helpless', 'self-reliant')",0.86237717,0.94239295,0.47233725,0.46426898,-3.1587005,-3.0237272,0.0545307,0.1507611,-0.0962304
79,2.0417628,2.260299,"('wavering', 'unwavering')",2.0328028,2.2243674,1.1820538,1.2460282,-0.4783464,-0.30120686,1.1945683,1.3573719,-0.1628036
43,-2.0188303,-2.2288623,"('irresponsible', 'responsible')",-3.5465634,-3.6191697,-1.7324262,-1.6157941,0.5929004,0.34717116,-1.6762298,-1.7791637,0.1029339
11,-2.008329,-2.1063073,"('unhelpful', 'helpful')",-2.7516499,-2.8465605,-1.5525784,-1.488518,2.4625118,2.2189045,-0.9625114,-1.0556202,0.0931088
35,2.0006387,2.0886905,"('corrupt', 'incorrupt')",1.9992923,2.0758479,0.858807,0.9052768,-0.44977096,-0.2037755,1.1022418,1.2165099,-0.1142681
21,-1.9847677,-2.1519897,"('immoral', 'moral')",-1.6125976,-1.7713398,-2.0174708,-2.0286887,-1.065617,-1.2675452,-1.6701133,-1.8048908,0.1347775
86,-1.96219,-1.9914048,"('uninfluential', 'influential')",-1.4610181,-1.5197158,-0.3157805,-0.37588924,-0.19041914,-0.35593224,-0.982352,-1.0607355,0.0783835
45,-1.9578725,-2.0074942,"('incompetent', 'competent')",-2.1475005,-2.3100202,-2.073049,-2.094743,-0.92934304,-1.1702721,-1.7769413,-1.8956323,0.118691
28,-1.9430664,-2.042854,"('disloyal', 'loyal')",-1.5193688,-1.684408,-1.5316106,-1.5366937,0.8622881,0.591358,-1.0329394,-1.1681494,0.13521
62,-1.9111294,-2.0926967,"('incompetent', 'brilliant')",-2.6170268,-2.7541208,-0.916172,-0.9333889,-0.011126436,-0.3962138,-1.3638637,-1.5441051,0.1802414
33,1.9104604,2.0310166,"('wrong', 'right')",0.8397051,0.8594487,1.7054894,1.7654676,-0.8572681,-0.63239986,0.8995968,1.0058832,-0.1062864
76,-1.8915895,-2.0299757,"('anxious', 'daring')",-0.24641669,-0.3804332,-2.0656161,-1.9331871,0.022691013,-0.1892263,-1.0452328,-1.1332055,0.0879727
36,1.8665358,2.031406,"('hostile', 'amicable')",1.7043934,1.8405466,1.9737313,1.8638681,-0.32732776,-0.053418484,1.3043332,1.4206005,-0.1162673
23,-1.8569155,-2.0436115,"('insincere', 'sincere')",-2.5188704,-2.6382034,-1.170548,-1.1914766,6.1860404,5.8510194,0.1599267,-0.0055681,0.1654948
46,-1.6425384,-1.8667428,"('uncompetitive', 'competitive')",-1.3323004,-1.4340793,-1.4107977,-1.2584635,-0.70804405,-1.1266451,-1.2734201,-1.4214827,0.1480626
82,-1.6260675,-1.7519104,"('poor', 'rich')",-1.5039101,-1.59091,-1.4235065,-1.4885604,6.097179,5.926959,0.3859237,0.2738945,0.1120292
66,1.5812235,1.5015932,"('inactive', 'active')",1.857518,1.8486845,1.194992,1.2857773,0.83491856,0.789674,1.3671629,1.3564322,0.0107307
56,-1.5776445,-1.5700759,"('impractical', 'practical')",-2.3163106,-2.3787253,-0.91561764,-0.7298112,-0.26790914,-0.43621054,-1.2693704,-1.2787057,0.0093353
75,1.5037978,1.6545801,"('meek', 'impulsive')",0.5815302,0.71170026,0.33307853,0.453238,-0.44984937,-0.31954223,0.4921393,0.624994,-0.1328547
72,-1.4714475,-1.5105233,"('unambitious', 'ambitious')",-1.9554943,-1.9225763,-0.3742699,-0.37767795,-0.70773995,-0.7491955,-1.1272379,-1.1399933,0.0127554
31,1.3643128,1.5554767,"('evil', 'good')",1.4815277,1.6184443,1.7427654,1.6215081,-1.1311674,-0.85943305,0.8643596,0.983999,-0.1196394
50,1.3516083,1.3547223,"('clumsy', 'skillful')",2.507155,2.478879,-0.24778089,-0.26702932,0.055950284,-0.03379083,0.9167331,0.8831953,0.0335378
84,1.3132715,1.2834421,"('inferior', 'superior')",1.0663582,1.0382493,0.4025108,0.3926248,0.5747308,0.6555666,0.8392178,0.8424708,-0.003253
19,1.2061639,1.3927758,"('inhospitable', 'hospitable')",0.79958165,0.881925,1.3334423,1.3715497,0.19708696,0.382958,0.8840687,1.007302,-0.1232333
77,-1.1990106,-1.2379441,"('unmotivated', 'motivated')",-0.58501667,-0.62860924,0.022725288,0.0631157,-1.3942084,-1.5781919,-0.7888776,-0.8454074,0.0565298
54,1.1972283,0.98744893,"('incapable', 'capable')",0.26836777,0.21128985,1.2382051,1.183799,1.2154803,1.0375845,0.9798204,0.8550306,0.1247898
59,1.1832045,1.2893931,"('foolish', 'wise')",1.2461995,1.3206576,-0.16465461,-0.11564019,-0.33931005,-0.15808193,0.4813599,0.5840821,-0.1027222
24,-1.1721997,-1.2704778,"('dishonest', 'honest')",-2.65866,-2.7095432,-1.0100728,-0.8914185,0.7700683,0.71551466,-1.0177161,-1.0389812,0.0212651
71,1.1276414,1.1136762,"('diffident', 'self-confident')",-0.6024793,-0.6664593,2.00404,1.8734329,0.17647074,0.08190249,0.6764182,0.600638,0.0757802
53,-1.1198174,-1.1151584,"('uncreative', 'creative')",0.05118759,0.10550058,0.38935247,0.39628905,1.0341924,1.0022388,0.0887288,0.0972175,-0.0084887
52,1.0944965,1.25275,"('irrational', 'rational')",1.4897772,1.660784,0.7750956,0.6570842,-0.5021426,-0.31160727,0.7143067,0.8147528,-0.1004461
63,-1.0927141,-1.0732741,"('unperceptive', 'insightful')",-0.58710563,-0.68038857,-1.0145774,-0.95240146,0.48983377,0.19118783,-0.5511408,-0.6287191,0.0775783
29,1.0926077,0.92467415,"('unfair', 'fair')",0.6018001,0.3599395,0.26614052,0.102704436,-0.70411944,-0.76682705,0.3141072,0.1551227,0.1589845
41,-1.0111749,-0.772794,"('unforgiving', 'forgiving')",-1.8288502,-1.720843,-0.50205684,-0.46357697,0.14263384,0.21802242,-0.799862,-0.6847979,-0.1150641
4,0.97826135,1.2849345,"('disliked', 'liked')",0.89970607,1.0470996,0.95142716,1.0095595,-6.8480377,-6.6922226,-1.0046608,-0.8376572,-0.1670036
47,-0.96990794,-1.1557441,"('stupid', 'smart')",-0.8679565,-0.9518721,-1.5228155,-1.4916703,5.106614,4.955143,0.4364836,0.3389641,0.0975195
88,-0.9609012,-0.9645729,"('low', 'eminent')",-0.95820785,-0.9106632,-1.4964684,-1.430401,-0.36642143,-0.41094023,-0.9454997,-0.9291443,-0.0163554
16,0.9417705,1.0201292,"('unpopular', 'popular')",0.62553513,0.6503032,0.30519143,0.222068,-0.15545014,-0.25841966,0.4292617,0.4085202,0.0207415
32,-0.9391861,-0.904676,"('unkind', 'kind')",-2.2254627,-2.2191622,-1.4361999,-1.2843032,1.2591507,1.1340345,-0.8354245,-0.8185266,-0.0168979
39,-0.9300161,-0.9564514,"('exploitative', 'cooperative')",-0.7799615,-0.8400883,-0.76751316,-0.6802872,0.5612272,0.4538037,-0.4790659,-0.5057558,0.0266899
51,-0.91209435,-0.7347696,"('uneducated', 'educated')",-0.5757297,-0.5599339,-0.25366503,-0.18004249,1.3506387,1.3110366,-0.0977126,-0.0409274,-0.0567852
22,-0.9090153,-0.99877876,"('untrustworthy', 'trustworthy')",-1.2822293,-1.3048013,-2.0023935,-1.9903021,-0.97544795,-1.0630172,-1.2922715,-1.3392249,0.0469534
27,-0.8869609,-1.0180854,"('hardhearted', 'softhearted')",-1.743423,-1.8238535,-0.9450152,-0.9447978,0.7219635,0.67996174,-0.7133589,-0.7766938,0.0633349
17,-0.8867497,-0.78338116,"('nasty', 'nice')",0.13293546,0.09738985,0.049192324,0.096376784,-0.5104525,-0.4348075,-0.3037686,-0.2561055,-0.0476631
2,0.85146546,0.6687541,"('unlikable', 'likable')",0.9889111,0.9041304,2.0532308,1.8720217,1.1777899,1.0078107,1.2678493,1.1131792,0.1546701
25,0.7781547,0.8512102,"('egoistic', 'altruistic')",1.4986721,1.5130659,1.8733966,1.8122672,1.4482781,1.3673285,1.3996254,1.385968,0.0136574
44,0.6620157,0.51345325,"('prejudiced', 'unprejudiced')",-0.62130874,-0.60922056,-1.242544,-1.2038887,-1.7243683,-1.7482469,-0.7315513,-0.7619757,0.0304244
87,0.59802645,0.40264067,"('unsuccessful', 'successful')",1.2872113,1.1790555,0.44382495,0.43159193,0.56807965,0.27266553,0.7242856,0.5714884,0.1527972
12,-0.5884169,-0.51857173,"('unsupportive', 'supportive')",-0.32431212,-0.4394937,0.23340261,0.26869044,-1.5248632,-1.63789,-0.5510474,-0.5818162,0.0307688
15,0.48036507,0.48091057,"('boring', 'funny')",0.6165019,0.5694614,0.17473832,0.23992091,0.6210568,0.6464232,0.4731655,0.484179,-0.0110135
20,-0.42341992,-0.65913475,"('rough', 'thoughtful')",1.0060508,0.90645856,-0.54724365,-0.66957,0.4141095,0.23577018,0.1123742,-0.046619,0.1589932
49,-0.39111546,-0.56229776,"('unable', 'able')",-0.6770099,-0.61097676,-0.75612336,-0.7354571,-0.34301838,-0.4773026,-0.5418168,-0.5965086,0.0546918
80,-0.3421826,-0.5015569,"('dominated', 'dominating')",0.0353482,-0.06995185,-1.5740546,-1.4320427,-0.29832357,-0.58092713,-0.5448031,-0.6461197,0.1013166
26,0.3386565,0.29142377,"('hardhearted', 'benevolent')",1.0752344,0.90943295,1.5550841,1.3794882,1.6080208,1.4902208,1.144249,1.0176414,0.1266076
83,0.31665355,0.2780366,"('powerless', 'powerful')",-0.3416066,-0.38712278,1.1460359,1.0726871,-1.0692706,-1.2334021,0.0129531,-0.0674503,0.0804034
37,-0.26899394,-0.45699522,"('fake', 'genuine')",-0.80895656,-0.9086316,-1.0288764,-1.0103037,0.36481568,0.26561022,-0.4355028,-0.5275801,0.0920773
78,-0.26585093,-0.3293875,"('nonresilient', 'resilient')",0.67786753,0.5721504,1.1078439,0.95242715,0.16633388,-0.091635376,0.4215486,0.2758887,0.1456599
