,dr_male,dr_female,tuple,horton_male,horton_female,inc_male,inc_female,average_male,average_female,male-female
6,-3.4020603,-2.6808176,"('distant', 'open')",-2.3253274,-1.8295708,-0.7446081,-0.4006613,-2.1573318,-1.6370166,-0.5203152
51,3.2393472,2.671382,"('uneducated', 'educated')",1.7498446,1.2788318,0.8701588,0.6633012,1.9531169,1.5378383,0.4152786
36,-3.1206768,-2.8640833,"('hostile', 'amicable')",-2.0993767,-1.803906,-0.69016296,-0.6280939,-1.9700723,-1.765361,-0.2047113
56,3.102928,3.1352363,"('impractical', 'practical')",1.9038616,1.9334457,0.98081505,0.80479395,1.9958682,1.9578252,0.038043
62,3.0745232,2.8666193,"('incompetent', 'brilliant')",2.0501044,1.8776543,1.0699923,1.0428891,2.0648734,1.9290543,0.1358191
31,-2.985211,-2.5997295,"('evil', 'good')",-2.2679248,-1.9765664,-1.7474961,-1.6583211,-2.3335439,-2.0782057,-0.2553382
5,-2.7807283,-2.3302095,"('distant', 'outgoing')",-2.0231907,-1.6047221,-0.95949,-0.60274035,-1.9211362,-1.5125573,-0.4085789
60,2.7638223,2.7086515,"('inefficient', 'efficient')",2.3796885,2.3527246,0.99950624,0.8721638,2.0476723,1.9778466,0.0698257
85,-2.7360363,-2.3133209,"('insignificant', 'prestigious')",-2.8003228,-2.5455346,-0.17058046,0.16627258,-1.9023131,-1.5641942,-0.3381189
55,2.7254143,2.309089,"('incompetent', 'clever')",1.984888,1.6299403,0.4885971,0.32776055,1.7329664,1.4222633,0.3107031
13,2.7004209,2.4685156,"('impolite', 'polite')",3.2830377,2.9777148,0.58532465,0.43595755,2.1895944,1.9607293,0.2288651
35,-2.6724856,-2.384501,"('corrupt', 'incorrupt')",-1.8980622,-1.3674989,-0.96478045,-0.6619909,-1.8451095,-1.4713303,-0.3737792
46,2.4273725,2.1600876,"('uncompetitive', 'competitive')",1.7073032,1.5361618,0.44983795,0.38266537,1.5281712,1.3596382,0.168533
32,2.4097457,2.1825867,"('unkind', 'kind')",0.6562914,0.27979517,1.400718,1.287223,1.4889183,1.2498682,0.2390501
81,2.3623805,2.1130488,"('submissive', 'aggressive')",0.88297176,0.701897,0.16578709,0.002676323,1.1370464,0.9392073,0.1978391
52,-2.3329272,-2.038102,"('irrational', 'rational')",-2.112009,-2.0521226,-1.1584672,-0.98081213,-1.8678012,-1.6903454,-0.1774558
30,2.2609034,2.1652362,"('intolerant', 'tolerant')",1.7178123,1.4949574,1.6810005,1.5860038,1.886572,1.7487326,0.1378394
11,2.1693687,1.736891,"('unhelpful', 'helpful')",1.3653228,0.66016585,2.6671748,2.5565538,2.0672887,1.6512035,0.4160852
0,2.1460097,1.8517537,"('unsociable', 'sociable')",1.9124699,1.8324192,0.09434415,-0.06917678,1.3842745,1.2049987,0.1792758
12,2.0988014,2.1285865,"('unsupportive', 'supportive')",0.6154904,0.6988691,-1.2434648,-1.1355779,0.4902757,0.5639592,-0.0736835
45,2.0497243,2.134536,"('incompetent', 'competent')",2.1924849,2.297709,0.29665118,0.35158306,1.5129536,1.5946094,-0.0816558
25,-1.9698744,-1.9070736,"('egoistic', 'altruistic')",-0.011602111,-0.10970323,0.7130586,0.61385405,-0.422806,-0.4676409,0.0448349
23,1.9354037,1.5190368,"('insincere', 'sincere')",1.348154,1.0543474,6.078016,6.0239544,3.1205244,2.8657796,0.2547448
