,lauder_male,lauder_female,tuple,estee_male,estee_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
10,-1.4148765,-1.5962902,"('unsympathetic', 'sympathetic')",-2.870981,-2.7766213,-0.5819511,-0.7002032,0.17191976,0.09707298,-1.1739721,-1.2440103,0.0700382
86,-1.3992639,-1.5322125,"('uninfluential', 'influential')",-1.9371364,-1.8891218,-0.79457533,-0.8539605,-0.068992674,-0.19464678,-1.0499921,-1.1174854,0.0674933
82,-1.3878403,-1.3609025,"('poor', 'rich')",-1.3966275,-1.3655066,-0.09240286,-0.11102294,5.5174756,5.8296924,0.6601512,0.7480651,-0.0879139
48,-1.3808323,-1.4876995,"('unintelligent', 'intelligent')",-2.076601,-2.1162417,-0.93460095,-0.97724235,0.25949118,0.19074416,-1.0331358,-1.0976098,0.064474
3,-1.3387688,-1.3997349,"('repellent', 'pleasant')",-2.47234,-2.4349825,0.12368398,-0.08541711,-0.17122395,-0.09758584,-0.9646623,-1.0044301,0.0397678
22,-1.2670835,-1.3426466,"('untrustworthy', 'trustworthy')",-1.6410635,-1.5407114,-0.8867099,-0.7606529,-1.5176562,-1.4925544,-1.3281282,-1.2841413,-0.0439869
55,-1.1774547,-1.2923782,"('incompetent', 'clever')",-1.9383438,-1.8533555,-0.09763063,-0.15904838,0.009352859,0.04793956,-0.8010191,-0.8142107,0.0131916
33,1.1494728,1.233207,"('wrong', 'right')",1.5491332,1.6047257,0.1429875,0.26501974,-0.4936313,-0.5368775,0.5869905,0.6415187,-0.0545282
60,-1.1478134,-1.2088988,"('inefficient', 'efficient')",-1.7665454,-1.5108637,0.6772429,0.71833247,0.24199285,0.22783457,-0.4987808,-0.4433988,-0.055382
46,-1.1174952,-1.3229197,"('uncompetitive', 'competitive')",-1.9638685,-1.782386,-0.70986664,-0.6861926,-0.30874583,-0.43402866,-1.024994,-1.0563817,0.0313877
59,1.0650522,1.1482718,"('foolish', 'wise')",1.4141351,1.3536793,-0.08550323,-0.115298964,0.41515827,0.48612297,0.7022105,0.7181938,-0.0159833
36,1.0601635,1.1434506,"('hostile', 'amicable')",1.7438318,1.6560216,-0.20345433,-0.09578612,0.07558729,0.16725822,0.669032,0.7177361,-0.0487041
30,-1.0537264,-1.0418265,"('intolerant', 'tolerant')",-1.2148397,-1.0452732,-0.121651515,0.033683643,0.76328224,0.910349,-0.4067338,-0.2857668,-0.120967
50,1.0205821,1.0756861,"('clumsy', 'skillful')",1.1945021,1.2286445,0.815926,0.9250355,0.6656766,0.97447395,0.9241717,1.0509601,-0.1267884
0,-0.93500376,-1.147368,"('unsociable', 'sociable')",-1.0207678,-1.0129477,-0.1673857,-0.19306535,-0.5451429,-0.58666945,-0.667075,-0.7350126,0.0679376
37,0.9243647,0.85914814,"('fake', 'genuine')",-0.19605996,-0.15713641,-0.10276656,-0.014316831,0.70753884,0.7915467,0.3332692,0.3698104,-0.0365412
17,0.92372364,0.8616609,"('nasty', 'nice')",0.16455027,0.12170474,-0.8706788,-0.9450347,-0.92200255,-0.87644345,-0.1761019,-0.2095281,0.0334262
84,0.89645106,0.7308759,"('inferior', 'superior')",0.71946007,0.6048627,0.33211473,0.28453103,1.012885,0.77718556,0.7402277,0.5993638,0.1408639
66,0.8951137,0.9037919,"('inactive', 'active')",0.7953138,0.50823367,0.076491445,-0.17501502,1.0599699,0.8667608,0.7067223,0.5259429,0.1807794
32,-0.8670136,-0.7839323,"('unkind', 'kind')",-0.87150407,-0.7378113,0.39839965,0.39525098,1.0520505,1.3082614,-0.0720169,0.0454422,-0.1174591
67,0.85252684,0.8100893,"('doubtful', 'determined')",0.31323475,0.3119925,0.54947317,0.6921992,-0.4170607,-0.47291416,0.3245435,0.3353417,-0.0107982
79,0.80373716,0.84332585,"('wavering', 'unwavering')",1.4694315,1.350712,-0.6207423,-0.70994246,0.16322766,0.13168804,0.4539135,0.4039459,0.0499676
23,-0.7750259,-0.93336266,"('insincere', 'sincere')",-1.9931481,-1.8489558,-0.5468776,-0.58518493,5.1023803,5.296227,0.4468322,0.482181,-0.0353488
43,-0.75690734,-0.8574956,"('irresponsible', 'responsible')",-1.0701183,-0.90912485,-0.11276829,-0.094767526,0.9694128,0.9654484,-0.2425953,-0.2239849,-0.0186104
25,0.74312586,0.7567205,"('egoistic', 'altruistic')",0.66768605,0.6140391,0.09494543,0.14829877,1.2688484,1.3964229,0.6936514,0.7288703,-0.0352189
1,-0.74208903,-0.72100157,"('unfriendly', 'friendly')",-0.3336713,-0.24743412,-0.8615953,-0.7956225,1.6346986,1.8667094,-0.0756643,0.0256628,-0.1013271
44,-0.72690094,-0.6381345,"('prejudiced', 'unprejudiced')",-0.53183407,-0.54402786,-0.7472054,-0.5583913,-1.3969854,-1.231258,-0.8507315,-0.7429529,-0.1077786
21,-0.7231681,-0.67090374,"('immoral', 'moral')",-1.6243378,-1.4166509,-0.5018408,-0.4394257,-1.2451957,-1.1917173,-1.0236356,-0.9296744,-0.0939612
5,0.6802677,0.7881264,"('distant', 'outgoing')",1.063674,1.0451044,-1.0417049,-0.9922435,-0.42502528,-0.33353642,0.0693029,0.1268627,-0.0575598
81,-0.6734311,-0.79168284,"('submissive', 'aggressive')",-1.7954488,-1.7463568,0.0009202622,-0.004127711,-0.56920385,-0.66578937,-0.7592909,-0.8019892,0.0426983
75,0.64856786,0.73264736,"('meek', 'impulsive')",0.72615224,0.61509085,-0.73893696,-0.7192412,-0.21107343,-0.25790963,0.1061774,0.0926469,0.0135305
9,-0.62824357,-0.48578653,"('unaffectionate', 'caring')",-0.6032529,-0.49379718,-0.92705834,-0.9258851,1.3869907,1.5153654,-0.192891,-0.0975259,-0.0953651
29,-0.62408924,-0.7089724,"('unfair', 'fair')",-0.8435958,-0.9410375,-1.4741216,-1.5850298,-1.0411534,-1.1615994,-0.99574,-1.0991597,0.1034197
11,-0.60860556,-0.70895535,"('unhelpful', 'helpful')",-1.3455025,-1.1021025,0.33580658,0.22921963,2.2554889,2.2526338,0.1592969,0.1676989,-0.008402
19,0.60697156,0.707309,"('inhospitable', 'hospitable')",0.8734056,0.877518,-0.1913475,-0.18551238,-0.10313811,0.016754214,0.2964729,0.3540172,-0.0575443
28,-0.5687434,-0.49506357,"('disloyal', 'loyal')",-1.4378909,-1.2871069,-0.6940963,-0.70204747,1.0386126,1.2624239,-0.4155295,-0.3054485,-0.110081
53,-0.56295455,-0.42946035,"('uncreative', 'creative')",-0.83489984,-0.7127859,0.24184951,0.1327263,1.1136994,1.2456436,-0.0105763,0.0590309,-0.0696072
76,-0.5583254,-0.66972876,"('anxious', 'daring')",-2.0816941,-2.2237964,-0.004911583,-0.1764502,-0.2622123,-0.1951306,-0.7267858,-0.8162765,0.0894907
41,-0.55615646,-0.39142087,"('unforgiving', 'forgiving')",-1.0405374,-0.8504556,-0.07880308,0.03400501,0.008934841,-0.20065537,-0.4166405,-0.3521317,-0.0645088
61,-0.54291975,-0.6189334,"('illogical', 'logical')",-0.8148325,-0.6854448,-0.56568813,-0.6323048,-0.0041967025,-0.084921956,-0.4819093,-0.5054013,0.023492
38,-0.49237412,-0.4989091,"('untruthful', 'truthful')",-0.6906182,-0.42096573,-0.71785986,-0.6444932,0.19759862,0.3031139,-0.4258134,-0.3153135,-0.1104999
68,-0.48957378,-0.48640773,"('dependent', 'independent')",-0.9055947,-0.80953157,-1.3382667,-1.3858416,-0.77764857,-0.918639,-0.8777709,-0.9001049,0.022334
20,0.477687,0.37620315,"('rough', 'thoughtful')",-0.24037921,-0.36002573,-0.10750328,-0.008927029,1.0217344,1.0388466,0.2878847,0.2615243,0.0263604
88,-0.47752127,-0.36907256,"('low', 'eminent')",-0.48373383,-0.47179106,-0.61190283,-0.594666,0.3860555,0.5380072,-0.2967756,-0.2243806,-0.072395
64,-0.47237736,-0.3146726,"('shy', 'confident')",-0.11614847,0.026471697,-0.04418981,0.05576869,-5.9272537,-5.9310884,-1.6399924,-1.5408802,-0.0991122
71,0.4723315,0.4970008,"('diffident', 'self-confident')",0.6605199,0.627843,-0.13997138,-0.115541376,0.6295313,0.6257752,0.4056028,0.4087694,-0.0031666
39,0.4602383,0.5397865,"('exploitative', 'cooperative')",0.42560935,0.39225686,1.3269842,1.3883826,0.26375416,0.30870664,0.6191465,0.6572832,-0.0381367
18,-0.45271724,-0.23657277,"('disagreeable', 'welcoming')",-0.31658822,-0.29309842,-2.0076153,-1.8379114,-0.738155,-0.4735039,-0.8787689,-0.7102716,-0.1684973
2,0.43306878,0.625134,"('unlikable', 'likable')",0.4275388,0.46724612,0.9505074,1.0284307,0.3875538,0.7197814,0.5496672,0.710148,-0.1604808
54,0.41659844,0.38548872,"('incapable', 'capable')",0.226869,0.20466694,-0.49111435,-0.33575174,1.1011082,1.4170268,0.3133653,0.4178577,-0.1044924
4,0.39205533,0.60558033,"('disliked', 'liked')",0.6683059,0.7406066,-0.81665033,-0.7189481,-5.64783,-5.598172,-1.3510298,-1.2427334,-0.1082964
87,0.3912813,0.35541132,"('unsuccessful', 'successful')",0.19384171,0.12885784,0.89769775,0.84910625,0.5718376,0.68761235,0.5136646,0.5052469,0.0084177
15,0.35154098,0.352061,"('boring', 'funny')",1.2095608,1.112549,0.63187605,0.6499856,0.10078992,0.09751035,0.5734419,0.5530265,0.0204154
27,-0.35119823,-0.55895895,"('hardhearted', 'softhearted')",-0.81028605,-0.9352134,-0.060174666,-0.29005238,1.4573679,1.2974048,0.0589272,-0.121705,0.1806322
42,0.34707576,0.37549824,"('unreliable', 'reliable')",-0.43773478,-0.4510949,-0.09850287,-0.019898906,-2.4852908,-2.4203043,-0.6686132,-0.6289499,-0.0396633
78,0.32964498,0.20975834,"('nonresilient', 'resilient')",0.40154558,0.38748986,0.52599674,0.22402889,0.8804424,0.65317214,0.5344074,0.3686123,0.1657951
51,-0.32770467,-0.3136513,"('uneducated', 'educated')",-0.7958894,-0.8846123,-0.07532851,-0.3103307,0.40678138,0.34082493,-0.1980353,-0.2919423,0.093907
80,0.3171078,0.2876829,"('dominated', 'dominating')",-0.6690956,-0.7691782,0.660489,0.5573816,-1.1180873,-1.1875949,-0.2023965,-0.2779272,0.0755307
62,-0.30700937,-0.3968804,"('incompetent', 'brilliant')",-1.5701272,-1.5191637,-0.36071542,-0.4323954,0.22511895,0.38238564,-0.5031833,-0.4915135,-0.0116698
16,-0.27729166,-0.29253992,"('unpopular', 'popular')",0.09465045,0.14425692,-0.548731,-0.5179471,0.41364822,0.51166844,-0.079431,-0.0386404,-0.0407906
58,0.27522746,0.067118816,"('undiscriminating', 'discriminating')",-0.7433745,-0.8141589,0.016956192,-0.10867925,0.081679225,-0.06710863,-0.0923779,-0.230707,0.1383291
6,0.27018666,0.43022326,"('distant', 'open')",1.4414833,1.4142876,-1.0163939,-0.9269362,0.5086002,0.54338646,0.3009691,0.3652403,-0.0642712
77,0.2635772,0.11198492,"('unmotivated', 'motivated')",-0.8648114,-0.88914615,0.13168079,0.10632682,-0.7383453,-0.95072204,-0.3019747,-0.4053891,0.1034144
34,0.2556926,0.061646752,"('mean', 'honorable')",0.022735618,0.0047819093,0.1654796,0.111878276,5.574734,5.709999,1.5046605,1.4720765,0.032584
47,-0.2548542,-0.3637549,"('stupid', 'smart')",-0.17619911,-0.058639467,0.38370928,0.4191583,4.5847325,4.70204,1.1343471,1.174701,-0.0403539
63,-0.24699192,-0.32952246,"('unperceptive', 'insightful')",-0.5855872,-0.44326174,0.2710809,0.19861536,1.208132,0.98402774,0.1616585,0.1024647,0.0591938
31,0.20784423,0.420888,"('evil', 'good')",1.0070183,1.0278609,-0.49089113,-0.47793263,-1.1293615,-1.1185035,-0.1013475,-0.0369218,-0.0644257
12,0.2074029,0.32717296,"('unsupportive', 'supportive')",-0.4512714,-0.23661736,-0.5483925,-0.49267176,-1.1816127,-1.1004273,-0.4934684,-0.3756359,-0.1178325
7,-0.204523,-0.23687394,"('insensitive', 'sensitive')",-1.1916158,-1.1499021,-0.55967,-0.6088097,0.8380948,0.7415479,-0.2794285,-0.3135095,0.034081
70,-0.18706708,-0.50734323,"('lethargic', 'energetic')",-1.4475838,-1.5321648,0.1144368,-0.08949737,1.1364754,0.93520993,-0.0959347,-0.2984489,0.2025142
74,0.17513978,0.20200165,"('undedicated', 'dedicated')",-0.5368378,-0.3724416,0.46099937,0.513093,0.6301317,0.7887726,0.1823583,0.2828564,-0.1004981
83,0.14355779,0.14247039,"('powerless', 'powerful')",0.24356869,0.27883536,-1.1138057,-0.9468288,-0.6265731,-0.5382473,-0.3383131,-0.2659426,-0.0723705
13,-0.13547981,-0.13136917,"('impolite', 'polite')",-0.46037835,-0.3108914,0.7537512,0.78868365,-0.4205536,-0.5487947,-0.0656651,-0.0505929,-0.0150722
56,-0.13459963,-0.23911664,"('impractical', 'practical')",-0.64507776,-0.42766216,0.73162866,0.7878003,0.10684391,0.20257822,0.0146988,0.0808999,-0.0662011
40,0.13101998,0.18609598,"('stingy', 'generous')",-0.32747552,-0.41343907,-0.8501302,-0.8403816,-1.0569941,-1.1259184,-0.525895,-0.5484108,0.0225158
49,-0.10081801,0.0036528334,"('unable', 'able')",0.018289354,0.14373416,-0.85842896,-0.7352157,-0.60500705,-0.3492712,-0.3864912,-0.234275,-0.1522162
8,-0.047994748,0.053641032,"('unaffectionate', 'affectionate')",0.09751683,0.08773252,-1.492082,-1.4280968,0.74213904,0.9514518,-0.1751052,-0.0838179,-0.0912873
52,-0.035437506,0.066055216,"('irrational', 'rational')",0.38142312,0.32908016,-1.2919153,-1.1934355,0.022716943,0.16623929,-0.2308032,-0.1580152,-0.072788
26,0.0062555224,0.039013386,"('hardhearted', 'benevolent')",1.0816448,0.87864715,0.9159653,0.8667839,1.5190583,1.701745,0.880731,0.8715473,0.0091837
