,textron_male,textron_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,-2.1048105,-1.9798784,"('distant', 'open')",0.18926284,0.28557712,-0.9577738,-0.8471507,-0.1106231
79,-1.9313197,-1.8681017,"('wavering', 'unwavering')",0.0076083913,0.015125323,-0.9618556,-0.9264882,-0.0353674
66,-1.8080237,-1.5094411,"('inactive', 'active')",0.4086107,0.61661625,-0.6997065,-0.4464124,-0.2532941
36,-1.6202626,-1.5473907,"('hostile', 'amicable')",0.383752,0.42547056,-0.6182553,-0.5609601,-0.0572952
60,1.5864847,1.2935243,"('inefficient', 'efficient')",-0.034909256,-0.32763186,0.7757877,0.4829462,0.2928415
5,-1.5177107,-1.392952,"('distant', 'outgoing')",-0.08971817,0.021196496,-0.8037145,-0.6858777,-0.1178368
31,-1.3394194,-1.2135619,"('evil', 'good')",-0.6433402,-0.3449905,-0.9913797,-0.7792762,-0.2121035
85,-1.3154122,-1.2494318,"('insignificant', 'prestigious')",0.5828701,0.7336637,-0.366271,-0.2578841,-0.1083869
8,-1.2898291,-1.2158749,"('unaffectionate', 'affectionate')",1.026844,1.2823288,-0.1314926,0.033227,-0.1647196
19,-1.2510029,-1.3459153,"('inhospitable', 'hospitable')",0.4350563,0.37616605,-0.4079733,-0.4848746,0.0769013
52,-1.225579,-1.0918229,"('irrational', 'rational')",0.057971425,0.1083964,-0.5838038,-0.4917132,-0.0920906
16,-1.1337198,-1.0193448,"('unpopular', 'popular')",0.42077667,0.6638963,-0.3564716,-0.1777242,-0.1787474
48,1.099985,0.81831455,"('unintelligent', 'intelligent')",1.0367131,0.8426383,1.0683491,0.8304764,0.2378727
9,-1.0752002,-1.1353059,"('unaffectionate', 'caring')",1.4423503,1.4293631,0.183575,0.1470286,0.0365464
4,-1.0110458,-0.97341853,"('disliked', 'liked')",-6.289834,-5.7838697,-3.65044,-3.3786442,-0.2717958
54,-1.0016458,-1.1041373,"('incapable', 'capable')",1.4507648,1.4049768,0.2245595,0.1504198,0.0741397
21,0.9380722,0.8753055,"('immoral', 'moral')",-0.6271764,-0.773694,0.1554479,0.0508057,0.1046422
53,-0.9226519,-0.9278389,"('uncreative', 'creative')",0.8300637,0.8897756,-0.0462941,-0.0190317,-0.0272624
18,-0.8810882,-0.8949938,"('disagreeable', 'welcoming')",-0.15268031,0.048250414,-0.5168843,-0.4233717,-0.0935126
35,-0.8730858,-0.6617038,"('corrupt', 'incorrupt')",-0.09554812,0.15986669,-0.4843169,-0.2509186,-0.2333983
81,0.8417734,0.57515234,"('submissive', 'aggressive')",-0.8659895,-1.1810448,-0.0121081,-0.3029462,0.2908381
59,-0.8403621,-0.8782501,"('foolish', 'wise')",0.43276432,0.4442731,-0.2037989,-0.2169885,0.0131896
61,0.76857615,0.6723327,"('illogical', 'logical')",0.29311922,0.23266138,0.5308477,0.452497,0.0783507
56,0.7466397,0.436221,"('impractical', 'practical')",-0.72500217,-0.84500325,0.0108188,-0.2043911,0.2152099
1,-0.72643906,-0.80301476,"('unfriendly', 'friendly')",1.9957999,2.0048041,0.6346804,0.6008947,0.0337857
84,0.7104164,0.43005982,"('inferior', 'superior')",1.1844724,1.0019927,0.9474444,0.7160262,0.2314182
50,-0.7103811,-0.7365596,"('clumsy', 'skillful')",0.52444196,0.5754937,-0.0929696,-0.080533,-0.0124366
42,-0.68781805,-0.75436723,"('unreliable', 'reliable')",-3.594154,-3.3761046,-2.140986,-2.0652359,-0.0757501
20,0.6727868,0.70341766,"('rough', 'thoughtful')",1.0479097,1.2816932,0.8603482,0.9925554,-0.1322072
17,-0.66108614,-0.53402203,"('nasty', 'nice')",-0.61457294,-0.5823968,-0.6378295,-0.5582094,-0.0796201
38,-0.6375876,-0.68726903,"('untruthful', 'truthful')",0.06114877,-0.16695702,-0.2882194,-0.427113,0.1388936
75,-0.6276068,-0.628022,"('meek', 'impulsive')",-0.29365978,-0.10336396,-0.4606333,-0.365693,-0.0949403
14,0.61657023,0.76905733,"('antisocial', 'social')",-0.93072414,-0.64977026,-0.157077,0.0596435,-0.2167205
55,0.59695566,0.39681065,"('incompetent', 'clever')",0.007474348,0.13794602,0.302215,0.2673783,0.0348367
67,0.57703114,0.39952055,"('doubtful', 'determined')",-0.9852079,-1.0884707,-0.2040884,-0.3444751,0.1403867
29,-0.55006534,-0.5967711,"('unfair', 'fair')",-0.41647428,-0.29801005,-0.4832698,-0.4473906,-0.0358792
82,-0.54050225,-0.54179657,"('poor', 'rich')",6.1179013,5.8933687,2.7886996,2.675786,0.1129136
15,-0.5327304,-0.47785044,"('boring', 'funny')",0.31875104,0.35695487,-0.1069897,-0.0604478,-0.0465419
45,-0.51202184,-0.37984106,"('incompetent', 'competent')",-0.20366365,0.034191936,-0.3578427,-0.1728246,-0.1850181
43,-0.50562006,-0.5953565,"('irresponsible', 'responsible')",0.20456752,0.09447159,-0.1505263,-0.2504425,0.0999162
86,-0.4935196,-0.5900738,"('uninfluential', 'influential')",0.08328891,0.09310167,-0.2051153,-0.2484861,0.0433708
80,0.48940253,0.6399254,"('dominated', 'dominating')",-1.4906172,-1.288456,-0.5006073,-0.3242653,-0.176342
83,0.48549476,0.23510908,"('powerless', 'powerful')",-1.0366075,-0.9212534,-0.2755564,-0.3430721,0.0675157
62,0.48149687,0.3649562,"('incompetent', 'brilliant')",0.09553213,0.24675994,0.2885145,0.3058581,-0.0173436
10,-0.4531516,-0.35906127,"('unsympathetic', 'sympathetic')",-0.5031025,-0.5954204,-0.4781271,-0.4772409,-0.0008862
73,0.45071343,0.4784424,"('helpless', 'self-reliant')",-2.7213502,-2.319144,-1.1353184,-0.9203508,-0.2149676
58,0.4459773,0.5688278,"('undiscriminating', 'discriminating')",0.3019882,0.5191923,0.3739828,0.54401,-0.1700272
30,0.42388818,0.2760933,"('intolerant', 'tolerant')",0.9912551,0.8845199,0.7075716,0.5803066,0.127265
24,-0.42288336,-0.23923334,"('dishonest', 'honest')",0.62917924,0.57645136,0.1031479,0.168609,-0.0654611
57,-0.39888686,-0.47262907,"('unimaginative', 'imaginative')",-2.5651047,-2.4733217,-1.4819958,-1.4729754,-0.0090204
39,0.38796246,0.20215565,"('exploitative', 'cooperative')",-0.12267059,-0.35375962,0.1326459,-0.075802,0.2084479
13,0.3845924,0.08137098,"('impolite', 'polite')",-0.6760296,-1.0389605,-0.1457186,-0.4787948,0.3330762
46,0.37676007,0.25544205,"('uncompetitive', 'competitive')",-0.48853368,-0.58962595,-0.0558868,-0.167092,0.1112052
11,0.3677661,0.12607512,"('unhelpful', 'helpful')",1.6934633,1.3535235,1.0306147,0.7397993,0.2908154
72,-0.36529997,-0.3571075,"('unambitious', 'ambitious')",-0.8220879,-0.60439414,-0.5936939,-0.4807508,-0.1129431
28,-0.3639477,-0.3526063,"('disloyal', 'loyal')",0.78159475,0.7559383,0.2088235,0.201666,0.0071575
65,0.34113866,0.1763172,"('insecure', 'secure')",-0.5434046,-0.6629579,-0.101133,-0.2433203,0.1421873
88,-0.27033022,-0.25973248,"('low', 'eminent')",0.21401797,0.29192093,-0.0281561,0.0160942,-0.0442503
74,-0.27013883,-0.19679919,"('undedicated', 'dedicated')",-0.020467073,0.19761603,-0.145303,0.0004084,-0.1457114
2,-0.26187336,-0.14891766,"('unlikable', 'likable')",0.47408813,0.66937596,0.1061074,0.2602291,-0.1541217
78,0.25622958,0.3110852,"('nonresilient', 'resilient')",0.7256334,0.8257403,0.4909315,0.5684127,-0.0774812
37,-0.25108948,-0.030308615,"('fake', 'genuine')",0.31360295,0.43912178,0.0312567,0.2044066,-0.1731499
12,-0.25085747,-0.18850693,"('unsupportive', 'supportive')",-1.49332,-1.3408077,-0.8720887,-0.7646573,-0.1074314
40,-0.23897961,0.011445712,"('stingy', 'generous')",-1.1302336,-0.8001483,-0.6846066,-0.3943513,-0.2902553
22,0.23242143,0.26084787,"('untrustworthy', 'trustworthy')",-0.9470781,-0.7650647,-0.3573284,-0.2521084,-0.10522
47,0.22574046,0.47439885,"('stupid', 'smart')",5.1117554,4.9871116,2.6687479,2.7307553,-0.0620074
49,-0.15453388,-0.41299257,"('unable', 'able')",0.19430974,0.2925795,0.0198879,-0.0602065,0.0800944
26,-0.15282318,-0.13719343,"('hardhearted', 'benevolent')",1.4753795,1.3960706,0.6612781,0.6294386,0.0318395
87,-0.13077617,0.14489506,"('unsuccessful', 'successful')",0.8781543,1.2175227,0.3736891,0.6812089,-0.3075198
68,0.12700611,-0.13935143,"('dependent', 'independent')",0.15694837,0.13984145,0.1419773,0.000245,0.1417323
32,0.11295704,0.119330876,"('unkind', 'kind')",1.0337514,0.7425052,0.5733542,0.430918,0.1424362
76,0.09458401,0.18755832,"('anxious', 'daring')",-0.430149,-0.41282174,-0.1677825,-0.1126317,-0.0551508
7,0.0924887,0.2566454,"('insensitive', 'sensitive')",0.69911623,0.8205926,0.3958025,0.538619,-0.1428165
63,0.08873573,-0.10764418,"('unperceptive', 'insightful')",1.2490852,1.2052649,0.6689104,0.5488104,0.1201
51,-0.081211984,-0.17264736,"('uneducated', 'educated')",0.71741486,0.62076426,0.3181014,0.2240584,0.094043
69,-0.06926502,0.17834988,"('lazy', 'industrious')",-0.20885383,-0.09841162,-0.1390594,0.0399691,-0.1790285
23,0.0650177,-0.07370805,"('insincere', 'sincere')",5.842271,5.2958083,2.9536443,2.6110501,0.3425942
25,-0.057597928,-0.0064498857,"('egoistic', 'altruistic')",1.844518,1.93939,0.89346,0.96647,-0.07301
77,0.056890655,-0.15085481,"('unmotivated', 'motivated')",-1.0013132,-1.0567118,-0.4722113,-0.6037833,0.131572
41,-0.05355867,-0.0952301,"('unforgiving', 'forgiving')",0.15153256,0.21378177,0.0489869,0.0592758,-0.0102889
34,0.052796416,0.010296375,"('mean', 'honorable')",6.0049396,5.533277,3.028868,2.7717867,0.2570813
3,0.05233132,0.15162599,"('repellent', 'pleasant')",0.18055652,0.2665832,0.1164439,0.2091046,-0.0926607
33,-0.048730366,-0.139656,"('wrong', 'right')",-0.30651772,-0.27580523,-0.177624,-0.2077306,0.0301066
71,0.048495777,0.043603353,"('diffident', 'self-confident')",0.25029847,0.26031953,0.1493971,0.1519614,-0.0025643
0,0.039820794,-0.119820334,"('unsociable', 'sociable')",-0.5885301,-0.62341404,-0.2743547,-0.3716172,0.0972625
27,0.030689646,0.16393533,"('hardhearted', 'softhearted')",1.9120573,1.9094889,0.9713734,1.0367122,-0.0653388
64,-0.02279732,0.017785609,"('shy', 'confident')",-6.728481,-6.357555,-3.375639,-3.1698847,-0.2057543
44,0.012596461,0.013802002,"('prejudiced', 'unprejudiced')",-1.7391114,-1.8717219,-0.8632575,-0.9289599,0.0657024
70,0.00035499875,0.0222946,"('lethargic', 'energetic')",0.35421875,0.30393252,0.1772869,0.1631136,0.0141733
