,lauder_male,lauder_female,tuple,estee_male,estee_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
69,2.642654,2.4860897,"('lazy', 'industrious')",3.4274874,3.0862756,1.3002597,1.0374203,-0.13471372,-0.5333303,1.8089218,1.5191138,0.289808
85,2.6315496,2.313482,"('insignificant', 'prestigious')",2.6724243,2.0870788,-0.09873344,-0.484117,1.3502328,0.950018,1.6388683,1.2166154,0.4222529
35,2.0328336,2.072398,"('corrupt', 'incorrupt')",2.4031062,2.1121175,-0.16054422,-0.3880582,-0.34602988,-0.60820025,0.9823414,0.7970642,0.1852772
24,-1.8716733,-1.9396156,"('dishonest', 'honest')",-2.5699873,-2.3799741,-1.3438977,-1.282038,0.59723485,0.76026976,-1.297081,-1.2103394,-0.0867416
73,1.7340925,1.7712853,"('helpless', 'self-reliant')",1.3120443,1.3491131,0.5045059,0.5729814,-2.772814,-2.7179837,0.1944572,0.243849,-0.0493918
57,-1.6643767,-1.7986444,"('unimaginative', 'imaginative')",-2.2352543,-2.1618576,-0.92208064,-0.9312848,-1.2577959,-1.5508386,-1.5198768,-1.6106564,0.0907796
45,-1.6602249,-1.7756271,"('incompetent', 'competent')",-2.433219,-2.399967,-0.80075467,-0.64322287,-0.2734563,-0.41846624,-1.2919136,-1.3093208,0.0174072
65,-1.6295664,-1.3336756,"('insecure', 'secure')",-1.8704537,-1.4436811,0.041895054,0.33129624,-0.5141585,-0.16801268,-0.9930708,-0.6535183,-0.3395525
72,-1.6058853,-1.4234747,"('unambitious', 'ambitious')",-1.8609092,-1.6954792,-1.1023424,-1.0458194,-0.9184442,-0.64622444,-1.3718952,-1.2027494,-0.1691458
10,-1.5878769,-1.5393525,"('unsympathetic', 'sympathetic')",-3.0414383,-2.8162074,-0.7433772,-0.59343785,0.36344063,0.44010457,-1.252313,-1.1272233,-0.1250897
14,-1.5810457,-1.3525797,"('antisocial', 'social')",-1.5839486,-1.3592947,-0.103671,0.22088267,-1.0624605,-0.73673344,-1.0827814,-0.8069313,-0.2758501
36,1.5473301,1.4335628,"('hostile', 'amicable')",2.2313464,1.8903388,0.14140636,-0.08702695,0.23893815,-0.045055088,1.0397552,0.7979549,0.2418003
3,-1.4944606,-1.4035898,"('repellent', 'pleasant')",-2.506065,-2.4482214,0.12700468,0.10965495,-0.12676442,0.097852096,-1.0000713,-0.9110761,-0.0889952
60,-1.3814522,-1.1851895,"('inefficient', 'efficient')",-2.1616673,-1.687442,0.2559941,0.60126686,0.16633642,0.49771565,-0.7801973,-0.4434122,-0.3367851
82,-1.3267609,-1.2406523,"('poor', 'rich')",-1.5449792,-1.3003649,-0.21846473,-0.01118505,5.2288914,5.7907863,0.5346717,0.809646,-0.2749743
55,-1.2914407,-1.1823415,"('incompetent', 'clever')",-2.223396,-1.8852376,-0.30006674,0.0065475684,0.16477334,0.37078255,-0.9125326,-0.6725622,-0.2399704
22,-1.2882758,-1.3123859,"('untrustworthy', 'trustworthy')",-1.758023,-1.6593204,-1.0694675,-0.709308,-1.5004885,-1.3833697,-1.4040637,-1.2660961,-0.1379676
33,1.2865714,1.1043546,"('wrong', 'right')",1.6139972,1.4869262,0.18299408,0.084972605,-0.4845115,-0.83788633,0.6497627,0.4595918,0.1901709
46,-1.258987,-1.4429492,"('uncompetitive', 'competitive')",-2.14921,-1.9939584,-0.8656302,-0.61344993,0.061783824,0.033768512,-1.0530108,-1.0041472,-0.0488636
86,-1.2471418,-1.4653344,"('uninfluential', 'influential')",-1.9079593,-1.8878677,-0.9323533,-0.91161966,0.41026458,0.17053053,-0.9192976,-1.0235729,0.1042753
48,-1.2169766,-1.4914013,"('unintelligent', 'intelligent')",-2.1423628,-2.2649877,-0.90770143,-0.829512,0.52653134,0.4147723,-0.9351274,-1.0427822,0.1076548
59,1.1323624,1.0036877,"('foolish', 'wise')",1.3928196,1.1988883,-0.10850884,-0.23386294,0.35109556,0.25709492,0.6919422,0.556452,0.1354902
30,-1.0462896,-1.0300493,"('intolerant', 'tolerant')",-1.3442222,-1.1046107,-0.2363976,0.15966053,0.7310744,1.0286286,-0.4739587,-0.2365927,-0.237366
