,comerica_male,comerica_female,tuple,inc_male,inc_female,average_male,average_female,male-female
57,-0.90702605,-1.0552572,"('unimaginative', 'imaginative')",-2.4038622,-2.4572508,-1.6554441,-1.756254,0.1008099
53,-0.8543355,-0.97512573,"('uncreative', 'creative')",0.96850765,0.79915035,0.0570861,-0.0879877,0.1450738
84,0.8497352,0.65603447,"('inferior', 'superior')",1.1382525,1.0253891,0.9939939,0.8407118,0.1532821
14,0.8298065,0.695454,"('antisocial', 'social')",-0.6072671,-0.52536565,0.1112697,0.0850442,0.0262255
11,0.7421344,0.84879875,"('unhelpful', 'helpful')",1.6238273,1.8502297,1.1829809,1.3495142,-0.1665333
1,-0.7153485,-0.84879345,"('unfriendly', 'friendly')",2.1727686,1.9779712,0.7287101,0.5645889,0.1641212
35,-0.7040961,-0.6511493,"('corrupt', 'incorrupt')",-0.11817811,-0.25093955,-0.4111371,-0.4510444,0.0399073
56,0.69476944,0.63941634,"('impractical', 'practical')",-0.3799535,-0.13095728,0.157408,0.2542295,-0.0968215
69,0.6895034,0.83710533,"('lazy', 'industrious')",-0.54001313,-0.52924126,0.0747451,0.153932,-0.0791869
37,0.66675895,0.4940575,"('fake', 'genuine')",0.36678156,0.30364287,0.5167702,0.3988502,0.11792
21,0.61530995,0.40910697,"('immoral', 'moral')",-0.31816876,-0.24035008,0.1485706,0.0843784,0.0641922
81,0.6063046,0.5716048,"('submissive', 'aggressive')",-0.77913934,-0.590137,-0.0864174,-0.0092661,-0.0771513
38,-0.6052242,-0.39884403,"('untruthful', 'truthful')",-0.24882573,-0.06581503,-0.427025,-0.2323295,-0.1946955
77,-0.602435,-0.5735259,"('unmotivated', 'motivated')",-1.15332,-1.1003782,-0.8778775,-0.836952,-0.0409255
76,0.6006124,0.53950495,"('anxious', 'daring')",0.09261821,0.23817897,0.3466153,0.388842,-0.0422267
85,-0.56455797,-0.5167109,"('insignificant', 'prestigious')",0.9984399,0.86283785,0.216941,0.1730635,0.0438775
28,-0.5632505,-0.69573617,"('disloyal', 'loyal')",0.91658854,0.84404314,0.176669,0.0741535,0.1025155
44,0.56241804,0.8218507,"('prejudiced', 'unprejudiced')",-1.4945788,-1.2612947,-0.4660804,-0.219722,-0.2463584
45,-0.55278546,-0.5412683,"('incompetent', 'competent')",-0.36074853,-0.23367798,-0.456767,-0.3874731,-0.0692939
62,0.5249345,0.4974523,"('incompetent', 'brilliant')",-0.049271345,0.24566662,0.2378316,0.3715594,-0.1337278
10,-0.5228072,-0.75975615,"('unsympathetic', 'sympathetic')",-0.33359882,-0.28532058,-0.428203,-0.5225384,0.0943354
48,0.51135945,0.3850608,"('unintelligent', 'intelligent')",1.0134543,0.9801082,0.7624069,0.6825845,0.0798224
55,0.47444004,0.27171427,"('incompetent', 'clever')",0.20972285,0.2062984,0.3420814,0.2390063,0.1030751
67,0.4648326,0.52049124,"('doubtful', 'determined')",-0.85510004,-0.79676896,-0.1951337,-0.1381389,-0.0569948
54,-0.4628418,-0.491812,"('incapable', 'capable')",1.1555718,1.2802571,0.346365,0.3942226,-0.0478576
4,-0.44771734,-0.42057306,"('disliked', 'liked')",-6.2568088,-6.3730474,-3.352263,-3.3968103,0.0445473
42,0.44542134,0.5801864,"('unreliable', 'reliable')",-3.1561766,-2.9738777,-1.3553777,-1.1968457,-0.158532
74,-0.43822375,-0.4391314,"('undedicated', 'dedicated')",0.18688665,0.22265162,-0.1256686,-0.1082399,-0.0174287
13,0.4325814,0.37094623,"('impolite', 'polite')",-0.7098835,-0.6293656,-0.1386511,-0.1292097,-0.0094414
19,-0.4264516,-0.54425794,"('inhospitable', 'hospitable')",0.21821292,0.12920687,-0.1041193,-0.2075255,0.1034062
66,-0.39774668,-0.3251404,"('inactive', 'active')",0.7018864,0.644833,0.1520699,0.1598463,-0.0077764
71,0.38184384,0.44613785,"('diffident', 'self-confident')",0.58120245,0.6535347,0.4815232,0.5498363,-0.0683131
32,0.37498567,0.37696198,"('unkind', 'kind')",0.8083343,0.89974296,0.59166,0.6383525,-0.0466925
73,0.36043355,0.38073614,"('helpless', 'self-reliant')",-2.7979376,-2.8677762,-1.218752,-1.24352,0.024768
2,0.35462677,0.49877912,"('unlikable', 'likable')",0.43639708,0.65027034,0.3955119,0.5745248,-0.1790129
52,-0.34332532,-0.34844503,"('irrational', 'rational')",0.30868727,0.17237255,-0.017319,-0.0880362,0.0707172
33,0.31817684,0.26616457,"('wrong', 'right')",-0.6298076,-0.70188755,-0.1558154,-0.2178615,0.0620461
58,-0.30293018,-0.47934717,"('undiscriminating', 'discriminating')",0.3120047,0.24435058,0.0045373,-0.1174983,0.1220356
87,0.28210792,0.35846594,"('unsuccessful', 'successful')",0.7056161,0.8973226,0.493862,0.6278943,-0.1340323
47,0.27798817,0.36960992,"('stupid', 'smart')",5.1584115,5.5078254,2.7181997,2.9387176,-0.2205179
27,-0.26015836,-0.25971285,"('hardhearted', 'softhearted')",1.6778762,1.6460193,0.708859,0.6931533,0.0157057
65,0.2549854,0.171384,"('insecure', 'secure')",-0.46137393,-0.32794347,-0.1031943,-0.0782797,-0.0249146
51,-0.24899109,-0.5279008,"('uneducated', 'educated')",0.6084609,0.5044331,0.1797349,-0.0117339,0.1914688
70,0.22820514,0.14791147,"('lethargic', 'energetic')",0.17704022,0.4488658,0.2026227,0.2983886,-0.0957659
34,0.21219999,0.23358405,"('mean', 'honorable')",5.908045,6.123246,3.0601225,3.1784151,-0.1182926
18,-0.18358397,-0.15301046,"('disagreeable', 'welcoming')",-0.26402798,-0.28768197,-0.223806,-0.2203462,-0.0034598
64,0.168663,0.19331425,"('shy', 'confident')",-6.5402565,-6.491167,-3.1857967,-3.1489265,-0.0368702
25,0.16216905,0.06368678,"('egoistic', 'altruistic')",1.7071668,1.5174258,0.9346679,0.7905563,0.1441116
23,-0.15009142,-0.2021094,"('insincere', 'sincere')",5.4960513,5.7009687,2.6729798,2.7494297,-0.0764499
78,-0.1364834,-0.103418306,"('nonresilient', 'resilient')",0.5315856,0.48707658,0.1975511,0.1918291,0.005722
59,0.11620918,0.30516568,"('foolish', 'wise')",0.47962907,0.46584034,0.2979191,0.385503,-0.0875839
22,-0.115062326,-0.087561704,"('untrustworthy', 'trustworthy')",-0.78535897,-0.7181517,-0.4502106,-0.4028567,-0.0473539
26,-0.107443005,-0.13619706,"('hardhearted', 'benevolent')",2.0232985,1.9194746,0.9579278,0.8916388,0.066289
12,0.09993851,0.17543164,"('unsupportive', 'supportive')",-1.5929716,-1.5785942,-0.7465165,-0.7015813,-0.0449352
49,0.09566575,0.11205216,"('unable', 'able')",0.020217389,0.24399006,0.0579416,0.1780211,-0.1200795
40,-0.08769831,-0.16858889,"('stingy', 'generous')",-1.1797012,-1.4587374,-0.6336998,-0.8136631,0.1799633
3,0.08519815,-0.12564841,"('repellent', 'pleasant')",0.12791981,0.035884496,0.106559,-0.044882,0.151441
83,-0.08392205,-0.22777343,"('powerless', 'powerful')",-0.80233806,-0.8039743,-0.44313,-0.5158738,0.0727438
24,-0.08294497,-0.07257602,"('dishonest', 'honest')",0.6594366,0.74709994,0.2882458,0.3372619,-0.0490161
63,0.07479753,0.1273389,"('unperceptive', 'insightful')",1.0982121,1.1854055,0.5865048,0.6563722,-0.0698674
20,0.07190336,-0.10560222,"('rough', 'thoughtful')",1.5016317,1.3624982,0.7867675,0.6284479,0.1583196
17,-0.07094756,-0.14266817,"('nasty', 'nice')",-0.3023557,-0.43113843,-0.1866516,-0.2869033,0.1002517
0,-0.06334607,-0.30771926,"('unsociable', 'sociable')",-0.318007,-0.3928765,-0.1906765,-0.3502979,0.1596214
41,0.063157916,-0.059068143,"('unforgiving', 'forgiving')",0.13914156,0.04036145,0.1011497,-0.0093533,0.110503
68,0.060539078,-0.114496134,"('dependent', 'independent')",-0.108496405,-0.29688808,-0.0239787,-0.2056921,0.1817134
29,-0.053843223,-0.24753752,"('unfair', 'fair')",-0.1502474,-0.34967756,-0.1020453,-0.2986075,0.1965622
61,-0.027422149,-0.2783872,"('illogical', 'logical')",0.59795296,0.54737943,0.2852654,0.1344961,0.1507693
15,-0.025958296,-0.000629995,"('boring', 'funny')",0.31962672,0.32832676,0.1468342,0.1638484,-0.0170142
46,0.011411846,-0.072799265,"('uncompetitive', 'competitive')",-0.57622117,-0.54859585,-0.2824047,-0.3106976,0.0282929
88,-0.0090563465,-0.15759057,"('low', 'eminent')",0.37280682,0.4107716,0.1818752,0.1265905,0.0552847
50,-0.004632718,0.047014624,"('clumsy', 'skillful')",0.09192878,0.14340857,0.043648,0.0952116,-0.0515636
43,0.0042029247,0.12294301,"('irresponsible', 'responsible')",0.4532154,0.7095194,0.2287092,0.4162312,-0.187522
7,-0.0006719269,-0.18196142,"('insensitive', 'sensitive')",0.72924906,0.7748879,0.3642886,0.2964633,0.0678253
