,st_male,st_female,tuple,jude_male,jude_female,medical_male,medical_female,inc_male,inc_female,average_male,average_female,male-female
60,-1.217357,-1.2196424,"('inefficient', 'efficient')",-1.9741858,-1.5078651,0.89279,1.0044715,0.6195804,0.86270815,-0.4197931,-0.215082,-0.2047111
14,-1.2054039,-1.4196117,"('antisocial', 'social')",-1.5952855,-1.404617,0.72103405,0.68487763,-0.3910335,-0.40219215,-0.6176722,-0.6353858,0.0177136
18,1.1606293,1.1274155,"('disagreeable', 'welcoming')",1.8861688,1.6992,0.23196255,0.18197511,-0.07415316,0.028446786,0.8011519,0.7592593,0.0418926
81,-1.1435812,-1.7214406,"('submissive', 'aggressive')",-3.0503523,-2.9502587,0.6943543,0.57887346,-0.41435868,-0.22680706,-0.9784845,-1.0799083,0.1014238
35,1.1207169,1.4106882,"('corrupt', 'incorrupt')",2.5412996,2.4515502,-1.6761111,-1.4849988,-0.70268345,-0.7230102,0.3208055,0.4135574,-0.0927519
1,-1.117347,-1.0161775,"('unfriendly', 'friendly')",0.47362593,0.46693295,1.0132896,0.67336744,1.755107,1.6542966,0.5311689,0.4446049,0.086564
48,-1.1011955,-1.2996762,"('unintelligent', 'intelligent')",-1.6022587,-1.6933694,1.0178853,1.0949957,0.82518923,0.85305107,-0.2150949,-0.2612497,0.0461548
4,1.0967047,1.0685576,"('disliked', 'liked')",1.8698416,1.6549945,0.019035522,-0.13817564,-6.6590624,-6.7283974,-0.9183701,-1.0357552,0.1173851
88,-1.0760908,-1.3018556,"('low', 'eminent')",-1.1495808,-1.3302445,-0.42226905,-0.53686106,0.38601,0.34805548,-0.5654827,-0.7052264,0.1397437
3,-1.0596236,-1.2436918,"('repellent', 'pleasant')",-0.745021,-0.7998986,-0.32028866,-0.432763,0.463817,0.12885863,-0.4152791,-0.5868738,0.1715947
76,0.91304624,0.937227,"('anxious', 'daring')",-1.2500706,-1.0198194,-0.3171629,-0.1634747,0.7019316,0.68495196,0.0119361,0.1097212,-0.0977851
47,-0.9073608,-0.7145171,"('stupid', 'smart')",-1.3590125,-1.0342416,0.8367511,0.85898495,5.6282263,5.7443438,1.049651,1.2136425,-0.1639915
59,0.88935006,0.7970842,"('foolish', 'wise')",3.2127404,2.8197188,0.6238183,0.5545465,0.17715791,0.4411575,1.2257667,1.1531267,0.07264
0,-0.85074157,-1.4155121,"('unsociable', 'sociable')",-1.275017,-1.2613672,1.1562742,0.94235194,-0.14247337,-0.2579058,-0.2779894,-0.4981083,0.2201189
42,0.8345314,0.8137746,"('unreliable', 'reliable')",0.20850927,0.3114524,0.71916306,0.52514786,-2.5190365,-2.436876,-0.1892082,-0.1966253,0.0074171
49,-0.8238113,-0.3392904,"('unable', 'able')",-0.48059815,-0.18869066,-0.31644815,0.08339931,0.2020191,0.5730817,-0.3547097,0.032125,-0.3868347
23,0.8207869,0.3556738,"('insincere', 'sincere')",0.06731451,0.18160808,1.0030179,1.0001936,6.535121,6.601819,2.10656,2.0348237,0.0717363
37,0.8203174,0.70594597,"('fake', 'genuine')",-0.20157836,-0.01854025,0.01631009,-0.07192457,0.6222248,0.652585,0.3143185,0.3170165,-0.002698
31,-0.78877676,-0.76480526,"('evil', 'good')",0.93197095,0.8064816,-0.7676167,-1.0779536,-1.4413985,-1.536081,-0.5164552,-0.6430895,0.1266343
17,0.7628635,0.4395492,"('nasty', 'nice')",0.7094323,0.5222407,-1.0125475,-0.92577976,-0.6143676,-0.64132595,-0.0386548,-0.151329,0.1126742
72,-0.75409365,-0.5725541,"('unambitious', 'ambitious')",-0.38867024,-0.059485808,0.23431528,0.3366496,-0.81207746,-0.3863478,-0.4301315,-0.1704345,-0.259697
25,-0.72155166,-0.38684565,"('egoistic', 'altruistic')",0.1596407,0.009309949,-0.5543274,-0.5236143,0.9155773,0.80462956,-0.0501653,-0.0241301,-0.0260352
12,0.6872281,0.4697497,"('unsupportive', 'supportive')",0.99331725,0.9562461,2.2864907,2.423254,-1.648786,-1.4036334,0.5795625,0.6114041,-0.0318416
36,0.67022634,0.5291794,"('hostile', 'amicable')",2.1614833,1.8362178,-1.142055,-1.4484406,-0.31017047,-0.5091079,0.344871,0.1019622,0.2429088
6,-0.6394368,0.037409205,"('distant', 'open')",1.1909195,1.4473072,-0.5906969,-0.44253585,-0.101252034,0.1004838,-0.0351165,0.2856661,-0.3207826
75,0.633797,1.0473478,"('meek', 'impulsive')",0.7857017,0.9129977,0.14796802,-0.033633642,-0.5984045,-0.54351956,0.2422656,0.3457981,-0.1035325
20,-0.57010204,-0.18774574,"('rough', 'thoughtful')",-1.4553581,-1.0132911,-0.28671616,-0.04858203,1.0359762,0.90364575,-0.3190501,-0.0864933,-0.2325568
32,0.5427415,0.19528475,"('unkind', 'kind')",-0.641087,-0.643571,2.0732586,2.0208793,1.9299961,1.7854241,0.9762273,0.8395042,0.1367231
78,-0.5330647,-0.31266004,"('nonresilient', 'resilient')",-0.5622425,-0.44398427,1.6165076,1.8719622,0.52927375,0.6579052,0.2626185,0.4433058,-0.1806873
52,-0.5299911,-0.7361953,"('irrational', 'rational')",1.5957147,1.1193633,-0.72120726,-0.87045187,-0.8208749,-0.8725305,-0.1190896,-0.3399536,0.220864
40,0.5284478,0.3788837,"('stingy', 'generous')",0.89552367,0.8782933,0.5842769,0.53101176,-1.7165512,-1.776587,0.0729243,0.0029004,0.0700239
68,-0.5268807,-0.28053075,"('dependent', 'independent')",-0.14661637,-0.015708214,-0.77164894,-0.6105132,-0.5297775,-0.3124138,-0.4937309,-0.3047915,-0.1889394
16,-0.48598754,-0.25104192,"('unpopular', 'popular')",0.3914578,0.41816124,-0.18063168,-0.15663974,0.36469743,0.27211982,0.022384,0.0706498,-0.0482658
43,-0.4850685,-0.37131026,"('irresponsible', 'responsible')",-1.0145406,-0.6988256,1.425121,1.5571921,0.7098248,0.91323125,0.1588342,0.3500719,-0.1912377
28,-0.46253946,-0.40398598,"('disloyal', 'loyal')",-0.91506696,-0.5574198,-0.51526624,-0.51557624,0.93790466,0.90384066,-0.238742,-0.1432853,-0.0954567
84,-0.46121728,-0.54287916,"('inferior', 'superior')",-0.7586195,-0.73940516,0.77241296,0.85705894,0.6232406,0.924306,0.0439542,0.1247702,-0.080816
22,0.44794375,0.4296866,"('untrustworthy', 'trustworthy')",-0.4183827,-0.16487686,0.22755642,0.09973906,-0.6923914,-0.7216139,-0.1088185,-0.0892663,-0.0195522
57,-0.4031505,-0.6716936,"('unimaginative', 'imaginative')",-2.7072232,-2.4283752,0.11299808,-0.017442998,-2.5561507,-2.6866803,-1.3883816,-1.451048,0.0626664
74,-0.39981115,-0.26319695,"('undedicated', 'dedicated')",0.17628106,0.4427243,0.52856916,0.56632686,-0.17765498,-0.13384664,0.031846,0.1530019,-0.1211559
24,-0.39640003,-0.5540411,"('dishonest', 'honest')",0.09946676,0.038627066,0.22765994,0.22607258,0.9455486,1.0412138,0.2190688,0.1879681,0.0311007
34,0.38322347,0.13008897,"('mean', 'honorable')",0.64918995,0.78613883,0.24268398,0.2350004,6.5845304,6.6014385,1.9649069,1.9381666,0.0267403
69,0.37531877,0.20320821,"('lazy', 'industrious')",1.904616,1.4660019,0.5435742,0.6239087,-0.5773036,-0.64567614,0.5615514,0.4118606,0.1496908
2,0.37481278,0.5508789,"('unlikable', 'likable')",0.95542455,1.0910532,1.3159068,1.1881806,0.4380883,0.5777416,0.7710581,0.8519636,-0.0809055
30,-0.35380155,-0.6989983,"('intolerant', 'tolerant')",-0.97250634,-0.7873326,0.27987775,0.21355793,1.4221293,1.634656,0.0939248,0.0904708,0.003454
11,0.3364795,-0.017995387,"('unhelpful', 'helpful')",-1.2269902,-0.9793969,1.1017321,1.2779626,2.5495083,2.5653129,0.6901824,0.7114708,-0.0212884
50,0.31673133,0.2217236,"('clumsy', 'skillful')",0.3916591,0.23858917,0.113993555,0.048069105,0.42001396,0.41904113,0.3105995,0.2318558,0.0787437
7,-0.30439463,-0.6562875,"('insensitive', 'sensitive')",-0.23664948,-0.28727102,0.1162715,0.14973632,1.1322622,1.0514933,0.1768724,0.0644178,0.1124546
8,-0.30041894,-0.110827014,"('unaffectionate', 'affectionate')",1.4607483,1.3887922,-0.11841105,-0.20993526,0.35322204,0.5261579,0.3487851,0.3985469,-0.0497618
51,-0.28825796,-0.82164866,"('uneducated', 'educated')",-1.022845,-1.0417774,0.90896946,0.58572763,0.62415904,0.5425591,0.0555064,-0.1837848,0.2392912
58,-0.2840392,-0.4068378,"('undiscriminating', 'discriminating')",-0.7335493,-0.30048823,-0.7921989,-0.87418234,-0.16892049,-0.25931898,-0.494677,-0.4602068,-0.0344702
63,0.25867867,-0.13360228,"('unperceptive', 'insightful')",0.064194664,0.10227491,0.7903024,0.8127748,1.3249586,1.558321,0.6095335,0.5849421,0.0245914
21,0.24898942,-0.14294966,"('immoral', 'moral')",-0.6118886,-0.6109583,1.2612051,1.136488,-0.25024068,-0.20776045,0.1620163,0.0437049,0.1183114
87,-0.2405687,-0.36119506,"('unsuccessful', 'successful')",0.28064087,0.3791684,0.60471004,0.7070974,0.7200408,0.95634705,0.3412057,0.4203544,-0.0791487
82,-0.2368285,-0.07262099,"('poor', 'rich')",-1.70343,-1.1316863,0.33727023,0.408604,6.5780973,6.8119354,1.2437773,1.504058,-0.2602807
13,-0.22308342,-0.68990785,"('impolite', 'polite')",-1.3337362,-1.3891265,0.92401916,0.749376,0.46869862,0.5403919,-0.0410254,-0.1973166,0.1562912
29,-0.21904477,-0.17723322,"('unfair', 'fair')",0.46993202,0.40629557,0.20175993,0.27141005,-0.3382452,-0.46103233,0.0286005,0.00986,0.0187405
54,-0.21704368,0.10181806,"('incapable', 'capable')",0.3789856,0.59071714,0.00581437,0.026549065,0.96020144,1.3404981,0.2819894,0.5148956,-0.2329062
26,0.2006684,-0.011865862,"('hardhearted', 'benevolent')",0.37897938,0.21507339,1.558356,1.136376,1.6902506,1.297741,0.9570636,0.6593311,0.2977325
85,0.18009806,0.35759372,"('insignificant', 'prestigious')",3.0969713,2.8341143,0.178222,-0.044364836,-0.19227569,-0.26719835,0.8157539,0.7200362,0.0957177
45,-0.17920224,-0.3870813,"('incompetent', 'competent')",-1.2142882,-0.9118297,0.7963131,0.7200144,-0.1350978,-0.17797735,-0.1830688,-0.1892185,0.0061497
62,-0.17576264,0.086661056,"('incompetent', 'brilliant')",-1.4657404,-0.92467153,1.1863183,1.4578196,0.29622564,0.8017478,-0.0397398,0.3553892,-0.395129
39,0.1685691,-0.055231806,"('exploitative', 'cooperative')",-0.20546857,-0.1448189,0.2577336,0.4132731,0.13108802,0.23457193,0.0879805,0.1119486,-0.0239681
71,0.15671408,-0.097564265,"('diffident', 'self-confident')",1.6967831,1.4535097,1.8116294,1.8122686,0.71556616,0.76373094,1.0951731,0.9829863,0.1121868
80,-0.15635486,-0.46110755,"('dominated', 'dominating')",-1.6294702,-1.7227939,-0.033620812,0.022593804,-0.90443575,-0.99419296,-0.6809704,-0.7888752,0.1079048
64,-0.13327052,-0.52888185,"('shy', 'confident')",-0.8533912,-1.1498392,-0.3296572,-0.42213273,-6.655939,-6.633406,-1.9930645,-2.1835649,0.1905004
15,0.111317016,-0.3198392,"('boring', 'funny')",0.7027636,0.19584197,0.30928177,0.1833911,0.33292943,0.25693896,0.364073,0.0790832,0.2849898
19,0.108865455,0.06994751,"('inhospitable', 'hospitable')",1.0330384,1.0911497,0.15478458,0.17727663,0.022493241,0.20433734,0.3297954,0.3856778,-0.0558824
66,-0.097902946,-0.25980893,"('inactive', 'active')",0.7372155,0.7811856,-0.5908879,-0.6420105,0.9328849,0.78820395,0.2453274,0.1668925,0.0784349
9,-0.09282714,-0.026882183,"('unaffectionate', 'caring')",0.8140628,0.7599218,1.4735327,1.6107593,1.0815268,1.3432971,0.8190738,0.921774,-0.1027002
27,0.080247745,0.13854226,"('hardhearted', 'softhearted')",1.298448,0.9033409,0.9129318,0.9905135,1.5704112,1.3993577,0.9655097,0.8579385,0.1075712
38,-0.07955862,0.077531405,"('untruthful', 'truthful')",0.97876656,1.2422256,0.4948835,0.53362346,0.1514988,0.49982387,0.3863976,0.5883011,-0.2019035
70,0.049574237,-0.14191447,"('lethargic', 'energetic')",-0.850908,-0.6868286,0.011425592,0.07199384,1.0529066,1.1504086,0.0657496,0.0984148,-0.0326652
33,0.039513253,0.019746482,"('wrong', 'right')",1.5495484,1.3739794,0.57991385,0.34713405,-0.8999936,-0.684034,0.3172454,0.2642065,0.0530389
56,-0.026350114,0.04829762,"('impractical', 'practical')",-0.88969964,-0.4826505,1.5401516,1.6503631,0.063008994,0.40039837,0.1717777,0.4041021,-0.2323244
67,0.017846834,-0.100002214,"('doubtful', 'determined')",-0.2259506,-0.29547185,0.016501576,-0.12074169,-0.37268308,-0.15014845,-0.1410713,-0.166591,0.0255197
65,0.005952984,-0.38301,"('insecure', 'secure')",-2.5195827,-2.3299203,-0.30883485,-0.391239,0.015077576,0.23794419,-0.7018467,-0.7165563,0.0147096
5,0.0047306195,0.39844924,"('distant', 'outgoing')",1.4164568,1.6263249,-0.60757226,-0.41913572,-0.5127321,-0.10688639,0.0752208,0.374688,-0.2994672
