,avery_male,avery_female,tuple,dennison_male,dennison_female,corp_male,corp_female,average_male,average_female,male-female
31,-2.4258144,-2.10451,"('evil', 'good')",-0.7955465,-0.2009197,-0.81527406,-0.76612157,-1.345545,-1.0238504,-0.3216946
16,-1.8058305,-1.7077975,"('unpopular', 'popular')",-0.66972053,-0.48661658,0.15863627,-0.025736783,-0.7723049,-0.7400503,-0.0322546
60,1.7995831,1.5585009,"('inefficient', 'efficient')",-0.2813695,-0.7142837,-0.19213004,-0.16060816,0.4420278,0.2278697,0.2141581
55,1.763203,1.7767011,"('incompetent', 'clever')",-0.14986867,-0.34092385,0.06752038,0.17230552,0.5602849,0.5360276,0.0242573
75,-1.7482643,-1.4259655,"('meek', 'impulsive')",1.1616436,1.583795,-0.899101,-0.7714082,-0.4952406,-0.2045263,-0.2907143
52,-1.6767716,-1.6008124,"('irrational', 'rational')",-1.1212974,-0.8493015,0.17307085,0.08194244,-0.8749994,-0.7893906,-0.0856088
13,1.6308559,1.4197478,"('impolite', 'polite')",0.28567195,-0.15308288,-0.6401144,-0.79465216,0.4254711,0.1573376,0.2681335
85,-1.576719,-1.1180916,"('insignificant', 'prestigious')",-0.45158476,0.12066479,-0.16006652,-0.3136162,-0.7294568,-0.4370143,-0.2924425
79,-1.4980569,-1.2073815,"('wavering', 'unwavering')",-0.4949332,-0.166618,-0.1879516,-0.37479734,-0.7269805,-0.5829323,-0.1440482
29,-1.4949669,-1.2816045,"('unfair', 'fair')",-0.23949578,-0.14551565,-0.21931964,-0.138725,-0.6512608,-0.5219484,-0.1293124
39,1.450805,1.233534,"('exploitative', 'cooperative')",0.41247508,0.2108247,0.19422983,0.12484417,0.6858366,0.5230676,0.162769
35,-1.3385841,-1.073275,"('corrupt', 'incorrupt')",0.91918004,1.2761475,-0.5445594,-0.48813853,-0.3213211,-0.0950887,-0.2262324
62,1.2980211,1.2406753,"('incompetent', 'brilliant')",0.109950036,-0.073687345,0.24422035,0.2675847,0.5507305,0.4781909,0.0725396
87,1.2834548,0.85816497,"('unsuccessful', 'successful')",0.8576979,0.5912256,0.9555544,0.9551947,1.0322357,0.8015285,0.2307072
36,-1.2378155,-0.9055082,"('hostile', 'amicable')",-0.36268643,0.12543589,-0.14548647,-0.2515067,-0.5819961,-0.3438597,-0.2381364
80,1.1966772,1.029614,"('dominated', 'dominating')",0.33864522,0.1317752,-0.89159644,-0.7278029,0.2145753,0.1445287,0.0700466
56,1.0347241,0.8597797,"('impractical', 'practical')",0.110707685,-0.29155797,-0.6958338,-0.7394073,0.149866,-0.0570619,0.2069279
6,-1.0099192,-0.6814127,"('distant', 'open')",-0.5700602,-0.1392349,-0.19988891,-0.48247844,-0.5932895,-0.4343754,-0.1589141
41,-1.0030141,-0.5584652,"('unforgiving', 'forgiving')",-0.36910456,-0.036866836,-0.08451352,-0.02924575,-0.4855441,-0.2081926,-0.2773515
81,0.9747527,0.671841,"('submissive', 'aggressive')",-0.12857765,-0.56556106,-1.0946351,-1.019947,-0.08282,-0.3045557,0.2217357
46,0.9599202,0.719049,"('uncompetitive', 'competitive')",-0.215512,-0.5507653,-0.8687343,-0.8712515,-0.041442,-0.2343226,0.1928806
4,-0.9399604,-0.83833075,"('disliked', 'liked')",-0.05282173,0.34477204,-7.0236554,-6.2609944,-2.6721458,-2.2515178,-0.420628
78,0.91612947,0.5998464,"('nonresilient', 'resilient')",0.018819377,-0.09549556,0.82216185,0.7758884,0.5857036,0.4267464,0.1589572
18,-0.9146257,-0.7409433,"('disagreeable', 'welcoming')",-0.56027985,-0.3297818,-0.6441528,-0.5787248,-0.7063528,-0.5498166,-0.1565362
40,-0.9136038,-0.4683446,"('stingy', 'generous')",-0.3603993,0.11609942,-1.6195307,-1.3232608,-0.9645112,-0.558502,-0.4060092
10,-0.8861069,-0.7351072,"('unsympathetic', 'sympathetic')",-1.3596581,-1.6200361,-0.3772262,-0.647531,-0.8743304,-1.0008914,0.126561
3,-0.88175374,-1.0406222,"('repellent', 'pleasant')",-0.50863755,-0.7181347,0.6942463,0.5432314,-0.2320484,-0.4051751,0.1731267
67,0.8747356,0.8488339,"('doubtful', 'determined')",1.2468375,1.0892072,-0.56528383,-0.46321106,0.5187631,0.49161,0.0271531
84,0.85564977,0.8793121,"('inferior', 'superior')",0.40617147,0.30763248,1.309377,1.4262087,0.8570661,0.8710512,-0.0139851
34,-0.84666574,-1.008101,"('mean', 'honorable')",-0.61280495,-0.71557915,5.6738377,5.069051,1.404789,1.1151236,0.2896654
14,0.84628016,0.7965312,"('antisocial', 'social')",0.08787772,-0.16737321,-0.46616894,-0.219862,0.1559963,0.136432,0.0195643
17,-0.83653885,-0.88881034,"('nasty', 'nice')",-0.37809372,-0.3654502,-0.746196,-0.7830332,-0.6536095,-0.6790979,0.0254884
0,0.8224308,0.74446386,"('unsociable', 'sociable')",0.009047432,-0.29477265,-0.28384274,-0.33023608,0.1825452,0.0398184,0.1427268
69,-0.82206434,-0.78284585,"('lazy', 'industrious')",1.6610711,1.8573815,-0.8210383,-0.63286227,0.0059895,0.1472244,-0.1412349
19,-0.80778515,-0.83990407,"('inhospitable', 'hospitable')",-0.32316017,-0.19546421,-0.20512441,-0.5025962,-0.4453566,-0.5126549,0.0672983
44,-0.8077239,-0.94292104,"('prejudiced', 'unprejudiced')",-0.43976787,-0.6979716,-1.8798233,-1.9057169,-1.0424383,-1.1822031,0.1397648
38,-0.80637324,-0.4484987,"('untruthful', 'truthful')",-0.3604526,-0.23500027,0.22981034,0.12513894,-0.3123385,-0.18612,-0.1262185
37,0.78812003,0.8693997,"('fake', 'genuine')",0.15158793,0.14332356,0.34611118,0.21572374,0.4286064,0.4094824,0.019124
21,0.6990752,0.30485782,"('immoral', 'moral')",-0.29465,-0.77607715,-0.8070872,-1.0853097,-0.1342206,-0.518843,0.3846224
32,-0.689509,-0.7240982,"('unkind', 'kind')",-1.2706248,-1.4118441,0.56389403,0.26405463,-0.4654133,-0.6239626,0.1585493
48,0.68906367,0.5461213,"('unintelligent', 'intelligent')",-0.16589737,-0.370143,0.555103,0.55462754,0.3594231,0.2435353,0.1158878
47,-0.6845302,-0.6808741,"('stupid', 'smart')",-0.62796175,-0.78273416,4.7567863,4.2321687,1.1480982,0.9228535,0.2252447
53,-0.6760321,-0.46310848,"('uncreative', 'creative')",-0.7793982,-0.6794946,0.56530863,0.47100258,-0.2967072,-0.2238669,-0.0728403
73,0.6693244,0.67817086,"('helpless', 'self-reliant')",1.074832,1.267277,-2.7993658,-2.4970384,-0.3517365,-0.1838635,-0.167873
72,0.642773,0.7530031,"('unambitious', 'ambitious')",-0.7330899,-0.577019,-0.4492014,-0.4472975,-0.1798395,-0.0904378,-0.0894017
57,-0.62921166,-0.40051162,"('unimaginative', 'imaginative')",-1.0640486,-1.0174073,-3.1822135,-2.882278,-1.625158,-1.4333989,-0.1917591
23,-0.62630093,-0.53309876,"('insincere', 'sincere')",-1.0690536,-1.4098799,6.110855,5.1813164,1.4718335,1.0794459,0.3923876
68,0.61454654,0.60125625,"('dependent', 'independent')",0.87802637,0.826664,-0.45669764,-0.47381282,0.3452918,0.3180358,0.027256
66,-0.6108459,-0.32793188,"('inactive', 'active')",-0.05809959,0.15721025,0.16585696,0.12264231,-0.1676962,-0.0160264,-0.1516698
28,-0.60262424,-0.5421543,"('disloyal', 'loyal')",-1.2528101,-1.397537,1.0587866,0.79651123,-0.2655493,-0.38106,0.1155107
50,-0.5896276,-0.6634689,"('clumsy', 'skillful')",0.16694923,0.112117596,0.03148576,-0.12481947,-0.1303975,-0.2253903,0.0949928
12,0.5823909,0.74213934,"('unsupportive', 'supportive')",0.07014316,0.19975093,-1.6210651,-1.5694168,-0.3228437,-0.2091755,-0.1136682
77,-0.56832564,-0.65711796,"('unmotivated', 'motivated')",-0.4260161,-0.5583327,-1.1672732,-1.2328123,-0.7205383,-0.8160876,0.0955493
26,0.56354725,0.5666696,"('hardhearted', 'benevolent')",-0.07020029,0.04743744,1.5229512,1.5959102,0.6720994,0.7366724,-0.064573
51,0.54011005,0.5058415,"('uneducated', 'educated')",-0.20910895,-0.22623703,0.31457883,0.38936913,0.2151933,0.2229912,-0.0077979
63,0.5090042,0.5474302,"('unperceptive', 'insightful')",0.3747411,0.29301888,0.8577177,0.6658982,0.5804876,0.5021158,0.0783718
5,-0.5076504,-0.3800518,"('distant', 'outgoing')",0.062325306,0.36636093,-0.0768262,-0.25700477,-0.1740504,-0.0902319,-0.0838185
82,-0.4953732,-0.6709181,"('poor', 'rich')",-0.37247518,-0.58249557,5.89596,5.1083646,1.6760372,1.2849836,0.3910536
30,0.47646755,0.43546584,"('intolerant', 'tolerant')",-0.24066946,-0.4875314,0.69898385,0.6227325,0.311594,0.1902223,0.1213717
1,-0.46425003,-0.3277805,"('unfriendly', 'friendly')",-0.9973394,-0.87898827,1.5236825,1.0983948,0.0206977,-0.0361247,0.0568224
27,0.42235127,0.34850314,"('hardhearted', 'softhearted')",-0.4030677,-0.4076535,1.3943866,1.0616553,0.4712234,0.3341683,0.1370551
49,-0.42106223,-0.48081172,"('unable', 'able')",-0.21999297,-0.3755708,0.01931376,-0.089663655,-0.2072472,-0.3153487,0.1081015
7,0.4188653,0.44939056,"('insensitive', 'sensitive')",-0.02660485,-0.17630741,0.6154234,0.4080145,0.3358946,0.2270325,0.1088621
86,0.41427273,0.3265558,"('uninfluential', 'influential')",-0.986358,-1.006338,-0.37051105,-0.41202322,-0.3141988,-0.3639352,0.0497364
76,0.41120717,0.30535012,"('anxious', 'daring')",-0.095030956,-0.33980435,-0.5407525,-0.6076457,-0.0748588,-0.2140333,0.1391745
83,0.4020162,0.54651225,"('powerless', 'powerful')",-0.5402967,-0.39481428,-0.91079015,-0.7002008,-0.3496902,-0.1828343,-0.1668559
59,-0.39229995,-0.1811337,"('foolish', 'wise')",0.03226855,0.24747378,0.050777834,-0.17999914,-0.1030845,-0.0378864,-0.0651981
8,-0.37135893,-0.18616712,"('unaffectionate', 'affectionate')",-0.6846242,-0.39903158,1.0612158,0.79295546,0.0017442,0.0692523,-0.0675081
24,0.36890656,0.4612978,"('dishonest', 'honest')",-1.6609944,-1.6453663,0.61054677,0.42287514,-0.2271803,-0.2537311,0.0265508
88,-0.3390614,-0.21855372,"('low', 'eminent')",-0.7843633,-0.6410808,-0.47702405,-0.56047285,-0.5334829,-0.4733691,-0.0601138
65,0.30584413,0.0016853809,"('insecure', 'secure')",-0.60552406,-1.1112814,-0.50470877,-0.4614889,-0.2681296,-0.523695,0.2555654
71,0.30231282,0.33494526,"('diffident', 'self-confident')",0.6520886,0.72183263,0.44204187,0.38897482,0.4654811,0.4819176,-0.0164365
42,-0.29403827,-0.45866877,"('unreliable', 'reliable')",-0.17833155,-0.3576722,-3.5879707,-3.4376795,-1.3534468,-1.4180069,0.0645601
74,0.28099558,0.4366854,"('undedicated', 'dedicated')",0.035449483,0.18790245,-0.50391096,-0.44253483,-0.0624886,0.0606844,-0.123173
61,0.250531,-0.018633384,"('illogical', 'logical')",-0.5454354,-0.7886744,0.5424988,0.39514038,0.0825315,-0.1373891,0.2199206
22,-0.24135844,-0.3277806,"('untrustworthy', 'trustworthy')",-0.15820861,-0.31990048,-0.9178628,-0.842335,-0.4391433,-0.496672,0.0575287
9,0.22310677,0.4869166,"('unaffectionate', 'caring')",-0.7293676,-0.5407128,1.647249,1.3191555,0.3803294,0.4217864,-0.041457
64,-0.19711478,-0.28157464,"('shy', 'confident')",-0.5084916,-0.5647857,-6.6706824,-5.8098598,-2.458763,-2.21874,-0.240023
20,0.1566545,0.13700569,"('rough', 'thoughtful')",-0.027273603,0.002503395,0.7793213,0.7552177,0.3029008,0.2982423,0.0046585
11,-0.1405061,-0.09906083,"('unhelpful', 'helpful')",-0.38291907,-0.6053219,2.0898347,1.8641021,0.5221365,0.3865732,0.1355633
43,-0.10747836,-0.05989695,"('irresponsible', 'responsible')",-0.9852226,-1.2850202,0.059061095,-0.19083722,-0.3445466,-0.5119181,0.1673715
54,0.0885728,0.1611923,"('incapable', 'capable')",-0.36075664,-0.42126134,0.93496066,0.63575006,0.2209256,0.125227,0.0956986
15,0.068316676,0.14290076,"('boring', 'funny')",-0.2667969,-0.09695354,-0.2803869,-0.25934368,-0.1596224,-0.0711322,-0.0884902
2,0.06357996,0.24430309,"('unlikable', 'likable')",0.34646028,0.4516409,-0.004011959,0.15382385,0.1353428,0.283256,-0.1479132
45,0.0523523,0.30975035,"('incompetent', 'competent')",-0.40789673,-0.4362393,-0.29153544,-0.30875763,-0.2156933,-0.1450822,-0.0706111
58,-0.049837742,0.33109695,"('undiscriminating', 'discriminating')",-0.05780024,0.2033432,0.4962118,0.7234542,0.1295246,0.4192981,-0.2897735
25,0.048774343,0.041089743,"('egoistic', 'altruistic')",0.24128182,0.19551377,1.2242956,1.2328774,0.5047839,0.489827,0.0149569
33,0.047848396,0.110917285,"('wrong', 'right')",0.9042837,1.0846434,-0.45323083,-0.51801944,0.1663004,0.2258471,-0.0595467
70,0.01640521,-0.047281392,"('lethargic', 'energetic')",-0.24002443,-0.39449474,-0.006305497,-0.12792538,-0.0766416,-0.1899005,0.1132589
