,dupont_male,dupont_female,tuple,de_male,de_female,nemours_male,nemours_female,inc_male,inc_female,average_male,average_female,male-female
69,2.321957,2.390559,"('lazy', 'industrious')",1.7344818,2.2397482,3.1811867,3.4270155,-0.0953815,0.19162121,1.7855611,2.0622358,-0.2766747
45,-2.1312132,-1.8038977,"('incompetent', 'competent')",-0.77955693,-0.8609547,-2.4970295,-2.4601483,-0.34001935,-0.4324349,-1.4369547,-1.389359,-0.0475957
85,2.0605712,2.2300823,"('insignificant', 'prestigious')",-0.60994315,0.19198693,2.5013397,2.7130969,0.64256424,1.1172473,1.148633,1.5631034,-0.4144704
25,1.7846383,1.824941,"('egoistic', 'altruistic')",0.20262386,0.40000546,0.8365664,0.806288,1.299704,1.4321373,1.0308831,1.1158429,-0.0849598
71,1.6099492,1.4549782,"('diffident', 'self-confident')",-0.0010890476,-0.05076848,0.12356048,-0.08466753,0.5938925,0.4972669,0.5815783,0.4542023,0.127376
65,-1.5375304,-1.5415663,"('insecure', 'secure')",-0.4624222,-0.6718902,-2.5305095,-2.5778267,-0.648905,-0.83781433,-1.2948418,-1.4072744,0.1124326
13,-1.4825962,-1.5579603,"('impolite', 'polite')",-0.82215524,-0.97913766,-2.1173663,-2.192839,-0.54638326,-0.7546884,-1.2421253,-1.3711562,0.1290309
8,1.4502901,1.4744506,"('unaffectionate', 'affectionate')",-0.34571457,0.24269158,0.53659326,0.6047343,0.6107809,0.86860186,0.5629874,0.7976196,-0.2346322
9,1.4483038,1.5478595,"('unaffectionate', 'caring')",-1.2883466,-0.7781597,-0.54630685,-0.41032425,1.0515641,1.220396,0.1663036,0.3949429,-0.2286393
70,-1.4197807,-1.3164406,"('lethargic', 'energetic')",-0.57723707,-0.5874319,-2.5534625,-2.4651263,0.6172141,0.6161007,-0.9833165,-0.9382244,-0.0450921
57,-1.3873609,-1.2982455,"('unimaginative', 'imaginative')",-0.47755358,-0.6469652,-2.807919,-2.54142,-2.488257,-2.3061001,-1.7902726,-1.6981826,-0.09209
68,-1.3724817,-1.3692138,"('dependent', 'independent')",-0.4003178,-0.67510253,-0.6981856,-0.7847117,-0.82971334,-0.8469859,-0.8251746,-0.9190035,0.0938289
76,-1.3461169,-1.4443727,"('anxious', 'daring')",0.20244029,-0.19523226,-1.388675,-1.5058374,0.406326,0.36404026,-0.5315064,-0.6953505,0.1638441
46,-1.3422563,-1.411326,"('uncompetitive', 'competitive')",0.041025266,-0.76307523,-3.4878054,-3.5218818,-0.6868082,-0.8865793,-1.3689611,-1.6457157,0.2767546
22,-1.2904494,-1.232898,"('untrustworthy', 'trustworthy')",-0.09234444,-0.13855503,-1.5047357,-1.440023,-1.3064427,-1.1655314,-1.048493,-0.9942518,-0.0542412
64,-1.2795371,-1.3430903,"('shy', 'confident')",0.7216524,0.5525905,-0.85020965,-0.77117157,-6.472834,-6.4490633,-1.9702321,-2.0026836,0.0324515
26,1.2550434,1.5710716,"('hardhearted', 'benevolent')",-0.8034603,-0.12828451,-0.18661362,0.21074688,1.4103388,1.6984402,0.4188271,0.8379936,-0.4191665
11,-1.2370961,-1.4713074,"('unhelpful', 'helpful')",-0.38177964,-0.620556,-1.4189146,-1.6116245,1.9499005,1.8225088,-0.2719724,-0.4702448,0.1982724
80,-1.1700001,-1.3107269,"('dominated', 'dominating')",-0.057212356,-0.114188105,-1.0532408,-1.1127421,-1.0513388,-1.2048776,-0.832948,-0.9356337,0.1026857
3,-1.149029,-1.1971883,"('repellent', 'pleasant')",-0.47134382,-1.104489,-1.402413,-1.6240588,0.24923491,0.019689757,-0.6933877,-0.9765115,0.2831238
63,-1.1409909,-1.0688115,"('unperceptive', 'insightful')",-0.47968352,-0.52821636,-1.7538868,-1.7863629,0.7131815,0.6334349,-0.665345,-0.687489,0.022144
48,-1.1208793,-1.0272248,"('unintelligent', 'intelligent')",-1.1804171,-1.193986,-2.2782946,-2.1439922,0.5346154,0.40181074,-1.0112438,-0.9908481,-0.0203957
24,-1.1119698,-0.97862124,"('dishonest', 'honest')",-2.1490767,-1.6067921,-1.9632815,-1.7921531,0.51564264,0.5904581,-1.1771713,-0.946777,-0.2303943
21,-1.069711,-1.2135867,"('immoral', 'moral')",0.062295698,-0.4181719,-2.6114416,-2.70246,-0.8089617,-1.0708174,-1.1069547,-1.351259,0.2443043
20,1.0526156,1.0245243,"('rough', 'thoughtful')",1.2615694,1.2779672,0.35602668,0.45615342,1.4385358,1.5553153,1.0271869,1.07849,-0.0513031
53,1.029691,1.0694245,"('uncreative', 'creative')",-0.04117973,-0.0043148287,-0.39392653,-0.25029013,0.62798476,0.71454066,0.3056424,0.3823401,-0.0766977
84,1.0236114,0.9755532,"('inferior', 'superior')",0.5875415,0.5782905,-0.17968132,-0.05349948,1.1504878,1.1128545,0.6454898,0.6532997,-0.0078099
33,1.0096083,1.1032853,"('wrong', 'right')",0.14866081,0.38440686,1.4207268,1.4993064,-0.5277496,-0.36521578,0.5128115,0.6554457,-0.1426342
