,colgate_male,colgate_female,tuple,palmolive_male,palmolive_female,co_male,co_female,average_male,average_female,male-female
86,-1.9117465,-2.0771568,"('uninfluential', 'influential')",-1.2621546,-1.3259822,-0.3013314,-0.19871224,-1.1584109,-1.2006172,0.0422063
1,-1.6361985,-1.6218292,"('unfriendly', 'friendly')",-0.49233428,-0.5745375,1.2531523,1.1953427,-0.2917935,-0.3336747,0.0418812
10,-1.5613717,-1.9232072,"('unsympathetic', 'sympathetic')",-1.5527977,-1.5986547,0.028946448,0.28233308,-1.0284077,-1.079843,0.0514353
28,-1.3055393,-1.7197342,"('disloyal', 'loyal')",-0.3149525,-0.59362096,0.7965694,0.65859187,-0.2746408,-0.5515878,0.276947
57,-1.3017588,-1.4244279,"('unimaginative', 'imaginative')",-1.0566461,-1.0782206,-2.8780398,-2.9050426,-1.7454815,-1.8025637,0.0570822
63,-1.272574,-1.4266344,"('unperceptive', 'insightful')",-1.5073652,-1.4553785,0.46956313,0.847156,-0.7701254,-0.6782856,-0.0918398
8,-1.2706754,-1.4041487,"('unaffectionate', 'affectionate')",-0.6207684,-0.69163126,-0.036138117,0.057708945,-0.6425273,-0.679357,0.0368297
9,-1.26385,-1.3777027,"('unaffectionate', 'caring')",-0.86928403,-0.91297835,0.56903434,0.8443677,-0.5213665,-0.4821045,-0.039262
23,-1.2469081,-1.5547285,"('insincere', 'sincere')",-1.7217371,-1.8102665,5.3957477,5.9166193,0.8090342,0.8505414,-0.0415072
48,-1.211905,-1.113753,"('unintelligent', 'intelligent')",-1.3603773,-1.3705759,0.19969438,0.35976276,-0.7908626,-0.7081887,-0.0826739
44,1.1906054,1.396451,"('prejudiced', 'unprejudiced')",0.8549571,0.96012133,-1.4879236,-1.5047777,0.1858796,0.2839316,-0.098052
80,1.1741763,1.3545585,"('dominated', 'dominating')",0.2481162,0.49440202,-0.47995913,-0.2739258,0.3141111,0.5250116,-0.2109005
0,-1.1490706,-1.4625895,"('unsociable', 'sociable')",-1.0416571,-1.1757848,0.21318534,0.18334171,-0.6591808,-0.8183442,0.1591634
41,-1.1273439,-1.421209,"('unforgiving', 'forgiving')",-0.8633834,-0.93234235,0.2912866,0.028428761,-0.5664802,-0.7750409,0.2085607
35,1.0898815,1.1854224,"('corrupt', 'incorrupt')",1.5772853,1.5434859,-0.9192695,-1.1997155,0.5826324,0.5097309,0.0729015
53,-1.0861684,-1.0537964,"('uncreative', 'creative')",-0.92064834,-0.8190715,0.71318996,0.90574354,-0.431209,-0.3223748,-0.1088342
38,-1.0419141,-1.0392766,"('untruthful', 'truthful')",-0.67033684,-0.6137889,0.0026996508,0.1883299,-0.5698504,-0.4882452,-0.0816052
69,1.0215762,1.2407612,"('lazy', 'industrious')",2.8017745,2.7207644,-0.4888286,-0.78166103,1.1115073,1.0599548,0.0515525
54,-0.99343157,-0.97801137,"('incapable', 'capable')",0.7077077,0.8255871,0.09470002,0.5802245,-0.0636746,0.1426001,-0.2062747
27,-0.931119,-0.8990991,"('hardhearted', 'softhearted')",-0.51361924,-0.38383812,0.6188131,0.9235976,-0.2753084,-0.1197799,-0.1555285
43,-0.8773749,-1.1108351,"('irresponsible', 'responsible')",-1.9112448,-1.9487484,0.7352721,1.0492826,-0.6844491,-0.6701003,-0.0143488
39,0.85932255,0.6928663,"('exploitative', 'cooperative')",-0.2528504,-0.36945212,0.6462715,0.6387347,0.4175812,0.3207163,0.0968649
12,-0.8482095,-0.89179945,"('unsupportive', 'supportive')",-1.1150934,-0.9961213,-1.8707004,-1.5805197,-1.2780011,-1.1561468,-0.1218543
72,-0.8430245,-0.6394432,"('unambitious', 'ambitious')",-1.116335,-0.99664694,-0.84306246,-0.31261966,-0.9341407,-0.6495699,-0.2845708
66,0.78396016,0.8519753,"('inactive', 'active')",0.49963528,0.5521692,0.47180584,0.24752036,0.5851338,0.550555,0.0345788
32,-0.7522315,-0.889269,"('unkind', 'kind')",-0.20331399,-0.35047594,0.8487186,0.99256396,-0.035609,-0.0823936,0.0467846
42,0.7281519,0.7472968,"('unreliable', 'reliable')",0.54345614,0.7425825,-2.6703384,-2.6272051,-0.4662434,-0.3791086,-0.0871348
73,0.7260345,0.80866283,"('helpless', 'self-reliant')",0.5653652,0.70668966,-3.3342302,-3.260001,-0.6809435,-0.5815495,-0.099394
84,0.70064193,0.7328534,"('inferior', 'superior')",0.9752243,0.8851827,0.71678823,0.7168124,0.7975515,0.7782828,0.0192687
11,-0.69984025,-0.8428613,"('unhelpful', 'helpful')",-1.9270767,-1.9351391,2.1644847,2.4725332,-0.154144,-0.1018224,-0.0523216
52,-0.69206154,-0.6455379,"('irrational', 'rational')",0.24017486,-0.0078065954,-0.5868263,-0.8190027,-0.3462377,-0.4907824,0.1445447
45,-0.68306255,-0.92133236,"('incompetent', 'competent')",-0.35574487,-0.345843,0.010465223,0.026217455,-0.3427807,-0.4136526,0.0708719
58,-0.67991066,-0.5981721,"('undiscriminating', 'discriminating')",-0.98754066,-0.8925714,0.53169805,0.43355206,-0.3785845,-0.3523972,-0.0261873
46,-0.65710855,-0.80462205,"('uncompetitive', 'competitive')",-1.3912913,-1.4607143,-0.21922347,-0.20742792,-0.7558745,-0.8242548,0.0683803
37,0.6387863,0.66020197,"('fake', 'genuine')",0.28816882,0.3586175,0.11457362,0.1944586,0.3471762,0.404426,-0.0572498
87,0.6371383,0.64440507,"('unsuccessful', 'successful')",0.62753916,0.6122516,0.50825626,0.66883874,0.5909779,0.6418318,-0.0508539
78,-0.62213695,-0.44042808,"('nonresilient', 'resilient')",-0.08525245,0.04271959,0.40558875,0.591342,-0.1006002,0.0645445,-0.1651447
70,-0.5992033,-0.7666218,"('lethargic', 'energetic')",-0.6883961,-0.47211066,0.4292146,0.8442621,-0.2861282,-0.1314901,-0.1546381
16,-0.5922406,-0.48769233,"('unpopular', 'popular')",0.6548788,0.58268464,0.2839777,0.11310345,0.1155386,0.0693653,0.0461733
21,-0.56055564,-0.65380454,"('immoral', 'moral')",-0.70744675,-0.66687787,-0.35926592,-0.18478219,-0.5424228,-0.5018215,-0.0406013
31,-0.555725,-0.57155836,"('evil', 'good')",-0.118564315,-0.21673028,-1.1531589,-1.2993319,-0.6091494,-0.6958735,0.0867241
88,-0.5496882,-0.5694192,"('low', 'eminent')",-0.21487948,-0.3703073,-0.71537745,-0.6783014,-0.4933151,-0.5393426,0.0460275
47,-0.53570896,-0.5008963,"('stupid', 'smart')",0.10656175,0.12761681,5.25054,5.494853,1.6071308,1.7071911,-0.1000603
51,-0.5277107,-0.56871057,"('uneducated', 'educated')",-0.62169015,-0.43813086,0.59165037,0.6350168,-0.1859168,-0.1239415,-0.0619753
49,-0.5246876,-0.4145451,"('unable', 'able')",-0.09444447,-0.019051962,-0.68229115,-0.31327286,-0.4338077,-0.2489566,-0.1848511
3,-0.5222176,-0.6380711,"('repellent', 'pleasant')",-1.2945021,-1.2183183,0.5769717,0.59038,-0.4132493,-0.4220032,0.0087539
65,-0.49844652,-0.7747777,"('insecure', 'secure')",-1.1100712,-1.2175931,0.5424977,0.7266779,-0.35534,-0.4218976,0.0665576
77,-0.48852757,-0.38181752,"('unmotivated', 'motivated')",-1.3078948,-1.3262326,-0.80026144,-0.61837435,-0.8655612,-0.7754748,-0.0900864
13,-0.46975788,-0.86168414,"('impolite', 'polite')",-0.60531825,-0.6145182,0.19410494,0.36560857,-0.2936571,-0.3701979,0.0765408
62,-0.45355985,-0.32837874,"('incompetent', 'brilliant')",-0.39625585,-0.16586593,0.21881834,0.8360709,-0.2103325,0.1139421,-0.3242746
75,0.45145488,0.61358315,"('meek', 'impulsive')",0.6973868,0.8483677,-0.86014885,-0.7866953,0.0962309,0.2250852,-0.1288543
7,-0.4323621,-0.5189368,"('insensitive', 'sensitive')",-0.71444774,-0.7050954,0.22798811,0.63532203,-0.3062739,-0.1962367,-0.1100372
82,-0.41999784,-0.4701799,"('poor', 'rich')",-0.3588088,-0.3140434,5.6373134,5.9502573,1.6195022,1.7220112,-0.102509
24,-0.41872472,-0.6284565,"('dishonest', 'honest')",-0.8815273,-0.9039168,0.6581669,1.1358048,-0.2140284,-0.1321895,-0.0818389
71,0.38401553,0.3989733,"('diffident', 'self-confident')",0.68488187,0.7230531,0.1018809,0.39300272,0.3902594,0.5050097,-0.1147503
74,-0.38372648,-0.5063939,"('undedicated', 'dedicated')",-0.20956258,-0.18100235,0.17222898,0.23381168,-0.1403534,-0.1511949,0.0108415
30,-0.37935925,-0.61658084,"('intolerant', 'tolerant')",-0.4095308,-0.44405413,0.8953458,0.9042684,0.0354853,-0.0521222,0.0876075
20,-0.35960156,-0.16959316,"('rough', 'thoughtful')",-0.13291556,0.042757925,0.6485011,0.7049358,0.0519947,0.1927002,-0.1407055
59,0.3216836,0.45163205,"('foolish', 'wise')",0.6420688,0.36953163,-0.09753441,-0.2873924,0.2887393,0.1779238,0.1108155
2,0.3121754,0.3338239,"('unlikable', 'likable')",0.7162889,0.7971351,1.1098752,1.0258892,0.7127798,0.7189494,-0.0061696
76,0.30264008,0.31562662,"('anxious', 'daring')",0.13572711,0.2518645,0.14269227,0.3448538,0.1936865,0.304115,-0.1104285
36,-0.30096504,-0.3313554,"('hostile', 'amicable')",0.14973827,0.104126036,-0.5777358,-0.959346,-0.2429875,-0.3955251,0.1525376
34,-0.286313,-0.19607124,"('mean', 'honorable')",-0.7786688,-0.70404696,5.0806413,5.3490167,1.3385531,1.4829661,-0.144413
4,-0.2782091,-0.20255788,"('disliked', 'liked')",0.25370353,0.38964996,-6.2865224,-6.7804966,-2.103676,-2.1978014,0.0941254
56,-0.23230582,-0.36434093,"('impractical', 'practical')",-0.37557575,-0.23900262,-0.052844387,0.43311098,-0.220242,-0.0567442,-0.1634978
29,0.22877061,0.35925302,"('unfair', 'fair')",0.5660449,0.66143715,-0.60960835,-0.50667,0.0617357,0.1713401,-0.1096044
85,-0.22810492,-0.12280873,"('insignificant', 'prestigious')",0.99041694,0.91062945,-0.85219073,-1.2768015,-0.0299596,-0.1629936,0.133034
33,0.22771853,0.31302255,"('wrong', 'right')",1.4115139,1.3290151,-0.8642511,-0.8402881,0.2583271,0.2672498,-0.0089227
40,-0.2205523,-0.12164357,"('stingy', 'generous')",0.362851,0.47716635,-1.9958805,-2.0049834,-0.6178606,-0.5498202,-0.0680404
64,0.22001418,0.005872272,"('shy', 'confident')",0.41881832,0.26593232,-5.24391,-5.338823,-1.5350258,-1.689006,0.1539802
15,-0.21998942,-0.20464191,"('boring', 'funny')",0.44855452,0.5200255,0.6196723,0.7585928,0.2827458,0.3579921,-0.0752463
18,-0.18633693,-0.051504754,"('disagreeable', 'welcoming')",0.29436442,0.22523865,-0.96766526,-0.9343202,-0.2865459,-0.2535288,-0.0330171
19,-0.18308342,-0.29999387,"('inhospitable', 'hospitable')",-0.78611577,-0.63844746,-0.5302973,-0.4524086,-0.4998322,-0.4636166,-0.0362156
6,-0.18283385,0.027883157,"('distant', 'open')",0.9794224,1.021439,-0.52772826,-0.47436363,0.0896201,0.1916528,-0.1020327
61,-0.17347369,-0.30893266,"('illogical', 'logical')",-0.47284934,-0.43945023,0.109593436,0.23326379,-0.1789099,-0.1717064,-0.0072035
81,-0.15887341,-0.41224113,"('submissive', 'aggressive')",-0.60721296,-0.68990105,-0.4430689,-0.17399123,-0.4030517,-0.4253778,0.0223261
50,-0.15531121,-0.17394257,"('clumsy', 'skillful')",0.9419201,0.8541939,-0.22002725,-0.35131782,0.1888605,0.1096445,0.079216
60,-0.15310659,-0.35374504,"('inefficient', 'efficient')",-0.7317401,-0.68528,0.55050755,0.96691597,-0.1114464,-0.0240364,-0.08741
5,0.15167302,0.2685006,"('distant', 'outgoing')",0.6895307,0.75356895,-0.5377436,-0.3042029,0.1011534,0.2392889,-0.1381355
79,-0.14506415,-0.21475697,"('wavering', 'unwavering')",0.24744628,0.22444907,-1.0432162,-1.003646,-0.3136114,-0.331318,0.0177066
68,-0.14361234,-0.013259971,"('dependent', 'independent')",-0.9257608,-0.89384216,-1.376689,-1.1700238,-0.815354,-0.6923753,-0.1229787
55,-0.14278206,-0.19859865,"('incompetent', 'clever')",-0.22342509,-0.14680463,1.0251168,1.1547099,0.2196366,0.2697689,-0.0501323
26,-0.14200674,-0.25832397,"('hardhearted', 'benevolent')",-0.2588195,-0.45720154,1.3709419,0.8514,0.3233719,0.0452915,0.2780804
25,0.1367096,0.41630656,"('egoistic', 'altruistic')",0.7520744,0.8537698,1.0376747,0.8518181,0.6421529,0.7072981,-0.0651452
83,-0.09835707,0.11890438,"('powerless', 'powerful')",0.08836777,0.14512405,-1.191756,-1.046011,-0.4005818,-0.2606608,-0.139921
22,0.07622575,0.041769616,"('untrustworthy', 'trustworthy')",-0.288463,-0.20602585,-0.32394767,-0.1250091,-0.1787283,-0.0964218,-0.0823065
67,-0.07548195,-0.10504948,"('doubtful', 'determined')",0.28151938,0.24232894,-0.467824,-0.50992566,-0.0872622,-0.1242154,0.0369532
17,-0.06314775,-0.23954411,"('nasty', 'nice')",0.1820663,0.076210395,-0.21103603,-0.46888596,-0.0307058,-0.2107399,0.1800341
14,-0.008466668,-0.18954165,"('antisocial', 'social')",0.0823018,0.112691805,0.28661728,0.28331545,0.1201508,0.0688219,0.0513289
