,pinnacle_male,pinnacle_female,tuple,west_male,west_female,capital_male,capital_female,corp_male,corp_female,average_male,average_female,male-female
56,1.7438002,3.1276,"('impractical', 'practical')",1.1042292,1.6308924,0.23449162,0.58996004,-0.690146,-0.23092143,0.5980937,1.2793828,-0.6812891
16,-1.6340299,-2.2178853,"('unpopular', 'popular')",-0.5093745,-0.6077051,0.4870582,0.31321046,0.40376925,0.25226572,-0.3131443,-0.5650285,0.2518842
44,-1.5536445,-1.8121147,"('prejudiced', 'unprejudiced')",-0.77190804,-0.79392755,-0.56677705,-0.39153755,-1.281112,-1.2212129,-1.0433604,-1.0546982,0.0113378
69,-1.5332209,-2.6700053,"('lazy', 'industrious')",-0.03238587,-0.236067,2.411246,2.3855653,-0.4986125,-0.6160462,0.0867567,-0.2841383,0.370895
60,1.4798204,2.9445462,"('inefficient', 'efficient')",1.0814264,1.194899,-0.42315745,-0.31096548,-0.13947137,0.034987148,0.4996545,0.9658667,-0.4662122
10,1.458662,2.696722,"('unsympathetic', 'sympathetic')",0.30163237,0.46055862,-1.0554341,-1.1977344,-0.21787466,-0.25297624,0.1217464,0.4266425,-0.3048961
52,-1.4522452,-2.601323,"('irrational', 'rational')",-0.8233298,-1.0234054,0.8020039,0.8032673,0.1257263,-0.0835891,-0.3369612,-0.7262625,0.3893013
62,1.4247404,2.799314,"('incompetent', 'brilliant')",0.67056775,1.0680099,-0.037466694,0.23688744,0.100398205,0.4821168,0.53956,1.146582,-0.607022
21,1.4062743,2.466441,"('immoral', 'moral')",0.865353,1.0838212,-0.23806918,-0.2700673,-0.6666012,-0.5989857,0.3417393,0.6703023,-0.328563
25,-1.3489798,-2.2391508,"('egoistic', 'altruistic')",-0.48466057,-0.80836135,0.34074306,0.06356562,1.2220285,1.0602437,-0.0677172,-0.4809256,0.4132084
29,-1.3361591,-1.7296911,"('unfair', 'fair')",0.45673665,0.39200374,-0.06374693,-0.1109971,-0.3077873,-0.3322856,-0.3127392,-0.4452425,0.1325033
76,1.3094035,2.5279856,"('anxious', 'daring')",0.79086995,1.167811,0.20312752,0.33183685,-0.20781623,-0.006317634,0.5238963,1.0053289,-0.4814326
7,1.2417573,2.0172603,"('insensitive', 'sensitive')",1.088647,1.1225951,-0.018097468,-0.018087486,0.3543142,0.33767697,0.6666553,0.8648612,-0.1982059
19,-1.2380635,-1.5145724,"('inhospitable', 'hospitable')",-0.006634243,-0.04191707,-0.3178267,-0.3112535,-0.815435,-0.79058355,-0.5944898,-0.6645817,0.0700919
72,1.2252414,1.4891173,"('unambitious', 'ambitious')",0.25532207,0.23178232,0.68757993,0.76755947,-0.5427574,-0.45256442,0.4063465,0.5089737,-0.1026272
24,1.2047637,1.6605327,"('dishonest', 'honest')",0.9024357,0.9336329,-0.6154817,-0.46184352,0.36543825,0.37250972,0.464289,0.6262079,-0.1619189
77,1.165405,1.375404,"('unmotivated', 'motivated')",0.2310254,-0.15585102,1.5367721,1.2943699,-0.95901334,-1.0245475,0.4935474,0.3723439,0.1212035
43,1.0968809,1.8238137,"('irresponsible', 'responsible')",1.037238,1.0972079,0.11381013,0.03233102,0.3253331,0.40599588,0.6433156,0.8398371,-0.1965215
18,-1.0910666,-1.2912621,"('disagreeable', 'welcoming')",0.027393129,0.039557092,0.55425787,0.4995479,-0.63957864,-0.7161436,-0.2872486,-0.3670752,0.0798266
5,-1.0816898,-1.9561603,"('distant', 'outgoing')",-0.8535464,-0.8119671,1.6337177,1.5781265,-0.3099495,-0.25508684,-0.152867,-0.3612719,0.2084049
74,1.0780287,1.5556421,"('undedicated', 'dedicated')",-0.111895695,0.08254325,-0.006225519,0.09720293,-0.5655289,-0.57037455,0.0985946,0.2912534,-0.1926588
26,-1.0493308,-1.4148517,"('hardhearted', 'benevolent')",-0.94500875,-0.8377817,1.9060923,1.827181,1.4084569,1.3443017,0.3300524,0.2297123,0.1003401
17,-1.0354131,-0.95907927,"('nasty', 'nice')",-0.50357735,-0.2857404,-0.61095136,-0.4837019,-1.0830162,-0.904504,-0.8082395,-0.6582564,-0.1499831
85,-1.0345706,-2.7840824,"('insignificant', 'prestigious')",-0.92463595,-1.2315793,2.4310875,2.038977,-0.08538403,-0.4735586,0.0966242,-0.6125609,0.7091851
79,-0.95850605,-1.5508449,"('wavering', 'unwavering')",-0.5351127,-0.4550576,0.8069603,0.8478287,-0.3618256,-0.37795728,-0.262121,-0.3840078,0.1218868
37,0.95817417,1.1998976,"('fake', 'genuine')",0.61896235,0.57434505,-1.3811796,-1.3367782,0.12310794,0.10212503,0.0797662,0.1348974,-0.0551312
84,0.95436096,0.63529223,"('inferior', 'superior')",0.10824355,-0.17853096,0.61596954,0.49006918,0.59695023,0.51839995,0.5688811,0.3663076,0.2025735
59,-0.88985056,-2.0105805,"('foolish', 'wise')",0.5823852,0.4669201,1.5016934,1.3852781,0.40319866,0.28061038,0.3993567,0.030557,0.3687997
30,0.87628037,1.8189943,"('intolerant', 'tolerant')",0.5661364,0.74352497,0.16292131,0.20437945,0.19295809,0.3495206,0.4495741,0.7791049,-0.3295308
55,0.8664643,2.283097,"('incompetent', 'clever')",0.40041956,0.5992153,-0.9469157,-0.9014181,-0.06691043,-0.08334827,0.0632644,0.4743865,-0.4111221
53,0.83690935,0.9209918,"('uncreative', 'creative')",0.5277676,0.581416,1.6197069,1.2269926,0.94937044,0.85831964,0.9834386,0.89693,0.0865086
80,0.8185608,2.1731968,"('dominated', 'dominating')",0.009061175,0.20938942,-0.91455853,-0.75717735,-0.8799236,-0.684814,-0.241715,0.2351487,-0.4768637
42,0.8070089,1.069766,"('unreliable', 'reliable')",1.6302975,1.8244094,1.33479,1.3384514,-2.701184,-2.6276667,0.2677281,0.4012401,-0.133512
78,0.7737986,0.6232019,"('nonresilient', 'resilient')",-0.38722616,-0.46517193,1.4010473,0.99831057,0.4289093,0.16794342,0.5541323,0.331071,0.2230613
41,-0.76439315,-0.5118402,"('unforgiving', 'forgiving')",-0.3673424,-0.21731493,0.27785382,0.10032092,-0.30710772,-0.4236087,-0.2902474,-0.2631107,-0.0271367
9,0.7572724,0.18198724,"('unaffectionate', 'caring')",-0.076821156,-0.24096557,1.1611742,0.86824524,1.6313978,1.3616441,0.8682559,0.5427278,0.3255281
70,0.73659676,1.8168805,"('lethargic', 'energetic')",0.343059,0.5204464,-0.015874196,0.041749053,0.20201941,0.42112654,0.3164503,0.7000507,-0.3836004
49,-0.735064,-0.55529946,"('unable', 'able')",-0.46094283,-0.38005713,-0.431036,-0.48121783,-0.39468345,-0.31193385,-0.5054316,-0.4321271,-0.0733045
1,-0.71122175,-1.5549103,"('unfriendly', 'friendly')",-0.98394084,-1.1873255,0.63718224,0.20024723,1.3302262,1.0459796,0.0680615,-0.3740022,0.4420637
73,0.69068575,0.2728023,"('helpless', 'self-reliant')",0.9048001,0.9790852,0.7383035,0.7571931,-3.5363073,-3.5295587,-0.3006295,-0.3801195,0.07949
61,0.6477103,1.0406412,"('illogical', 'logical')",0.33222294,0.39974138,0.7261843,0.60899645,0.42982054,0.2923694,0.5339845,0.5854371,-0.0514526
66,-0.57666034,-0.53830427,"('inactive', 'active')",0.5641719,0.5579942,2.2070067,1.9846525,1.0791032,0.83376384,0.8184054,0.7095266,0.1088788
15,-0.5679713,-0.5479598,"('boring', 'funny')",0.5234947,0.64470446,-0.024312992,0.14159152,-0.41635,-0.37505963,-0.1212849,-0.0341809,-0.087104
0,-0.56099135,0.2708165,"('unsociable', 'sociable')",-0.8514527,-0.83909726,-0.19846418,-0.3396907,-0.57348734,-0.6446042,-0.5460989,-0.3881439,-0.157955
65,0.5374528,1.7823101,"('insecure', 'secure')",0.36810386,0.53400946,-0.76310784,-0.76063997,-0.31287566,-0.1696052,-0.0426067,0.3465186,-0.3891253
64,0.5318269,0.5573711,"('shy', 'confident')",0.4630955,0.2974292,0.8817515,0.70664483,-6.249099,-6.2598553,-1.0931063,-1.1746025,0.0814962
48,0.5069649,1.088535,"('unintelligent', 'intelligent')",-0.3373585,-0.26817596,-0.8209512,-0.86036295,0.34661317,0.28592452,-0.0761829,0.0614801,-0.137663
11,0.4665037,1.0275949,"('unhelpful', 'helpful')",0.16901426,0.4196732,-0.5518326,-0.34123248,1.9119872,2.1427875,0.4989181,0.8122058,-0.3132877
82,-0.46065164,0.16357772,"('poor', 'rich')",-0.17511562,0.08950469,-0.05374405,0.01826388,6.374371,6.468577,1.4212149,1.6849808,-0.2637659
47,-0.45666796,-0.045717,"('stupid', 'smart')",0.2739477,0.58627486,0.62018555,0.69004786,5.685273,5.7231436,1.5306846,1.7384373,-0.2077527
87,-0.44048795,-0.084802225,"('unsuccessful', 'successful')",0.5657617,0.60328376,1.1154708,1.1278151,0.68854713,0.64745736,0.4823229,0.5734385,-0.0911156
86,0.42060286,1.2423356,"('uninfluential', 'influential')",-0.17482358,-0.1488999,-0.72775835,-0.87550616,-0.56160784,-0.5964036,-0.2608967,-0.0946185,-0.1662782
34,0.41104615,0.71702254,"('mean', 'honorable')",0.1557224,0.1633948,0.28376743,0.21514405,5.6715407,5.729968,1.6305192,1.7063824,-0.0758632
81,0.41062057,1.7819563,"('submissive', 'aggressive')",-0.011755634,0.2585773,0.19902912,0.30466372,-1.1320406,-0.89696485,-0.1335366,0.3620581,-0.4955947
54,-0.3977592,-0.7539752,"('incapable', 'capable')",0.230953,0.22291088,2.0607936,1.8308514,0.71994007,0.71761465,0.6534818,0.5043504,0.1491314
58,0.39064968,0.473673,"('undiscriminating', 'discriminating')",0.45881176,0.5157074,0.84280765,0.5101764,0.10233818,0.0020730086,0.4486518,0.3754075,0.0732443
50,-0.37129965,-0.8295658,"('clumsy', 'skillful')",0.7976188,0.83496374,1.5650194,1.4591444,0.58341014,0.32991812,0.6436871,0.4486151,0.195072
83,0.366319,0.37817478,"('powerless', 'powerful')",-0.15916052,-0.14142767,1.6010358,1.5535864,-0.7943339,-0.76061654,0.2534651,0.2574292,-0.0039641
68,0.35334778,0.41996676,"('dependent', 'independent')",0.38155618,0.126299,-1.1339165,-1.2624072,-1.0327532,-1.2880775,-0.3579414,-0.5010548,0.1431134
8,-0.34836745,-1.278699,"('unaffectionate', 'affectionate')",-0.69573224,-0.73539466,0.43388462,0.24802968,0.7021131,0.481766,0.0229745,-0.3210745,0.344049
32,0.3445252,0.66770697,"('unkind', 'kind')",0.2190699,0.20610309,-0.16172484,-0.2943926,1.003236,0.8645725,0.3512766,0.3609975,-0.0097209
22,0.34422848,0.9041535,"('untrustworthy', 'trustworthy')",0.89369994,1.0265816,-1.0105788,-0.9421344,-1.1057128,-0.98935837,-0.2195908,-0.0001894,-0.2194014
3,0.3032685,0.8260165,"('repellent', 'pleasant')",0.22425845,0.10538728,-0.35843235,-0.5223345,0.7617879,0.751974,0.2327206,0.2902608,-0.0575402
45,-0.28418708,0.6608193,"('incompetent', 'competent')",0.30749255,0.51635575,-1.1718175,-1.0348752,-0.34509853,-0.32742473,-0.3734027,-0.0462812,-0.3271215
27,-0.25061905,-0.6440335,"('hardhearted', 'softhearted')",-0.39908317,-0.60410404,0.1727418,-0.07859236,1.0865558,0.6801554,0.1523989,-0.1616436,0.3140425
71,0.24446648,-0.2462822,"('diffident', 'self-confident')",1.26295,1.0869877,1.607612,1.4044628,0.7297015,0.6248824,0.9611825,0.7175127,0.2436698
57,0.20767729,0.84175014,"('unimaginative', 'imaginative')",-0.06683275,0.07095897,0.22012529,0.06027574,-3.3017082,-3.2516868,-0.7351846,-0.5696755,-0.1655091
13,0.19949383,1.4560623,"('impolite', 'polite')",0.29654595,0.6083264,-0.6319656,-0.51168877,-0.81363744,-0.6742017,-0.2373908,0.2196246,-0.4570154
28,0.18147917,0.55695164,"('disloyal', 'loyal')",0.2650256,0.34570608,-0.0733553,-0.028799318,0.8434112,0.8198062,0.3041402,0.4234162,-0.119276
88,-0.15805322,-0.13673358,"('low', 'eminent')",-0.996865,-1.0444257,-0.38852826,-0.27224132,-0.2822368,-0.32201475,-0.4564208,-0.4438539,-0.0125669
20,0.1427255,0.43345347,"('rough', 'thoughtful')",-0.5890309,-0.4574496,0.7814646,0.78061736,0.56296533,0.52194285,0.2245311,0.319641,-0.0951099
67,-0.13451816,-0.014746524,"('doubtful', 'determined')",0.56705064,0.69416,0.7262523,0.89785707,-0.47034523,-0.29019922,0.1721099,0.3217678,-0.1496579
51,0.11737572,0.9335115,"('uneducated', 'educated')",0.15805712,0.2584485,-0.45712966,-0.43154687,-0.07155652,-0.055659175,-0.0633133,0.1761885,-0.2395018
33,0.10079271,-0.7738985,"('wrong', 'right')",1.3683579,1.09824,1.8730156,1.6760588,-0.5885593,-0.82705986,0.6884018,0.2933351,0.3950667
38,-0.091421865,-0.2639179,"('untruthful', 'truthful')",0.3461691,0.43815285,0.0018996373,0.011484209,-0.08035199,-0.06927591,0.0440737,0.0291108,0.0149629
2,0.059384532,0.09645582,"('unlikable', 'likable')",0.81433976,0.8926161,2.343089,2.2699444,0.8133556,0.80748975,1.0075423,1.0166265,-0.0090842
40,-0.021630902,-0.11857699,"('stingy', 'generous')",-0.055934962,-0.08016655,0.53018045,0.47398588,-2.5018759,-2.6354327,-0.5123153,-0.5900476,0.0777323
14,0.006951943,1.1121657,"('antisocial', 'social')",-0.14539705,0.19087516,0.9489103,1.182519,-0.7241004,-0.4755811,0.0215912,0.5024947,-0.4809035
