,archer_male,archer_female,tuple,daniels_male,daniels_female,midland_male,midland_female,co_male,co_female,average_male,average_female,male-female
69,2.3295257,2.2242823,"('lazy', 'industrious')",3.1412826,3.0461824,1.7980981,1.9867437,-0.19045082,0.07913485,1.7696139,1.8340859,-0.064472
14,-1.7536759,-1.4677129,"('antisocial', 'social')",-1.9238812,-2.104761,-0.037051395,-0.2882293,-0.43998948,-0.66697884,-1.0386494,-1.1319205,0.0932711
66,1.5666318,1.4378114,"('inactive', 'active')",1.1164657,1.0701979,1.3960165,1.3253711,0.9482695,1.1444193,1.2568458,1.24445,0.0123958
45,-1.5509948,-1.4748547,"('incompetent', 'competent')",-1.3527024,-1.5764064,-0.24306762,-0.57806385,-0.39955425,-0.6220806,-0.8865798,-1.0628514,0.1762716
17,-1.4034535,-1.3825641,"('nasty', 'nice')",-0.5721403,-0.37410313,-1.0792708,-0.91286856,-0.6260811,-0.59112227,-0.9202365,-0.8151644,-0.1050721
57,-1.287195,-0.8148692,"('unimaginative', 'imaginative')",-1.5623407,-1.6124773,-0.7007811,-0.75895345,-3.0363386,-3.0346973,-1.6466639,-1.5552492,-0.0914147
41,-1.2620336,-0.9868657,"('unforgiving', 'forgiving')",-0.00042345095,-0.15980743,-0.31800318,-0.3411312,0.21024379,0.31399828,-0.3425541,-0.2934515,-0.0491026
13,-1.2443099,-1.2715001,"('impolite', 'polite')",-1.1974908,-1.2242128,-0.69321835,-1.0799239,-0.16679715,-0.41014132,-0.825454,-0.9964445,0.1709905
73,1.2231971,1.0002496,"('helpless', 'self-reliant')",0.8693561,0.72349674,-0.07323003,-0.116100445,-3.6371064,-3.667925,-0.4044458,-0.5150697,0.1106239
22,-1.221208,-1.1533476,"('untrustworthy', 'trustworthy')",-1.6258463,-1.6997528,-1.5971932,-1.7143042,-1.2467109,-1.2647344,-1.4227395,-1.4580348,0.0352953
35,1.1938267,1.0480951,"('corrupt', 'incorrupt')",1.6680323,1.7896606,0.18703479,0.5479662,-0.7714951,-0.53677166,0.5693496,0.7122376,-0.142888
50,1.1827167,0.5122916,"('clumsy', 'skillful')",1.2201539,1.0490546,0.37251055,0.2716286,-0.010350466,0.06729374,0.6912577,0.4750672,0.2161905
71,1.1688849,0.97173107,"('diffident', 'self-confident')",2.2497745,2.3434627,0.9475088,0.8597803,0.29938847,0.23924313,1.1663891,1.1035542,0.0628349
86,-1.1457105,-0.4692845,"('uninfluential', 'influential')",-1.2915412,-1.2094687,-0.15765758,-0.065236844,-0.71923053,-0.53792065,-0.828535,-0.5704777,-0.2580573
74,1.1438439,1.147514,"('undedicated', 'dedicated')",0.78848207,0.6448337,1.4877689,1.2920948,0.36305675,0.29309577,0.9457879,0.8443846,0.1014033
55,-1.1313716,-0.8283499,"('incompetent', 'clever')",-2.510535,-2.6917326,-0.6865283,-1.0603417,-0.012909789,-0.31799206,-1.0853362,-1.2246041,0.1392679
58,1.0454183,1.3092,"('undiscriminating', 'discriminating')",0.4451989,0.3639949,0.7850071,0.9137534,0.3456595,0.4448644,0.6553209,0.7579532,-0.1026323
10,-1.0263684,-0.8168554,"('unsympathetic', 'sympathetic')",-2.1023948,-2.292364,-0.39915693,-0.7035554,-0.085755885,-0.13188979,-0.903419,-0.9861661,0.0827471
0,-1.0158349,-0.9137555,"('unsociable', 'sociable')",-0.5612982,-0.82272077,-0.16920784,-0.512011,-0.038759418,-0.14434746,-0.4462751,-0.5982087,0.1519336
27,-1.0148673,-0.63921356,"('hardhearted', 'softhearted')",-0.19504496,0.13406326,-0.8078214,-0.4871136,0.45237783,0.7492411,-0.3913389,-0.0607557,-0.3305832
3,-0.98892593,-0.80824214,"('repellent', 'pleasant')",-1.6151222,-1.4812206,-0.13313632,-0.19465862,0.2693113,0.23510204,-0.6169683,-0.5622548,-0.0547135
54,0.9718999,0.41523802,"('incapable', 'capable')",1.3072278,1.214317,-0.0008421745,-0.37291512,0.67162514,0.5122525,0.7374777,0.4422231,0.2952546
47,-0.9180334,-1.2371104,"('stupid', 'smart')",-1.5570071,-1.6346447,-0.19206846,-0.5384079,5.0203853,4.95695,0.5883191,0.3866968,0.2016223
79,0.88977534,0.53544486,"('wavering', 'unwavering')",1.8564074,1.871902,0.58520955,0.71457726,-0.38904664,-0.3019211,0.7355864,0.7050007,0.0305857
2,0.88687575,0.4152877,"('unlikable', 'likable')",0.93901336,0.51570284,1.3114561,0.7365615,1.2078111,0.9658439,1.0862892,0.658349,0.4279402
33,0.8775884,1.0907573,"('wrong', 'right')",1.8204628,1.9352746,1.8993691,2.1911678,-0.31757048,-0.10271578,1.0699624,1.278621,-0.2086586
25,0.85813844,0.6674465,"('egoistic', 'altruistic')",1.4625456,1.1512891,0.7677028,0.8048013,1.3480102,1.2445717,1.1090993,0.9670271,0.1420722
37,0.85618883,0.85190946,"('fake', 'genuine')",0.1335097,0.105265036,0.38775882,0.48094654,-0.07718007,0.056384873,0.3250693,0.3736265,-0.0485572
29,-0.8318909,-0.6167512,"('unfair', 'fair')",-0.9636658,-0.8754584,-0.9556653,-0.78757083,-1.1188444,-1.1559649,-0.9675165,-0.8589363,-0.1085802
21,-0.79430884,-0.8599239,"('immoral', 'moral')",-2.1252387,-2.3108335,-0.04571127,-0.445851,-0.8798132,-1.2640296,-0.961268,-1.2201595,0.2588915
9,0.79171294,0.8431825,"('unaffectionate', 'caring')",1.085975,1.12345,0.3313676,0.4015419,0.954337,1.1943237,0.7908481,0.8906245,-0.0997764
48,-0.78227234,-0.24022506,"('unintelligent', 'intelligent')",-0.7151901,-0.7061323,-0.3080335,-0.33810583,-0.2615421,-0.22152995,-0.5167595,-0.3764983,-0.1402612
67,0.78124005,0.7428367,"('doubtful', 'determined')",0.4448623,0.5330365,1.2729886,1.1719956,-0.10039087,-0.08013323,0.599675,0.5919339,0.0077411
4,-0.7682287,-0.4432281,"('disliked', 'liked')",0.38689557,0.28467628,0.3144896,0.40337902,-6.5586934,-6.6384034,-1.6563842,-1.598394,-0.0579902
60,-0.7629021,-0.89512026,"('inefficient', 'efficient')",-1.2413031,-1.494931,0.24369155,-0.31007257,0.14572869,-0.359682,-0.4036962,-0.7649515,0.3612553
53,-0.7530962,-0.6699108,"('uncreative', 'creative')",0.6049041,0.49565366,-0.24969637,-0.31201866,0.8134692,0.76440334,0.1038952,0.0695319,0.0343633
81,-0.7382796,-0.78864926,"('submissive', 'aggressive')",-1.9060951,-2.1495626,-0.19764966,-0.70410335,-0.4633891,-0.8149074,-0.8263534,-1.1143057,0.2879523
12,0.7282156,0.81431407,"('unsupportive', 'supportive')",0.98439497,0.9154448,1.0634006,0.8713509,-1.5188771,-1.4103029,0.3142835,0.2977017,0.0165818
39,0.725895,0.7131876,"('exploitative', 'cooperative')",1.2387602,1.1688625,1.0112504,1.0587193,0.62961346,0.6639506,0.9013797,0.90118,0.0001997
40,-0.6987005,0.21174228,"('stingy', 'generous')",-0.0045308806,0.1067077,0.07610867,0.5738509,-2.4687176,-2.0781267,-0.7739601,-0.2964565,-0.4775036
30,-0.69723284,-0.6007653,"('intolerant', 'tolerant')",-1.4003582,-1.5414963,-0.807799,-1.0442663,0.23247004,0.010914434,-0.6682299,-0.7939034,0.1256735
82,-0.6956069,-0.93179524,"('poor', 'rich')",-1.198762,-1.1995698,-1.068493,-1.3830256,5.5717626,5.249366,0.6522251,0.4337438,0.2184813
24,-0.685555,-0.33152214,"('dishonest', 'honest')",-1.5698097,-1.5411074,-0.5116849,-0.48788178,0.5362215,0.66901976,-0.557707,-0.4228729,-0.1348341
11,-0.6845383,-1.0288723,"('unhelpful', 'helpful')",-0.77319914,-0.9538798,-0.21754786,-0.6295231,2.296053,2.0592356,0.1551919,-0.1382599,0.2934518
84,0.6799381,0.85549974,"('inferior', 'superior')",0.6486434,0.6885925,0.66264784,0.78067815,0.23658922,0.33613983,0.5569546,0.6652276,-0.108273
51,-0.64996684,-0.22212327,"('uneducated', 'educated')",-1.6462871,-1.557218,-0.67535985,-0.7893081,-0.015822627,-0.1292568,-0.7468591,-0.6744765,-0.0723826
31,-0.639998,-0.42401314,"('evil', 'good')",1.0421386,1.1773273,0.032974552,0.509903,-1.1668326,-0.94495237,-0.1829294,0.0795662,-0.2624956
1,-0.63583416,-0.51642287,"('unfriendly', 'friendly')",1.4613643,1.2609779,0.30604786,0.46608537,1.6471995,1.7964417,0.6946944,0.7517705,-0.0570761
75,0.61856574,0.38274726,"('meek', 'impulsive')",0.70168066,0.77360356,-0.96323574,-1.0116081,-0.62964576,-0.6197193,-0.0681588,-0.1187441,0.0505853
42,0.60188204,0.3463365,"('unreliable', 'reliable')",0.25200918,0.00086531416,0.24668705,0.071097985,-2.705192,-2.8731863,-0.4011534,-0.6137216,0.2125682
77,-0.58490485,-0.4924006,"('unmotivated', 'motivated')",-0.19045308,-0.43513283,-0.10403072,-0.34658214,-0.9029902,-1.116983,-0.4455947,-0.5977746,0.1521799
18,-0.55751485,-0.39320517,"('disagreeable', 'welcoming')",0.3979399,0.41070443,-0.23476133,-0.11226019,-1.1611209,-1.135341,-0.3888643,-0.3075255,-0.0813388
83,0.5312996,0.7189299,"('powerless', 'powerful')",-0.053295724,-0.18384099,0.44915542,0.45646673,-1.179276,-1.1465735,-0.0630292,-0.0387545,-0.0242747
32,0.5253462,0.31265223,"('unkind', 'kind')",0.63337183,0.6116505,0.28478855,-0.02288774,1.013457,0.9135052,0.6142409,0.45373,0.1605109
59,0.5218184,0.24636216,"('foolish', 'wise')",0.42594427,0.4676398,0.40918267,0.48295063,-0.10651508,0.055636644,0.3126076,0.3131473,-0.0005397
87,0.5101757,-0.12055079,"('unsuccessful', 'successful')",0.20894285,0.05918079,1.5608342,1.2546893,0.7883711,0.57706237,0.767081,0.4425954,0.3244856
49,-0.49866697,-0.7399354,"('unable', 'able')",-1.0877653,-1.2657199,-0.7006689,-1.0772629,-1.0789709,-1.385283,-0.841518,-1.1170503,0.2755323
80,0.45096537,0.5280122,"('dominated', 'dominating')",-1.7424567,-1.8290095,0.59710836,0.36141044,-0.30738962,-0.33478302,-0.2504431,-0.3185925,0.0681494
68,0.44476366,0.5225367,"('dependent', 'independent')",-1.3075719,-1.2760277,-0.50391674,-0.6178909,-1.8792423,-1.8999102,-0.8114918,-0.8178231,0.0063313
36,0.44423375,0.49562693,"('hostile', 'amicable')",1.9647318,1.988724,0.14831813,0.5598878,-0.21692753,-0.06343146,0.585089,0.7452018,-0.1601128
5,-0.3967873,-0.46727633,"('distant', 'outgoing')",1.2188873,1.3367556,0.22858539,0.59800583,-0.5522229,-0.3365986,0.1246156,0.2827216,-0.158106
19,-0.37287268,-0.4664794,"('inhospitable', 'hospitable')",0.53604203,0.60609776,-0.13652842,0.046696153,-0.59772074,-0.46230128,-0.1427699,-0.0689967,-0.0737732
20,-0.36014432,-0.44569394,"('rough', 'thoughtful')",-0.056675106,0.06519227,-0.53763807,-0.5363852,0.124050006,0.13022639,-0.2076019,-0.1966651,-0.0109368
62,-0.34166995,-0.63810587,"('incompetent', 'brilliant')",-0.8159606,-1.1744702,0.10535,-0.58860916,0.19810176,-0.24237928,-0.2135447,-0.6608911,0.4473464
44,-0.341417,-0.8706825,"('prejudiced', 'unprejudiced')",-0.74970096,-0.9357652,-1.190866,-1.4059601,-1.3541336,-1.6900865,-0.9090294,-1.2256236,0.3165942
43,-0.29559362,-0.4608617,"('irresponsible', 'responsible')",-0.9298311,-0.92472196,-0.80310416,-1.202341,0.6862938,0.48064548,-0.3355588,-0.5268198,0.191261
46,0.2947626,0.53596705,"('uncompetitive', 'competitive')",-1.3133022,-1.3944534,0.38327435,0.15663835,-0.3283205,-0.49510092,-0.2408964,-0.2992373,0.0583409
8,-0.28822422,-0.033433728,"('unaffectionate', 'affectionate')",0.56306475,0.5135047,-0.28863913,0.019632518,0.22707829,0.6387523,0.0533199,0.2846139,-0.231294
78,0.2629515,0.11206989,"('nonresilient', 'resilient')",1.2231483,1.1520265,0.5106867,0.40805477,0.45575476,0.42417663,0.6131353,0.5240819,0.0890534
6,-0.25854707,-0.28696018,"('distant', 'open')",0.79487365,0.8408809,-0.09527699,0.2526155,-0.26489118,0.028589547,0.0440396,0.2087814,-0.1647418
70,-0.24044116,-0.18913296,"('lethargic', 'energetic')",-1.7888747,-1.7314132,-0.2174834,-0.4515362,-0.003156663,-0.24038333,-0.562489,-0.6531165,0.0906275
7,-0.23965189,-0.107720844,"('insensitive', 'sensitive')",-0.5364001,-0.56801206,-0.3076287,-0.5595595,0.07251317,-0.029293887,-0.2527919,-0.3161466,0.0633547
28,-0.23852086,-0.03414108,"('disloyal', 'loyal')",-0.19741735,-0.35047463,0.50507194,0.5043947,1.047336,1.0230254,0.2791174,0.2857011,-0.0065837
16,-0.22917712,-0.52694756,"('unpopular', 'popular')",0.023422712,-0.21457921,-0.32111734,-0.48744968,0.35196537,0.0736351,-0.0437266,-0.2888353,0.2451087
76,-0.1655869,-0.5213902,"('anxious', 'daring')",-1.9062923,-2.0828414,-0.12302337,-0.4710698,-0.047300316,-0.41478235,-0.5605507,-0.8725209,0.3119702
38,0.16493155,-0.14784782,"('untruthful', 'truthful')",0.5139931,0.1865783,0.544282,0.17262688,0.72344136,0.6397931,0.486662,0.2127876,0.2738744
26,0.14713018,0.35392356,"('hardhearted', 'benevolent')",1.9393674,2.0184488,1.8286016,2.0834157,1.5100943,1.7975531,1.3562983,1.5633353,-0.207037
72,-0.12411668,-0.026495721,"('unambitious', 'ambitious')",0.30093077,0.37821186,-0.07054366,-0.16691628,-0.3703724,-0.30356646,-0.0660255,-0.0296917,-0.0363338
61,-0.12228233,-0.23348385,"('illogical', 'logical')",-0.20053357,-0.3205139,0.7362815,0.5887621,0.048409723,-0.050481014,0.1154688,-0.0039292,0.119398
23,-0.12052298,-0.5972959,"('insincere', 'sincere')",0.2922063,0.09408588,0.02164267,-0.48076746,5.769803,5.580943,1.4907823,1.1492414,0.3415409
88,0.115902916,0.25479004,"('low', 'eminent')",-0.34938425,-0.49493682,0.42630532,0.34537312,-0.4594921,-0.49916005,-0.066667,-0.0984834,0.0318164
52,-0.10438177,-0.030080114,"('irrational', 'rational')",-0.1689986,-0.18042731,-0.048080746,0.24177887,-0.22751985,-0.048996445,-0.1372452,-0.0044313,-0.1328139
56,-0.10241468,-0.5363985,"('impractical', 'practical')",-0.4577468,-0.8516296,0.66346335,-0.0043668747,0.14404628,-0.32295877,0.061837,-0.4288384,0.4906754
15,-0.07975677,-0.089524984,"('boring', 'funny')",-0.26841867,-0.41221976,0.43295634,0.500242,0.32895997,0.26821244,0.1034352,0.0666774,0.0367578
85,0.076808095,-0.08372535,"('insignificant', 'prestigious')",2.1286922,1.8955038,0.265302,0.65458137,-0.6164082,-0.37440178,0.4635985,0.5229895,-0.059391
34,-0.07641207,-0.22962663,"('mean', 'honorable')",-0.16897625,-0.3173898,0.2179754,0.029275171,5.0394926,4.7952323,1.2530199,1.0693728,0.1836471
63,0.06706636,-0.13014257,"('unperceptive', 'insightful')",-0.06360713,-0.20658459,0.7588981,0.38012177,0.48474127,0.4314217,0.3117746,0.1187041,0.1930705
64,0.041731916,0.08987981,"('shy', 'confident')",-0.25484177,-0.37669918,0.34987792,0.23693684,-5.6747217,-5.758759,-1.3844885,-1.4521604,0.0676719
65,-0.01333249,-0.41864204,"('insecure', 'secure')",-1.0412663,-1.2140778,-0.28838387,-0.7365607,-0.063213274,-0.33459496,-0.351549,-0.6759689,0.3244199
