,international_male,international_female,tuple,flavors_male,flavors_female,&_male,&_female,frag_male,frag_female,inc_male,inc_female,average_male,average_female,male-female
31,-1.9753512,-1.8917572,"('evil', 'good')",-1.6463901,-1.5828527,-2.3618214,-2.3127193,-0.7601624,-0.5779761,-1.2289585,-1.1976033,-1.5945367,-1.5125817,-0.081955
76,1.824116,1.7203078,"('anxious', 'daring')",0.91448116,0.7587517,2.6097796,2.4298098,0.18363695,-0.14164996,0.532263,0.40147305,1.2128553,1.0337385,0.1791168
87,1.4986564,1.4285027,"('unsuccessful', 'successful')",0.4844048,0.40926978,1.6484599,1.7082472,0.77955854,0.6468159,0.8080278,0.96655256,1.0438215,1.0318776,0.0119439
13,1.4909037,1.5602773,"('impolite', 'polite')",1.9558433,1.9555486,1.3028816,1.3653542,0.50242174,0.47419935,-0.26030034,-0.23136885,0.99835,1.0248021,-0.0264521
74,1.4675907,1.3483214,"('undedicated', 'dedicated')",0.5957317,0.5053577,1.3229297,1.2962906,-0.14309628,-0.17848413,0.15138578,0.18066113,0.6789083,0.6304294,0.0484789
17,-1.3469697,-1.1784091,"('nasty', 'nice')",-0.61163116,-0.6523379,-0.6274264,-0.63131565,-0.5620681,-0.35573056,-0.8800946,-0.741946,-0.8056379,-0.7119478,-0.0936901
18,1.3130916,1.3969288,"('disagreeable', 'welcoming')",0.4940429,0.48671743,0.6465268,0.6660592,-0.5478239,-0.44901776,-0.18042699,-0.20139703,0.3450821,0.3798581,-0.034776
39,1.3092006,1.569413,"('exploitative', 'cooperative')",1.3795662,1.3914504,1.4224007,1.5271193,0.9836712,1.2722424,0.2521969,0.34887648,1.0694072,1.2218204,-0.1524132
53,-1.222556,-1.3160483,"('uncreative', 'creative')",0.16684094,0.07134461,-0.06245892,-0.11429195,-1.7149401,-1.8522706,0.6009509,0.5531958,-0.4464326,-0.5316141,0.0851815
4,-1.0993211,-0.97863007,"('disliked', 'liked')",-1.0974002,-1.1663204,-0.93544364,-0.945072,-0.09880314,-0.052450377,-6.2195354,-6.250374,-1.8901007,-1.8785694,-0.0115313
