,dr_male,dr_female,tuple,horton_male,horton_female,inc_male,inc_female,average_male,average_female,male-female
36,-3.322869,-3.5657406,"('hostile', 'amicable')",-1.4611673,-1.936791,-0.42643794,-0.34960276,-1.7368248,-1.9507114,0.2138866
56,3.2589376,3.115012,"('impractical', 'practical')",1.5460701,1.5521004,0.44662568,0.49360448,1.7505445,1.720239,0.0303055
60,3.1638634,3.183634,"('inefficient', 'efficient')",2.0488913,2.162113,0.37902573,0.45940205,1.8639269,1.9350497,-0.0711228
62,3.0694757,3.3833315,"('incompetent', 'brilliant')",1.5881437,1.7630266,0.7478867,0.82594407,1.8018354,1.9907673,-0.1889319
31,-2.9487348,-3.2606165,"('evil', 'good')",-1.8629538,-2.3674445,-1.2540275,-1.5100826,-2.0219053,-2.3793813,0.357476
55,2.937427,2.995791,"('incompetent', 'clever')",1.718566,1.5512644,0.36090305,0.15167038,1.6722987,1.5662419,0.1060568
6,-2.9315326,-3.4622817,"('distant', 'open')",-1.6837732,-2.149927,-0.30950248,-0.42181665,-1.6416028,-2.0113417,0.3697389
85,-2.8769002,-2.905114,"('insignificant', 'prestigious')",-2.2060804,-2.5865302,0.37268505,0.30438846,-1.5700986,-1.7290851,0.1589865
13,2.756125,2.5413222,"('impolite', 'polite')",2.6118374,2.6949923,0.10808778,-0.002293922,1.8253501,1.7446736,0.0806765
5,-2.7483075,-3.0844486,"('distant', 'outgoing')",-1.6044521,-2.0525553,-0.724766,-0.83598155,-1.6925084,-1.9909951,0.2984867
35,-2.7087502,-2.8334382,"('corrupt', 'incorrupt')",-1.2122654,-1.329227,-0.51823545,-0.5908375,-1.4797503,-1.5845009,0.1047506
46,2.5812778,2.72784,"('uncompetitive', 'competitive')",1.5980196,1.4944892,0.38778514,0.2197272,1.5223608,1.4806854,0.0416754
45,2.441822,2.4306285,"('incompetent', 'competent')",2.5643914,2.2063017,0.5880656,0.3087007,1.8647596,1.6485437,0.2162159
12,2.3231452,2.1470048,"('unsupportive', 'supportive')",0.7508954,0.46404746,-0.9678288,-1.3090276,0.7020706,0.4340082,0.2680624
30,2.2787232,2.4400055,"('intolerant', 'tolerant')",1.4649911,1.4334935,1.3424307,1.5175259,1.6953816,1.7970082,-0.1016266
0,2.1959105,2.1226952,"('unsociable', 'sociable')",1.7626957,1.5550892,0.038987346,-0.13600197,1.3325312,1.1805941,0.1519371
81,2.173674,2.4947808,"('submissive', 'aggressive')",0.37885252,0.5133984,-0.34742963,-0.29937357,0.7350324,0.9029352,-0.1679028
51,2.11467,2.5382597,"('uneducated', 'educated')",1.0391246,1.0387684,0.327914,0.38169906,1.1605696,1.3195758,-0.1590062
52,-2.111397,-2.302118,"('irrational', 'rational')",-1.6813235,-2.1293945,-0.4357554,-0.78505534,-1.409492,-1.738856,0.329364
10,2.1091871,1.8856475,"('unsympathetic', 'sympathetic')",0.7323518,0.38336238,0.5108607,0.4577558,1.1174665,0.9089219,0.2085446
