,parker_male,parker_female,tuple,hannifin_male,hannifin_female,corp_male,corp_female,average_male,average_female,male-female
85,-5.4674697,-5.3138943,"('insignificant', 'prestigious')",-1.7469538,-1.5416255,-1.5834845,-1.619236,-2.9326359,-2.8249187,-0.1077172
31,-5.3242745,-5.157854,"('evil', 'good')",-1.4181092,-1.0960802,-2.048313,-1.9606125,-2.9302324,-2.7381824,-0.19205
35,-5.1494365,-5.226883,"('corrupt', 'incorrupt')",-0.39358282,-0.22343309,-1.4939268,-1.3360273,-2.3456488,-2.2621144,-0.0835344
60,4.811958,4.5819616,"('inefficient', 'efficient')",0.31285515,0.05309839,0.9859479,0.7584879,2.0369204,1.7978492,0.2390712
36,-4.6840973,-4.86248,"('hostile', 'amicable')",-1.5490638,-1.2078168,-1.1279904,-0.92828,-2.4537171,-2.332859,-0.1208581
55,4.571932,4.7158623,"('incompetent', 'clever')",0.69692457,0.6811726,0.8640541,0.8183077,2.0443036,2.0717808,-0.0274772
81,4.490817,4.4255514,"('submissive', 'aggressive')",1.6136215,0.9784656,0.522197,-0.0022699162,2.2088785,1.8005824,0.4082961
69,-4.35261,-4.1824403,"('lazy', 'industrious')",0.057266016,0.102867186,-1.5190256,-1.4633976,-1.9381231,-1.8476569,-0.0904662
62,4.121203,4.1501927,"('incompetent', 'brilliant')",0.7230863,0.4415184,0.93233585,0.71094763,1.9255417,1.7675529,0.1579888
46,4.0816097,4.2975283,"('uncompetitive', 'competitive')",-0.43712276,-0.54181784,0.2506072,0.3277848,1.2983647,1.361165,-0.0628003
52,-3.9314322,-3.8184707,"('irrational', 'rational')",-1.0283853,-0.89547944,-0.9793354,-0.8341444,-1.9797176,-1.8493649,-0.1303527
6,-3.8951654,-3.9313889,"('distant', 'open')",-1.5140853,-1.3145534,-1.3126096,-1.2039089,-2.2406201,-2.1499503,-0.0906698
10,3.8034375,4.0004377,"('unsympathetic', 'sympathetic')",-1.120021,-1.03868,0.8855959,0.88338816,1.1896707,1.2817152,-0.0920445
5,-3.6664283,-3.781254,"('distant', 'outgoing')",-1.167304,-0.944891,-1.2880574,-1.2423224,-2.0405966,-1.9894891,-0.0511075
56,3.6067991,3.38581,"('impractical', 'practical')",0.5305137,0.30892998,0.23334615,0.026439007,1.4568863,1.2403929,0.2164934
21,3.5154645,3.3430815,"('immoral', 'moral')",0.44368687,-0.08514424,0.30973315,0.21522798,1.4229616,1.1577218,0.2652398
79,-3.4687555,-3.2935176,"('wavering', 'unwavering')",-1.0317757,-0.845768,-0.67680085,-0.5871141,-1.7257773,-1.5754665,-0.1503108
76,3.4330297,3.3717523,"('anxious', 'daring')",1.2512863,0.7978392,0.8703634,0.7562813,1.8515596,1.6419576,0.209602
23,3.4219565,3.2284422,"('insincere', 'sincere')",-0.71851206,-0.9317976,6.329228,6.220194,3.010891,2.838946,0.171945
65,3.381885,3.077557,"('insecure', 'secure')",0.86618125,0.5851157,0.5756938,0.46195868,1.60792,1.3748771,0.2330429
