,parker_male,parker_female,tuple,hannifin_male,hannifin_female,corp_male,corp_female,average_male,average_female,male-female
75,-3.2534773,-3.214008,"('meek', 'impulsive')",0.7067779,0.44050804,-1.1738294,-1.2296953,-1.2401764,-1.3343984,0.094222
4,-3.1690419,-2.9990745,"('disliked', 'liked')",-0.74006253,-0.2884669,-7.5209403,-7.739619,-3.8100147,-3.6757202,-0.1342945
0,3.1526437,3.2451382,"('unsociable', 'sociable')",-0.64221346,-0.4756467,0.1394594,0.09199809,0.8832966,0.9538298,-0.0705332
80,3.0673127,3.225119,"('dominated', 'dominating')",0.33207035,0.17621332,-0.46801376,-0.57569754,0.9771231,0.9418783,0.0352448
13,2.9469073,2.8671541,"('impolite', 'polite')",0.06635961,0.063283056,0.09219777,0.0872733,1.0351548,1.0059035,0.0292513
8,-2.911633,-2.853341,"('unaffectionate', 'affectionate')",-2.1011088,-1.780411,-0.0544155,0.15236142,-1.6890526,-1.4937968,-0.1952558
59,-2.812177,-2.8940778,"('foolish', 'wise')",-0.0790278,0.038502224,-0.7224175,-0.5862,-1.2045407,-1.1472585,-0.0572822
70,2.6698308,3.090551,"('lethargic', 'energetic')",0.072105974,0.047236837,0.9064962,1.0373814,1.2161443,1.391723,-0.1755787
14,2.6530917,2.889466,"('antisocial', 'social')",0.6118253,0.55287796,0.22010073,0.1273593,1.1616725,1.1899011,-0.0282286
19,-2.509185,-2.4205563,"('inhospitable', 'hospitable')",-0.87568444,-0.6760445,-0.92144436,-0.8347575,-1.435438,-1.3104528,-0.1249852
33,-2.419336,-2.2520258,"('wrong', 'right')",0.09216552,0.18843155,-1.5175517,-1.3908544,-1.2815741,-1.1514829,-0.1300912
16,-2.410541,-2.4261007,"('unpopular', 'popular')",-0.56340975,-0.71056604,-0.26206073,-0.25330436,-1.0786705,-1.1299904,0.0513199
30,2.3308172,2.2587523,"('intolerant', 'tolerant')",0.5979218,0.6746663,1.3258637,1.2296627,1.418201,1.3876937,0.0305073
51,2.3032372,2.423733,"('uneducated', 'educated')",0.13643573,-0.16884314,0.55586314,0.5092026,0.998512,0.9213641,0.0771479
7,2.0276349,2.2736592,"('insensitive', 'sensitive')",-0.96142447,-0.6917467,0.66830695,0.7445557,0.5781724,0.7754894,-0.197317
44,-1.9981456,-2.2551641,"('prejudiced', 'unprejudiced')",0.8111442,0.48429382,-1.4602998,-1.7021422,-0.8824337,-1.1576708,0.2752371
43,1.8799473,1.7410108,"('irresponsible', 'responsible')",-0.30711493,-0.47164738,1.0719233,0.91174793,0.8815852,0.7270371,0.1545481
1,-1.823747,-1.7117128,"('unfriendly', 'friendly')",-2.6792696,-2.3665686,0.4138885,0.49647212,-1.3630427,-1.1939364,-0.1691063
86,1.7889767,2.0360522,"('uninfluential', 'influential')",-1.7522961,-1.4264255,-0.21231121,-0.19269422,-0.0585435,0.1389775,-0.197521
45,1.7693937,1.9153196,"('incompetent', 'competent')",-0.29109508,-0.0033399183,0.30432758,0.32803375,0.5942088,0.7466711,-0.1524623
11,1.7453674,1.4747142,"('unhelpful', 'helpful')",-0.12172019,-0.43175244,2.6838005,2.4285257,1.4358158,1.1571625,0.2786533
66,-1.7424932,-1.5083619,"('inactive', 'active')",-0.5622862,-0.36366364,0.22287251,0.4027105,-0.6939689,-0.4897717,-0.2041972
82,1.6895177,1.4180641,"('poor', 'rich')",0.37425584,0.0776792,6.8851333,6.9075594,2.982969,2.801101,0.181868
3,1.6066375,1.5851911,"('repellent', 'pleasant')",-0.2296421,-0.56622005,1.0758928,1.0032458,0.8176293,0.6740723,0.143557
25,-1.6010088,-1.8816392,"('egoistic', 'altruistic')",-0.89784884,-1.0256922,0.36026433,0.1862483,-0.7128644,-0.9070277,0.1941633
48,1.5864137,1.7475033,"('unintelligent', 'intelligent')",-0.5855202,-0.4019056,1.2423991,1.260744,0.7477643,0.8687806,-0.1210163
29,-1.5255507,-1.5775378,"('unfair', 'fair')",-0.54081,-0.39978743,-0.5208222,-0.3997249,-0.8623943,-0.7923501,-0.0700442
73,-1.4858925,-1.4330117,"('helpless', 'self-reliant')",0.7153645,0.80681384,-3.6040325,-3.5089345,-1.4581868,-1.3783774,-0.0798094
63,1.4354134,1.7108511,"('unperceptive', 'insightful')",-1.5174357,-1.6048949,0.92685044,1.2112985,0.2816094,0.4390849,-0.1574755
22,1.4085553,1.528303,"('untrustworthy', 'trustworthy')",0.1501599,0.24226555,-0.9331607,-0.7047175,0.2085181,0.3552837,-0.1467656
72,1.3616413,1.2372675,"('unambitious', 'ambitious')",-0.575757,-0.58522475,-0.2842615,-0.4348662,0.1672076,0.0723922,0.0948154
24,1.3394775,1.3066845,"('dishonest', 'honest')",-0.6320181,-0.5035927,1.0354288,0.98128116,0.5809627,0.594791,-0.0138283
28,1.3293054,1.5144407,"('disloyal', 'loyal')",-0.9592898,-0.6915439,1.4238759,1.191468,0.5979638,0.6714549,-0.0734911
18,-1.3054503,-1.2135475,"('disagreeable', 'welcoming')",-0.19068718,-0.15636334,-0.9382437,-1.0659776,-0.8114604,-0.8119628,0.0005024
74,1.2766039,1.2173957,"('undedicated', 'dedicated')",-0.559005,-0.53478193,-0.1043507,-0.17847914,0.2044161,0.1680449,0.0363712
32,1.2735072,1.2816755,"('unkind', 'kind')",-0.95204246,-1.1732607,1.2340615,1.0299319,0.5185088,0.3794489,0.1390599
39,1.2720029,1.1252267,"('exploitative', 'cooperative')",0.37622684,0.35484377,0.17102085,0.10995233,0.6064169,0.5300076,0.0764093
87,1.2416042,1.0946525,"('unsuccessful', 'successful')",0.19021818,0.06696969,0.5982375,0.72633654,0.6766866,0.6293196,0.047367
37,1.1740981,1.3360393,"('fake', 'genuine')",0.24612668,0.40872627,0.41882175,0.6067129,0.6130155,0.7838261,-0.1708106
50,-1.1381792,-0.97533387,"('clumsy', 'skillful')",0.19147085,0.21184863,0.15893294,0.3075949,-0.2625918,-0.1519635,-0.1106283
17,-1.1231598,-0.9650706,"('nasty', 'nice')",-0.17510726,0.043401636,-1.0689253,-0.9736551,-0.7890641,-0.6317747,-0.1572894
26,-1.1220514,-0.87193274,"('hardhearted', 'benevolent')",-0.6976843,-0.18936533,1.0148662,1.0962584,-0.2682898,0.0116534,-0.2799432
77,1.032399,1.0202764,"('unmotivated', 'motivated')",-0.7533194,-0.9244228,-0.7736983,-0.7872853,-0.1648729,-0.2304772,0.0656043
67,1.0119852,0.87586063,"('doubtful', 'determined')",0.31773576,0.20976871,-0.13628083,-0.33271646,0.3978134,0.250971,0.1468424
78,0.9555696,1.1421213,"('nonresilient', 'resilient')",-1.2013403,-1.0498418,0.5127589,0.6200196,0.0889961,0.2374331,-0.148437
9,-0.9521809,-0.9956176,"('unaffectionate', 'caring')",-2.3845198,-2.0720322,0.8830517,0.92838025,-0.817883,-0.7130899,-0.1047931
84,0.9393139,0.9273252,"('inferior', 'superior')",0.22815573,0.3524961,1.3243934,1.3834037,0.830621,0.8877416,-0.0571206
57,0.9240025,1.2858628,"('unimaginative', 'imaginative')",-0.6658689,-0.40224758,-2.756642,-2.8189995,-0.8328362,-0.6451281,-0.1877081
27,-0.8941395,-0.6817424,"('hardhearted', 'softhearted')",-0.72927386,-0.16839717,0.6801717,1.0172188,-0.3144139,0.0556931,-0.370107
71,-0.81671345,-0.9830888,"('diffident', 'self-confident')",-1.0011286,-0.7695511,-0.09780783,-0.18708132,-0.63855,-0.6465737,0.0080237
40,-0.8125254,-0.27373967,"('stingy', 'generous')",-0.4560532,-0.1438288,-2.4386637,-2.3068619,-1.2357474,-0.9081434,-0.327604
42,0.8101449,1.1309466,"('unreliable', 'reliable')",0.73970234,0.77683926,-2.7440557,-2.7499933,-0.3980695,-0.2807358,-0.1173337
12,0.78565353,1.1057596,"('unsupportive', 'supportive')",-0.9231889,-0.6854899,-1.8834603,-1.9517221,-0.6736652,-0.5104841,-0.1631811
2,0.7834636,0.49005598,"('unlikable', 'likable')",0.5410102,-0.030466877,0.54109615,0.33471113,0.6218567,0.2647667,0.35709
68,0.7757361,0.83033025,"('dependent', 'independent')",-0.103293344,0.015486462,-0.53804487,-0.41038358,0.0447993,0.1451444,-0.1003451
38,-0.7364549,-0.9185347,"('untruthful', 'truthful')",-0.591572,-0.8689401,-0.049758643,-0.29605192,-0.4592619,-0.6945089,0.235247
15,-0.7107899,-0.44170517,"('boring', 'funny')",0.09311047,0.29189053,-0.5642333,-0.4676613,-0.3939709,-0.2058253,-0.1881456
83,0.6813288,0.8902321,"('powerless', 'powerful')",-0.22110172,-0.2070248,-0.7211226,-0.8165041,-0.0869652,-0.0444323,-0.0425329
49,0.6498169,0.6026483,"('unable', 'able')",0.16263483,0.17085932,0.08060257,0.017129742,0.2976848,0.2635458,0.034139
20,0.5713595,0.6304267,"('rough', 'thoughtful')",0.07442048,0.16403864,0.74643075,1.0051284,0.4640702,0.5998646,-0.1357944
88,0.38710234,0.38516334,"('low', 'eminent')",-1.0053473,-1.0777313,-0.024291776,-0.24298237,-0.2141789,-0.3118501,0.0976712
47,0.36160424,0.2318423,"('stupid', 'smart')",0.49978754,0.3646896,5.412255,5.4318223,2.0912155,2.0094514,0.0817641
34,0.35387665,0.21779433,"('mean', 'honorable')",0.04170948,-0.13294667,5.9599323,6.043613,2.1185061,2.0428201,0.075686
41,0.3435464,0.5430928,"('unforgiving', 'forgiving')",-0.66653013,-0.56828004,-0.23443076,-0.30711842,-0.1858048,-0.1107686,-0.0750362
64,0.18933184,0.24709721,"('shy', 'confident')",-0.0027756419,-0.008117437,-6.0849037,-6.1260986,-1.9661158,-1.9623729,-0.0037429
54,0.1760981,0.18521628,"('incapable', 'capable')",-0.26500034,-0.50015235,0.5813058,0.52167183,0.1641345,0.0689119,0.0952226
53,0.17067176,0.35128343,"('uncreative', 'creative')",-2.1326149,-1.9987432,0.41164818,0.44636455,-0.516765,-0.4003651,-0.1163999
58,-0.12915629,-0.10605281,"('undiscriminating', 'discriminating')",-1.1723074,-0.9176956,0.2460109,0.34481588,-0.3518176,-0.2263108,-0.1255068
61,0.12718454,-0.09320304,"('illogical', 'logical')",-1.1197749,-1.0421299,0.4208794,0.49924305,-0.1905704,-0.21203,0.0214596
