,keycorp_male,keycorp_female,tuple,average_male,average_female,male-female
4,-4.0057063,-4.0067525,"('disliked', 'liked')",-4.0057063,-4.0067525,0.0010462
64,-3.484365,-3.4427903,"('shy', 'confident')",-3.484365,-3.4427903,-0.0415747
23,3.139446,3.2572734,"('insincere', 'sincere')",3.139446,3.2572734,-0.1178274
47,3.1012175,3.1388056,"('stupid', 'smart')",3.1012175,3.1388056,-0.0375881
82,2.8298151,2.8052177,"('poor', 'rich')",2.8298151,2.8052177,0.0245974
34,2.7027645,2.532746,"('mean', 'honorable')",2.7027645,2.5327461,0.1700184
11,1.755454,1.8361682,"('unhelpful', 'helpful')",1.7554539,1.8361682,-0.0807143
31,-1.621305,-1.7487948,"('evil', 'good')",-1.621305,-1.7487948,0.1274898
57,-1.5786732,-1.1168083,"('unimaginative', 'imaginative')",-1.5786732,-1.1168083,-0.4618649
40,-1.4273492,-1.3169084,"('stingy', 'generous')",-1.4273492,-1.3169084,-0.1104408
2,1.2670224,0.9672889,"('unlikable', 'likable')",1.2670224,0.9672889,0.2997335
35,-1.0690325,-1.3457763,"('corrupt', 'incorrupt')",-1.0690325,-1.3457763,0.2767438
42,-1.0622734,-1.058848,"('unreliable', 'reliable')",-1.0622734,-1.058848,-0.0034254
62,1.0312759,1.3020397,"('incompetent', 'brilliant')",1.0312759,1.3020397,-0.2707638
73,-1.0085471,-1.2741265,"('helpless', 'self-reliant')",-1.0085471,-1.2741265,0.2655794
51,-0.93939155,-0.8497305,"('uneducated', 'educated')",-0.9393916,-0.8497305,-0.0896611
68,-0.93779355,-1.1269207,"('dependent', 'independent')",-0.9377936,-1.1269207,0.1891271
17,-0.88089854,-0.86224145,"('nasty', 'nice')",-0.8808985,-0.8622414,-0.0186571
60,0.8775628,0.99139804,"('inefficient', 'efficient')",0.8775628,0.991398,-0.1138352
9,0.8627051,0.8213666,"('unaffectionate', 'caring')",0.8627051,0.8213666,0.0413385
19,-0.8328512,-0.8988414,"('inhospitable', 'hospitable')",-0.8328512,-0.8988414,0.0659902
76,0.7751779,0.74350554,"('anxious', 'daring')",0.7751779,0.7435055,0.0316724
36,-0.71219337,-1.1370301,"('hostile', 'amicable')",-0.7121934,-1.1370301,0.4248367
86,-0.6919753,-0.53822666,"('uninfluential', 'influential')",-0.6919753,-0.5382267,-0.1537486
54,0.6895243,0.44913086,"('incapable', 'capable')",0.6895243,0.4491309,0.2403934
1,0.68560356,0.5741693,"('unfriendly', 'friendly')",0.6856036,0.5741693,0.1114343
52,-0.6076576,-1.0703167,"('irrational', 'rational')",-0.6076576,-1.0703167,0.4626591
22,-0.5789865,-0.27215707,"('untrustworthy', 'trustworthy')",-0.5789865,-0.2721571,-0.3068294
56,0.56923777,0.785729,"('impractical', 'practical')",0.5692378,0.785729,-0.2164912
12,-0.5469225,-0.49932137,"('unsupportive', 'supportive')",-0.5469225,-0.4993214,-0.0476011
71,0.5461556,0.619089,"('diffident', 'self-confident')",0.5461556,0.619089,-0.0729334
55,0.54191494,0.73230124,"('incompetent', 'clever')",0.5419149,0.7323012,-0.1903863
70,0.5330519,0.8638221,"('lethargic', 'energetic')",0.5330519,0.8638221,-0.3307702
84,0.52728343,0.57823634,"('inferior', 'superior')",0.5272834,0.5782363,-0.0509529
39,0.518195,0.47131467,"('exploitative', 'cooperative')",0.518195,0.4713147,0.0468803
79,-0.4982037,-0.6226634,"('wavering', 'unwavering')",-0.4982037,-0.6226634,0.1244597
13,-0.48675302,-0.22695017,"('impolite', 'polite')",-0.486753,-0.2269502,-0.2598028
43,0.48284826,0.6381895,"('irresponsible', 'responsible')",0.4828483,0.6381895,-0.1553412
29,-0.48279354,-0.49423996,"('unfair', 'fair')",-0.4827935,-0.49424,0.0114465
27,0.47709122,0.3861878,"('hardhearted', 'softhearted')",0.4770912,0.3861878,0.0909034
32,0.42043483,0.41118473,"('unkind', 'kind')",0.4204348,0.4111847,0.0092501
45,-0.41656592,0.021846857,"('incompetent', 'competent')",-0.4165659,0.0218469,-0.4384128
30,0.39553902,0.5159379,"('intolerant', 'tolerant')",0.395539,0.5159379,-0.1203989
6,-0.38940737,-0.6480927,"('distant', 'open')",-0.3894074,-0.6480927,0.2586853
3,0.38884294,0.29336208,"('repellent', 'pleasant')",0.3888429,0.2933621,0.0954808
7,0.37926695,0.84463835,"('insensitive', 'sensitive')",0.3792669,0.8446383,-0.4653714
0,-0.3680478,-0.3111348,"('unsociable', 'sociable')",-0.3680478,-0.3111348,-0.056913
26,0.36280107,0.5688036,"('hardhearted', 'benevolent')",0.3628011,0.5688036,-0.2060025
65,0.33240938,0.4083605,"('insecure', 'secure')",0.3324094,0.4083605,-0.0759511
28,0.3314991,0.54757035,"('disloyal', 'loyal')",0.3314991,0.5475703,-0.2160712
25,0.3258308,-0.054200917,"('egoistic', 'altruistic')",0.3258308,-0.0542009,0.3800317
87,0.29543483,0.2948848,"('unsuccessful', 'successful')",0.2954348,0.2948848,0.00055
24,0.29506636,0.40070283,"('dishonest', 'honest')",0.2950664,0.4007028,-0.1056364
46,-0.29094046,0.11566804,"('uncompetitive', 'competitive')",-0.2909405,0.115668,-0.4066085
37,-0.28725418,-0.15441313,"('fake', 'genuine')",-0.2872542,-0.1544131,-0.1328411
77,-0.2794435,-0.23206331,"('unmotivated', 'motivated')",-0.2794435,-0.2320633,-0.0473802
67,0.27761608,0.10779203,"('doubtful', 'determined')",0.2776161,0.107792,0.1698241
10,-0.2756437,-0.019299947,"('unsympathetic', 'sympathetic')",-0.2756437,-0.0192999,-0.2563438
85,-0.26840553,-0.73741317,"('insignificant', 'prestigious')",-0.2684055,-0.7374132,0.4690077
14,0.26538098,0.42600983,"('antisocial', 'social')",0.265381,0.4260098,-0.1606288
50,0.26197746,-0.04951449,"('clumsy', 'skillful')",0.2619775,-0.0495145,0.311492
8,0.2427539,0.19620623,"('unaffectionate', 'affectionate')",0.2427539,0.1962062,0.0465477
33,0.2267035,0.07960923,"('wrong', 'right')",0.2267035,0.0796092,0.1470943
18,-0.21044803,-0.38037688,"('disagreeable', 'welcoming')",-0.210448,-0.3803769,0.1699289
59,0.20223874,-0.02241451,"('foolish', 'wise')",0.2022387,-0.0224145,0.2246532
41,-0.18407103,-0.066149496,"('unforgiving', 'forgiving')",-0.184071,-0.0661495,-0.1179215
