,keycorp_male,keycorp_female,tuple,average_male,average_female,male-female
38,0.1820859,-0.031620525,"('untruthful', 'truthful')",0.1820859,-0.0316205,0.2137064
83,0.176112,0.22915061,"('powerless', 'powerful')",0.176112,0.2291506,-0.0530386
5,-0.17165062,-0.481326,"('distant', 'outgoing')",-0.1716506,-0.481326,0.3096754
48,-0.1696253,0.047410067,"('unintelligent', 'intelligent')",-0.1696253,0.0474101,-0.2170354
15,0.16786292,0.32743707,"('boring', 'funny')",0.1678629,0.3274371,-0.1595742
69,-0.16768053,-0.630192,"('lazy', 'industrious')",-0.1676805,-0.630192,0.4625115
44,0.16550283,-0.023265108,"('prejudiced', 'unprejudiced')",0.1655028,-0.0232651,0.1887679
21,-0.15367442,-0.13003343,"('immoral', 'moral')",-0.1536744,-0.1300334,-0.023641
80,-0.14823422,0.101906754,"('dominated', 'dominating')",-0.1482342,0.1019068,-0.250141
74,0.12765917,-0.029883042,"('undedicated', 'dedicated')",0.1276592,-0.029883,0.1575422
53,0.11570051,0.13824938,"('uncreative', 'creative')",0.1157005,0.1382494,-0.0225489
66,0.10334061,0.048994184,"('inactive', 'active')",0.1033406,0.0489942,0.0543464
49,-0.09913925,-0.112352535,"('unable', 'able')",-0.0991393,-0.1123525,0.0132132
20,0.09698737,0.105179735,"('rough', 'thoughtful')",0.0969874,0.1051797,-0.0081923
63,-0.088196404,0.07217084,"('unperceptive', 'insightful')",-0.0881964,0.0721708,-0.1603672
81,0.07807032,0.27208304,"('submissive', 'aggressive')",0.0780703,0.272083,-0.1940127
16,-0.07120307,-0.34917033,"('unpopular', 'popular')",-0.0712031,-0.3491703,0.2779672
58,0.06822449,0.21497408,"('undiscriminating', 'discriminating')",0.0682245,0.2149741,-0.1467496
75,-0.058966935,-0.061103933,"('meek', 'impulsive')",-0.0589669,-0.0611039,0.002137
78,-0.05399847,-0.14548612,"('nonresilient', 'resilient')",-0.0539985,-0.1454861,0.0914876
72,-0.052642304,-0.054341875,"('unambitious', 'ambitious')",-0.0526423,-0.0543419,0.0016996
61,-0.04606637,-0.14067554,"('illogical', 'logical')",-0.0460664,-0.1406755,0.0946091
88,-0.00828946,-0.14679584,"('low', 'eminent')",-0.0082895,-0.1467958,0.1385063
