,becton_male,becton_female,tuple,dickinson_male,dickinson_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
73,1.4866215,1.5561335,"('helpless', 'self-reliant')",0.83567166,1.0328771,-0.38484448,-0.36776108,-2.8550744,-3.0008514,-0.2294064,-0.1949005,-0.0345059
0,-1.4258854,-1.5733032,"('unsociable', 'sociable')",0.8092711,0.7424424,0.7500499,0.7360941,-0.036101274,-0.074253574,0.0243336,-0.0422551,0.0665887
10,-1.4163256,-1.0545537,"('unsympathetic', 'sympathetic')",0.3536867,0.48219246,0.084193155,0.13602936,0.24351656,0.27991003,-0.1837323,-0.0391055,-0.1446268
86,-1.4090377,-1.4397758,"('uninfluential', 'influential')",1.665972,1.4854194,0.4515234,0.32544744,-0.67513883,-0.80137134,0.0083297,-0.1075701,0.1158998
46,-1.2823263,-0.6000467,"('uncompetitive', 'competitive')",0.52980065,0.90062416,0.40652803,0.72794193,-0.038600385,0.055716388,-0.0961495,0.2710589,-0.3672084
60,-1.12923,-1.0525589,"('inefficient', 'efficient')",1.4483631,1.6039842,0.16101646,0.096614376,-0.5258919,-0.25448874,-0.0114356,0.0983877,-0.1098233
69,1.1169766,0.8461107,"('lazy', 'industrious')",0.100257896,-0.09463181,0.33140936,0.305635,-0.1848446,-0.36141622,0.3409498,0.1739244,0.1670254
7,-1.077513,-0.71168655,"('insensitive', 'sensitive')",1.5559213,1.8678133,0.11006424,0.19812822,0.023041664,0.10079466,0.1528786,0.3637624,-0.2108838
67,1.0703604,0.54467386,"('doubtful', 'determined')",0.24466658,0.05381502,0.59386253,0.5955307,-0.21342874,-0.24141312,0.4238652,0.2381516,0.1857136
62,-1.0689988,-0.5125703,"('incompetent', 'brilliant')",0.85870874,1.0786091,-0.15273933,-0.052794464,-0.76548856,-0.47560176,-0.2821295,0.0094106,-0.2915401
11,-1.059885,-0.64388555,"('unhelpful', 'helpful')",0.3140687,0.44472703,-0.76241845,-0.6610047,1.4441725,1.7036883,-0.0160156,0.2108813,-0.2268969
25,-1.0174974,-1.4497472,"('egoistic', 'altruistic')",-0.47875786,-0.70901495,0.5258286,0.13256289,1.064972,0.96689457,0.0236363,-0.2648262,0.2884625
41,-1.0120395,-0.6661304,"('unforgiving', 'forgiving')",-0.19377577,-0.08663332,-0.15419337,-0.09911937,-0.28109503,-0.2594782,-0.4102759,-0.2778403,-0.1324356
63,-1.0113258,-0.4433628,"('unperceptive', 'insightful')",0.52545476,0.8015085,1.1229914,1.3243141,0.1500235,0.26253197,0.196786,0.486248,-0.289462
88,-1.0099219,-1.0867304,"('low', 'eminent')",-0.5872459,-0.741967,-0.18957229,-0.33253223,-1.3461014,-1.2936871,-0.7832104,-0.8637292,0.0805188
64,0.96932334,0.81448144,"('shy', 'confident')",0.6535726,0.4618401,0.14021486,0.10728099,-5.280272,-5.307858,-0.8792903,-0.9810638,0.1017735
18,-0.88230777,-1.2354512,"('disagreeable', 'welcoming')",-0.8454877,-0.83877754,0.50399745,0.3119622,-1.3669953,-1.4591614,-0.6476983,-0.805357,0.1576587
72,-0.86486423,-0.9902016,"('unambitious', 'ambitious')",0.6843457,0.5244569,-0.22802843,-0.367937,-1.1153814,-1.0790092,-0.3809821,-0.4781727,0.0971906
61,-0.8592854,-0.83399475,"('illogical', 'logical')",-0.04955723,0.048746515,0.6960851,0.7408887,-0.13414946,-0.07063773,-0.0867267,-0.0287493,-0.0579774
38,-0.82410884,-0.4884181,"('untruthful', 'truthful')",-0.9134452,-0.76862425,-0.7718424,-0.7221333,0.089893736,0.28628266,-0.6048757,-0.4232233,-0.1816524
40,-0.8226285,-0.6065155,"('stingy', 'generous')",0.3240576,0.39826354,-0.28721836,-0.4472661,-2.0358257,-2.2419908,-0.7054037,-0.7243772,0.0189735
43,-0.8214183,-0.29763272,"('irresponsible', 'responsible')",1.1089164,1.3688831,-0.025177684,0.1357878,0.07766372,0.30470955,0.084996,0.377937,-0.292941
55,-0.81406677,-0.51727927,"('incompetent', 'clever')",1.9779844,2.2027617,0.5326642,0.4809343,-0.61348665,-0.6649128,0.2707738,0.375376,-0.1046022
78,-0.80462927,-0.58556193,"('nonresilient', 'resilient')",-0.12235312,-0.025234057,0.6873479,0.62468493,0.755809,0.73298776,0.1290436,0.1867192,-0.0576756
12,-0.74691397,-0.4388466,"('unsupportive', 'supportive')",1.0908523,1.2171919,1.1446878,1.0439593,-1.6383191,-1.7048284,-0.0374233,0.0293691,-0.0667924
82,-0.73982096,-0.35998338,"('poor', 'rich')",-0.13246231,-0.027577467,-0.57797,-0.40555713,3.8910742,4.0682697,0.6102052,0.8187879,-0.2085827
20,-0.72436833,-0.2783321,"('rough', 'thoughtful')",0.19475888,0.64068687,0.6273243,0.5709636,-0.5050586,-0.45828253,-0.1018359,0.118759,-0.2205949
16,-0.6911158,-0.7122481,"('unpopular', 'popular')",-2.0644677,-2.1777785,-0.029074792,-0.22676755,0.2640043,0.053646736,-0.6301636,-0.7657868,0.1356232
35,0.61386114,0.5306841,"('corrupt', 'incorrupt')",-1.8305833,-1.8927417,-0.67564285,-0.66406566,-0.32821983,-0.3257519,-0.5551462,-0.5879688,0.0328226
26,-0.6015825,-0.68620926,"('hardhearted', 'benevolent')",0.75271314,0.6595043,2.8990626,2.9047155,1.7216903,1.6858926,1.1929709,1.1409757,0.0519952
42,0.5957989,0.883441,"('unreliable', 'reliable')",0.113146,0.38425514,0.4643686,0.58496225,-2.9811587,-2.8319595,-0.4519613,-0.2448253,-0.207136
76,-0.5956716,-0.3524441,"('anxious', 'daring')",0.3978848,0.5978569,0.8021418,0.8386015,-0.3972699,-0.20406762,0.0517713,0.2199867,-0.1682154
87,0.58982354,0.6137858,"('unsuccessful', 'successful')",0.039587736,-0.11439389,2.3317003,2.35009,0.6615459,0.73516834,0.9056643,0.8961626,0.0095017
68,0.5467111,0.31571186,"('dependent', 'independent')",-0.49987596,-0.73191434,-0.7600789,-0.9087115,-1.4321239,-1.717958,-0.5363419,-0.760718,0.2243761
45,-0.531768,0.34630728,"('incompetent', 'competent')",0.89443046,1.3960153,0.4532653,0.984696,-0.75846446,-0.40468934,0.0143658,0.5805823,-0.5662165
74,-0.47553205,-0.16532683,"('undedicated', 'dedicated')",0.57906866,0.775282,0.8342869,0.9106026,-0.088118054,0.07584177,0.2124264,0.3990999,-0.1866735
79,0.46452188,0.4145531,"('wavering', 'unwavering')",-1.5748188,-1.6881897,-0.027558517,0.110102855,-0.15409645,-0.17616975,-0.322988,-0.3349259,0.0119379
70,-0.45947292,0.3376043,"('lethargic', 'energetic')",0.19542219,0.6744631,0.16008534,0.50608134,-0.41967863,-0.114109874,-0.130911,0.3510097,-0.4819207
83,-0.45371178,-0.39417657,"('powerless', 'powerful')",-0.20383818,-0.22458851,0.26885054,0.25959516,-1.161981,-1.0761522,-0.3876701,-0.3588305,-0.0288396
24,-0.44341362,-0.41240698,"('dishonest', 'honest')",0.32213658,0.43714416,0.052831873,-0.03878703,-0.036327474,0.09738782,-0.0261932,0.0208345,-0.0470277
85,-0.41713208,-0.6532049,"('insignificant', 'prestigious')",-1.5518571,-1.6460366,1.1087208,0.99077636,0.32330796,0.09072011,-0.1342401,-0.3044363,0.1701962
30,0.41552982,0.58627915,"('intolerant', 'tolerant')",1.7391896,1.9136714,0.3033378,0.36223543,-0.14034677,-0.0121108685,0.5794276,0.7125188,-0.1330912
59,0.40967342,0.25188679,"('foolish', 'wise')",-0.44997913,-0.6746191,1.228268,1.0743067,-0.2356315,-0.38605213,0.2380827,0.0663806,0.1717021
5,0.4027711,0.16878846,"('distant', 'outgoing')",-0.83186954,-1.1379372,0.09824449,0.18063143,-0.15242511,-0.13444069,-0.1208198,-0.2307395,0.1099197
13,0.40190607,0.1904435,"('impolite', 'polite')",0.8055218,0.7556755,0.19897157,0.12046568,-0.1605091,-0.116269454,0.3114726,0.2375788,0.0738938
49,-0.3922626,-0.15131623,"('unable', 'able')",-0.9658547,-1.0337844,-0.32796454,-0.1925021,-0.7260484,-0.6282302,-0.6030326,-0.5014582,-0.1015744
54,-0.36515254,-0.4270459,"('incapable', 'capable')",-0.8705383,-0.94600654,0.37376463,0.24539688,0.5751621,0.58143705,-0.071691,-0.1365546,0.0648636
47,-0.35523278,0.020014063,"('stupid', 'smart')",0.52788275,0.7547026,0.7341786,0.92974055,3.6421206,4.0117707,1.1372373,1.429057,-0.2918197
56,-0.35048687,0.15501799,"('impractical', 'practical')",2.0276582,2.1107757,-0.011868823,0.25519192,-0.88328516,-0.5722475,0.1955043,0.4871845,-0.2916802
17,-0.34545928,-0.3072717,"('nasty', 'nice')",-0.71008956,-0.7531095,0.276182,0.22868621,-0.31279218,-0.35072494,-0.2730398,-0.295605,0.0225652
58,-0.30514693,0.18519576,"('undiscriminating', 'discriminating')",-0.39409178,-0.108763546,0.12997809,0.33031952,0.5063848,0.5271479,-0.015719,0.2334749,-0.2491939
75,0.29354388,0.6604861,"('meek', 'impulsive')",-1.1637603,-1.1548487,-0.6378215,-0.4256018,0.15448833,0.21858224,-0.3383874,-0.1753455,-0.1630419
80,0.26882076,0.517709,"('dominated', 'dominating')",1.1681776,1.1164367,0.13297783,0.22941966,-0.885861,-0.6654101,0.1710288,0.2995389,-0.1285101
84,0.26707947,0.06267727,"('inferior', 'superior')",1.1965636,1.2233603,1.0329143,1.0837228,0.4412732,0.37038854,0.7344576,0.6850373,0.0494203
6,-0.26270804,-0.43149275,"('distant', 'open')",-0.93235385,-1.1308014,0.043301977,0.03132087,-0.055768542,-0.09809736,-0.3018821,-0.4072677,0.1053856
52,-0.262545,-0.9424636,"('irrational', 'rational')",-1.1511471,-1.5851436,0.37910065,0.029777884,-0.02340668,-0.36244163,-0.2644995,-0.7150677,0.4505682
50,0.25289515,0.24033725,"('clumsy', 'skillful')",-0.49314338,-0.60567075,1.2430949,1.1785464,0.41728473,0.38825884,0.3550329,0.300368,0.0546649
15,0.25193554,0.02338412,"('boring', 'funny')",0.31828818,0.17842089,0.1420142,0.08848165,-0.0743865,-0.10358053,0.1594629,0.0466765,0.1127864
4,0.24498671,0.5935245,"('disliked', 'liked')",-1.4010948,-1.4280076,-0.24754207,-0.0071273297,-5.8742976,-5.9160724,-1.819487,-1.6894207,-0.1300663
36,0.23267935,0.07367617,"('hostile', 'amicable')",-1.5336254,-1.627267,-0.36838853,-0.4326935,0.4430674,0.18414359,-0.3065668,-0.4505352,0.1439684
19,0.22106524,0.14182974,"('inhospitable', 'hospitable')",-0.33369717,-0.4737884,-0.8881973,-0.8854222,-0.0134391375,-0.078739285,-0.2535671,-0.32403,0.0704629
31,0.21615617,0.24423775,"('evil', 'good')",-2.1056504,-2.1384504,-0.426843,-0.5152226,-0.70135754,-0.9039909,-0.7544237,-0.8283566,0.0739329
39,0.20870985,-0.003982831,"('exploitative', 'cooperative')",0.6216406,0.6285945,0.24338049,0.21726999,0.27132398,0.38111767,0.3362637,0.3057498,0.0305139
3,-0.20843151,0.02868598,"('repellent', 'pleasant')",-0.79819554,-0.74664354,-0.6023689,-0.6765287,0.5774993,0.50611967,-0.2578742,-0.2220916,-0.0357826
21,-0.19946769,-0.3380782,"('immoral', 'moral')",0.19042267,0.270797,0.28457123,0.09597248,-1.3129452,-1.4617801,-0.2593548,-0.3582722,0.0989174
51,-0.19698107,-0.5576114,"('uneducated', 'educated')",0.6262739,0.32125515,0.35456306,0.07161695,-0.49073708,-0.68368316,0.0732797,-0.2121056,0.2853853
22,0.16424507,0.6916061,"('untrustworthy', 'trustworthy')",0.5987398,1.0197928,-0.13686533,0.08620556,-1.2876223,-1.0953256,-0.1653757,0.1755697,-0.3409454
65,-0.15929717,-0.120441765,"('insecure', 'secure')",1.1547611,1.3472106,0.28919354,0.33002222,-0.6701602,-0.48455778,0.1536243,0.2680583,-0.114434
81,-0.13761444,-0.35721385,"('submissive', 'aggressive')",0.57760704,0.34960896,0.1600288,0.054972813,-1.2526735,-1.1761472,-0.163163,-0.2821948,0.1190318
2,-0.13106334,-0.073271856,"('unlikable', 'likable')",-0.25966492,-0.28335738,1.161099,1.1422944,0.6008954,0.65621924,0.3428165,0.3604711,-0.0176546
37,0.13030607,0.3757943,"('fake', 'genuine')",-0.086249076,0.08695755,-0.21799201,-0.13341536,0.14828612,0.3789296,-0.0064122,0.1770665,-0.1834787
27,-0.12950534,-0.15344091,"('hardhearted', 'softhearted')",-0.7025569,-0.8199672,-0.20517564,-0.45634076,0.37837514,0.36966273,-0.1647157,-0.2650215,0.1003058
66,0.12163744,-0.016892545,"('inactive', 'active')",-1.0556352,-1.3420136,1.3516976,1.3007064,1.7573682,1.6974579,0.543767,0.4098145,0.1339525
33,0.1072192,-0.15592879,"('wrong', 'right')",0.25647596,0.09709339,0.75358474,0.49764886,-0.6708182,-0.81737155,0.1116154,-0.0946395,0.2062549
71,0.054766018,0.12546372,"('diffident', 'self-confident')",0.13826221,0.037898786,0.24273126,0.2822876,-0.014069889,0.16695216,0.1054224,0.1531506,-0.0477282
34,-0.043764174,0.003020104,"('mean', 'honorable')",-0.5454963,-0.5376944,0.3381208,0.45738518,5.036631,5.3356714,1.1963729,1.3145956,-0.1182227
14,0.023548715,0.07896274,"('antisocial', 'social')",1.1856645,1.1477947,1.4749317,1.6455945,-0.41443497,-0.35604802,0.5674275,0.629076,-0.0616485
29,-0.01745402,-0.011455655,"('unfair', 'fair')",-0.61925393,-0.38398728,-0.24546674,-0.22606185,-0.85273015,-0.98541147,-0.4337262,-0.401729,-0.0319972
