,becton_male,becton_female,tuple,dickinson_male,dickinson_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
1,-2.0547376,-1.9738765,"('unfriendly', 'friendly')",-0.6915872,-0.78330666,0.5842169,0.42019445,1.0280727,1.0280317,-0.2835088,-0.3272392,0.0437304
9,-1.937184,-1.8781754,"('unaffectionate', 'caring')",0.24073623,0.27432454,0.6689436,0.54198474,1.1094671,1.1338491,0.0204907,0.0179958,0.0024949
28,-1.8867586,-1.6986468,"('disloyal', 'loyal')",-0.29336867,-0.23785925,-0.1576986,-0.0060905684,-0.058141235,0.09358305,-0.5989918,-0.4622534,-0.1367384
8,-1.8839196,-1.8929589,"('unaffectionate', 'affectionate')",0.09992962,0.2219671,0.7292484,0.6281523,0.9594639,1.0090789,-0.0238194,-0.0084402,-0.0153792
23,-1.8728422,-1.5083781,"('insincere', 'sincere')",0.36762488,0.6088522,-0.21629506,-0.3062644,4.055429,4.351444,0.5834792,0.7864134,-0.2029342
53,-1.8621234,-1.7953426,"('uncreative', 'creative')",-0.036564298,0.030940164,0.67152905,0.77835834,0.8684586,0.90197045,-0.089675,-0.0210184,-0.0686566
48,-1.7895112,-1.7927562,"('unintelligent', 'intelligent')",0.20692576,0.35790953,-0.18361099,-0.46049988,-1.2169173,-1.3502793,-0.7457784,-0.8114065,0.0656281
57,-1.6667935,-1.0329229,"('unimaginative', 'imaginative')",0.28357047,0.49599525,0.006496802,0.28289318,-2.4236856,-2.413898,-0.9501029,-0.6669831,-0.2831198
44,1.6534201,1.8934615,"('prejudiced', 'unprejudiced')",-2.0024412,-1.7811602,-1.5898756,-1.4158216,-1.522765,-1.3684713,-0.8654155,-0.6679979,-0.1974176
77,-1.590202,-1.7485179,"('unmotivated', 'motivated')",-0.16397162,-0.12707569,-0.11261863,-0.22390108,-0.33327967,-0.46142992,-0.550018,-0.6402311,0.0902131
32,-1.5383108,-1.6025556,"('unkind', 'kind')",-0.19176473,-0.29697892,0.17796935,0.067700006,0.1008858,0.2172256,-0.3628051,-0.4036523,0.0408472
