,kb_male,kb_female,tuple,home_male,home_female,average_male,average_female,male-female
60,7.1520095,7.8129168,"('inefficient', 'efficient')",0.5872864,0.789592,3.869648,4.3012543,-0.4316063
55,7.124531,7.0620513,"('incompetent', 'clever')",0.50546086,0.7948169,3.8149958,3.9284341,-0.1134383
31,-6.1692686,-6.584428,"('evil', 'good')",-0.74568975,-0.8350195,-3.4574792,-3.7097237,0.2522445
35,-5.914185,-6.093365,"('corrupt', 'incorrupt')",-0.55835974,-0.78718746,-3.2362723,-3.4402764,0.2040041
36,-5.8997426,-6.8197875,"('hostile', 'amicable')",-0.68322814,-1.0495305,-3.2914853,-3.934659,0.6431737
62,5.5130925,5.6667767,"('incompetent', 'brilliant')",0.5063224,0.7739393,3.0097075,3.2203579,-0.2106504
85,-5.4450817,-6.673046,"('insignificant', 'prestigious')",-0.17897715,-0.45847324,-2.8120294,-3.5657597,0.7537303
10,5.272926,5.953883,"('unsympathetic', 'sympathetic')",0.32998022,0.554757,2.8014531,3.2543201,-0.452867
81,5.2684736,5.805258,"('submissive', 'aggressive')",0.07644141,0.21287642,2.6724575,3.0090671,-0.3366096
46,5.214758,5.4443874,"('uncompetitive', 'competitive')",-0.5430135,-0.19602653,2.3358722,2.6241806,-0.2883084
70,5.202834,5.823104,"('lethargic', 'energetic')",0.35833004,0.7136003,2.7805822,3.268352,-0.4877698
6,-5.197584,-5.5034213,"('distant', 'open')",-0.010394424,-0.24189173,-2.6039894,-2.8726566,0.2686672
56,5.1798286,5.6051035,"('impractical', 'practical')",0.47634625,0.8279949,2.8280873,3.2165492,-0.3884619
80,4.7108474,5.013234,"('dominated', 'dominating')",-0.5937277,-0.6307266,2.0585599,2.1912537,-0.1326938
79,-4.54341,-4.84641,"('wavering', 'unwavering')",-0.26887017,-0.34922975,-2.4061401,-2.5978198,0.1916797
21,4.533085,5.025251,"('immoral', 'moral')",0.5857666,0.63122183,2.5594258,2.8282363,-0.2688105
69,-4.4994063,-4.7016726,"('lazy', 'industrious')",-1.5298123,-1.6691232,-3.0146093,-3.1853979,0.1707886
23,4.450924,4.37817,"('insincere', 'sincere')",6.366044,6.0883107,5.408484,5.2332401,0.1752439
14,4.4469075,5.53308,"('antisocial', 'social')",0.71698636,0.83510715,2.5819468,3.1840937,-0.6021469
5,-4.415747,-4.7813573,"('distant', 'outgoing')",-0.7721124,-0.8824487,-2.5939298,-2.831903,0.2379732
43,4.2672043,4.691273,"('irresponsible', 'responsible')",1.6913633,1.7681861,2.9792838,3.2297297,-0.2504459
0,4.266032,4.3014975,"('unsociable', 'sociable')",1.0183673,1.047887,2.6421998,2.6746922,-0.0324924
65,4.131226,4.410245,"('insecure', 'secure')",0.26037797,0.53724474,2.195802,2.4737449,-0.2779429
7,4.1174674,4.903924,"('insensitive', 'sensitive')",1.7575626,1.9675697,2.937515,3.4357469,-0.4982319
51,3.8885195,3.9302645,"('uneducated', 'educated')",0.02709651,-0.12534165,1.957808,1.9024614,0.0553466
63,3.8631947,3.636942,"('unperceptive', 'insightful')",0.4046749,0.67520684,2.1339347,2.1560743,-0.0221396
13,3.8258543,4.542691,"('impolite', 'polite')",0.1920704,0.35443473,2.0089624,2.4485631,-0.4396007
45,3.7814767,4.2215595,"('incompetent', 'competent')",0.6469519,0.9733856,2.2142143,2.5974727,-0.3832584
75,-3.5889065,-3.503055,"('meek', 'impulsive')",-1.8688929,-1.766449,-2.7288997,-2.634752,-0.0941477
52,-3.3919194,-4.473902,"('irrational', 'rational')",0.07244223,-0.3147534,-1.6597385,-2.3943279,0.7345894
86,3.3825018,3.4560406,"('uninfluential', 'influential')",0.17920293,0.20420317,1.7808524,1.8301219,-0.0492695
76,3.3392441,3.8935344,"('anxious', 'daring')",0.28383705,0.46666119,1.8115406,2.1800978,-0.3685572
22,3.3322659,3.3431027,"('untrustworthy', 'trustworthy')",-0.27687168,0.024192363,1.5276971,1.6836475,-0.1559504
12,3.2688415,3.2598362,"('unsupportive', 'supportive')",-1.1362001,-0.802264,1.0663207,1.2287861,-0.1624654
11,3.1728823,3.5366592,"('unhelpful', 'helpful')",1.8447895,1.8545483,2.5088358,2.6956038,-0.186768
48,3.1514113,2.7591608,"('unintelligent', 'intelligent')",0.62610984,0.60403293,1.8887606,1.6815969,0.2071637
30,3.139292,3.097541,"('intolerant', 'tolerant')",1.5699537,1.4750228,2.3546228,2.2862821,0.0683407
24,2.9455724,2.3566306,"('dishonest', 'honest')",1.331644,1.3326215,2.1386082,1.8446259,0.2939823
32,2.7545009,3.0618892,"('unkind', 'kind')",1.3151435,1.2937341,2.0348222,2.1778116,-0.1429894
4,-2.7447293,-2.8601463,"('disliked', 'liked')",-7.2446866,-6.607263,-4.9947081,-4.7337046,-0.2610035
77,2.5922544,2.4039981,"('unmotivated', 'motivated')",-0.8878396,-0.6834382,0.8522074,0.86028,-0.0080726
39,2.5638,2.3418295,"('exploitative', 'cooperative')",1.0054821,1.1097554,1.784641,1.7257924,0.0588486
25,-2.5573113,-3.0741565,"('egoistic', 'altruistic')",0.9596868,0.9010591,-0.7988123,-1.0865487,0.2877364
19,-2.5524585,-3.2296386,"('inhospitable', 'hospitable')",-0.62327456,-0.67259955,-1.5878665,-1.9511191,0.3632526
16,-2.550687,-2.7633145,"('unpopular', 'popular')",-0.04939367,-0.06820459,-1.3000404,-1.4157596,0.1157192
59,-2.3799846,-3.0345118,"('foolish', 'wise')",0.57891506,0.37054285,-0.9005347,-1.3319845,0.4314498
3,2.202842,2.2877135,"('repellent', 'pleasant')",-0.24144344,-0.25415277,0.9806993,1.0167804,-0.0360811
57,2.0952911,2.8359823,"('unimaginative', 'imaginative')",-2.8771443,-2.3504481,-0.3909266,0.2427671,-0.6336937
47,2.0883944,2.0605707,"('stupid', 'smart')",5.7778187,5.3866925,3.9331064,3.7236316,0.2094748
66,-2.0847576,-2.2913842,"('inactive', 'active')",0.22563863,0.043717027,-0.9295595,-1.1238337,0.1942742
74,1.9920484,1.9177687,"('undedicated', 'dedicated')",0.9355512,0.9576099,1.4637998,1.4376893,0.0261105
61,1.9531237,1.7702091,"('illogical', 'logical')",0.8039589,0.78714526,1.3785412,1.2786772,0.099864
28,1.878284,1.2719715,"('disloyal', 'loyal')",1.8032331,1.7195287,1.8407586,1.4957501,0.3450085
1,-1.7545625,-2.6936736,"('unfriendly', 'friendly')",1.8211046,1.5826753,0.0332711,-0.5554991,0.5887702
41,1.7402903,1.6224691,"('unforgiving', 'forgiving')",0.58144367,0.59448785,1.160867,1.1084784,0.0523886
44,-1.7117512,-1.3130462,"('prejudiced', 'unprejudiced')",-1.3928163,-1.4722792,-1.5522838,-1.3926628,-0.159621
8,-1.6946827,-2.3201232,"('unaffectionate', 'affectionate')",1.0800583,0.9016188,-0.3073122,-0.7092522,0.40194
50,-1.6935447,-2.0083938,"('clumsy', 'skillful')",-0.3562985,-0.66894126,-1.0249217,-1.3386675,0.3137458
87,1.5981187,1.7026592,"('unsuccessful', 'successful')",0.8270506,0.75003636,1.2125846,1.2263478,-0.0137632
42,1.5793478,1.5967162,"('unreliable', 'reliable')",-2.9837198,-2.506163,-0.702186,-0.4547234,-0.2474626
64,1.5442655,1.69833,"('shy', 'confident')",-6.682684,-6.015266,-2.5692091,-2.158468,-0.4107411
33,-1.4109589,-1.7352562,"('wrong', 'right')",-0.27125317,-0.40007102,-0.8411061,-1.0676637,0.2265576
72,1.4058363,2.6090348,"('unambitious', 'ambitious')",-0.25154194,-0.0066116527,0.5771472,1.3012116,-0.7240644
17,-1.4041791,-1.7627509,"('nasty', 'nice')",0.057517294,0.12933114,-0.6733309,-0.8167099,0.143379
82,1.323579,1.1970826,"('poor', 'rich')",5.914702,5.7487307,3.6191404,3.4729066,0.1462338
73,-1.3035628,-1.2857056,"('helpless', 'self-reliant')",-3.2489855,-3.1052861,-2.2762742,-2.1954958,-0.0807784
83,1.1146706,1.3985046,"('powerless', 'powerful')",-0.59115165,-0.6219776,0.2617595,0.3882635,-0.126504
67,1.0242313,1.131002,"('doubtful', 'determined')",-0.25364244,-0.29931563,0.3852944,0.4158432,-0.0305488
29,-1.0091102,-1.3913907,"('unfair', 'fair')",-1.0611646,-1.1240484,-1.0351374,-1.2577195,0.2225821
37,0.9919266,1.2713013,"('fake', 'genuine')",1.2076873,1.212427,1.0998069,1.2418642,-0.1420573
78,0.90161043,0.98797154,"('nonresilient', 'resilient')",0.5137449,0.53781545,0.7076777,0.7628935,-0.0552158
34,0.8777595,0.53082216,"('mean', 'honorable')",5.0397696,4.791913,2.9587646,2.6613677,0.2973969
49,0.86403,0.7185175,"('unable', 'able')",-0.14541996,-0.24209312,0.359305,0.2382122,0.1210928
27,-0.769663,-0.7601539,"('hardhearted', 'softhearted')",1.5132214,1.2946293,0.3717792,0.2672377,0.1045415
18,0.71372044,0.07986058,"('disagreeable', 'welcoming')",0.3518039,0.16915952,0.5327622,0.12451,0.4082522
20,0.5224392,0.9064723,"('rough', 'thoughtful')",0.5699401,0.45371288,0.5461897,0.6800926,-0.1339029
40,0.43677178,0.15751114,"('stingy', 'generous')",-1.5604652,-1.4240925,-0.5618467,-0.6332907,0.071444
58,-0.4119702,-0.25662744,"('undiscriminating', 'discriminating')",-0.6057098,-0.64912856,-0.50884,-0.452878,-0.055962
26,-0.40613753,-0.31208894,"('hardhearted', 'benevolent')",1.7210708,1.6660043,0.6574667,0.6769577,-0.019491
9,0.37905777,-0.05244729,"('unaffectionate', 'caring')",1.8660557,1.7848871,1.1225567,0.8662199,0.2563368
2,0.34969574,-0.07723664,"('unlikable', 'likable')",-0.022028515,-0.0007759584,0.1638336,-0.0390063,0.2028399
15,-0.34947065,-1.0322361,"('boring', 'funny')",-0.11971055,-0.08987235,-0.2345906,-0.5610542,0.3264636
53,-0.29843992,-0.9707523,"('uncreative', 'creative')",-0.12071138,-0.06607206,-0.2095757,-0.5184122,0.3088365
88,0.23803617,-0.16129553,"('low', 'eminent')",0.05276721,-0.18352161,0.1454017,-0.1724086,0.3178103
54,0.22439368,-0.05998148,"('incapable', 'capable')",1.1876829,0.9982444,0.7060383,0.4691315,0.2369068
84,-0.20163865,0.15147212,"('inferior', 'superior')",0.0053854473,-0.19351675,-0.0981266,-0.0210223,-0.0771043
71,0.13840896,-0.35461545,"('diffident', 'self-confident')",0.95493734,0.99858904,0.5466732,0.3219868,0.2246864
68,-0.13646156,-0.28954542,"('dependent', 'independent')",-0.8293574,-1.0620854,-0.4829095,-0.6758154,0.1929059
38,0.018268708,-0.28900334,"('untruthful', 'truthful')",0.18241327,0.24330908,0.100341,-0.0228471,0.1231881
