,graham_male,graham_female,tuple,holdings_male,holdings_female,co_male,co_female,average_male,average_female,male-female
56,2.2381723,2.5625741,"('impractical', 'practical')",0.5267363,0.8916854,0.003805194,0.05603488,0.9229046,1.1700981,-0.2471935
16,-2.1979818,-2.016726,"('unpopular', 'popular')",-1.2258165,-1.046493,-0.21011004,-0.115548216,-1.2113028,-1.0595891,-0.1517137
36,-2.126162,-2.5872433,"('hostile', 'amicable')",-0.6744363,-0.90528303,0.006772274,-0.27314973,-0.9312754,-1.2552253,0.3239499
39,2.1052792,2.1200428,"('exploitative', 'cooperative')",-0.16513085,-0.06908454,0.3804096,0.36211392,0.7735194,0.8043574,-0.030838
76,1.8141763,1.3887875,"('anxious', 'daring')",0.55746365,0.34777203,0.18040217,0.06940272,0.8506807,0.6019874,0.2486933
62,1.6159657,2.0758936,"('incompetent', 'brilliant')",0.36349314,0.9771853,-0.1737619,0.23330194,0.601899,1.0954603,-0.4935613
4,-1.5630634,-1.3354218,"('disliked', 'liked')",0.049759082,0.4872046,-6.92363,-6.5806184,-2.8123115,-2.4762785,-0.336033
23,1.5371883,1.9029274,"('insincere', 'sincere')",-0.23540516,-0.0759604,5.770241,5.622132,2.3573413,2.4830329,-0.1256916
35,-1.4440832,-1.7231032,"('corrupt', 'incorrupt')",-0.97830564,-0.8854976,-0.5283675,-0.4517107,-0.9835854,-1.0201039,0.0365185
31,-1.4428779,-1.3870339,"('evil', 'good')",-0.6780484,-0.77782017,-1.0791756,-1.1114908,-1.0667006,-1.0921149,0.0254143
43,1.4424118,1.8125331,"('irresponsible', 'responsible')",0.2530959,0.71438354,0.6394135,0.74922115,0.778307,1.0920459,-0.3137389
70,1.3588039,1.7214661,"('lethargic', 'energetic')",0.8774343,1.0849123,0.48925647,0.52524287,0.9084982,1.1105404,-0.2020422
52,-1.2900991,-1.5214627,"('irrational', 'rational')",-0.40734446,-0.71168107,-0.32489574,-0.5662491,-0.6741131,-0.933131,0.2590179
24,1.2692759,1.575733,"('dishonest', 'honest')",-0.47221446,-0.5549576,0.52517325,0.4016743,0.4407449,0.4741499,-0.033405
85,-1.2584627,-1.6046188,"('insignificant', 'prestigious')",0.26566696,0.14564353,-0.5250049,-0.5410086,-0.5059335,-0.6666613,0.1607278
60,1.2400409,1.8563416,"('inefficient', 'efficient')",-0.12930559,0.1701113,0.011366183,0.327835,0.3740338,0.7847627,-0.4107289
30,1.2351106,1.6035761,"('intolerant', 'tolerant')",1.0848277,1.2377828,0.5514343,0.6496939,0.9571242,1.1636843,-0.2065601
74,1.1610858,1.1109498,"('undedicated', 'dedicated')",0.3101808,0.32302988,0.010273483,-0.102447204,0.4938467,0.4438442,0.0500025
67,1.1567045,1.4044152,"('doubtful', 'determined')",0.513968,0.7373434,-0.33124447,-0.2494977,0.446476,0.6307537,-0.1842777
14,1.1528947,1.2489498,"('antisocial', 'social')",1.4047927,1.5435169,0.013238229,0.028572116,0.8569752,0.9403462,-0.083371
50,-1.1099042,-0.95241624,"('clumsy', 'skillful')",-0.41739634,0.046022926,-0.6276622,-0.36398107,-0.7183208,-0.4234581,-0.2948627
40,-1.0692364,-0.68179923,"('stingy', 'generous')",0.13577692,0.19336815,-2.6125371,-2.5541234,-1.1819989,-1.0141848,-0.1678141
81,1.0104007,1.029658,"('submissive', 'aggressive')",1.1208262,0.9203068,-0.43700564,-0.5244415,0.5647405,0.4751744,0.0895661
11,0.95102763,1.4049106,"('unhelpful', 'helpful')",-0.4399408,-0.2643033,1.8881006,2.0491464,0.7997292,1.0632512,-0.263522
46,0.94724685,1.1011767,"('uncompetitive', 'competitive')",0.5868337,0.4808822,-0.36714867,-0.49126807,0.3889773,0.363597,0.0253803
55,0.93015355,1.0785124,"('incompetent', 'clever')",-0.16737773,-0.3052042,0.1622492,0.081668474,0.3083417,0.2849922,0.0233495
80,0.90256053,0.8342828,"('dominated', 'dominating')",-0.3395561,-0.30141574,-0.6259088,-0.71533597,-0.0209681,-0.060823,0.0398549
84,0.85361886,0.78063256,"('inferior', 'superior')",0.18205886,0.31446466,0.3535455,0.40192774,0.4630744,0.4990083,-0.0359339
2,0.8398229,0.72987914,"('unlikable', 'likable')",1.6829087,1.8457004,0.89162904,1.1067154,1.1381202,1.2274317,-0.0893115
59,-0.7831789,-0.7703063,"('foolish', 'wise')",0.081031956,0.24174288,-0.13631947,-0.038169973,-0.2794888,-0.1889111,-0.0905777
1,-0.7574952,-0.4459987,"('unfriendly', 'friendly')",0.19955668,0.29051816,1.2701155,1.2019492,0.2373923,0.3488229,-0.1114306
18,-0.7305356,-0.5894661,"('disagreeable', 'welcoming')",0.1976682,0.3771004,-1.0122523,-0.91108626,-0.5150399,-0.374484,-0.1405559
9,0.6944506,1.1504331,"('unaffectionate', 'caring')",0.45863464,0.6373317,1.0495429,1.204701,0.7342094,0.9974886,-0.2632792
6,-0.68642616,-0.93347895,"('distant', 'open')",-0.18811327,-0.01928143,-0.2391284,-0.20071384,-0.3712226,-0.3844914,0.0132688
53,-0.67778903,-0.447282,"('uncreative', 'creative')",-0.121222064,0.19562076,0.512874,0.5280089,-0.095379,0.0921159,-0.1874949
34,-0.67725676,-0.40611982,"('mean', 'honorable')",-0.352349,-0.042949066,5.2793794,5.296455,1.4165912,1.6157953,-0.1992041
66,0.67262745,0.1933567,"('inactive', 'active')",0.70705205,0.62117606,0.91953146,0.7270984,0.7664037,0.5138771,0.2525266
45,0.6701227,0.95201576,"('incompetent', 'competent')",-0.2574736,0.15953802,-0.21780957,-0.1338257,0.0649465,0.3259094,-0.2609629
54,0.6654854,0.8171151,"('incapable', 'capable')",0.2942864,0.5661489,0.788491,0.8346884,0.5827543,0.7393175,-0.1565632
22,0.6440296,0.72511536,"('untrustworthy', 'trustworthy')",-0.34401914,-0.20382501,-0.61550725,-0.748132,-0.1051656,-0.0756139,-0.0295517
75,-0.637743,-0.6850754,"('meek', 'impulsive')",0.35531783,0.5443089,-0.16434997,-0.08658674,-0.148925,-0.0757844,-0.0731406
5,-0.6345011,-0.6392689,"('distant', 'outgoing')",-0.13265426,0.28045446,-0.59897625,-0.33760476,-0.4553772,-0.2321397,-0.2232375
78,-0.6331789,-0.3375034,"('nonresilient', 'resilient')",-0.28370094,-0.08757241,-0.57398105,-0.3273237,-0.4969536,-0.2507999,-0.2461537
7,0.6307085,1.0334516,"('insensitive', 'sensitive')",0.11017328,0.3136701,-0.09000254,-0.040663783,0.2169598,0.435486,-0.2185262
82,-0.6257895,-0.5493287,"('poor', 'rich')",0.24934793,0.6396734,5.7696342,5.7127852,1.7977309,1.9343767,-0.1366458
77,-0.6161625,-0.14730826,"('unmotivated', 'motivated')",0.159202,0.18431053,-1.3282446,-1.1620439,-0.5950684,-0.3750139,-0.2200545
37,0.61089975,0.76575595,"('fake', 'genuine')",-0.119595945,0.08000384,0.12562218,0.20649984,0.205642,0.3507532,-0.1451112
88,-0.60596555,-0.64186966,"('low', 'eminent')",0.04330791,0.042377997,-0.29104307,-0.3814469,-0.2845669,-0.3269795,0.0424126
42,0.54084617,0.48755297,"('unreliable', 'reliable')",1.1381713,1.348789,-2.6458583,-2.5524929,-0.3222802,-0.238717,-0.0835632
