,graham_male,graham_female,tuple,holdings_male,holdings_female,co_male,co_female,average_male,average_female,male-female
10,0.51929915,0.9575359,"('unsympathetic', 'sympathetic')",-0.66956913,-0.69641113,-0.04103347,-0.17391291,-0.0637678,0.0290706,-0.0928384
12,0.49733007,1.0405209,"('unsupportive', 'supportive')",0.27191037,0.7436757,-2.0020382,-1.81393,-0.4109326,-0.0099111,-0.4010215
21,0.49444604,0.7926668,"('immoral', 'moral')",-0.010467479,-0.050272215,-0.7644379,-0.8883019,-0.0934864,-0.0486358,-0.0448506
64,-0.4425913,-0.42595962,"('shy', 'confident')",0.5734138,0.79412675,-5.8360524,-5.639084,-1.9017433,-1.7569723,-0.144771
20,0.40452442,0.50785935,"('rough', 'thoughtful')",-0.27799067,-0.1116277,0.28043115,0.17065397,0.135655,0.1889619,-0.0533069
48,-0.40425405,0.02828578,"('unintelligent', 'intelligent')",-0.7440669,-0.80156225,-0.65874714,-0.6324803,-0.602356,-0.4685856,-0.1337704
19,-0.40398452,-0.1494723,"('inhospitable', 'hospitable')",-0.86712515,-0.270073,-0.7032969,-0.40363103,-0.6581355,-0.2743921,-0.3837434
13,0.40227556,0.57101065,"('impolite', 'polite')",-0.7694103,-0.39555895,-0.10023245,0.08978048,-0.1557891,0.0884107,-0.2441998
69,-0.3889523,-0.53462696,"('lazy', 'industrious')",0.35048798,0.81594217,-1.2338586,-0.8374946,-0.4241076,-0.1853931,-0.2387145
44,-0.3880199,-0.87732905,"('prejudiced', 'unprejudiced')",0.04400646,0.072351545,-0.84514236,-0.80770826,-0.3963853,-0.5375619,0.1411766
8,0.38010547,0.32386643,"('unaffectionate', 'affectionate')",0.36190736,0.36151832,0.5758048,0.60325086,0.4392726,0.4295452,0.0097274
49,-0.36089575,0.13094604,"('unable', 'able')",-1.1801382,-0.51607937,-0.65809256,-0.3031853,-0.7330422,-0.2294395,-0.5036027
65,0.34935045,0.10121937,"('insecure', 'secure')",-0.12858456,-0.3846069,0.21333331,0.16856097,0.1446997,-0.0382755,0.1829752
15,0.33485913,0.088133745,"('boring', 'funny')",-0.48277605,-0.53588164,0.26940325,0.2974385,0.0404954,-0.0501031,0.0905985
28,0.31757608,0.61757183,"('disloyal', 'loyal')",-0.16949056,-0.018297423,0.8225266,0.7694835,0.3235374,0.4562527,-0.1327153
27,0.31112778,0.61032385,"('hardhearted', 'softhearted')",-0.5619994,-0.38623184,0.5503226,0.55161434,0.099817,0.2585688,-0.1587518
87,-0.30615604,-0.55954623,"('unsuccessful', 'successful')",0.16717497,0.28325832,0.31281286,0.3527679,0.0579439,0.0254933,0.0324506
38,0.3042591,0.5944117,"('untruthful', 'truthful')",-0.50246537,-0.2887994,-0.10839692,0.08567807,-0.1022011,0.1304301,-0.2326312
41,-0.28752488,0.15755033,"('unforgiving', 'forgiving')",-0.02623767,0.22306633,0.438951,0.40127194,0.0417295,0.2606295,-0.2189
79,-0.27934885,-0.482286,"('wavering', 'unwavering')",-0.75032955,-0.4788741,-0.43835217,-0.40020818,-0.4893435,-0.4537894,-0.0355541
58,0.27685285,0.20114739,"('undiscriminating', 'discriminating')",0.59853685,0.5227072,0.22937743,0.028087888,0.3682557,0.2506475,0.1176082
72,-0.25602752,-0.30768046,"('unambitious', 'ambitious')",0.24941963,0.22485733,-0.6406084,-0.6757575,-0.2157388,-0.2528602,0.0371214
3,0.23179926,0.26542532,"('repellent', 'pleasant')",-0.24516498,-0.45520046,0.5596976,0.37342188,0.1821106,0.0612156,0.120895
73,0.22847131,0.29699278,"('helpless', 'self-reliant')",0.6732923,0.8757325,-3.465374,-3.2963226,-0.8545369,-0.7078658,-0.1466711
32,-0.2080021,0.115791135,"('unkind', 'kind')",-0.101524636,0.075000234,0.792201,0.8838218,0.1608914,0.3582044,-0.197313
26,0.1808053,0.031668324,"('hardhearted', 'benevolent')",2.1159651,2.0239375,1.7422174,1.6632684,1.3463292,1.2396248,0.1067044
63,0.16655134,0.73250735,"('unperceptive', 'insightful')",0.53413826,1.0791558,-0.09592501,0.15039456,0.2015882,0.6540192,-0.452431
47,-0.14367527,-0.24262764,"('stupid', 'smart')",0.58609885,0.6750368,5.5894074,5.528816,2.0106103,1.9870752,0.0235351
86,-0.13105783,0.16287982,"('uninfluential', 'influential')",-0.74521106,-0.72384036,-0.67851007,-0.8519635,-0.5182596,-0.4709747,-0.0472849
17,-0.11524077,0.010390943,"('nasty', 'nice')",-1.0606779,-0.799094,-0.35731217,-0.34257382,-0.511077,-0.3770923,-0.1339847
68,-0.11299874,-0.09728543,"('dependent', 'independent')",-1.6798193,-1.5484743,-1.6682403,-1.720307,-1.1536861,-1.1220222,-0.0316639
25,-0.10062793,-0.3231698,"('egoistic', 'altruistic')",1.0431436,0.7445123,1.1891732,1.0998591,0.710563,0.5070672,0.2034958
51,-0.074867606,0.22297949,"('uneducated', 'educated')",-0.6611218,-0.46266687,-0.17011777,-0.22604853,-0.3020357,-0.1552453,-0.1467904
83,-0.0728676,-0.12843975,"('powerless', 'powerful')",0.8880361,0.90803987,-1.0868434,-1.1404235,-0.0905583,-0.1202745,0.0297162
57,-0.07183516,-0.08237061,"('unimaginative', 'imaginative')",0.046113625,0.019153897,-2.9330935,-2.9528022,-0.9862717,-1.0053396,0.0190679
61,-0.05224737,-0.13749188,"('illogical', 'logical')",-0.21539049,-0.22464904,0.11137578,0.062371653,-0.0520874,-0.0999231,0.0478357
71,-0.049945876,0.16584472,"('diffident', 'self-confident')",1.0565672,1.2666723,0.43876848,0.6263762,0.4817966,0.6862977,-0.2045011
33,-0.047995932,-0.100612015,"('wrong', 'right')",0.50556856,0.49908203,-0.9565259,-0.97688633,-0.1663178,-0.1928054,0.0264876
29,-0.0129418075,0.15174979,"('unfair', 'fair')",-0.81598574,-0.7331707,-0.80565774,-0.9160517,-0.5448618,-0.4991575,-0.0457043
0,-0.0058658607,0.15320435,"('unsociable', 'sociable')",-0.60919726,-0.5956141,-0.11645807,-0.1600429,-0.2438404,-0.2008175,-0.0430229
