,constellation_male,constellation_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
35,-1.652819,-2.1921952,"('corrupt', 'incorrupt')",-2.185944,-2.401004,-0.29911333,-0.3200943,-1.3792922,-1.6377645,0.2584723
62,1.5941477,1.9703045,"('incompetent', 'brilliant')",1.3587763,1.4020544,0.15337393,0.03939631,1.0354327,1.1372517,-0.101819
69,-1.571942,-2.11388,"('lazy', 'industrious')",0.29267627,0.05095612,-0.31329387,-0.26372436,-0.5308532,-0.7755494,0.2446962
43,1.562406,1.937145,"('irresponsible', 'responsible')",1.56863,1.750784,0.5457949,0.4509443,1.2256103,1.3796245,-0.1540142
70,1.5458512,1.9538713,"('lethargic', 'energetic')",0.6842433,0.745336,0.7716988,0.5885403,1.0005977,1.0959159,-0.0953182
74,1.5281461,1.5921484,"('undedicated', 'dedicated')",0.9266241,0.8399551,0.6443883,0.26998478,1.0330529,0.9006961,0.1323568
75,-1.5082371,-1.4678994,"('meek', 'impulsive')",-1.6063175,-1.444026,-0.69678944,-0.43826443,-1.270448,-1.1167299,-0.1537181
59,-1.4770077,-1.9248883,"('foolish', 'wise')",-0.14632392,-0.11806099,0.3177384,0.3797072,-0.4351978,-0.554414,0.1192162
20,1.4763198,1.798106,"('rough', 'thoughtful')",0.3550052,0.45958942,0.78597707,0.84297884,0.8724341,1.0335581,-0.161124
46,1.4630396,2.0860195,"('uncompetitive', 'competitive')",1.819364,1.8182273,-0.3974543,-0.70356905,0.9616497,1.0668926,-0.1052429
7,1.4570518,1.6712694,"('insensitive', 'sensitive')",0.8106507,0.776899,0.77789384,0.5151476,1.0151988,0.987772,0.0274268
29,-1.4499596,-1.3416133,"('unfair', 'fair')",-1.0607705,-0.9915347,-0.78019786,-0.82723767,-1.096976,-1.0534619,-0.0435141
72,1.3425206,1.5464572,"('unambitious', 'ambitious')",-0.752066,-0.49767417,-0.9899619,-0.85696805,-0.1331691,0.0639383,-0.1971074
67,1.2920427,1.2313359,"('doubtful', 'determined')",0.28786495,0.22528759,-0.16252285,-0.24375564,0.4724616,0.4042892,0.0681724
80,1.1272416,1.5421692,"('dominated', 'dominating')",0.91313887,0.9262939,-1.2221812,-1.2635015,0.2727331,0.4016539,-0.1289208
17,-1.030867,-1.1701912,"('nasty', 'nice')",-0.7425253,-0.95848346,-0.8054423,-0.7686648,-0.8596115,-0.9657798,0.1061683
77,1.0242984,1.3690739,"('unmotivated', 'motivated')",0.58612823,0.5206165,-1.189667,-1.1637003,0.1402532,0.2419967,-0.1017435
71,1.0085264,0.852816,"('diffident', 'self-confident')",2.213312,2.192259,0.9211549,0.9224702,1.3809978,1.322515,0.0584828
63,1.008346,1.1392783,"('unperceptive', 'insightful')",0.9762389,0.9153646,1.2920711,1.0344088,1.0922186,1.0296839,0.0625347
78,1.0036429,0.985634,"('nonresilient', 'resilient')",1.419171,1.2359616,0.59734905,0.39591673,1.006721,0.8725041,0.1342169
21,0.9919084,1.616255,"('immoral', 'moral')",1.062413,1.1336938,-0.89756316,-0.9628698,0.385586,0.595693,-0.210107
84,0.98824644,1.1947913,"('inferior', 'superior')",0.10117387,0.26137114,0.8594629,0.8864398,0.6496278,0.7808674,-0.1312396
30,0.956784,1.2188437,"('intolerant', 'tolerant')",1.5565495,1.6104928,1.0909076,0.9593779,1.2014137,1.2629048,-0.0614911
79,-0.9477986,-1.3249631,"('wavering', 'unwavering')",-1.471255,-1.5071015,0.13010378,0.09718351,-0.7629832,-0.9116271,0.1486439
27,0.94170636,0.94028115,"('hardhearted', 'softhearted')",0.46795112,0.28286767,1.7611395,1.5036525,1.0569323,0.9089338,0.1479985
8,-0.9358085,-1.1101037,"('unaffectionate', 'affectionate')",-0.71553266,-0.7283178,0.6625072,0.752961,-0.3296113,-0.3618202,0.0322089
55,0.92028403,1.6369112,"('incompetent', 'clever')",1.1334689,1.1660869,0.03491314,-0.14070584,0.696222,0.8874307,-0.1912087
19,-0.82676125,-1.1652482,"('inhospitable', 'hospitable')",-0.44785428,-0.5445891,0.03351271,-0.009031465,-0.4137009,-0.5729562,0.1592553
25,-0.8253581,-1.0532737,"('egoistic', 'altruistic')",-0.32731524,-0.55464506,1.3601835,1.3506589,0.06917,-0.0857533,0.1549233
11,0.8177308,1.0423213,"('unhelpful', 'helpful')",0.46867847,0.5436212,1.8715675,1.6851407,1.0526589,1.0903611,-0.0377022
24,0.7629639,1.2425373,"('dishonest', 'honest')",-0.48159924,-0.38601005,0.5093062,0.52798957,0.263557,0.4615056,-0.1979486
57,-0.74120915,-0.2748417,"('unimaginative', 'imaginative')",-0.42463338,-0.24804243,-2.2973614,-2.3618844,-1.1544013,-0.9615895,-0.1928118
12,0.7099367,0.8655166,"('unsupportive', 'supportive')",0.9979543,0.87547433,-1.3327619,-1.5658611,0.125043,0.0583766,0.0666664
32,0.6936989,0.77408063,"('unkind', 'kind')",0.734185,0.84953576,0.82713956,0.7245506,0.7516745,0.7827223,-0.0310478
1,-0.6798857,-0.58503693,"('unfriendly', 'friendly')",0.020449892,0.16040865,1.6573232,1.6513745,0.3326291,0.4089154,-0.0762863
66,-0.659204,-0.9707688,"('inactive', 'active')",-0.51327443,-0.60048246,1.1629738,1.0713296,-0.0031682,-0.1666406,0.1634724
13,0.6035214,0.95504236,"('impolite', 'polite')",1.0382425,0.9425975,-0.23408145,-0.41868603,0.4692275,0.4929846,-0.0237571
0,0.59205776,1.0092332,"('unsociable', 'sociable')",1.135661,1.1450222,-0.50509644,-0.6030146,0.4075408,0.5170803,-0.1095395
14,0.57457805,1.1280856,"('antisocial', 'social')",0.8409889,1.0151693,-0.8714529,-0.8893289,0.1813713,0.4179753,-0.236604
53,0.54173094,0.7822903,"('uncreative', 'creative')",0.62638533,0.6910425,1.0810037,0.874232,0.7497067,0.7825216,-0.0328149
64,0.5297342,0.59115195,"('shy', 'confident')",0.34088677,0.4109657,-6.3321705,-6.177068,-1.8205166,-1.7249835,-0.0955331
44,-0.52922803,-0.49453452,"('prejudiced', 'unprejudiced')",-0.025162797,0.15128835,-1.2553209,-1.0195653,-0.6032372,-0.4542705,-0.1489667
81,0.5270238,0.9844318,"('submissive', 'aggressive')",0.56598675,0.72112733,-0.746866,-0.8278618,0.1153815,0.2925658,-0.1771843
22,0.4950279,1.0177004,"('untrustworthy', 'trustworthy')",0.18253995,0.33003068,-1.1709818,-1.1027346,-0.1644713,0.0816655,-0.2461368
47,-0.48245957,-0.28208837,"('stupid', 'smart')",0.9362564,1.0461004,5.1404924,5.159338,1.8647631,1.97445,-0.1096869
87,0.44629973,0.35995954,"('unsuccessful', 'successful')",1.8623301,1.8662179,0.80236936,0.79141414,1.0369997,1.0058638,0.0311359
40,-0.43514994,-0.08037856,"('stingy', 'generous')",-0.4757487,-0.57480794,-1.3986347,-1.5002708,-0.7698445,-0.7184858,-0.0513587
58,0.40277037,0.38201338,"('undiscriminating', 'discriminating')",0.6075401,0.6635126,0.19890282,-0.040610395,0.4030711,0.3349719,0.0680992
48,0.39928597,0.7216561,"('unintelligent', 'intelligent')",-0.35784268,-0.3569563,0.43166646,0.34195215,0.1577033,0.2355506,-0.0778473
73,-0.39579672,-0.39893416,"('helpless', 'self-reliant')",0.71289605,0.9069742,-3.1527078,-2.9034986,-0.9452028,-0.7984862,-0.1467166
61,0.382889,0.5170957,"('illogical', 'logical')",-0.22075856,-0.28040248,0.11341779,-0.13455606,0.0918494,0.0340457,0.0578037
38,-0.36940432,-0.34898996,"('untruthful', 'truthful')",-0.49523836,-0.3956446,-0.10381237,-0.15978837,-0.3228184,-0.3014743,-0.0213441
42,0.36903685,0.40762272,"('unreliable', 'reliable')",0.7409811,0.81469697,-2.2244794,-2.2147276,-0.3714871,-0.3308026,-0.0406845
49,0.36869574,0.39342508,"('unable', 'able')",0.28868908,0.3275206,-0.2726069,-0.2936437,0.1282593,0.142434,-0.0141747
9,0.36579382,0.34026968,"('unaffectionate', 'caring')",0.21948844,0.22523572,1.1603312,1.1260695,0.5818712,0.5638583,0.0180129
82,-0.34748477,-0.05248984,"('poor', 'rich')",-0.25127938,-0.06880382,5.782633,5.817644,1.7279561,1.8987835,-0.1708274
54,0.3024565,0.2363082,"('incapable', 'capable')",0.71923256,0.81311107,1.0662737,1.0876237,0.6959875,0.7123477,-0.0163602
34,0.27964836,0.17913403,"('mean', 'honorable')",-0.43156782,-0.51197326,5.7180524,5.6635575,1.8553777,1.776906,0.0784717
37,0.2672137,0.38583422,"('fake', 'genuine')",-0.1373438,-0.10535036,0.51888025,0.39921126,0.2162501,0.226565,-0.0103149
83,0.26658267,0.12380263,"('powerless', 'powerful')",0.68650573,0.75473493,-0.5127426,-0.65511227,0.1467819,0.0744751,0.0723068
50,-0.26054543,-0.51891,"('clumsy', 'skillful')",0.17135143,0.13523868,0.51903695,0.43452975,0.143281,0.0169528,0.1263282
68,-0.24051744,0.054100327,"('dependent', 'independent')",-0.6313992,-0.511673,-0.6083309,-0.6614022,-0.4934158,-0.3729916,-0.1204242
33,-0.2216794,-0.4177359,"('wrong', 'right')",0.6859119,0.53202605,-0.17980805,-0.16157918,0.0948082,-0.015763,0.1105712
88,0.21630342,0.07418324,"('low', 'eminent')",-0.10983065,-0.04524222,0.27086657,0.14168753,0.1257798,0.0568762,0.0689036
51,0.17974052,0.47810802,"('uneducated', 'educated')",0.05816249,0.00033274293,0.26258868,0.06343451,0.1668306,0.1806251,-0.0137945
2,0.17173553,0.05769211,"('unlikable', 'likable')",0.83667076,0.7704961,0.6319485,0.5493839,0.5467849,0.4591907,0.0875942
15,0.16731939,0.112954184,"('boring', 'funny')",0.20011057,0.13649909,0.39070833,0.46109974,0.2527128,0.236851,0.0158618
28,-0.12134133,0.057905618,"('disloyal', 'loyal')",-0.28554806,-0.3721649,1.0383105,0.79993904,0.2104737,0.1618932,0.0485805
41,0.1080556,0.0825163,"('unforgiving', 'forgiving')",0.022582952,-0.1402142,0.22333857,-0.05873816,0.1179924,-0.038812,0.1568044
86,0.09095052,0.5744743,"('uninfluential', 'influential')",0.0027710702,0.14215384,0.06676487,-0.09088758,0.0534955,0.2085802,-0.1550847
26,-0.048452422,-0.17864743,"('hardhearted', 'benevolent')",0.4751408,0.5650987,1.652864,1.6804665,0.6931841,0.6889726,0.0042115
45,-0.025152024,0.14800037,"('incompetent', 'competent')",0.61884737,0.67993546,-0.057978787,-0.26295185,0.1785722,0.188328,-0.0097558
18,-0.0045073405,-0.0145539865,"('disagreeable', 'welcoming')",-0.35245284,-0.4646891,-0.42328122,-0.48125303,-0.2600805,-0.3201654,0.0600849
3,-0.001785689,0.114125855,"('repellent', 'pleasant')",-0.57463807,-0.43400025,-0.39665154,-0.40905264,-0.3243584,-0.2429757,-0.0813827
