,jabil_male,jabil_female,tuple,inc_male,inc_female,average_male,average_female,male-female
36,-0.8803143,-1.4014887,"('hostile', 'amicable')",0.009886028,-0.034515303,-0.4352141,-0.718002,0.2827879
10,-0.8689346,-1.1689929,"('unsympathetic', 'sympathetic')",0.022693845,-0.2894324,-0.4231203,-0.7292126,0.3060923
44,0.8375528,1.0888762,"('prejudiced', 'unprejudiced')",-1.5520613,-1.4717815,-0.3572543,-0.1914526,-0.1658017
42,0.833091,0.8680255,"('unreliable', 'reliable')",-3.0594678,-2.987744,-1.1131884,-1.0598593,-0.0533291
70,0.77569014,0.2518761,"('lethargic', 'energetic')",1.0817878,0.9298853,0.928739,0.5908807,0.3378583
23,-0.7322632,-0.9540225,"('insincere', 'sincere')",5.8681507,6.0494266,2.5679438,2.5477021,0.0202417
76,0.7254184,0.86757725,"('anxious', 'daring')",0.69292724,0.6911758,0.7091728,0.7793765,-0.0702037
77,-0.71327496,-0.9879324,"('unmotivated', 'motivated')",-0.82126814,-1.0502108,-0.7672715,-1.0190716,0.2518001
0,-0.7111835,-0.91352195,"('unsociable', 'sociable')",-0.05560474,-0.36788312,-0.3833941,-0.6407025,0.2573084
31,-0.6823472,-1.1293888,"('evil', 'good')",-1.1186758,-1.1597728,-0.9005115,-1.1445808,0.2440693
48,-0.6565181,-0.34061313,"('unintelligent', 'intelligent')",0.6272205,0.43144748,-0.0146488,0.0454172,-0.060066
13,-0.6506732,-0.68901044,"('impolite', 'polite')",-0.25117785,-0.34563145,-0.4509255,-0.5173209,0.0663954
82,-0.6460023,-0.80561376,"('poor', 'rich')",6.2050323,6.527544,2.779515,2.8609653,-0.0814503
50,0.61859864,0.6893035,"('clumsy', 'skillful')",0.19906491,0.2897198,0.4088318,0.4895117,-0.0806799
72,-0.61321,-0.8361248,"('unambitious', 'ambitious')",-0.54361254,-0.51956445,-0.5784113,-0.6778446,0.0994333
17,-0.5827249,-0.47067657,"('nasty', 'nice')",-0.65161246,-0.6271918,-0.6171687,-0.5489342,-0.0682345
34,-0.57166153,-0.5948397,"('mean', 'honorable')",5.7567716,6.015583,2.592555,2.7103717,-0.1178167
62,0.56817317,1.0261604,"('incompetent', 'brilliant')",0.5638312,0.6740343,0.5660022,0.8500973,-0.2840951
29,0.56659985,0.39593598,"('unfair', 'fair')",-0.43746474,-0.46128386,0.0645676,-0.0326739,0.0972415
11,-0.5664138,-0.5554255,"('unhelpful', 'helpful')",1.6388482,1.5964813,0.5362172,0.5205279,0.0156893
14,0.5537673,0.4092654,"('antisocial', 'social')",0.09370068,-0.25359446,0.323734,0.0778355,0.2458985
80,0.50897014,0.91846514,"('dominated', 'dominating')",-0.84567654,-1.020735,-0.1683532,-0.0511349,-0.1172183
84,0.50875247,0.67264223,"('inferior', 'superior')",0.84746593,0.89308023,0.6781092,0.7828612,-0.104752
79,-0.5085391,-1.1407425,"('wavering', 'unwavering')",-0.16133824,-0.14233589,-0.3349386,-0.6415392,0.3066006
18,0.50697273,0.37417406,"('disagreeable', 'welcoming')",-0.38000008,-0.4506583,0.0634863,-0.0382421,0.1017284
63,-0.50526285,-0.6363014,"('unperceptive', 'insightful')",0.99688077,0.8835835,0.245809,0.123641,0.122168
58,0.5036212,0.37119156,"('undiscriminating', 'discriminating')",0.20403734,0.040894847,0.3538293,0.2060432,0.1477861
61,-0.49126673,-0.8566424,"('illogical', 'logical')",0.35520637,0.059695188,-0.0680302,-0.3984736,0.3304434
65,0.4857701,0.33576298,"('insecure', 'secure')",0.109159365,-0.047919657,0.2974647,0.1439217,0.153543
57,-0.46893767,-0.8704447,"('unimaginative', 'imaginative')",-2.2971516,-2.632119,-1.3830446,-1.7512819,0.3682373
73,0.44579265,0.82094127,"('helpless', 'self-reliant')",-3.0555758,-2.8050635,-1.3048916,-0.9920611,-0.3128305
68,-0.40805295,-0.024039002,"('dependent', 'independent')",-0.81317663,-0.6855822,-0.6106148,-0.3548106,-0.2558042
37,-0.36880293,-0.2015526,"('fake', 'genuine')",0.43304843,0.585162,0.0321227,0.1918047,-0.159682
3,-0.32865047,-0.220359,"('repellent', 'pleasant')",0.56437385,0.51305526,0.1178617,0.1463481,-0.0284864
21,0.32341588,-0.07766422,"('immoral', 'moral')",0.074735366,-0.4861513,0.1990756,-0.2819078,0.4809834
55,0.31834325,0.4085392,"('incompetent', 'clever')",0.83061516,0.33705652,0.5744792,0.3727978,0.2016814
41,0.3058389,-0.26069567,"('unforgiving', 'forgiving')",0.005824685,-0.4429437,0.1558318,-0.3518197,0.5076515
20,-0.29538703,-0.16045919,"('rough', 'thoughtful')",1.2014813,1.0511141,0.4530472,0.4453275,0.0077197
33,-0.2923762,-0.52690107,"('wrong', 'right')",-0.8594158,-0.77995515,-0.575896,-0.6534281,0.0775321
39,0.2904176,0.2637526,"('exploitative', 'cooperative')",0.17327663,0.16973066,0.2318471,0.2167416,0.0151055
30,0.27895588,0.70577157,"('intolerant', 'tolerant')",1.4031446,1.3665416,0.8410503,1.0361567,-0.1951064
32,0.2747575,-0.30099863,"('unkind', 'kind')",0.94379675,0.6174016,0.6092771,0.1582015,0.4510756
78,-0.2644788,-0.37401092,"('nonresilient', 'resilient')",0.5117393,0.3363586,0.1236303,-0.0188262,0.1424565
16,-0.26121294,-0.22577763,"('unpopular', 'popular')",0.17914852,0.13286781,-0.0410322,-0.0464549,0.0054227
47,0.26033178,0.34577972,"('stupid', 'smart')",5.4786897,5.8215923,2.8695107,3.0836861,-0.2141754
52,-0.25904274,-0.3143593,"('irrational', 'rational')",-0.3426346,-0.13777335,-0.3008386,-0.2260663,-0.0747723
75,-0.22395487,-0.21858941,"('meek', 'impulsive')",-0.60527337,-0.40926427,-0.4146141,-0.3139268,-0.1006873
54,-0.21590614,-0.50986785,"('incapable', 'capable')",1.2644948,1.4346781,0.5242943,0.4624051,0.0618892
4,0.21415347,0.13888322,"('disliked', 'liked')",-7.003491,-7.1747665,-3.3946688,-3.5179417,0.1232729
45,0.2103019,-0.041412927,"('incompetent', 'competent')",0.23842247,-0.06892833,0.2243622,-0.0551706,0.2795328
81,0.20670368,0.50217265,"('submissive', 'aggressive')",-0.18593687,-0.40654373,0.0103834,0.0478145,-0.0374311
46,-0.2060466,-0.3769,"('uncompetitive', 'competitive')",-0.12362815,-0.6142765,-0.1648374,-0.4955882,0.3307508
35,-0.20542525,-0.5254437,"('corrupt', 'incorrupt')",-0.5523328,-0.5027883,-0.378879,-0.514116,0.135237
67,-0.18844563,-0.027440943,"('doubtful', 'determined')",-0.3533577,-0.3998161,-0.2709017,-0.2136285,-0.0572732
64,0.16636638,-0.064377755,"('shy', 'confident')",-6.561043,-7.0492435,-3.1973381,-3.5568106,0.3594725
26,-0.14897582,-0.692633,"('hardhearted', 'benevolent')",1.4927754,1.280005,0.6718998,0.293686,0.3782138
40,-0.1377393,-0.16526727,"('stingy', 'generous')",-2.0246723,-2.1109703,-1.0812058,-1.1381187,0.0569129
12,-0.118744075,-0.44077957,"('unsupportive', 'supportive')",-1.8300843,-2.0316188,-0.9744142,-1.2361991,0.2617849
51,-0.11478852,-0.2510749,"('uneducated', 'educated')",0.5799632,0.4415263,0.2325873,0.0952257,0.1373616
25,-0.10342884,-0.36356923,"('egoistic', 'altruistic')",1.3524876,1.3984725,0.6245294,0.5174516,0.1070778
7,-0.10307876,-0.30021197,"('insensitive', 'sensitive')",0.8309195,0.7408107,0.3639204,0.2202994,0.143621
83,-0.07879667,-0.08953592,"('powerless', 'powerful')",-0.63687754,-0.6528986,-0.3578371,-0.3712173,0.0133802
15,-0.07625779,-0.37097678,"('boring', 'funny')",0.7251861,0.56935084,0.3244642,0.099187,0.2252772
27,-0.044463955,-0.19089293,"('hardhearted', 'softhearted')",1.0126606,1.0692067,0.4840983,0.4391569,0.0449414
24,-0.04135455,-0.45616934,"('dishonest', 'honest')",0.30552998,0.30359903,0.1320877,-0.0762852,0.2083729
43,-0.036430568,-0.34685868,"('irresponsible', 'responsible')",0.8345573,0.62449515,0.3990633,0.1388182,0.2602451
88,0.030623011,-0.2040617,"('low', 'eminent')",0.54275054,0.2848441,0.2866868,0.0403912,0.2462956
85,-0.029694272,-0.5505346,"('insignificant', 'prestigious')",-0.32026723,-0.21973276,-0.1749807,-0.3851337,0.210153
74,0.020503327,-0.45600724,"('undedicated', 'dedicated')",0.22241266,-0.08495072,0.121458,-0.270479,0.391937
56,-0.019798601,-0.22842945,"('impractical', 'practical')",0.09949666,-0.13814759,0.039849,-0.1832885,0.2231375
49,-0.01870707,0.48817864,"('unable', 'able')",-0.094667286,0.16715445,-0.0566872,0.3276666,-0.3843538
69,-0.017346092,-0.40995425,"('lazy', 'industrious')",-0.9285383,-1.0038792,-0.4729422,-0.7069167,0.2339745
60,0.0060664,0.16150858,"('inefficient', 'efficient')",0.38982612,0.26683283,0.1979463,0.2141707,-0.0162244
