,express_male,express_female,tuple,scripts_male,scripts_female,holding_male,holding_female,co_male,co_female,average_male,average_female,male-female
24,1.4934597,1.437384,"('dishonest', 'honest')",0.61253524,0.64705735,-0.34828418,-0.32924664,0.9928991,1.0370446,0.6876525,0.6980599,-0.0104074
50,-1.4268502,-1.2291695,"('clumsy', 'skillful')",-1.4560931,-1.0822366,-0.76415014,-0.27510548,-0.34661302,-0.20175639,-0.9984266,-0.697067,-0.3013596
69,-1.4085729,-0.94954926,"('lazy', 'industrious')",-0.59916323,-0.5307741,-0.45756465,-0.35247126,-0.98777974,-1.0643371,-0.8632702,-0.7242829,-0.1389873
55,1.4081762,0.73284733,"('incompetent', 'clever')",0.9037164,1.0044614,0.70696294,0.5003491,0.16861309,0.47787547,0.7968672,0.6788833,0.1179839
30,1.3621582,1.3870922,"('intolerant', 'tolerant')",1.0067068,1.3079166,0.42620474,0.8154584,0.39030698,0.8428697,0.7963442,1.0883342,-0.29199
15,1.3524754,1.2158768,"('boring', 'funny')",2.4636412,2.269548,0.3230805,0.26613542,0.6824931,0.67769563,1.2054225,1.107314,0.0981085
39,1.320442,1.3435541,"('exploitative', 'cooperative')",0.2762607,0.2870401,0.102335066,0.37419632,0.6157926,0.9074956,0.5787076,0.7280716,-0.149364
6,-1.3190105,-0.88499683,"('distant', 'open')",-0.91927993,-0.82385105,-1.0895939,-1.1273545,-0.17898908,-0.47351477,-0.8767183,-0.8274293,-0.049289
80,1.3056154,0.543466,"('dominated', 'dominating')",0.4815511,0.25456348,1.2793,0.9928361,-0.5768609,-0.37170506,0.6224014,0.3547901,0.2676113
57,1.2882596,0.40235686,"('unimaginative', 'imaginative')",1.864726,1.4723934,0.85536385,0.15397635,-2.796848,-2.910352,0.3028753,-0.2204064,0.5232817
26,1.2593112,1.103285,"('hardhearted', 'benevolent')",0.9328898,0.87836087,2.9284587,2.9202583,1.8343648,1.8296243,1.7387562,1.6828821,0.0558741
23,1.2547299,1.0105212,"('insincere', 'sincere')",1.4075228,1.4875637,0.043677155,-0.017871328,6.0643983,6.0491242,2.1925821,2.1323345,0.0602476
5,-1.2123449,-0.76337403,"('distant', 'outgoing')",-0.5425202,-0.5178656,-1.2817491,-1.2569356,-0.4596663,-0.6982513,-0.8740702,-0.8091066,-0.0649636
29,-1.2026533,-1.2113487,"('unfair', 'fair')",-0.4596959,-0.69936705,-0.9634808,-1.3746996,-0.85383356,-1.0980428,-0.8699158,-1.0958645,0.2259487
78,-1.1909335,-1.3640462,"('nonresilient', 'resilient')",-0.53201145,-0.68109846,-0.34631068,-0.7955672,-0.4815679,-0.5074549,-0.6377059,-0.8370417,0.1993358
14,1.1849217,0.87688285,"('antisocial', 'social')",1.1081493,1.0021425,2.3822145,2.135602,0.21951719,0.31870222,1.2237006,1.0833324,0.1403682
22,1.1302483,0.75229424,"('untrustworthy', 'trustworthy')",1.0830283,0.909005,0.595787,0.29581654,-0.3689227,-0.35788238,0.6100352,0.3998083,0.2102269
36,-1.1138619,-0.76423216,"('hostile', 'amicable')",-0.88175,-1.0254068,-0.8865105,-1.0628842,-0.12690708,-0.33483228,-0.7522574,-0.7968389,0.0445815
7,1.0835036,0.6012386,"('insensitive', 'sensitive')",0.14084673,0.076099575,0.24143517,-0.15477678,0.5578357,0.33249757,0.5059053,0.2137648,0.2921405
53,-1.0785732,-1.1279069,"('uncreative', 'creative')",0.62808967,0.58600146,-0.18589614,-0.29385182,0.40885323,0.34270516,-0.0568816,-0.123263,0.0663814
4,-1.0550971,-1.2544122,"('disliked', 'liked')",-0.6755512,-0.8468683,0.58941644,0.0981791,-6.679394,-6.6900935,-1.9551563,-2.1732988,0.2181425
72,1.0539143,0.8884157,"('unambitious', 'ambitious')",0.34118158,0.23842429,0.14409286,0.19133452,-0.3504519,-0.4094503,0.2971842,0.227181,0.0700032
68,-1.0519342,-0.86463255,"('dependent', 'independent')",-1.4414206,-1.003592,-1.86729,-1.4898188,-1.6277599,-1.542857,-1.4971012,-1.2252251,-0.2718761
76,1.0450242,0.8781115,"('anxious', 'daring')",0.8430316,0.9678307,0.15510282,0.44702625,-0.117456436,0.019924074,0.4814255,0.5782232,-0.0967977
86,1.0245794,0.68975496,"('uninfluential', 'influential')",0.78115755,0.7908482,0.18499404,0.0042490847,-0.33356607,-0.2393261,0.4142912,0.3113815,0.1029097
65,0.96661246,0.80041814,"('insecure', 'secure')",0.5246698,0.5693452,1.3254164,1.1789939,0.31929877,0.66237855,0.7839993,0.802784,-0.0187847
10,0.95176846,0.5434241,"('unsympathetic', 'sympathetic')",0.3152184,0.60443383,-0.2082096,-0.32351288,-0.15612355,-0.05949241,0.2256634,0.1912131,0.0344503
19,-0.94444543,-0.49264926,"('inhospitable', 'hospitable')",-0.67825186,-0.32432145,-1.4532577,-1.1259794,-0.29943612,-0.26242533,-0.8438478,-0.5513439,-0.2925039
43,0.9297605,0.73391455,"('irresponsible', 'responsible')",0.4195926,0.42213234,-0.20558158,-0.2374573,0.5208827,0.7156928,0.4161636,0.4085706,0.007593
74,0.82216823,0.61374736,"('undedicated', 'dedicated')",0.50701356,0.6400918,0.91050076,0.81667393,0.08490756,0.23038384,0.5811476,0.5752242,0.0059234
11,0.8207645,0.44504264,"('unhelpful', 'helpful')",1.272279,1.2280273,0.0070560947,-0.06514416,1.9364825,2.2023003,1.0091455,0.9525565,0.056589
79,-0.7899552,-0.6101366,"('wavering', 'unwavering')",-0.8511541,-0.8947805,-1.3062385,-1.3202757,-0.3888229,-0.68356717,-0.8340427,-0.87719,0.0431473
75,-0.73223335,-0.7644838,"('meek', 'impulsive')",0.3473691,0.07627755,-0.46258223,-0.51229167,-0.2788426,-0.54565626,-0.2815723,-0.4365385,0.1549662
34,-0.66502476,-0.4230107,"('mean', 'honorable')",-0.026964266,0.30441093,-0.51997674,-0.090494044,5.3807955,5.4679527,1.0422075,1.3147147,-0.2725072
64,-0.6619293,-0.63665855,"('shy', 'confident')",-0.64345783,-0.67374635,0.10567624,0.09834935,-6.4981213,-6.1285877,-1.924458,-1.8351609,-0.0892971
51,0.62855506,0.46193448,"('uneducated', 'educated')",-0.46991798,-0.094140515,0.22238979,0.42780527,0.027608657,0.4771588,0.1021589,0.3181895,-0.2160306
54,-0.62597597,-0.46837148,"('incapable', 'capable')",-0.015701039,0.082066044,-0.38642395,0.025678735,0.94690377,0.9366653,-0.0202993,0.1440096,-0.1643089
18,-0.62015337,0.044619974,"('disagreeable', 'welcoming')",-0.9447988,-0.5569444,-0.02011574,0.46662557,-0.72168195,-0.6774037,-0.5766875,-0.1807756,-0.3959119
58,0.61673224,0.09456184,"('undiscriminating', 'discriminating')",1.2306876,0.8566278,1.1956648,0.5579835,0.43537664,0.112872936,0.8696153,0.4055115,0.4641038
66,-0.5904458,-0.8326839,"('inactive', 'active')",-1.4207175,-1.3617842,0.20488238,-0.11160323,0.81689835,0.554549,-0.2473456,-0.4378806,0.190535
63,0.55917186,0.13540304,"('unperceptive', 'insightful')",0.7346427,0.7309364,0.8737608,0.6686252,0.27822483,0.41357702,0.6114501,0.4871354,0.1243147
67,0.54307127,1.0099198,"('doubtful', 'determined')",-0.14606424,0.28138292,0.17525184,0.7687553,-0.62663144,-0.25327104,-0.0135931,0.4516968,-0.4652899
1,-0.53129286,-0.4597115,"('unfriendly', 'friendly')",0.74690056,0.5423332,0.7674845,0.3798416,1.7665576,1.5784131,0.6874124,0.5102191,0.1771933
44,-0.5233255,-0.3025689,"('prejudiced', 'unprejudiced')",-1.0009792,-1.0053859,-0.5116126,-0.29511774,-1.3084413,-1.1203997,-0.8360896,-0.680868,-0.1552216
38,-0.5107461,-0.39423513,"('untruthful', 'truthful')",0.29075715,0.42833412,-0.6875283,-0.5691017,-0.18391328,-0.069299445,-0.2728576,-0.1510755,-0.1217821
49,-0.5105985,-0.5213281,"('unable', 'able')",-0.7892077,-0.5416629,-0.712291,-0.45628878,-0.41235748,-0.1428426,-0.6061137,-0.4155306,-0.1905831
77,-0.4857991,-0.56118643,"('unmotivated', 'motivated')",0.46036252,0.3366994,-0.737441,-0.952043,-1.2410543,-1.149045,-0.500983,-0.5813937,0.0804107
42,0.48235852,0.32241273,"('unreliable', 'reliable')",0.40830344,0.56284744,0.71526176,0.78806996,-2.9031997,-2.6767087,-0.324319,-0.2508447,-0.0734743
27,-0.46131966,-0.35351095,"('hardhearted', 'softhearted')",0.10358454,0.12552264,-0.1243919,-0.48838598,1.1133398,0.8652436,0.1578032,0.0372173,0.1205859
25,-0.45791543,-0.16417946,"('egoistic', 'altruistic')",0.29755425,0.25349227,0.3041665,0.48904604,1.5743935,1.6058352,0.4295497,0.5460485,-0.1164988
2,0.44177532,0.7952418,"('unlikable', 'likable')",0.06851112,0.4135141,1.2969854,1.7938857,0.72907203,1.1001445,0.634086,1.0256965,-0.3916105
17,-0.4199906,-0.3744379,"('nasty', 'nice')",-0.4226425,-0.39454454,-0.74587435,-0.83468276,-0.16446471,-0.12208234,-0.438243,-0.4314369,-0.0068061
48,0.41853392,0.015590252,"('unintelligent', 'intelligent')",0.4099949,0.46523052,-1.0665697,-0.88573545,-0.6784038,-0.49079943,-0.2291112,-0.2239285,-0.0051827
12,0.3756581,0.069667235,"('unsupportive', 'supportive')",0.77860945,0.80592597,0.3340845,0.052553475,-2.0325563,-2.0240166,-0.1360511,-0.2739675,0.1379164
87,0.35409874,0.04167857,"('unsuccessful', 'successful')",0.65419555,0.49566376,1.142631,0.82918465,0.68709195,0.823633,0.7095044,0.54754,0.1619644
82,0.34242728,0.20840731,"('poor', 'rich')",0.055425942,0.3377894,0.86007464,1.04773,6.579529,6.501236,1.9593642,2.0237906,-0.0644264
0,0.32917532,0.067569196,"('unsociable', 'sociable')",0.73247576,0.8284928,0.38902378,0.05221893,-0.11367601,0.06482783,0.3342497,0.2532772,0.0809725
41,0.2705654,0.24674265,"('unforgiving', 'forgiving')",0.6703712,0.6595187,1.11955,0.89838874,0.38207182,0.48389596,0.6106396,0.5721365,0.0385031
32,-0.2415201,-0.20422366,"('unkind', 'kind')",0.030047948,0.36569655,0.49542943,0.76784843,1.1430312,1.3507532,0.3567471,0.5700186,-0.2132715
20,-0.23468159,-0.56666726,"('rough', 'thoughtful')",-0.53227615,-0.6982817,-0.33331522,-0.39180264,0.063308045,0.17267595,-0.2592413,-0.3710189,0.1117776
61,-0.22064033,-0.3160559,"('illogical', 'logical')",0.83934057,0.808253,0.069671854,-0.27596825,-0.15787265,-0.10768339,0.1326249,0.0271364,0.1054885
40,0.19310318,-0.004118597,"('stingy', 'generous')",-0.28049618,-0.39354795,0.40315711,0.017237205,-2.004032,-2.1646185,-0.4220669,-0.6362619,0.214195
37,0.17676729,0.067213014,"('fake', 'genuine')",0.042522326,0.16961133,-0.96446896,-0.9846,0.2447548,0.24504246,-0.1251061,-0.1256833,0.0005772
21,0.14363816,0.24070235,"('immoral', 'moral')",1.2900703,1.7024984,-0.4659766,-0.07777323,-1.0523969,-0.6095853,-0.0211663,0.3139606,-0.3351269
84,-0.12077315,-0.057516698,"('inferior', 'superior')",-0.70232403,-0.7067466,-0.07100898,-0.031217422,0.12866691,0.1826723,-0.1913598,-0.1532021,-0.0381577
9,0.11334476,0.03452546,"('unaffectionate', 'caring')",1.038614,0.90190554,0.94541264,0.6122495,1.4550416,1.221269,0.8881033,0.6924874,0.1956159
28,-0.103439204,-0.4261604,"('disloyal', 'loyal')",0.002222281,-0.16311906,0.120632745,-0.21093723,0.9850336,1.0199366,0.2511123,0.05493,0.1961823
88,0.08447605,0.13832317,"('low', 'eminent')",0.34426263,0.595924,0.27876806,0.6717934,-0.51301074,-0.17407666,0.048624,0.307991,-0.259367
47,0.0711169,-0.007595077,"('stupid', 'smart')",0.68090916,1.0391344,1.1569376,1.3940704,5.5648565,5.6148767,1.8684551,2.0101216,-0.1416665
73,-0.06244008,0.15488605,"('helpless', 'self-reliant')",0.20165695,0.22035891,-0.88020575,-0.754973,-3.220171,-3.253674,-0.9902899,-0.9083505,-0.0819394
3,0.05153603,-0.3388658,"('repellent', 'pleasant')",0.20678999,0.22293672,-0.0840039,-0.13340396,0.73832005,0.7307797,0.2281605,0.1203617,0.1077988
71,-0.038767047,-0.20500757,"('diffident', 'self-confident')",0.51374716,0.32823193,-0.06677729,-0.8875357,0.41827992,0.02695011,0.2066207,-0.1843403,0.390961
83,0.03179183,-0.015564747,"('powerless', 'powerful')",0.10285116,0.10193204,-0.052283183,-0.140021,-1.3916337,-1.1474996,-0.3273185,-0.3002883,-0.0270302
33,0.010761071,0.22485203,"('wrong', 'right')",0.7768556,0.6869752,0.39252946,0.5104677,-0.6037844,-0.62648875,0.1440904,0.1989515,-0.0548611
8,0.0064564124,0.16059577,"('unaffectionate', 'affectionate')",-0.1512603,-0.06314047,0.662157,0.5575688,1.1331661,0.9478094,0.4126298,0.4007084,0.0119214
