,boston_male,boston_female,tuple,properties_male,properties_female,inc_male,inc_female,average_male,average_female,male-female
43,0.7819624,0.7634172,"('irresponsible', 'responsible')",0.4763226,0.4692936,0.7969325,0.55769116,0.6850725,0.5968006,0.0882719
63,0.77435094,0.82436466,"('unperceptive', 'insightful')",1.434934,1.5702802,1.569094,1.53074,1.2594597,1.3084616,-0.0490019
62,0.77230656,0.8596896,"('incompetent', 'brilliant')",0.3243463,0.44833556,0.35452887,0.2698087,0.4837273,0.5259446,-0.0422173
36,-0.7624624,-0.55322266,"('hostile', 'amicable')",-0.9899684,-0.8071222,-0.16563904,-0.061932527,-0.6393566,-0.4740925,-0.1652641
65,0.7417317,0.54594976,"('insecure', 'secure')",-0.37092033,-0.5331741,0.22559375,-0.050992094,0.1988017,-0.0127388,0.2115405
87,0.7100864,0.57230306,"('unsuccessful', 'successful')",1.0828232,0.962502,0.95338017,0.87558514,0.9154299,0.8034634,0.1119665
10,0.6821901,1.1918124,"('unsympathetic', 'sympathetic')",-0.24973148,-0.041577794,0.22298679,0.2105872,0.2184818,0.4536072,-0.2351254
9,0.6768591,1.0270141,"('unaffectionate', 'caring')",0.7768268,1.0858954,0.67016494,0.8920348,0.7079503,1.0016481,-0.2936978
69,-0.67290187,-0.777876,"('lazy', 'industrious')",0.57072353,0.71866226,-0.8081955,-0.5911678,-0.3034579,-0.2167939,-0.086664
84,0.669706,0.5554785,"('inferior', 'superior')",-0.75894046,-0.8000057,0.870612,0.84262645,0.2604592,0.1993664,0.0610928
66,0.64691705,0.842337,"('inactive', 'active')",0.39036423,0.6161213,1.2654208,1.3560674,0.7675673,0.9381752,-0.1706079
32,0.61445266,0.70813143,"('unkind', 'kind')",-0.049303133,0.08540636,1.0517154,1.1022803,0.538955,0.6319393,-0.0929843
44,-0.5943973,-1.1196902,"('prejudiced', 'unprejudiced')",-0.53391707,-0.6567122,-1.1780232,-1.2361773,-0.7687792,-1.0041932,0.235414
8,-0.59305555,-0.21718793,"('unaffectionate', 'affectionate')",-0.27193356,-0.02361539,-0.06654994,0.1741597,-0.310513,-0.0222145,-0.2882985
35,0.5910256,0.5200406,"('corrupt', 'incorrupt')",-1.575641,-1.4161736,-0.70994455,-0.5002199,-0.5648534,-0.465451,-0.0994024
11,0.5892419,0.25534192,"('unhelpful', 'helpful')",0.52258605,0.49366304,2.77362,2.5823898,1.2951493,1.1104649,0.1846844
57,-0.57146376,-0.35792783,"('unimaginative', 'imaginative')",0.3169815,0.30979234,-2.3940363,-2.3686767,-0.8828395,-0.8056041,-0.0772354
51,0.5624953,0.43196124,"('uneducated', 'educated')",-0.07090819,-0.25060922,0.54585963,0.2391443,0.3458156,0.1401654,0.2056502
52,-0.56045586,-0.33120006,"('irrational', 'rational')",-0.2507024,-0.10241282,-0.4701286,-0.3684483,-0.4270957,-0.2673537,-0.159742
26,0.5541459,0.8830724,"('hardhearted', 'benevolent')",0.67029214,0.8985881,1.1169664,1.285536,0.7804681,1.0223989,-0.2419308
29,-0.5476433,-0.3557004,"('unfair', 'fair')",-0.18492542,-0.11947623,-0.4545945,-0.5175345,-0.3957211,-0.3309037,-0.0648174
80,0.5103059,0.2604262,"('dominated', 'dominating')",-0.41544405,-0.41480398,-0.7887267,-0.8285122,-0.2312883,-0.32763,0.0963417
7,0.49493206,0.4835203,"('insensitive', 'sensitive')",0.8425281,1.0952957,0.8084442,0.7154277,0.7153014,0.7647479,-0.0494465
28,0.48101434,0.5776834,"('disloyal', 'loyal')",0.017153293,0.14043805,1.1048486,1.0354389,0.5343388,0.5845201,-0.0501813
77,-0.46588123,-0.5327715,"('unmotivated', 'motivated')",0.873667,0.79047287,-0.84515774,-1.0273526,-0.1457907,-0.2565504,0.1107597
75,-0.4431837,-0.3039977,"('meek', 'impulsive')",0.15910557,0.17716041,-0.3187521,-0.3269914,-0.2009434,-0.1512762,-0.0496672
18,0.429685,0.6247431,"('disagreeable', 'welcoming')",-0.6323974,-0.44863594,-0.5943356,-0.4636081,-0.2656827,-0.0958336,-0.1698491
21,0.34929597,0.23351738,"('immoral', 'moral')",0.7270378,0.7174398,-0.5319641,-0.63925606,0.1814565,0.1039004,0.0775561
19,-0.34303096,-0.12578908,"('inhospitable', 'hospitable')",-0.83305115,-0.6028101,-0.40372595,-0.19789347,-0.5266027,-0.3088309,-0.2177718
14,0.33017683,0.126793,"('antisocial', 'social')",1.1632749,0.9835429,-0.6793969,-0.86689574,0.2713516,0.0811467,0.1902049
33,0.32089043,0.416433,"('wrong', 'right')",0.23548076,0.3922316,-0.8213388,-0.82355875,-0.0883225,-0.0049647,-0.0833578
15,-0.30860507,-0.43747824,"('boring', 'funny')",-0.1146422,-0.0979737,0.27476346,0.3141528,-0.0494946,-0.0737664,0.0242718
3,-0.30574098,-0.18593067,"('repellent', 'pleasant')",-0.092961945,-0.12288007,0.17420518,0.17340909,-0.0748326,-0.0451339,-0.0296987
64,0.27664995,0.23423886,"('shy', 'confident')",0.7717673,0.69389063,-6.2607555,-6.114249,-1.7374461,-1.7287065,-0.0087396
17,0.25769415,0.44305217,"('nasty', 'nice')",0.050325707,0.19470215,-0.58263874,-0.52386993,-0.0915396,0.0379615,-0.1295011
54,0.25586304,0.23909566,"('incapable', 'capable')",0.16998148,0.2878161,1.0499496,1.0059383,0.4919314,0.51095,-0.0190186
5,-0.25567245,-0.047229193,"('distant', 'outgoing')",-0.04992306,0.10539164,-0.3391861,-0.024649644,-0.2149272,0.0111709,-0.2260981
1,0.25268763,0.5746335,"('unfriendly', 'friendly')",-0.03333953,0.23575266,1.4494914,1.5747157,0.5562798,0.7950339,-0.2387541
68,0.25226998,0.049595073,"('dependent', 'independent')",-1.4556575,-1.5756983,-0.38169852,-0.49516192,-0.528362,-0.673755,0.145393
6,-0.24019319,0.16501205,"('distant', 'open')",-0.68661827,-0.43712652,0.20559393,0.5906965,-0.2404058,0.106194,-0.3465998
25,0.23756468,0.35401353,"('egoistic', 'altruistic')",0.07162209,0.27678484,1.1139876,1.2442844,0.4743915,0.6250276,-0.1506361
55,0.22655345,0.33526358,"('incompetent', 'clever')",-0.36158773,-0.39087927,0.06265812,-0.106830895,-0.0241254,-0.0541489,0.0300235
83,0.20779379,0.21038245,"('powerless', 'powerful')",1.3795606,1.3324289,-0.5500829,-0.6328569,0.3457572,0.3033182,0.042439
86,0.19323687,0.49738988,"('uninfluential', 'influential')",-0.5961996,-0.56366473,-0.086335644,-0.14688118,-0.1630994,-0.071052,-0.0920474
79,-0.19094017,-0.042580828,"('wavering', 'unwavering')",-0.35359877,-0.15136948,0.19095604,0.37161702,-0.117861,0.0592222,-0.1770832
82,0.18638134,-0.036104515,"('poor', 'rich')",0.44935971,0.1705093,6.232852,5.98271,2.2895311,2.0390382,0.2504929
20,0.18408442,0.09745883,"('rough', 'thoughtful')",-0.38239685,-0.36774367,1.0231593,0.9017314,0.274949,0.2104822,0.0644668
0,-0.18117109,-0.14200756,"('unsociable', 'sociable')",-0.068380125,-0.2143752,-0.42473152,-0.6884435,-0.2247609,-0.3482754,0.1235145
34,-0.17798528,-0.2980303,"('mean', 'honorable')",0.94830036,0.8729506,6.678213,6.51768,2.4828428,2.3642001,0.1186427
47,-0.16495977,-0.14382643,"('stupid', 'smart')",0.5818211,0.44187978,5.8783994,5.6436677,2.0984201,1.9805737,0.1178464
50,0.14576831,0.13259977,"('clumsy', 'skillful')",-0.17855823,-0.10943164,0.370736,0.43962038,0.1126487,0.1542628,-0.0416141
59,-0.14296716,0.040934376,"('foolish', 'wise')",0.30346102,0.33028793,0.24587663,0.29114398,0.1354568,0.2207888,-0.085332
2,0.1330584,0.40011337,"('unlikable', 'likable')",0.9449333,1.1281092,0.7289784,0.8970157,0.6023234,0.8084127,-0.2060893
45,0.12752342,0.32927045,"('incompetent', 'competent')",-0.53012913,-0.30291602,-0.15112622,-0.32893273,-0.1845773,-0.1008594,-0.0837179
27,-0.12515485,0.09187681,"('hardhearted', 'softhearted')",-0.024929646,0.28460503,1.376334,1.3458416,0.4087498,0.5741078,-0.165358
46,0.093344994,0.17675929,"('uncompetitive', 'competitive')",0.5972126,0.54764,-0.0055587427,-0.05999255,0.228333,0.2214689,0.0068641
41,0.08790287,0.61196434,"('unforgiving', 'forgiving')",-0.4290713,-0.07191874,-0.19336164,-0.10737412,-0.1781767,0.1442238,-0.3224005
67,-0.062215373,-0.32607135,"('doubtful', 'determined')",0.56885934,0.5016858,0.034709126,-0.17986088,0.180451,-0.0014155,0.1818665
85,0.060080633,0.39419273,"('insignificant', 'prestigious')",1.2411654,1.3353074,-0.024181552,0.1471268,0.4256881,0.6255423,-0.1998542
53,-0.05646255,-0.07619173,"('uncreative', 'creative')",0.89769936,0.8765025,1.2186168,1.1452414,0.6866179,0.6485174,0.0381005
88,0.050487336,0.008039253,"('low', 'eminent')",-0.6402842,-0.689664,0.20213094,0.18274768,-0.129222,-0.1662924,0.0370704
48,-0.043359894,-0.19198631,"('unintelligent', 'intelligent')",-0.25519243,-0.27969575,0.42601636,0.28711545,0.042488,-0.0615222,0.1040102
37,-0.03767085,-0.19184518,"('fake', 'genuine')",-0.08803129,0.040933758,0.5290549,0.5650657,0.1344509,0.1380514,-0.0036005
