,pnc_male,pnc_female,tuple,financial_male,financial_female,services_male,services_female,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
56,0.6098027,0.9456263,"('impractical', 'practical')",0.40731686,0.7464185,1.1988206,1.3418119,1.3189077,1.6623588,-0.21235804,-0.07107742,0.664498,0.9250277,-0.2605297
18,-0.60756296,-0.48800805,"('disagreeable', 'welcoming')",-0.111213714,-0.14864218,0.4923924,0.34377876,-1.2667118,-1.1725014,-0.1392172,-0.14754538,-0.3264627,-0.3225837,-0.003879
74,0.5967367,0.6474623,"('undedicated', 'dedicated')",0.6660056,0.76392347,1.2983994,1.3159373,0.683593,0.7597925,0.7825187,0.769579,0.8054507,0.851339,-0.0458883
51,0.5920471,0.29711503,"('uneducated', 'educated')",-0.1926912,-0.28516483,1.9227945,1.8176637,0.4278596,0.25621742,1.1480011,0.93282855,0.7796021,0.603732,0.1758701
6,-0.58004856,-0.70319664,"('distant', 'open')",0.54088753,0.54719585,-2.1795835,-2.2344837,-0.96768653,-1.0952753,0.1644647,0.12839937,-0.6043932,-0.6714721,0.0670789
32,0.5776197,0.5431367,"('unkind', 'kind')",0.2692681,0.30489853,1.2648576,1.3114568,1.4345781,1.4695253,1.6781193,1.7778317,1.0448885,1.0813698,-0.0364813
12,0.5737899,0.62941295,"('unsupportive', 'supportive')",1.1881858,1.2201387,1.7641826,1.7527349,-0.3543859,-0.22348896,-1.0272118,-1.0781851,0.4289122,0.4601225,-0.0312103
81,0.562188,0.55368555,"('submissive', 'aggressive')",0.6203252,0.6253483,1.8298888,1.8256087,0.7557803,0.81903285,-0.7134264,-0.7354492,0.6109512,0.6176453,-0.0066941
20,-0.55667526,-0.8293409,"('rough', 'thoughtful')",0.027300425,-0.03644462,0.04179143,0.028106092,-0.010667384,-0.122747906,0.97567415,0.90056443,0.0954847,-0.0119726,0.1074573
0,-0.54345906,-0.7613777,"('unsociable', 'sociable')",-0.5438103,-0.6197931,1.3507588,1.238027,-0.09935547,-0.17112122,-0.17450953,-0.3498094,-0.0020751,-0.1328149,0.1307398
70,0.5257241,0.66271335,"('lethargic', 'energetic')",0.039648704,0.16887139,2.4011276,2.4290366,1.570198,1.6102575,1.4833281,1.4884939,1.2040052,1.2718745,-0.0678693
63,0.5063361,0.5731534,"('unperceptive', 'insightful')",0.94497114,0.98130214,3.0400603,3.0864449,0.66067,0.6736351,1.4769093,1.4587727,1.3257893,1.3546617,-0.0288724
49,-0.5054048,-0.44928652,"('unable', 'able')",-1.2978797,-1.1925664,0.3005989,0.2749771,-0.638492,-0.4889578,-0.44580492,-0.43626282,-0.5173965,-0.4584193,-0.0589772
21,0.49896002,0.34660575,"('immoral', 'moral')",0.6891877,0.5883141,2.0585034,2.0160449,1.4562534,1.407773,-0.47708178,-0.54044944,0.8451646,0.7636577,0.0815069
52,-0.49263924,-0.5398259,"('irrational', 'rational')",1.3601967,1.1682556,-0.30922493,-0.34933883,-0.8779154,-0.90658396,-0.2996808,-0.3057233,-0.1238527,-0.1866433,0.0627906
53,-0.47693282,-0.48345706,"('uncreative', 'creative')",1.2630835,1.3011247,0.30149668,0.20622411,-0.21520463,-0.33225292,1.8562531,1.6806445,0.5457392,0.4744566,0.0712826
73,0.47371715,0.6763326,"('helpless', 'self-reliant')",1.471642,1.4523826,-1.3183525,-1.173747,-0.13202715,0.102281354,-3.411664,-3.2481644,-0.5833369,-0.438183,-0.1451539
48,-0.45868963,-0.6790857,"('unintelligent', 'intelligent')",-1.1202807,-1.1518867,-0.74654466,-0.8108197,-1.5862672,-1.639087,0.62292075,0.5786216,-0.6577723,-0.7404515,0.0826792
9,-0.44976652,-0.59319854,"('unaffectionate', 'caring')",1.4862617,1.4383239,0.47527915,0.3840581,-0.5616413,-0.6836154,1.5111753,1.5325826,0.4922616,0.4156301,0.0766315
36,-0.43584836,-0.56996685,"('hostile', 'amicable')",1.2564546,1.0309103,-1.7997085,-1.7710372,-0.92672145,-1.1410158,-0.025839865,-0.09626183,-0.3863327,-0.5094743,0.1231416
86,-0.43366015,-0.7218025,"('uninfluential', 'influential')",-0.6644007,-0.7001333,0.9602022,0.82053006,-0.94501567,-0.99958456,0.35038656,0.06772218,-0.1464975,-0.3066536,0.1601561
76,0.42174226,0.60066557,"('anxious', 'daring')",-0.38837808,-0.26842433,1.8993086,1.9064147,1.3050108,1.4580656,0.5040512,0.6148086,0.7483469,0.862306,-0.1139591
59,-0.41708443,-0.17665713,"('foolish', 'wise')",1.3128406,1.1658492,-1.1639001,-1.0997063,-0.4162115,-0.3431291,-0.15646358,-0.026115173,-0.1681638,-0.0959517,-0.0722121
11,0.4110664,0.6034692,"('unhelpful', 'helpful')",0.05725421,0.18937886,2.5172114,2.5455415,0.11076982,0.3306937,2.337714,2.490647,1.0868032,1.2319461,-0.1451429
38,-0.4016784,-0.2823088,"('untruthful', 'truthful')",0.8956506,1.0236506,0.33814424,0.502551,-0.5554955,-0.36919633,0.024481248,0.14545715,0.0602204,0.2040308,-0.1438104
28,-0.37209114,-0.512058,"('disloyal', 'loyal')",0.5246276,0.51242733,0.6504149,0.6385939,-0.7906736,-0.78729564,1.6958464,1.6699152,0.3416248,0.3043166,0.0373082
5,-0.3699776,-0.39041787,"('distant', 'outgoing')",0.9993486,1.0763875,-1.98407,-1.9644134,-1.0613756,-1.049147,-0.6544676,-0.67602,-0.6141084,-0.6007222,-0.0133862
57,-0.36949405,-0.3658268,"('unimaginative', 'imaginative')",-0.07342924,-0.049380697,-0.124677524,-0.088363245,-0.14593676,-0.072905436,-1.7463212,-1.8898084,-0.4919718,-0.4932569,0.0012851
7,0.36664295,0.31614447,"('insensitive', 'sensitive')",0.3602712,0.4203667,0.8747681,0.8729161,0.9318072,0.8854569,1.3157581,1.2711526,0.7698495,0.7532073,0.0166422
33,0.3470408,0.2908433,"('wrong', 'right')",1.9979475,1.875953,-0.5409733,-0.58732545,-0.04219102,-0.09754351,-1.0997337,-1.1532236,0.1324181,0.0657407,0.0666774
61,0.34381127,0.23514272,"('illogical', 'logical')",1.502702,1.6016697,1.545263,1.5437311,0.60847825,0.5842325,0.6971822,0.54951686,0.9394874,0.9028585,0.0366289
75,0.3436026,0.4971309,"('meek', 'impulsive')",-0.036939435,0.12484993,-0.87971354,-0.7255038,-0.18521404,-0.09899901,-0.7375778,-0.6940839,-0.2991684,-0.1793212,-0.1198472
30,0.3377244,0.44855604,"('intolerant', 'tolerant')",0.31105617,0.34336668,1.2587672,1.1857626,0.67338383,0.8899596,0.76631546,0.85328746,0.6694494,0.7441864,-0.074737
10,-0.33767533,-0.57522666,"('unsympathetic', 'sympathetic')",-1.1932493,-1.1533589,1.4794245,1.394475,0.7392176,0.5935681,0.9759259,0.8418435,0.3327287,0.2202602,0.1124685
83,0.33162802,0.23334253,"('powerless', 'powerful')",1.1966054,1.1103673,0.4763819,0.51745814,-0.15764144,-0.055703774,-0.9949113,-1.0013993,0.1704125,0.160813,0.0095995
22,0.3304524,0.3499421,"('untrustworthy', 'trustworthy')",-0.4660924,-0.43151635,0.8903751,0.8435834,0.8786995,0.94265914,-0.8322549,-0.84695804,0.1602359,0.171542,-0.0113061
34,0.30702063,0.293328,"('mean', 'honorable')",0.9204025,1.0115464,1.0997115,1.1358105,0.99009097,0.89423925,5.6406217,5.687153,1.7915695,1.8044153,-0.0128458
88,-0.29382372,-0.2855744,"('low', 'eminent')",-0.22595263,-0.22145577,-0.029849956,0.036828294,-0.4354393,-0.32396406,0.80353975,0.92234755,-0.0363052,0.0256363,-0.0619415
4,-0.28722942,-0.14550655,"('disliked', 'liked')",0.2685648,0.31965414,-1.1907482,-1.0406444,-0.86017805,-0.5771547,-5.614053,-5.6392636,-1.5367287,-1.4165831,-0.1201456
80,0.2677159,0.19678417,"('dominated', 'dominating')",-0.28968948,-0.3110695,2.3709178,2.3206508,1.3078153,1.2668008,-1.0679125,-1.1230674,0.5177694,0.4700198,0.0477496
62,0.26385325,0.5186989,"('incompetent', 'brilliant')",-0.3154133,-0.014542099,2.095121,2.1367834,0.2431708,0.4970717,0.4018258,0.46216932,0.5377115,0.7200363,-0.1823248
71,0.25644058,0.169723,"('diffident', 'self-confident')",1.636135,1.6874855,0.22642636,0.3358984,-0.46587372,-0.4703239,0.40917164,0.41377378,0.4124599,0.4273113,-0.0148514
26,-0.21585816,-0.45292538,"('hardhearted', 'benevolent')",1.9183006,1.7400953,0.23584765,0.1707133,0.053230118,-0.10165415,1.8319646,1.8347977,0.764697,0.6382053,0.1264917
27,0.21213274,-0.17223683,"('hardhearted', 'softhearted')",-0.6245873,-0.76894075,-0.17860802,-0.27394682,0.42522117,0.08098846,1.5030078,1.3178418,0.2674333,0.0367412,0.2306921
85,0.20716703,0.08913855,"('insignificant', 'prestigious')",2.6515846,2.493456,-0.8001176,-0.7821521,-0.67357844,-0.78538305,0.59570163,0.62710637,0.3961515,0.3284331,0.0677184
45,-0.203191,-0.09085122,"('incompetent', 'competent')",-1.0789216,-0.82239425,1.9475651,1.9873946,0.14098865,0.2965433,-0.011313047,0.0019287951,0.1590256,0.2745243,-0.1154987
69,0.18131483,0.051853947,"('lazy', 'industrious')",1.3454195,1.1896099,-0.849328,-0.85950994,-0.037815675,-0.14778161,-1.1935391,-1.2362747,-0.1107897,-0.2004205,0.0896308
50,0.1805892,0.27939808,"('clumsy', 'skillful')",1.0785468,1.031858,1.5007335,1.5340201,0.7063718,0.7493167,0.51133263,0.630683,0.7955148,0.8450552,-0.0495404
23,-0.17767566,-0.066015124,"('insincere', 'sincere')",0.37024403,0.4602695,2.4763577,2.4657564,0.9336377,0.94029766,5.9616294,6.0681977,1.9128386,1.9737013,-0.0608627
19,0.16983932,0.15350458,"('inhospitable', 'hospitable')",-0.025631845,-0.06925426,-1.013467,-1.0114079,-0.78414255,-0.84809625,-0.11087442,-0.12033152,-0.3528553,-0.3791171,0.0262618
13,0.1658133,0.43275434,"('impolite', 'polite')",-0.11268747,0.009125075,1.7140224,1.6376518,0.5831332,0.65851414,0.013896033,-0.03466639,0.4728355,0.5406758,-0.0678403
40,0.1535548,0.0021523405,"('stingy', 'generous')",1.6023856,1.5276798,0.75434875,0.693781,-0.2238932,-0.2950269,-0.94550985,-1.1369096,0.2681772,0.1583354,0.1098418
84,0.15005493,0.1726067,"('inferior', 'superior')",0.3487262,0.47571027,-0.7930855,-0.71182644,0.13223664,0.17224261,0.34067786,0.3098693,0.035722,0.0837205,-0.0479985
58,0.14586014,0.10299967,"('undiscriminating', 'discriminating')",1.4752921,1.3864344,0.42823547,0.374186,0.7758094,0.62940574,0.57812357,0.43792695,0.6806642,0.5861906,0.0944736
44,-0.14362344,0.038367685,"('prejudiced', 'unprejudiced')",-0.6463605,-0.4710942,-0.6417518,-0.46638584,0.79719955,0.89189225,-1.632281,-1.4492563,-0.4533634,-0.2912953,-0.1620681
54,-0.14083955,-0.02322533,"('incapable', 'capable')",0.9462994,1.0018167,0.23815542,0.24136667,0.45931,0.52443075,0.90428877,1.0354638,0.4814428,0.5559705,-0.0745277
41,-0.13702077,-0.14073458,"('unforgiving', 'forgiving')",0.9919831,0.98040074,0.24640706,0.16170618,0.30473864,0.26946402,-0.20282969,-0.27620336,0.2406557,0.1989266,0.0417291
64,0.12447954,0.042453863,"('shy', 'confident')",0.15899643,0.16639437,0.770665,0.7494077,0.47184825,0.5688556,-6.0956173,-6.0920935,-0.9139256,-0.9129964,-0.0009292
14,0.10635143,0.09367472,"('antisocial', 'social')",0.97937393,1.0285536,1.6742215,1.6959399,0.80681324,0.94340086,-0.71434766,-0.7593928,0.5704825,0.6004353,-0.0299528
29,-0.10426937,-0.25566828,"('unfair', 'fair')",-0.4986841,-0.45064887,-0.92515117,-1.0036147,-0.098418474,-0.17715661,-0.375186,-0.5068326,-0.4003418,-0.4787842,0.0784424
15,-0.09449435,-0.03063418,"('boring', 'funny')",0.52861553,0.5625585,-1.6503252,-1.6327902,-0.11217977,0.041399032,-0.39063406,-0.3178972,-0.3438035,-0.2754728,-0.0683307
79,-0.0926798,-0.009786689,"('wavering', 'unwavering')",0.70079535,0.7411192,-0.9726467,-0.85480285,-1.1596998,-1.048215,-0.088649176,-0.05335839,-0.322576,-0.2450088,-0.0775672
46,0.092564344,0.18018186,"('uncompetitive', 'competitive')",0.067832075,0.21695362,3.891425,3.8733935,0.7104107,0.7843299,0.5166855,0.46296716,1.0557835,1.1035652,-0.0477817
77,-0.089654826,-0.2715868,"('unmotivated', 'motivated')",0.17719042,0.115296446,1.1483696,1.0910244,-0.17867884,-0.30414262,-1.0177537,-1.1096022,0.0078945,-0.0958022,0.1036967
3,0.08876036,-0.18963459,"('repellent', 'pleasant')",-0.9814607,-1.0171224,1.5047721,1.4700723,0.74291277,0.6061663,0.8317853,0.63970053,0.437354,0.3018364,0.1355176
55,-0.087702915,-0.19347692,"('incompetent', 'clever')",-1.4745308,-1.3871891,1.7139332,1.6579261,-0.039634004,0.037624635,0.5391612,0.41113096,0.1302454,0.1052031,0.0250423
72,-0.0830351,-0.018742772,"('unambitious', 'ambitious')",0.026845407,0.1546682,-0.92226946,-0.8556477,-0.4553893,-0.34608668,-0.5967488,-0.6206082,-0.4061194,-0.3372834,-0.068836
17,0.07151894,-0.08867973,"('nasty', 'nice')",-0.10619533,-0.2165581,-0.39620852,-0.4640332,-0.63879925,-0.6978586,-0.9141786,-0.9648727,-0.3967726,-0.4864005,0.0896279
47,-0.05588071,0.120705515,"('stupid', 'smart')",1.0171661,1.0726012,1.842777,1.8800955,1.0662291,1.1188025,4.3167,4.5065274,1.6373983,1.7397465,-0.1023482
24,-0.028447174,-0.12555334,"('dishonest', 'honest')",0.2270858,0.40180922,-0.64467007,-0.6361286,0.48863646,0.44084895,1.3626541,1.3831373,0.2810518,0.2928227,-0.0117709
82,-0.025428511,0.2767042,"('poor', 'rich')",-0.73401517,-0.3546987,0.88927746,1.0667354,0.3728794,0.4950588,6.0382338,6.239486,1.3081894,1.5446571,-0.2364677
65,-0.025039494,0.05051042,"('insecure', 'secure')",-0.64513075,-0.5887081,0.61334515,0.6046859,0.8826967,0.9361247,-0.21414569,-0.16652402,0.1223452,0.1672178,-0.0448726
37,0.004278496,0.060345188,"('fake', 'genuine')",-0.36580494,-0.42075315,0.9212704,0.93749094,0.7485431,0.6799212,1.0516944,1.0469266,0.4719963,0.4607862,0.0112101
43,-0.0038001314,0.12572005,"('irresponsible', 'responsible')",0.09627558,0.33185968,0.8038461,0.8567101,0.8181583,0.8990873,1.6353701,1.6636165,0.66997,0.7753987,-0.1054287
