,ppg_male,ppg_female,tuple,industries_male,industries_female,inc_male,inc_female,average_male,average_female,male-female
68,-1.4727867,-1.2438451,"('dependent', 'independent')",-0.9435431,-0.80929404,-0.74279,-0.44934025,-1.0530399,-0.8341599,-0.21888
1,-1.3598135,-0.7898784,"('unfriendly', 'friendly')",-0.7215079,-0.12297194,1.329794,1.8808552,-0.2505091,0.3226683,-0.5731774
48,-1.1768571,-0.9205072,"('unintelligent', 'intelligent')",0.16569518,0.17407374,0.22247767,0.3923443,-0.2628947,-0.1180297,-0.144865
26,-1.17183,-0.7813377,"('hardhearted', 'benevolent')",0.98663485,1.4224527,0.96242076,1.4057108,0.2590752,0.6822753,-0.4232001
8,-1.1379255,-0.45732158,"('unaffectionate', 'affectionate')",-0.93991804,-0.29485786,0.38943297,0.8217796,-0.5628036,0.0232001,-0.5860037
39,1.1126777,1.0745603,"('exploitative', 'cooperative')",-0.3688822,-0.42695758,-0.13193044,-0.054522086,0.203955,0.1976935,0.0062615
10,-1.1034718,-1.2896835,"('unsympathetic', 'sympathetic')",-0.09777665,-0.59642696,-0.064020395,-0.08397908,-0.4217563,-0.6566965,0.2349402
86,-1.0936931,-0.90422183,"('uninfluential', 'influential')",-0.007583298,-0.11426071,-0.12365104,0.003375791,-0.4083091,-0.3383689,-0.0699402
56,1.0735323,1.003286,"('impractical', 'practical')",1.8765486,1.4226922,0.095671095,-0.2293213,1.0152507,0.732219,0.2830317
80,1.0378124,0.61206317,"('dominated', 'dominating')",0.9062684,0.3625459,-0.73658776,-0.8574727,0.4024977,0.0390455,0.3634522
28,-1.0246563,-0.7543143,"('disloyal', 'loyal')",-0.20093153,-0.009458769,0.7357583,0.980736,-0.1632765,0.072321,-0.2355975
36,-1.0084918,-1.2104056,"('hostile', 'amicable')",-1.1673858,-1.0440347,-0.013934364,-0.1683025,-0.7299373,-0.8075809,0.0776436
87,0.99753094,0.7524558,"('unsuccessful', 'successful')",1.2218745,0.9490326,0.5998508,0.6920498,0.9397521,0.7978461,0.141906
6,-0.99554265,-0.5578962,"('distant', 'open')",-1.3239595,-0.82692856,-0.056011103,0.13301222,-0.7918378,-0.4172709,-0.3745669
35,-0.924456,-0.49572265,"('corrupt', 'incorrupt')",-1.3345407,-0.85693216,-0.6101421,-0.4637056,-0.9563796,-0.6054535,-0.3509261
9,-0.8944886,-0.4599864,"('unaffectionate', 'caring')",-0.41873193,-0.076903194,0.8532513,1.2191403,-0.1533231,0.2274169,-0.38074
78,-0.88839006,-1.0015161,"('nonresilient', 'resilient')",0.15353978,0.24719776,0.07712818,0.34228924,-0.2192407,-0.137343,-0.0818977
2,0.8634788,0.74941796,"('unlikable', 'likable')",0.46979377,0.39059857,0.5331134,0.4270139,0.6221286,0.5223435,0.0997851
81,0.8295769,0.09499931,"('submissive', 'aggressive')",2.057417,1.0552973,0.0112192035,-0.45308548,0.966071,0.2324037,0.7336673
77,0.8224533,0.42439568,"('unmotivated', 'motivated')",0.4457038,0.14130665,-0.90070903,-1.2091976,0.1224827,-0.2144984,0.3369811
31,-0.8171493,-0.5001328,"('evil', 'good')",-1.5714575,-1.3465643,-1.2960846,-1.0363564,-1.2282305,-0.9610178,-0.2672127
27,-0.8152509,-0.12029875,"('hardhearted', 'softhearted')",-0.4228636,0.068711914,1.1008523,1.6378504,-0.0457541,0.5287545,-0.5745086
57,-0.81081504,-0.9765207,"('unimaginative', 'imaginative')",0.23551548,-0.058595058,-2.4845083,-2.4805558,-1.0199359,-1.1718905,0.1519546
73,0.80355126,0.9586842,"('helpless', 'self-reliant')",0.8056508,0.973291,-3.397024,-3.109469,-0.5959406,-0.3924979,-0.2034427
18,-0.7831269,-1.0592916,"('disagreeable', 'welcoming')",-0.5430694,-0.37599662,-0.35040623,-0.21588963,-0.5588675,-0.5503926,-0.0084749
53,-0.76699317,-0.72005296,"('uncreative', 'creative')",-0.002394855,0.20693593,0.74227273,0.77658415,-0.0090384,0.0878224,-0.0968608
67,0.76318204,0.8772982,"('doubtful', 'determined')",0.41643178,0.39717326,-0.4477954,-0.56224364,0.2439395,0.2374093,0.0065302
60,0.75266504,0.9081275,"('inefficient', 'efficient')",1.7946272,1.5993423,-0.07330182,0.18696032,0.8246635,0.8981434,-0.0734799
82,-0.7310281,-0.46500558,"('poor', 'rich')",0.32682392,0.37777457,6.344212,6.320125,1.9800026,2.0776313,-0.0976287
79,-0.7095919,-0.84285104,"('wavering', 'unwavering')",-1.39038,-1.2150589,-0.033271708,-0.1832609,-0.7110813,-0.747057,0.0359757
49,-0.6896075,-0.7322916,"('unable', 'able')",0.08221889,0.061056398,-0.22599423,0.033381857,-0.2777943,-0.2126178,-0.0651765
0,-0.6450717,-0.77832013,"('unsociable', 'sociable')",-0.16747701,-0.440961,-0.6955755,-0.57044315,-0.502708,-0.5965748,0.0938668
76,0.6410398,0.04718606,"('anxious', 'daring')",0.76138973,0.176493,0.4971299,0.21812299,0.6331865,0.1472674,0.4859191
42,0.6347489,0.46134263,"('unreliable', 'reliable')",-0.039639875,-0.07507176,-3.2236423,-2.9899342,-0.8761778,-0.8678878,-0.00829
64,0.60194975,0.44046763,"('shy', 'confident')",0.40956998,0.026019849,-6.746788,-6.856818,-1.9117562,-2.1301103,0.2183541
5,-0.5844451,-0.19787055,"('distant', 'outgoing')",-0.76218486,-0.13401125,-0.6310717,-0.28456107,-0.6592339,-0.205481,-0.4537529
75,0.56654066,0.46881723,"('meek', 'impulsive')",-0.4086933,-0.39835602,-0.14463314,-0.36305353,0.0044047,-0.0975308,0.1019355
58,-0.53142524,-0.069039844,"('undiscriminating', 'discriminating')",0.3123174,0.58586097,0.029668108,0.22332066,-0.0631466,0.2467139,-0.3098605
62,0.531068,0.27153683,"('incompetent', 'brilliant')",0.7730411,0.4592574,0.022010723,0.063883804,0.4420399,0.2648927,0.1771472
17,-0.47283912,-0.40749252,"('nasty', 'nice')",-0.7118159,-0.44297007,-0.58664894,-0.5457084,-0.5904346,-0.4653903,-0.1250443
19,-0.4682848,0.030349731,"('inhospitable', 'hospitable')",-1.3039043,-0.76207006,-0.13658987,0.22736345,-0.6362597,-0.168119,-0.4681407
83,-0.46498024,-0.57691556,"('powerless', 'powerful')",-0.01640942,-0.25546032,-1.1722938,-1.2205501,-0.5512278,-0.6843087,0.1330809
30,0.4640814,0.26850435,"('intolerant', 'tolerant')",1.7932775,1.2691238,1.255929,1.0729148,1.171096,0.870181,0.300915
74,0.4636009,0.65342945,"('undedicated', 'dedicated')",0.63573825,0.6407632,0.025590783,0.25039762,0.3749766,0.5148634,-0.1398868
14,0.44848478,0.18089588,"('antisocial', 'social')",1.829475,1.4221677,-0.54511243,-0.5608916,0.5776158,0.3473907,0.2302251
88,-0.44004384,-0.5362754,"('low', 'eminent')",0.77619106,0.43607175,0.2478092,0.16121328,0.1946521,0.0203365,0.1743156
33,0.43822575,0.59039503,"('wrong', 'right')",-0.03228912,0.38624462,-0.69863194,-0.47243243,-0.0975651,0.1680691,-0.2656342
44,0.41872397,-0.06105943,"('prejudiced', 'unprejudiced')",-0.34430015,-0.51493645,-1.3442059,-1.4901838,-0.4232607,-0.6887266,0.2654659
66,-0.41456077,-0.6846491,"('inactive', 'active')",-0.38141134,-0.46392906,1.0484092,0.8965271,0.0841457,-0.084017,0.1681627
34,-0.4134518,-0.4425418,"('mean', 'honorable')",0.2734136,0.42481968,6.5763073,6.375942,2.1454231,2.1194067,0.0260164
51,-0.3963794,-0.4961011,"('uneducated', 'educated')",0.78721255,0.5558405,0.7570454,0.76571745,0.3826262,0.2751523,0.1074739
50,-0.3902429,0.024903215,"('clumsy', 'skillful')",-0.15624648,0.26727295,-0.13004586,0.27080604,-0.2255117,0.1876607,-0.4131724
45,-0.38778207,-0.33968157,"('incompetent', 'competent')",0.15669718,-0.023650987,-0.4235804,-0.37101698,-0.2182218,-0.2447832,0.0265614
69,0.38748035,0.6185134,"('lazy', 'industrious')",0.9668672,1.4962384,-0.7286087,-0.48095858,0.2085796,0.5445977,-0.3360181
21,0.3748271,-0.1635363,"('immoral', 'moral')",0.9875689,0.3879464,-0.33677176,-0.5745969,0.3418748,-0.1167289,0.4586037
25,0.35863897,0.19175182,"('egoistic', 'altruistic')",0.49544817,0.6150149,1.5863528,1.4566811,0.81348,0.7544826,0.0589974
12,0.35655186,0.4084877,"('unsupportive', 'supportive')",0.327222,0.40350768,-1.7487457,-1.5005621,-0.3549906,-0.2295222,-0.1254684
16,-0.34287634,-0.6866372,"('unpopular', 'popular')",-0.6093229,-0.84925455,0.53996634,0.27543122,-0.137411,-0.4201535,0.2827425
24,-0.32204553,-0.024600629,"('dishonest', 'honest')",-0.25454822,-0.26486284,0.68783104,0.7254434,0.0370791,0.1453267,-0.1082476
20,-0.31425312,-0.12188495,"('rough', 'thoughtful')",0.13557154,0.16981347,0.5897966,0.7482967,0.1370383,0.2654084,-0.1283701
59,-0.2950446,-0.11561528,"('foolish', 'wise')",-0.17106417,0.015746318,-0.10072009,-0.01920823,-0.1889429,-0.0396924,-0.1492505
3,0.28204668,-0.12805915,"('repellent', 'pleasant')",0.74806577,0.3764105,0.65219915,0.33060756,0.5607706,0.1929863,0.3677843
55,-0.2676973,-0.39495346,"('incompetent', 'clever')",0.13064618,-0.26410878,0.09544565,0.07288722,-0.0138685,-0.1953917,0.1815232
61,0.25716808,0.3196112,"('illogical', 'logical')",-0.7786468,-0.90324676,-0.018691476,0.118199036,-0.1800568,-0.1551455,-0.0249113
40,-0.23979083,-0.1672872,"('stingy', 'generous')",-0.30335146,-0.1474641,-1.5687162,-1.3700056,-0.7039528,-0.5615856,-0.1423672
23,-0.20135668,-0.27893245,"('insincere', 'sincere')",-0.13254963,-0.12747934,6.144605,5.9530954,1.9368997,1.8488946,0.0880051
71,-0.19787896,-0.1652938,"('diffident', 'self-confident')",-0.012484454,0.04030542,0.19240804,0.21766984,-0.0059851,0.0308938,-0.0368789
15,-0.19368285,-0.0155037865,"('boring', 'funny')",-0.2301674,-0.20723447,0.5378849,0.5516898,0.0380116,0.1096505,-0.0716389
84,0.1840018,0.1769496,"('inferior', 'superior')",-0.36509448,-0.3440171,0.52913713,0.52713853,0.1160148,0.1200237,-0.0040089
46,-0.17418543,-0.34487888,"('uncompetitive', 'competitive')",0.8125842,0.30820554,-0.40028423,-0.54007316,0.0793715,-0.1922488,0.2716203
52,0.16896927,-0.08187418,"('irrational', 'rational')",-1.1552047,-1.2419946,-0.14180194,-0.32684907,-0.3760124,-0.5502393,0.1742269
85,-0.14543295,-0.031337675,"('insignificant', 'prestigious')",-0.6289327,-0.20831676,0.2680778,0.25806624,-0.1687626,0.0061373,-0.1748999
72,-0.1429661,-0.21494001,"('unambitious', 'ambitious')",-0.19702326,-0.21583354,-1.1477053,-0.99637735,-0.4958982,-0.475717,-0.0201812
37,-0.12975264,0.7000515,"('fake', 'genuine')",0.08758472,0.54524374,0.25757226,0.8414431,0.0718014,0.6955794,-0.623778
11,-0.12397018,-0.26103237,"('unhelpful', 'helpful')",0.9802366,0.7326748,2.2207437,2.1758115,1.0256701,0.8824847,0.1431854
38,-0.12301453,-0.14733651,"('untruthful', 'truthful')",-0.2030029,-0.29086193,0.34244403,0.33472073,0.0054755,-0.0344926,0.0399681
4,0.11363874,-0.050401915,"('disliked', 'liked')",-0.010010714,-0.16427147,-6.4608874,-6.386695,-2.1190864,-2.2004561,0.0813697
7,-0.106114246,-0.16174743,"('insensitive', 'sensitive')",0.31333494,0.2215976,0.88817966,1.0371923,0.3651334,0.3656809,-0.0005475
32,0.090147406,0.122106016,"('unkind', 'kind')",0.35322294,0.21012883,1.0675168,1.1869782,0.503629,0.5064044,-0.0027754
