,ppg_male,ppg_female,tuple,industries_male,industries_female,inc_male,inc_female,average_male,average_female,male-female
41,0.08686308,-0.044874027,"('unforgiving', 'forgiving')",-0.7283612,-0.75771093,0.1771552,0.14161116,-0.154781,-0.2203246,0.0655436
54,-0.08595709,-0.34782878,"('incapable', 'capable')",-0.12400267,0.029605009,1.2602438,1.2094415,0.3500947,0.2970726,0.0530221
43,-0.0834236,0.004251048,"('irresponsible', 'responsible')",0.109079696,-0.030884609,0.5202209,0.5561421,0.181959,0.1765028,0.0054562
65,0.0815745,-0.49048668,"('insecure', 'secure')",-0.35284567,-0.9074385,-0.13151288,-0.3143481,-0.1342613,-0.5707577,0.4364964
29,-0.045922402,0.1835013,"('unfair', 'fair')",-1.6299015,-1.3629626,-0.91878456,-0.6688972,-0.8648695,-0.6161195,-0.24875
63,0.040208023,0.12756573,"('unperceptive', 'insightful')",-0.010558732,0.0004970203,0.73492694,1.0575281,0.2548588,0.395197,-0.1403382
13,0.035597578,0.083300434,"('impolite', 'polite')",0.41980815,0.37401274,-0.065822944,0.1499959,0.1298609,0.2024364,-0.0725755
70,0.026960991,-0.04192327,"('lethargic', 'energetic')",0.27903643,0.1520795,0.8603554,0.93745655,0.3887842,0.3492043,0.0395799
47,-0.026764056,-0.16339664,"('stupid', 'smart')",0.5613128,0.26229012,5.687552,5.3916254,2.0740336,1.830173,0.2438606
22,-0.011039772,-0.15677959,"('untrustworthy', 'trustworthy')",-1.0210894,-1.0629587,-1.0751977,-1.1009301,-0.7024423,-0.7735561,0.0711138
