,centex_male,centex_female,tuple,corp_male,corp_female,average_male,average_female,male-female
63,-0.52388036,-0.9849594,"('unperceptive', 'insightful')",1.0085348,0.615957,0.2423272,-0.1845012,0.4268284
70,0.52327394,-0.087406814,"('lethargic', 'energetic')",0.521016,-0.14995119,0.522145,-0.118679,0.640824
87,0.49764246,-0.25446153,"('unsuccessful', 'successful')",1.2153083,1.079531,0.8564754,0.4125347,0.4439407
15,0.48872548,0.4183126,"('boring', 'funny')",0.32861403,0.14333355,0.4086698,0.2808231,0.1278467
44,0.48661253,0.35333756,"('prejudiced', 'unprejudiced')",-1.610073,-1.859822,-0.5617302,-0.7532423,0.1915121
26,-0.48580804,-0.5487998,"('hardhearted', 'benevolent')",1.3938315,1.1778415,0.4540117,0.3145209,0.1394908
88,-0.483104,-1.1228434,"('low', 'eminent')",0.2090373,-0.46847904,-0.1370333,-0.7956612,0.6586279
33,-0.45751372,-0.3573003,"('wrong', 'right')",-0.9056457,-0.45255697,-0.6815797,-0.4049286,-0.2766511
16,-0.44505623,-0.88097215,"('unpopular', 'popular')",0.49644217,0.27063376,0.025693,-0.3051692,0.3308622
61,-0.40882987,-0.8224415,"('illogical', 'logical')",0.7397063,0.21432891,0.1654382,-0.3040563,0.4694945
22,0.40832207,0.15423746,"('untrustworthy', 'trustworthy')",-0.50936437,-0.8331532,-0.0505212,-0.3394579,0.2889367
2,0.40387848,-0.13806175,"('unlikable', 'likable')",0.8832334,0.35355383,0.6435559,0.107746,0.5358099
3,0.38417765,0.43876576,"('repellent', 'pleasant')",1.0798712,1.0202227,0.7320244,0.7294942,0.0025302
74,-0.37564605,-0.7033276,"('undedicated', 'dedicated')",-0.0073755197,-0.527165,-0.1915108,-0.6152463,0.4237355
29,-0.36876976,-0.29971537,"('unfair', 'fair')",-0.31742972,-0.35928106,-0.3430997,-0.3294982,-0.0136015
68,-0.3665806,-0.3176313,"('dependent', 'independent')",-0.42833477,-0.29938832,-0.3974577,-0.3085098,-0.0889479
84,0.3568276,0.6292895,"('inferior', 'superior')",0.6586105,0.93877536,0.507719,0.7840325,-0.2763135
28,-0.3504666,-0.31008533,"('disloyal', 'loyal')",1.0092641,0.8460977,0.3293988,0.2680062,0.0613926
56,0.3396582,-0.262809,"('impractical', 'practical')",0.061681382,-0.8946066,0.2006698,-0.5787078,0.7793776
7,0.30778655,0.36961088,"('insensitive', 'sensitive')",0.7088043,0.38685718,0.5082954,0.378234,0.1300614
47,-0.29353452,-0.65074897,"('stupid', 'smart')",5.109794,5.2562194,2.4081297,2.3027353,0.1053944
23,-0.27524835,-0.52934337,"('insincere', 'sincere')",6.2540436,5.922303,2.9893975,2.6964798,0.2929177
67,0.26411936,0.12566695,"('doubtful', 'determined')",-0.53592587,-1.0380385,-0.1359033,-0.4561858,0.3202825
40,-0.26352125,0.4743623,"('stingy', 'generous')",-2.1507134,-1.4666363,-1.2071173,-0.496137,-0.7109803
27,-0.25555527,0.33245707,"('hardhearted', 'softhearted')",0.6331629,1.3127291,0.1888038,0.8225931,-0.6337893
10,-0.2526,-0.4731123,"('unsympathetic', 'sympathetic')",-0.3404072,-0.94267774,-0.2965036,-0.707895,0.4113914
64,-0.20217042,-0.5226976,"('shy', 'confident')",-6.0050573,-6.613803,-3.1036139,-3.5682502,0.4646363
17,-0.1945369,-0.4720175,"('nasty', 'nice')",-0.36391285,-0.65080833,-0.2792249,-0.5614129,0.282188
71,-0.1866433,-0.153233,"('diffident', 'self-confident')",0.15410414,0.2995975,-0.0162696,0.0731822,-0.0894518
11,0.16435435,-0.48944625,"('unhelpful', 'helpful')",2.4940507,1.453625,1.3292025,0.4820893,0.8471132
32,-0.14952868,-0.60809976,"('unkind', 'kind')",1.1175251,0.3173177,0.4839982,-0.145391,0.6293892
0,-0.1475582,-0.58827543,"('unsociable', 'sociable')",0.33984107,-0.36971673,0.0961414,-0.4789961,0.5751375
50,0.1396557,-0.2874908,"('clumsy', 'skillful')",-0.012960948,0.047499467,0.0633474,-0.1199957,0.1833431
13,0.13052419,-0.4812282,"('impolite', 'polite')",-0.2286075,-1.1825397,-0.0490417,-0.831884,0.7828423
78,-0.13027003,0.09549026,"('nonresilient', 'resilient')",0.258837,0.67578316,0.0642835,0.3856367,-0.3213532
58,-0.09682824,-0.35039824,"('undiscriminating', 'discriminating')",0.54262245,0.2168189,0.2228971,-0.0667897,0.2896868
82,-0.08782578,-0.5197809,"('poor', 'rich')",6.79443,6.5527105,3.353302,3.0164647,0.3368373
77,-0.08097175,0.04274594,"('unmotivated', 'motivated')",-1.0112798,-1.1844388,-0.5461258,-0.5708464,0.0247206
34,0.070022434,-0.009012025,"('mean', 'honorable')",5.876425,5.8914886,2.9732237,2.9412382,0.0319855
37,0.05284479,0.4415575,"('fake', 'genuine')",-0.29230458,0.3094938,-0.1197299,0.3755257,-0.4952556
51,-0.046731777,-0.5628877,"('uneducated', 'educated')",1.1437982,0.43937582,0.5485332,-0.061756,0.6102892
75,0.024421142,-0.23655832,"('meek', 'impulsive')",-0.8249649,-0.78844815,-0.4002719,-0.5125033,0.1122314
