,ameriprise_male,ameriprise_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
27,-0.60671943,-0.54539716,"('hardhearted', 'softhearted')",-0.5301957,-0.48684034,1.5472043,1.715193,0.136763,0.2276518,-0.0908888
3,-0.6005842,-0.5232893,"('repellent', 'pleasant')",0.06636476,0.087350905,-0.00030490384,-0.08156751,-0.1781748,-0.172502,-0.0056728
41,-0.59022444,-0.44235644,"('unforgiving', 'forgiving')",0.97270757,1.023319,-0.36121595,-0.26778564,0.0070891,0.1043923,-0.0973032
45,-0.5790021,-0.4562096,"('incompetent', 'competent')",0.016583413,0.062383167,-0.29689807,-0.23767683,-0.2864389,-0.2105011,-0.0759378
37,0.57772785,0.61802655,"('fake', 'genuine')",-0.8265464,-0.8269048,0.55358887,0.5997654,0.1015901,0.1302957,-0.0287056
2,0.5324093,0.45452482,"('unlikable', 'likable')",2.097509,2.0843747,0.45074433,0.40308675,1.0268875,0.980662,0.0462255
81,0.5081015,0.49016625,"('submissive', 'aggressive')",0.92735076,0.78791,-0.57298946,-0.85536486,0.2874876,0.1409038,0.1465838
64,0.5010994,0.6531625,"('shy', 'confident')",0.63620067,0.6096469,-6.8563604,-6.845781,-1.9063535,-1.8609905,-0.045363
32,-0.5006263,-0.48793373,"('unkind', 'kind')",0.008487932,-0.030984271,0.7404325,0.67166466,0.0827647,0.0509156,0.0318491
83,-0.47754547,-0.4237227,"('powerless', 'powerful')",0.4705193,0.5008897,-1.1178223,-1.1188265,-0.3749495,-0.3472198,-0.0277297
50,0.45762166,0.44580948,"('clumsy', 'skillful')",0.401135,0.33554614,0.12163516,0.12949026,0.3267973,0.3036153,0.023182
66,0.45242476,0.5773568,"('inactive', 'active')",0.9376489,0.9731367,1.2701116,1.4437557,0.8867284,0.9980831,-0.1113547
26,-0.43300524,-0.29628155,"('hardhearted', 'benevolent')",0.9203476,1.0960579,1.4003361,1.7126844,0.6292262,0.8374869,-0.2082607
74,-0.42320672,-0.4482178,"('undedicated', 'dedicated')",0.7604831,0.783056,0.26188648,0.2667707,0.1997209,0.2005363,-0.0008154
15,0.39344865,0.33862087,"('boring', 'funny')",0.107225135,0.17234182,0.61921185,0.6940423,0.3732952,0.4016683,-0.0283731
60,0.39210668,0.38893983,"('inefficient', 'efficient')",0.7383595,0.62274116,-0.13900825,-0.37949574,0.330486,0.2107284,0.1197576
7,-0.36108074,-0.22879018,"('insensitive', 'sensitive')",0.69839436,0.72709465,0.9561144,0.97732955,0.4311427,0.491878,-0.0607353
4,-0.3210917,-0.2700348,"('disliked', 'liked')",-0.17447497,-0.2242538,-6.0612683,-5.938059,-2.1856117,-2.1441158,-0.0414959
88,-0.30928248,-0.31100565,"('low', 'eminent')",-0.93418044,-0.97514385,0.25874078,0.24073699,-0.3282407,-0.3484708,0.0202301
39,-0.303402,-0.16873759,"('exploitative', 'cooperative')",0.83450145,0.89942765,-0.10769261,-0.03283073,0.1411356,0.2326198,-0.0914842
35,0.2750715,0.21486485,"('corrupt', 'incorrupt')",-1.1873776,-1.063971,-0.01647894,0.10925832,-0.309595,-0.246616,-0.062979
87,0.25771445,0.24724545,"('unsuccessful', 'successful')",1.595784,1.6185,0.9510994,1.0037938,0.934866,0.9565131,-0.0216471
40,-0.25608957,-0.3511221,"('stingy', 'generous')",0.85272646,0.80325556,-1.537566,-1.5275726,-0.313643,-0.3584797,0.0448367
33,-0.25102162,-0.2837097,"('wrong', 'right')",0.89619815,0.92823637,-0.5861008,-0.49566147,0.0196919,0.0496217,-0.0299298
79,-0.2240858,-0.28912538,"('wavering', 'unwavering')",-0.5924837,-0.60064185,0.40299153,0.48466498,-0.1378593,-0.1350341,-0.0028252
20,0.2208063,0.2791427,"('rough', 'thoughtful')",0.13603261,0.16533372,0.7514985,0.82159483,0.3694458,0.4220238,-0.052578
62,-0.20824182,-0.26319537,"('incompetent', 'brilliant')",1.0029299,0.91350794,0.27675235,0.08280216,0.3571468,0.2443716,0.1127752
21,-0.1936392,-0.17462075,"('immoral', 'moral')",0.6557143,0.64559025,-1.0438856,-1.1615535,-0.1939368,-0.2301947,0.0362579
17,0.17335881,0.32291177,"('nasty', 'nice')",-0.2655176,-0.19957192,-0.5996056,-0.4682472,-0.2305881,-0.1149691,-0.115619
22,-0.15949082,-0.15475836,"('untrustworthy', 'trustworthy')",-0.29458362,-0.2717322,-1.1041319,-1.16957,-0.5194021,-0.5320202,0.0126181
34,-0.15446831,-0.1942337,"('mean', 'honorable')",0.39056623,0.39289296,5.990345,5.8897295,2.0754809,2.029463,0.0460179
47,0.1500344,0.081947915,"('stupid', 'smart')",0.94669485,0.9639944,5.634941,5.4756856,2.2438901,2.173876,0.0700141
84,0.13643442,0.16182522,"('inferior', 'superior')",0.46917847,0.41888702,0.975767,1.0250632,0.5271266,0.5352585,-0.0081319
29,-0.13256556,-0.14534621,"('unfair', 'fair')",-0.47802308,-0.47571927,-0.7390809,-0.69218665,-0.4498899,-0.4377507,-0.0121392
14,0.1249121,0.27072906,"('antisocial', 'social')",1.9052223,1.8864012,-0.7992204,-0.88312316,0.4103047,0.424669,-0.0143643
49,-0.12421991,-0.07401941,"('unable', 'able')",-0.9339025,-0.9382425,-0.20318297,-0.18212023,-0.4204351,-0.3981274,-0.0223077
70,0.11407587,0.14500411,"('lethargic', 'energetic')",0.3882046,0.33341634,0.6911355,0.5745829,0.3978053,0.3510011,0.0468042
82,-0.11311369,-0.36040395,"('poor', 'rich')",-0.119314425,-0.266847,6.1953063,5.8934016,1.9876261,1.7553835,0.2322426
68,-0.11075219,-0.06073162,"('dependent', 'independent')",-1.8445387,-1.8577765,-0.56228197,-0.6491523,-0.839191,-0.8558868,0.0166958
51,-0.100764915,-0.2866301,"('uneducated', 'educated')",0.06278987,-0.14926484,0.47468358,0.16370204,0.1455695,-0.090731,0.2363005
65,0.060699787,0.08240843,"('insecure', 'secure')",-0.12642366,-0.11052565,-0.6952648,-0.8870894,-0.2536629,-0.3050689,0.051406
13,0.05381604,-0.02700721,"('impolite', 'polite')",0.8029783,0.75832254,-0.17838466,-0.2750176,0.2261365,0.1520992,0.0740373
75,0.000923682,-0.07399134,"('meek', 'impulsive')",-0.5459371,-0.60389054,-0.21206973,-0.23784828,-0.2523611,-0.3052434,0.0528823
