,t_male,t_female,tuple,rowe_male,rowe_female,price_male,price_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
64,0.8770494,0.60086364,"('shy', 'confident')",0.4162716,0.24619418,0.7365162,0.6990814,0.746347,0.6759409,-6.805412,-6.5172386,-0.8058455,-0.8590317,0.0531862
5,-0.86608756,-0.7084062,"('distant', 'outgoing')",-3.1038353,-2.3541188,-1.9824454,-2.0515778,-1.3628919,-1.3988371,-0.17347173,-0.12906182,-1.4977464,-1.3284003,-0.1693461
54,-0.83743167,-0.6844573,"('incapable', 'capable')",-0.5423857,-0.7338488,0.47008553,0.5383596,-0.12411949,-0.1467593,0.87934256,1.0441267,-0.0309018,0.0034842,-0.034386
2,0.8355859,0.9574167,"('unlikable', 'likable')",0.1506505,0.17658448,1.3452157,1.2375239,1.2007494,1.2964234,0.2735937,0.47342122,0.761159,0.828274,-0.067115
4,-0.8343004,-0.21673077,"('disliked', 'liked')",-2.5990155,-1.5400324,-0.7842409,-0.7542629,-0.41113898,-0.2546061,-6.5237455,-6.111935,-2.2304882,-1.7755135,-0.4549747
38,-0.80273914,-0.5170684,"('untruthful', 'truthful')",-1.502231,-1.2674004,-0.68416536,-0.6852517,-0.85960877,-0.6449795,0.024536509,0.13265088,-0.7648416,-0.5964098,-0.1684318
9,-0.7613533,-0.63994133,"('unaffectionate', 'caring')",-0.7536936,-0.87085223,0.004668519,0.057787806,0.40032947,0.5022729,1.4947227,1.6635758,0.0769348,0.1425686,-0.0656338
3,0.73049575,0.45546275,"('repellent', 'pleasant')",1.4012643,0.63032436,0.30391034,0.22039223,0.3184088,0.23548977,0.07585061,0.004387865,0.565986,0.3092114,0.2567746
42,0.7144523,0.5710119,"('unreliable', 'reliable')",1.0974988,0.9846028,0.7941547,0.8246735,1.3578355,1.2601538,-2.6409607,-2.6206982,0.2645961,0.2039487,0.0606474
60,0.70306146,0.14342335,"('inefficient', 'efficient')",2.5539763,0.59510803,1.8708476,1.7306329,1.2030021,1.084141,-0.11554256,-0.18076405,1.243069,0.6745083,0.5685607
18,-0.6863874,-0.61250204,"('disagreeable', 'welcoming')",-0.34969476,-0.36297825,-1.0554447,-0.91497195,-0.75210726,-0.58940583,-0.72464037,-0.5031934,-0.7136549,-0.5966103,-0.1170446
61,0.67770785,0.5456491,"('illogical', 'logical')",0.5086895,-0.0025913082,0.7461659,0.6910501,-0.51397073,-0.4825237,-0.058341,-0.06081836,0.2720503,0.1381532,0.1338971
44,-0.6764521,-0.44833106,"('prejudiced', 'unprejudiced')",-1.3033863,-0.7068239,-1.6004592,-1.6128664,-0.67417854,-0.44245356,-1.7475345,-1.5230098,-1.2004021,-0.9466969,-0.2537052
62,0.6761691,0.5088189,"('incompetent', 'brilliant')",1.0730553,-0.10869787,1.4162377,1.3334732,0.6154775,0.5437246,0.2096335,0.24938112,0.7981146,0.50534,0.2927746
22,0.6405804,0.6625437,"('untrustworthy', 'trustworthy')",0.32013676,0.23193029,0.58182484,0.69356054,0.28684622,0.5143043,-1.3688728,-1.2102791,0.0921031,0.1784119,-0.0863088
67,0.6381723,0.5670004,"('doubtful', 'determined')",0.87025046,0.83494353,1.3121599,1.4799409,0.95888823,0.92881006,-0.44763806,-0.40175998,0.6663666,0.681787,-0.0154204
63,0.63605046,0.60987943,"('unperceptive', 'insightful')",0.4784242,-0.20552589,1.3895415,1.4426047,1.6636938,1.5975151,1.2824689,1.2002519,1.0900357,0.9289451,0.1610906
78,0.625988,0.35882777,"('nonresilient', 'resilient')",0.16005847,-0.6029373,0.8291793,0.50815094,1.6131396,1.335161,0.90068454,0.6806453,0.82581,0.4559695,0.3698405
30,-0.6103739,-0.65075094,"('intolerant', 'tolerant')",0.7544652,0.408369,1.7048098,1.8053396,0.45734996,0.42500418,1.0573258,1.0066925,0.6727154,0.5989308,0.0737846
28,-0.60197634,-0.79439175,"('disloyal', 'loyal')",-0.1302186,-1.1120781,0.63141525,0.7325374,-0.07968156,-0.16462132,1.1197966,1.0588219,0.1878671,-0.0559464,0.2438135
24,-0.57572037,-0.5628242,"('dishonest', 'honest')",1.1351564,0.5105181,0.46011156,0.6124568,-0.60520476,-0.44335377,0.3266213,0.3951556,0.1481928,0.1023905,0.0458023
68,-0.57453555,-0.69770044,"('dependent', 'independent')",-0.080724075,0.11107073,-1.016313,-1.0239003,-0.72420245,-0.74656177,-0.9538415,-1.0831938,-0.6699233,-0.6880571,0.0181338
57,-0.5565362,-0.1485424,"('unimaginative', 'imaginative')",0.26383162,-0.1163801,0.7221215,0.73513126,-0.47021264,-0.32940313,-2.4031208,-2.2815046,-0.4887833,-0.4281398,-0.0606435
53,-0.54993904,-0.53228885,"('uncreative', 'creative')",-0.81504095,-1.1875913,0.40381998,0.21326444,0.0063540153,0.049015906,1.1946155,1.1691033,0.0479619,-0.0576993,0.1056612
79,-0.5479984,-0.31205136,"('wavering', 'unwavering')",-1.3988817,-0.65650696,-0.8620512,-0.88793504,-1.7035308,-1.7063555,0.09095073,0.02010437,-0.8843023,-0.7085489,-0.1757534
55,0.54752964,0.12743822,"('incompetent', 'clever')",2.8048472,1.2130245,1.7498374,1.73046,0.38838276,0.35507116,-0.45665216,-0.48709273,1.006789,0.5877802,0.4190088
17,-0.5224818,-0.4906445,"('nasty', 'nice')",-1.2637604,-0.65909666,0.6332512,0.59011996,-0.9152338,-0.60698354,-0.6561443,-0.6501646,-0.5448739,-0.3633539,-0.18152
85,-0.5208147,-0.37515903,"('insignificant', 'prestigious')",-2.4209065,-1.4771264,-1.8494586,-1.9164923,-0.19124205,0.021649197,0.6211055,0.8042439,-0.8722632,-0.588577,-0.2836862
66,-0.51931906,-0.33685112,"('inactive', 'active')",-0.106972516,0.26648194,-0.56761813,-0.65702426,1.0303816,1.0155768,1.2794499,1.2084204,0.2231844,0.2993207,-0.0761363
40,-0.50943756,-0.46918014,"('stingy', 'generous')",-0.48715103,-0.6085885,-0.21854144,-0.09895209,0.2783369,0.1275936,-1.5162742,-1.5152174,-0.4906135,-0.5128689,0.0222554
20,-0.47841755,-0.21792611,"('rough', 'thoughtful')",-0.2406457,-0.24153312,0.09656641,0.22633514,0.91082734,1.0960301,1.0406685,1.1668221,0.2657998,0.4059456,-0.1401458
12,0.45357803,0.47954386,"('unsupportive', 'supportive')",0.20518099,0.09543751,1.3437071,1.4598268,1.3121845,1.2948362,-1.451608,-1.370007,0.3726085,0.3919274,-0.0193189
74,0.42056718,0.59587437,"('undedicated', 'dedicated')",0.29359078,0.21509613,0.74983764,0.90857077,1.0064465,1.0008888,0.05261052,0.10676417,0.5046105,0.5654388,-0.0608283
69,-0.3790366,-0.3912083,"('lazy', 'industrious')",-2.6453316,-1.0875384,-0.5332952,-0.48499566,0.8080516,0.8749553,-0.14932626,-0.082097135,-0.5797876,-0.2341768,-0.3456108
82,-0.37787563,-0.5666194,"('poor', 'rich')",1.610372,0.7979557,-0.64697087,-0.8191826,-0.7416787,-0.88476306,6.233035,5.8054748,1.2153764,0.8665731,0.3488033
52,-0.35750684,-0.34491754,"('irrational', 'rational')",-1.7197417,-1.3251384,-0.64733064,-0.65838546,-0.9742321,-0.93232733,-0.35894936,-0.16046238,-0.8115521,-0.6842462,-0.1273059
72,-0.33528653,-0.38778552,"('unambitious', 'ambitious')",0.5318676,0.042308807,1.2114964,1.1689931,0.2969831,0.3951444,-1.0345818,-0.8241577,0.1340958,0.0789006,0.0551952
41,-0.33085883,0.12886924,"('unforgiving', 'forgiving')",-0.20862392,0.01655213,1.2585139,1.4528754,0.53662217,0.764891,-0.13139594,0.086848296,0.2248515,0.4900072,-0.2651557
7,0.3242469,-0.067950174,"('insensitive', 'sensitive')",2.3588452,1.2855033,2.2222097,2.2712052,0.57319224,0.44980732,1.1681117,0.9484632,1.3293212,0.9774057,0.3519155
77,0.29893166,-0.0010063946,"('unmotivated', 'motivated')",1.5985385,0.47495377,1.4348867,1.2771629,0.6717108,0.691588,-0.83678377,-0.83811945,0.6334568,0.3209157,0.3125411
56,0.2934565,0.16870928,"('impractical', 'practical')",1.5408301,0.8484249,2.1311593,2.365563,0.7794082,0.6786456,-0.0042215623,-0.08729242,0.9481265,0.7948101,0.1533164
58,-0.27627316,0.087172255,"('undiscriminating', 'discriminating')",0.38542566,0.43599862,0.16235396,0.40359175,0.6793292,0.74713695,0.19017494,0.09440313,0.2282021,0.3536606,-0.1254585
75,-0.2684305,0.1690589,"('meek', 'impulsive')",-1.7078624,-0.7322427,-1.4991795,-1.5024455,-1.2480754,-1.0843465,-0.537914,-0.42106742,-1.0522923,-0.7142087,-0.3380836
39,0.26537606,0.20170227,"('exploitative', 'cooperative')",0.021641232,0.23013118,1.0345927,1.057857,1.4664344,1.7333146,-0.13057548,-0.06525856,0.5314938,0.6315494,-0.1000556
11,0.26019245,0.39726323,"('unhelpful', 'helpful')",0.23280254,-0.38981462,-0.041130573,-0.13310269,-0.009849295,0.14821893,2.1424298,2.1363835,0.516889,0.4317897,0.0850993
33,-0.250484,-0.18282582,"('wrong', 'right')",-0.86008227,-0.4247203,-0.28110892,-0.17301095,0.28842953,0.39761585,-0.34976763,-0.2144967,-0.2906027,-0.1194876,-0.1711151
65,0.22880818,-0.11939391,"('insecure', 'secure')",1.7921947,0.68533754,0.54245293,0.5245712,0.30118158,0.23419714,-0.69241065,-0.84994376,0.4344454,0.0949537,0.3394917
27,-0.21060772,-0.3268906,"('hardhearted', 'softhearted')",-0.4352141,-0.1106957,0.42876694,0.4253856,0.01699609,-0.14067067,1.3378607,1.3257136,0.2275604,0.2345685,-0.0070081
23,-0.17567141,-0.3139183,"('insincere', 'sincere')",1.7327266,0.48216945,0.98552185,0.97371894,0.15695067,0.19475287,5.955138,5.6909957,1.7309332,1.4055437,0.3253895
84,0.16891369,0.26286823,"('inferior', 'superior')",0.7849294,1.0007296,1.1968187,1.4036642,0.32094803,0.27814606,1.0188023,1.001833,0.6980824,0.7894482,-0.0913658
10,-0.16490218,-0.46542996,"('unsympathetic', 'sympathetic')",2.306218,0.6106042,1.3553069,1.3037688,0.078072466,-0.061454996,0.15616575,-0.03831991,0.7461722,0.2698336,0.4763386
76,-0.13872178,-0.041178428,"('anxious', 'daring')",2.0549083,1.1607765,1.3457475,1.3662152,0.5075092,0.3386004,0.04216052,-0.015425589,0.7623207,0.5617976,0.2005231
43,0.1359447,0.03676015,"('irresponsible', 'responsible')",1.2621148,0.43828872,1.6903088,1.6937695,0.90489644,0.80612254,0.6856279,0.59266514,0.9357785,0.7135212,0.2222573
32,-0.13157094,-0.37765253,"('unkind', 'kind')",0.20456252,-0.6423579,0.38372636,0.60258335,0.65164846,0.69333863,0.8901808,0.9661066,0.3997094,0.2484036,0.1513058
37,0.124808654,0.3080086,"('fake', 'genuine')",0.89850754,0.54041135,0.5674481,0.5180506,0.21432458,0.37254322,0.3773096,0.39234325,0.4364797,0.4262714,0.0102083
86,-0.11763474,-0.29709762,"('uninfluential', 'influential')",0.75794613,-0.6673295,0.028455306,0.14848888,-0.42660427,-0.552611,-0.31582025,-0.4085994,-0.0147316,-0.3554297,0.3406981
29,0.10554014,0.0434675,"('unfair', 'fair')",-0.8235763,-0.8692818,-0.6188388,-0.55003726,-0.7981692,-0.7637371,-1.0508646,-0.906119,-0.6371818,-0.6091415,-0.0280403
34,0.10410927,-0.02870509,"('mean', 'honorable')",-0.43305376,-0.47510982,-0.20933999,-0.34079224,-0.15679242,-0.070911214,6.157432,5.9245763,1.092471,1.0018116,0.0906594
50,0.07375605,0.23135911,"('clumsy', 'skillful')",0.37126866,0.4658768,0.027213894,0.018361904,0.4757968,0.53439534,0.54062927,0.5083073,0.2977329,0.3516601,-0.0539272
45,0.07104328,0.17004149,"('incompetent', 'competent')",1.0185843,0.2293086,0.9533757,1.0163192,0.23850597,0.3362351,-0.47303927,-0.37739742,0.361694,0.2749014,0.0867926
19,-0.0637016,0.1849456,"('inhospitable', 'hospitable')",-1.1527858,-0.4054687,0.1690634,0.041952595,-1.3385057,-1.1560386,-0.04636003,0.0012381356,-0.4864579,-0.2666742,-0.2197837
71,-0.053889453,-0.10108206,"('diffident', 'self-confident')",-0.09475553,0.23052321,0.8139786,0.9120647,0.6325193,0.62397754,0.62962157,0.80663013,0.3854949,0.4944227,-0.1089278
16,0.043519937,0.06598002,"('unpopular', 'popular')",-0.4521463,-0.32098046,-1.607926,-1.6786578,-0.071566,-0.042850718,0.58164036,0.5496336,-0.3012956,-0.2853751,-0.0159205
15,-0.027447581,0.029916506,"('boring', 'funny')",-0.71110934,-0.41766256,-0.48264012,-0.42656645,-1.1329896,-1.0112864,0.20636213,0.2562656,-0.4295649,-0.3138667,-0.1156982
0,-0.025667239,-0.33483794,"('unsociable', 'sociable')",1.0940526,-0.16746363,1.5454156,1.502906,0.33155835,0.18671948,-0.5737918,-0.64941853,0.4743135,0.1075811,0.3667324
47,-0.02094832,-0.020912513,"('stupid', 'smart')",0.43662867,-0.048270755,0.9681471,1.0557648,0.5560337,0.8242822,5.461609,5.302431,1.480294,1.4226589,0.0576351
59,0.0030901656,0.14642075,"('foolish', 'wise')",-2.317268,-1.43262,-0.3764193,-0.3050235,-0.6473073,-0.56880814,0.4048514,0.44921252,-0.5866106,-0.3421637,-0.2444469
