,graham_male,graham_female,tuple,holdings_male,holdings_female,co_male,co_female,average_male,average_female,male-female
36,-2.629215,-2.4940796,"('hostile', 'amicable')",-0.28938127,-0.7012894,-0.35296944,-0.52367574,-1.0905219,-1.2396816,0.1491597
16,-2.550237,-2.3016124,"('unpopular', 'popular')",-1.552472,-1.4426978,-0.25588426,-0.21040055,-1.4528643,-1.3182369,-0.1346274
56,2.5126536,2.7917426,"('impractical', 'practical')",0.40692475,0.79614073,0.036758333,0.25033057,0.9854456,1.2794046,-0.293959
62,2.3735864,2.4232497,"('incompetent', 'brilliant')",0.734284,0.88333017,0.175459,0.43222812,1.0944431,1.2462693,-0.1518262
39,2.2329452,2.0681484,"('exploitative', 'cooperative')",-0.33322147,-0.49099064,0.42230597,0.25878423,0.7740099,0.6119807,0.1620292
70,2.1966605,2.2807884,"('lethargic', 'energetic')",1.1549239,1.1620224,0.7508838,0.9208379,1.3674895,1.4545495,-0.08706
85,-2.1037185,-1.9455897,"('insignificant', 'prestigious')",0.3881724,0.25307393,-0.81790304,-0.7382876,-0.8444831,-0.8102678,-0.0342153
35,-1.9836438,-1.911801,"('corrupt', 'incorrupt')",-1.0700598,-0.98921233,-0.97157174,-0.9489754,-1.3417584,-1.2833296,-0.0584288
52,-1.948556,-1.9365624,"('irrational', 'rational')",-0.6938642,-0.7424079,-0.7631476,-0.7766681,-1.1351893,-1.1518795,0.0166902
76,1.9251691,1.7791771,"('anxious', 'daring')",0.17455237,0.25987762,0.15911482,0.35914198,0.7529454,0.7993989,-0.0464535
24,1.8486904,1.8840206,"('dishonest', 'honest')",-0.28285226,-0.16789873,0.9474759,0.9929455,0.8377713,0.9030224,-0.0652511
46,1.8224689,1.4738317,"('uncompetitive', 'competitive')",0.892753,0.4771072,0.10260355,-0.14780898,0.9392751,0.6010433,0.3382318
55,1.7705532,1.7768677,"('incompetent', 'clever')",0.011712633,-0.1650113,0.3803808,0.35517612,0.7208823,0.6556775,0.0652048
23,1.7660905,1.7251039,"('insincere', 'sincere')",-0.24453424,-0.23490404,5.9434824,6.174178,2.4883463,2.5547927,-0.0664464
43,1.7581911,1.9787169,"('irresponsible', 'responsible')",0.27960497,0.42149034,0.9606019,1.1196638,0.9994659,1.1732904,-0.1738245
31,-1.7032622,-1.2326406,"('evil', 'good')",-0.34372666,-0.3413017,-1.0191338,-0.954326,-1.0220409,-0.8427561,-0.1792848
30,1.6771933,1.8128169,"('intolerant', 'tolerant')",1.1024679,1.0691133,0.49957037,0.5759665,1.0930772,1.1526322,-0.059555
14,1.6446961,1.5937486,"('antisocial', 'social')",1.3079692,1.3280759,0.2820053,0.06805514,1.0782235,0.9966265,0.081597
60,1.624741,1.8439854,"('inefficient', 'efficient')",-0.10721747,-0.0010276921,0.16967447,0.31503144,0.5623993,0.7193298,-0.1569305
6,-1.5768838,-1.1400385,"('distant', 'open')",0.10067093,0.29655525,-0.3825631,-0.20953166,-0.619592,-0.351005,-0.268587
4,-1.5095123,-1.208496,"('disliked', 'liked')",0.7031468,0.7410181,-6.95183,-7.0852914,-2.5860651,-2.5175897,-0.0684754
45,1.4865472,1.7444072,"('incompetent', 'competent')",0.32965314,0.3514646,0.17551191,0.24694012,0.6639041,0.7809373,-0.1170332
80,1.4282095,0.9832141,"('dominated', 'dominating')",-0.19083056,-0.33361715,-0.30960435,-0.4738667,0.3092582,0.0585767,0.2506815
81,1.4110456,1.1570578,"('submissive', 'aggressive')",0.7949317,0.7060286,-0.38568172,-0.316272,0.6067652,0.5156048,0.0911604
67,1.3271669,1.0972955,"('doubtful', 'determined')",0.4872715,0.5879359,-0.14152464,-0.07790899,0.5576379,0.5357742,0.0218637
10,1.3161211,1.2112243,"('unsympathetic', 'sympathetic')",-0.44726142,-0.63883746,0.39148045,0.33639535,0.4201134,0.3029274,0.117186
11,1.303301,1.3306966,"('unhelpful', 'helpful')",-0.32895982,-0.16340533,2.1287465,2.4046597,1.0343626,1.1906503,-0.1562877
5,-1.2895887,-0.9353433,"('distant', 'outgoing')",0.10189895,0.28692263,-0.6512194,-0.46051002,-0.6129697,-0.3696436,-0.2433261
22,1.264133,1.3020318,"('untrustworthy', 'trustworthy')",0.05559223,0.0062302053,-0.17711645,-0.34007138,0.3808695,0.3227302,0.0581393
7,1.2280045,1.1964701,"('insensitive', 'sensitive')",0.42935747,0.35110217,0.4658538,0.48096147,0.7077386,0.676178,0.0315606
59,-1.1884891,-1.1072251,"('foolish', 'wise')",-0.11319907,0.10633065,-0.058673747,0.09188038,-0.453454,-0.3030047,-0.1504493
50,-1.180956,-1.3407078,"('clumsy', 'skillful')",-0.36563194,-0.28214976,-0.5165493,-0.34879822,-0.6877124,-0.6572186,-0.0304938
12,1.1098065,1.1717337,"('unsupportive', 'supportive')",0.83552825,0.8397904,-1.6521591,-1.586657,0.0977252,0.1416224,-0.0438972
74,1.1010865,1.2808243,"('undedicated', 'dedicated')",0.12711227,0.18817583,0.0061722994,0.019898094,0.411457,0.4962994,-0.0848424
37,0.99093646,0.7370816,"('fake', 'genuine')",0.10566789,0.019137822,0.15451793,0.22854623,0.4170407,0.3282552,0.0887855
44,-0.9773271,-0.88716483,"('prejudiced', 'unprejudiced')",-0.43841037,-0.4179229,-1.2831659,-1.3012109,-0.8996345,-0.8687662,-0.0308683
9,0.9145049,1.1365565,"('unaffectionate', 'caring')",1.1616635,1.1189426,1.2444348,1.4322767,1.1068678,1.2292586,-0.1223908
57,0.8459347,0.8256265,"('unimaginative', 'imaginative')",0.51303536,0.23559679,-2.6609151,-2.697308,-0.4339817,-0.5453616,0.1113799
69,-0.83427805,-0.9266248,"('lazy', 'industrious')",0.8058428,0.713309,-0.875713,-1.1294677,-0.3013827,-0.4475945,0.1462118
13,0.7898324,0.81118536,"('impolite', 'polite')",-0.41251782,-0.39184892,0.30078062,0.30479586,0.2260317,0.2413774,-0.0153457
34,-0.725198,-0.6516315,"('mean', 'honorable')",-0.36540157,-0.34996435,5.1299434,5.213857,1.3464479,1.4040871,-0.0576392
1,-0.6540632,-0.4172946,"('unfriendly', 'friendly')",0.84715515,0.8464656,1.4833063,1.6474726,0.5587994,0.6922146,-0.1334152
18,-0.62898815,-0.35153574,"('disagreeable', 'welcoming')",0.09459588,0.085453816,-0.9841501,-1.0060234,-0.5061808,-0.4240351,-0.0821457
