,aon_male,aon_female,tuple,plc_male,plc_female,average_male,average_female,male-female
53,-1.2847421,-1.2430462,"('uncreative', 'creative')",0.81478345,0.9028477,-0.2349793,-0.1700992,-0.0648801
86,-1.1293261,-0.9986376,"('uninfluential', 'influential')",0.16889638,0.18614136,-0.4802149,-0.4062481,-0.0739668
1,-1.120571,-0.8579081,"('unfriendly', 'friendly')",1.5883937,1.9318004,0.2339113,0.5369461,-0.3030348
0,-1.0307771,-0.9566797,"('unsociable', 'sociable')",-0.46915194,-0.3496114,-0.7499645,-0.6531456,-0.0968189
2,0.9997686,0.86745614,"('unlikable', 'likable')",0.5775645,0.35575783,0.7886665,0.611607,0.1770595
10,-0.98086566,-1.1301647,"('unsympathetic', 'sympathetic')",-0.3588562,-0.24047466,-0.669861,-0.6853197,0.0154587
18,-0.96638787,-1.0669487,"('disagreeable', 'welcoming')",-0.81350476,-0.70233643,-0.8899463,-0.8846425,-0.0053038
73,0.9216671,0.9598081,"('helpless', 'self-reliant')",-2.3059206,-2.490762,-0.6921268,-0.7654769,0.0733501
57,-0.9080863,-0.77599615,"('unimaginative', 'imaginative')",-1.1888365,-1.4954456,-1.0484614,-1.1357208,0.0872594
9,-0.8949048,-0.8380859,"('unaffectionate', 'caring')",1.0069747,1.105755,0.056035,0.1338345,-0.0777995
23,-0.8944292,-0.6805473,"('insincere', 'sincere')",4.3008013,4.6768856,1.703186,1.9981692,-0.2949832
19,-0.87357926,-0.7257833,"('inhospitable', 'hospitable')",-0.634757,-0.5309981,-0.7541682,-0.6283907,-0.1257775
51,-0.8240182,-0.8232239,"('uneducated', 'educated')",0.10451677,0.13239852,-0.3597507,-0.3454127,-0.014338
28,-0.7974059,-0.50538814,"('disloyal', 'loyal')",0.80841124,1.1713909,0.0055027,0.3330014,-0.3274987
8,-0.79274166,-0.8222796,"('unaffectionate', 'affectionate')",0.65322965,0.78600425,-0.069756,-0.0181377,-0.0516183
69,0.784201,1.0601892,"('lazy', 'industrious')",-0.25460887,-0.33813548,0.2647961,0.3610269,-0.0962308
5,-0.7339507,-0.7683463,"('distant', 'outgoing')",-0.24612418,-0.24304317,-0.4900374,-0.5056947,0.0156573
82,-0.7282945,-0.6986046,"('poor', 'rich')",4.5910463,4.9421015,1.931376,2.1217484,-0.1903724
45,-0.71823037,-0.381784,"('incompetent', 'competent')",0.8642452,0.88216406,0.0730074,0.25019,-0.1771826
39,0.68502194,1.0793339,"('exploitative', 'cooperative')",0.6595471,0.72749174,0.6722845,0.9034128,-0.2311283
49,-0.6785293,-0.73972213,"('unable', 'able')",-0.60870236,-0.46071297,-0.6436158,-0.6002176,-0.0433982
88,-0.66503876,-0.73598534,"('low', 'eminent')",0.34475523,0.2585573,-0.1601418,-0.238714,0.0785722
37,0.6275603,0.7735401,"('fake', 'genuine')",0.70496285,0.8714303,0.6662616,0.8224852,-0.1562236
22,-0.59140795,-0.34659055,"('untrustworthy', 'trustworthy')",-0.51936334,-0.42871845,-0.5553856,-0.3876545,-0.1677311
36,-0.5339669,-0.6665563,"('hostile', 'amicable')",0.9948581,0.8132074,0.2304456,0.0733255,0.1571201
77,-0.5298996,-0.7222593,"('unmotivated', 'motivated')",-0.96470565,-1.0832554,-0.7473027,-0.9027573,0.1554546
4,-0.4990373,-0.54155093,"('disliked', 'liked')",-4.6787443,-5.098327,-2.5888908,-2.8199391,0.2310483
41,-0.4978809,-0.64734125,"('unforgiving', 'forgiving')",0.7164714,0.62005234,0.1092952,-0.0136445,0.1229397
42,0.4927947,0.3951879,"('unreliable', 'reliable')",-2.0152116,-2.2142425,-0.7612084,-0.9095273,0.1483189
