,vornado_male,vornado_female,tuple,realty_male,realty_female,trust_male,trust_female,average_male,average_female,male-female
86,-1.949664,-2.06913,"('uninfluential', 'influential')",-2.5257094,-2.4563918,0.22413495,0.17015472,-1.4170794,-1.4517891,0.0347097
88,-1.684221,-1.6581361,"('low', 'eminent')",-1.0508716,-1.0962474,-0.15276664,-0.057385292,-0.9626198,-0.9372563,-0.0253635
1,-1.643554,-1.9638898,"('unfriendly', 'friendly')",0.19203901,0.005585406,1.5135132,1.4352181,0.0206661,-0.1743621,0.1950282
8,-1.5428606,-1.815783,"('unaffectionate', 'affectionate')",0.19445896,0.063737944,0.5981413,0.595555,-0.2500868,-0.3854967,0.1354099
9,-1.3808017,-1.6677804,"('unaffectionate', 'caring')",0.45591494,0.38322845,1.8901776,1.8667488,0.3217636,0.1940656,0.127698
26,-1.3447233,-1.258647,"('hardhearted', 'benevolent')",1.1703489,1.1259749,1.022649,0.9314056,0.2827582,0.2662445,0.0165137
57,-1.3422482,-1.3554934,"('unimaginative', 'imaginative')",-0.97913927,-0.89022803,-2.839756,-2.862648,-1.7203811,-1.7027898,-0.0175913
58,-1.2672846,-1.0479476,"('undiscriminating', 'discriminating')",-0.80446947,-0.71376294,-0.6354434,-0.55090797,-0.9023991,-0.7708729,-0.1315262
0,-1.2306527,-1.2762116,"('unsociable', 'sociable')",-0.85681736,-0.8919293,0.9463533,0.7409744,-0.3803722,-0.4757222,0.09535
53,-1.1834152,-1.3461385,"('uncreative', 'creative')",0.082707234,0.042950723,-0.16642684,-0.062326413,-0.4223782,-0.4551714,0.0327932
19,-1.1793437,-1.1676987,"('inhospitable', 'hospitable')",-0.50558513,-0.49245444,-1.3351704,-1.0625526,-1.0066997,-0.9075686,-0.0991311
6,-1.177778,-1.3635477,"('distant', 'open')",0.8650804,0.849905,-0.53219336,-0.37235916,-0.2816303,-0.2953339,0.0137036
83,-1.1663685,-1.0071759,"('powerless', 'powerful')",0.16319163,0.24716364,-0.10657789,0.04781632,-0.3699182,-0.2373986,-0.1325196
36,-1.1120799,-1.259341,"('hostile', 'amicable')",1.2621857,1.109631,-1.0943612,-1.1554563,-0.3147518,-0.4350555,0.1203037
28,-1.1089356,-1.4623084,"('disloyal', 'loyal')",-0.7979288,-0.94383734,1.3001434,1.2009648,-0.2022403,-0.401727,0.1994867
5,-1.1087257,-1.2643752,"('distant', 'outgoing')",0.8052755,0.8108655,-0.86784637,-0.71974784,-0.3904322,-0.3910859,0.0006537
85,-1.0646963,-1.2677665,"('insignificant', 'prestigious')",1.951488,1.7108848,-1.405759,-1.4289054,-0.1729891,-0.3285957,0.1556066
10,-1.0646166,-1.0388832,"('unsympathetic', 'sympathetic')",-2.2816675,-2.1089838,1.0631101,1.1416359,-0.7610579,-0.6687437,-0.0923142
43,-0.9610084,-0.8657049,"('irresponsible', 'responsible')",-1.5085326,-1.3932066,1.4640758,1.4902601,-0.3351551,-0.2562172,-0.0789379
79,-0.92251796,-1.25341,"('wavering', 'unwavering')",0.9744357,0.7070535,-0.5481037,-0.54594916,-0.1653953,-0.3641019,0.1987066
45,-0.92170066,-0.8764852,"('incompetent', 'competent')",-1.7576798,-1.5982646,0.6938868,0.5752372,-0.6618312,-0.6331708,-0.0286604
44,0.9110269,1.010919,"('prejudiced', 'unprejudiced')",0.34199795,0.41857463,-1.3709089,-1.2975128,-0.0392947,0.0439936,-0.0832883
31,-0.8788897,-0.99988335,"('evil', 'good')",0.48903275,0.42365932,-2.1222796,-2.106721,-0.8373788,-0.894315,0.0569362
74,-0.86490697,-0.9398004,"('undedicated', 'dedicated')",-1.7520809,-1.6461464,-0.4226203,-0.36294183,-1.0132027,-0.9829628,-0.0302399
72,-0.80179024,-0.6477053,"('unambitious', 'ambitious')",0.1844562,0.36673644,0.9247086,1.1076769,0.1024582,0.2755693,-0.1731111
76,0.7636287,0.8996182,"('anxious', 'daring')",-0.1475459,-0.03892773,0.7720482,0.85205954,0.4627103,0.5709167,-0.1082064
77,-0.7478279,-0.94000894,"('unmotivated', 'motivated')",-0.29593098,-0.34857202,0.1252165,0.034128495,-0.3061808,-0.4181508,0.11197
12,-0.7121442,-0.8116522,"('unsupportive', 'supportive')",0.40433714,0.47204408,-1.2718985,-1.2434793,-0.5265685,-0.5276958,0.0011273
61,-0.70424044,-0.84253883,"('illogical', 'logical')",-0.67121,-0.67720747,0.952548,0.876306,-0.1409674,-0.2144801,0.0735127
2,0.7041534,0.6554445,"('unlikable', 'likable')",1.1029752,1.0108224,1.1254399,1.0406348,0.9775229,0.9023005,0.0752224
63,-0.6944236,-0.6845683,"('unperceptive', 'insightful')",-0.31185716,-0.2688623,1.6605626,1.765111,0.218094,0.2705601,-0.0524661
71,-0.6003824,-0.81676227,"('diffident', 'self-confident')",1.5884058,1.5129865,0.6848637,0.68597484,0.557629,0.460733,0.096896
20,-0.5372143,-0.3129722,"('rough', 'thoughtful')",-0.46953878,-0.30603388,0.4532519,0.47067332,-0.1845004,-0.0494442,-0.1350562
66,-0.5142434,-0.5748681,"('inactive', 'active')",0.8110151,0.821211,0.4765538,0.48588115,0.2577752,0.2440747,0.0137005
33,0.51094073,0.43739697,"('wrong', 'right')",1.5299673,1.500279,-0.47601542,-0.45539922,0.5216309,0.4940922,0.0275387
49,-0.5088545,-0.34343296,"('unable', 'able')",-1.3776112,-1.152499,-0.07206463,0.17432874,-0.6528434,-0.4405344,-0.212309
54,-0.48854312,-0.6266031,"('incapable', 'capable')",1.0160633,0.9410964,1.07764,1.1924521,0.5350534,0.5023151,0.0327383
46,-0.48500425,-0.59077567,"('uncompetitive', 'competitive')",-1.7753649,-1.735068,0.2587195,0.21881704,-0.6672165,-0.7023422,0.0351257
27,-0.4812931,-0.3509351,"('hardhearted', 'softhearted')",-0.4910441,-0.33242935,1.2235765,1.2641472,0.0837464,0.1935942,-0.1098478
34,-0.4794426,-0.51658016,"('mean', 'honorable')",0.1762445,0.12120598,5.8904057,5.933393,1.8624026,1.8460062,0.0163964
64,0.473686,0.42952406,"('shy', 'confident')",-0.40573162,-0.41190767,-5.4279323,-5.541677,-1.7866592,-1.8413536,0.0546944
15,-0.47265565,-0.24035421,"('boring', 'funny')",0.9070226,0.95695555,-0.027403586,-0.03241667,0.1356544,0.2280616,-0.0924072
11,-0.45217833,-0.4801188,"('unhelpful', 'helpful')",-0.7075732,-0.67866606,2.8836815,2.9439368,0.5746433,0.5950507,-0.0204074
23,-0.4436133,-0.6581498,"('insincere', 'sincere')",-0.34574825,-0.4539502,7.8698735,7.7781434,2.3601707,2.2220144,0.1381563
29,0.39667782,0.46374258,"('unfair', 'fair')",-0.44505882,-0.31122538,-0.61412245,-0.5423552,-0.2208345,-0.129946,-0.0908885
48,-0.39506203,-0.3367508,"('unintelligent', 'intelligent')",-0.82837456,-0.8002678,0.9373745,0.91579545,-0.095354,-0.0737411,-0.0216129
52,-0.38067135,-0.63076705,"('irrational', 'rational')",1.0176431,0.9160112,-0.59087044,-0.5959297,0.0153671,-0.1035618,0.1189289
22,0.3755694,0.51101017,"('untrustworthy', 'trustworthy')",-1.2497796,-1.0576847,0.1533429,0.23807995,-0.2402891,-0.1028648,-0.1374243
73,0.35619783,0.44038412,"('helpless', 'self-reliant')",1.1526957,1.1091508,-4.353827,-4.246929,-0.9483112,-0.8991315,-0.0491797
35,0.35605153,0.2429892,"('corrupt', 'incorrupt')",0.99765843,1.0055636,-1.9343233,-1.9122406,-0.1935378,-0.2212293,0.0276915
87,-0.34809878,-0.35452372,"('unsuccessful', 'successful')",0.7044188,0.7407379,0.9968052,0.962026,0.4510417,0.4494134,0.0016283
40,0.2943045,0.22923629,"('stingy', 'generous')",0.12931746,0.14137483,-2.5176294,-2.6300268,-0.6980025,-0.7531385,0.055136
42,0.28517476,0.3848653,"('unreliable', 'reliable')",0.04824428,0.22421879,-2.649645,-2.5278232,-0.7720753,-0.6395797,-0.1324956
38,-0.28407967,-0.4899877,"('untruthful', 'truthful')",0.4330046,0.37430066,1.1847553,1.2519675,0.4445601,0.3787602,0.0657999
32,-0.28048488,-0.38605297,"('unkind', 'kind')",-0.5267835,-0.55571157,1.7804658,1.7579292,0.3243992,0.2720549,0.0523443
56,-0.2800275,-0.19204786,"('impractical', 'practical')",-0.7138138,-0.66326547,0.8938767,0.8029684,-0.0333215,-0.0174483,-0.0158732
78,-0.2715289,-0.6216613,"('nonresilient', 'resilient')",0.9082814,0.80468,1.1072521,0.991125,0.5813349,0.3913812,0.1899537
41,-0.26138872,-0.26974532,"('unforgiving', 'forgiving')",-0.36156714,-0.3999676,0.45110017,0.31258258,-0.0572852,-0.1190434,0.0617582
13,0.26041555,0.21318291,"('impolite', 'polite')",-0.7296846,-0.7731917,1.3758104,1.2001992,0.3021804,0.2133968,0.0887836
37,-0.25570738,-0.22554608,"('fake', 'genuine')",-1.0794722,-0.9528029,0.2670899,0.33671758,-0.3560299,-0.2805438,-0.0754861
70,-0.25329593,-0.20376699,"('lethargic', 'energetic')",-1.6307571,-1.5712918,1.1445761,1.198223,-0.2464923,-0.1922786,-0.0542137
7,-0.2523221,-0.22611913,"('insensitive', 'sensitive')",-0.693065,-0.63334596,1.5009509,1.3895288,0.1851879,0.1766879,0.0085
67,0.23407292,0.47429615,"('doubtful', 'determined')",0.83080745,0.94805825,0.028542435,0.09352443,0.3644743,0.505293,-0.1408187
62,0.23086037,0.30280632,"('incompetent', 'brilliant')",-0.5589659,-0.42379227,1.6122988,1.6634682,0.4280644,0.5141608,-0.0860964
14,-0.22589096,-0.09907645,"('antisocial', 'social')",-0.42923415,-0.29391208,0.7087127,0.507309,0.0178625,0.0381068,-0.0202443
18,0.21795803,0.18913196,"('disagreeable', 'welcoming')",0.6648606,0.5923405,-0.71855354,-0.7763843,0.054755,0.0016961,0.0530589
80,0.20346409,0.26406783,"('dominated', 'dominating')",-1.4114695,-1.3228127,-0.10777515,-0.094757184,-0.4385935,-0.3845007,-0.0540928
50,-0.19897941,-0.32273397,"('clumsy', 'skillful')",0.89869803,0.8039918,0.008652538,0.117308035,0.2361237,0.199522,0.0366017
60,-0.16769472,-0.082104534,"('inefficient', 'efficient')",-1.6436354,-1.4814267,1.802097,1.8036307,-0.0030777,0.0800331,-0.0831108
