,vornado_male,vornado_female,tuple,realty_male,realty_female,trust_male,trust_female,average_male,average_female,male-female
75,0.15403126,0.20468825,"('meek', 'impulsive')",0.62850654,0.54901886,-1.020148,-0.84401816,-0.0792034,-0.0301037,-0.0490997
3,0.14845288,0.07170699,"('repellent', 'pleasant')",-0.81732404,-0.8473102,1.0611221,0.9095723,0.1307503,0.0446564,0.0860939
30,0.13681029,0.34820846,"('intolerant', 'tolerant')",-0.57101226,-0.5410952,1.4600804,1.4249855,0.3419595,0.4106996,-0.0687401
68,-0.13259852,0.045450933,"('dependent', 'independent')",-1.6312331,-1.5498797,-1.1067528,-0.90378314,-0.9568615,-0.8027373,-0.1541242
39,-0.13205022,0.028984021,"('exploitative', 'cooperative')",-0.053117346,0.09290193,0.32150638,0.43806413,0.0454463,0.18665,-0.1412037
24,-0.12733328,-0.1349847,"('dishonest', 'honest')",-0.9883041,-0.8444633,1.8041055,1.8382319,0.2294894,0.2862613,-0.0567719
16,-0.11322726,-0.38218486,"('unpopular', 'popular')",0.90004617,0.72648275,0.4210256,0.25634807,0.4026148,0.2002153,0.2023995
69,0.1094769,-0.011125684,"('lazy', 'industrious')",2.2989306,2.1681206,-1.9257019,-1.9285457,0.1609019,0.0761497,0.0847522
55,-0.10390501,0.08320298,"('incompetent', 'clever')",-1.933079,-1.8054672,0.95862895,0.86978626,-0.3594517,-0.2841593,-0.0752924
84,-0.06683503,0.062422827,"('inferior', 'superior')",-1.3694096,-1.1511333,0.18753679,0.31640625,-0.4162359,-0.2574347,-0.1588012
65,0.06453411,0.19151914,"('insecure', 'secure')",-2.0319986,-2.018365,1.4385005,1.3722764,-0.1763213,-0.1515231,-0.0247982
81,0.04476559,0.18759072,"('submissive', 'aggressive')",-1.4054646,-1.3648529,0.8766231,0.93277305,-0.1613587,-0.0814964,-0.0798623
82,-0.04226686,-0.055525035,"('poor', 'rich')",-0.7288038,-0.8189863,6.7074394,6.7567844,1.9787896,1.9607577,0.0180319
47,-0.040395506,0.065750755,"('stupid', 'smart')",0.10603813,0.12496281,6.2995825,6.399075,2.1217418,2.1965961,-0.0748543
25,-0.02865763,-0.28032878,"('egoistic', 'altruistic')",0.90600073,0.7426383,0.25364944,0.15526094,0.3769975,0.2058568,0.1711407
51,0.025612693,-0.06119447,"('uneducated', 'educated')",-1.0743037,-1.0195966,0.4406517,0.4983704,-0.2026798,-0.1941402,-0.0085396
21,0.023011995,0.15558392,"('immoral', 'moral')",-0.75363624,-0.63329256,0.8039889,0.7195599,0.0244549,0.0806171,-0.0561622
17,-0.022752576,0.0012089871,"('nasty', 'nice')",0.72334635,0.74700665,-0.12403336,-0.21464576,0.1921868,0.1778566,0.0143302
4,0.0057988,-0.103973255,"('disliked', 'liked')",1.0564839,1.0400025,-7.3515096,-7.465822,-2.096409,-2.1765976,0.0801886
59,-0.001979962,-0.043862507,"('foolish', 'wise')",1.2347114,1.2184967,-0.14181037,-0.025586467,0.3636403,0.3830159,-0.0193756
