,pfizer_male,pfizer_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-3.8600795,-3.7489464,"('unsympathetic', 'sympathetic')",0.0030504968,0.050930463,-1.9285145,-1.849008,-0.0795065
46,-2.8867218,-2.8781798,"('uncompetitive', 'competitive')",-0.5405878,-0.42115083,-1.7136548,-1.6496654,-0.0639894
85,2.8698146,2.7684035,"('insignificant', 'prestigious')",0.9394783,0.4327826,1.9046464,1.6005931,0.3040533
35,2.8463426,2.8212633,"('corrupt', 'incorrupt')",-0.2844091,-0.5934935,1.2809668,1.1138849,0.1670819
69,2.8255563,2.6117764,"('lazy', 'industrious')",-0.19792375,-0.5094433,1.3138163,1.0511665,0.2626498
11,-2.582154,-2.5170834,"('unhelpful', 'helpful')",1.9341571,1.9328539,-0.3239985,-0.2921147,-0.0318838
57,-2.4733033,-2.4110568,"('unimaginative', 'imaginative')",-2.6041744,-2.5992138,-2.5387387,-2.5051353,-0.0336034
70,-2.467313,-2.367427,"('lethargic', 'energetic')",0.6212662,0.97713023,-0.9230235,-0.6951485,-0.227875
23,-2.443061,-2.3676648,"('insincere', 'sincere')",5.914448,5.9069653,1.7356933,1.7696502,-0.0339569
45,-2.3776407,-2.2134144,"('incompetent', 'competent')",-0.38511437,-0.30343825,-1.3813776,-1.2584263,-0.1229513
43,-2.3526063,-2.2247503,"('irresponsible', 'responsible')",0.7567787,0.8001357,-0.7979138,-0.7123073,-0.0856065
65,-2.1775935,-2.2371838,"('insecure', 'secure')",-0.22001797,-0.03825691,-1.1988057,-1.1377203,-0.0610854
0,-2.1178775,-2.1625147,"('unsociable', 'sociable')",-0.3980692,-0.4881543,-1.2579733,-1.3253345,0.0673612
13,-2.1027162,-2.1551747,"('impolite', 'polite')",0.011186309,0.085021645,-1.0457649,-1.0350765,-0.0106884
60,-2.0471447,-1.9565321,"('inefficient', 'efficient')",0.59898096,0.789009,-0.7240819,-0.5837616,-0.1403203
55,-1.9724709,-1.9308462,"('incompetent', 'clever')",0.20639855,0.17561927,-0.8830361,-0.8776135,-0.0054226
3,-1.9511617,-1.9556086,"('repellent', 'pleasant')",-0.16570589,-0.13758157,-1.0584338,-1.0465951,-0.0118387
59,1.9284117,1.8145583,"('foolish', 'wise')",0.3302186,0.16595732,1.1293151,0.9902578,0.1390573
21,-1.8832114,-1.8643042,"('immoral', 'moral')",-0.6669601,-0.7025854,-1.2750857,-1.2834448,0.0083591
14,-1.8724715,-1.7904084,"('antisocial', 'social')",-0.8091714,-0.7129908,-1.3408214,-1.2516996,-0.0891218
22,-1.8486168,-1.7741203,"('untrustworthy', 'trustworthy')",-1.1686554,-0.889214,-1.5086361,-1.3316672,-0.1769689
7,-1.8431792,-1.8417833,"('insensitive', 'sensitive')",0.81130713,0.8796222,-0.515936,-0.4810805,-0.0348555
86,-1.7970706,-1.8013246,"('uninfluential', 'influential')",0.013858318,-0.04437424,-0.8916062,-0.9228494,0.0312432
24,-1.7654423,-1.6504925,"('dishonest', 'honest')",0.82299906,0.9846535,-0.4712216,-0.3329195,-0.1383021
63,-1.7434013,-1.6600603,"('unperceptive', 'insightful')",1.48051,1.5558631,-0.1314456,-0.0520986,-0.079347
6,1.7230346,1.769259,"('distant', 'open')",0.49745435,0.37668502,1.1102445,1.0729721,0.0372724
81,-1.7229475,-1.6458411,"('submissive', 'aggressive')",-0.3482322,-0.08877446,-1.0355898,-0.8673078,-0.168282
30,-1.715833,-1.6513703,"('intolerant', 'tolerant')",1.3950652,1.3698157,-0.1603839,-0.1407773,-0.0196066
36,1.603415,1.4778826,"('hostile', 'amicable')",0.0077330694,-0.37038815,0.8055741,0.5537472,0.2518269
62,-1.5769695,-1.397247,"('incompetent', 'brilliant')",0.57231146,0.96174055,-0.502329,-0.2177532,-0.2845758
31,1.5205398,1.4884981,"('evil', 'good')",-1.2856964,-1.5017514,0.1174217,-0.0066267,0.1240484
5,1.4432415,1.4617037,"('distant', 'outgoing')",0.026585937,0.00037723035,0.7349137,0.7310404,0.0038733
82,-1.4371765,-1.3024809,"('poor', 'rich')",5.916885,6.1624694,2.2398543,2.4299941,-0.1901398
73,1.3840885,1.44129,"('helpless', 'self-reliant')",-3.1480162,-3.0170717,-0.8819638,-0.7878909,-0.0940729
56,-1.3628802,-1.2124271,"('impractical', 'practical')",0.051551018,0.34911674,-0.6556646,-0.4316552,-0.2240094
41,-1.3336754,-1.1679422,"('unforgiving', 'forgiving')",0.029558724,0.0073117632,-0.6520583,-0.5803152,-0.0717431
52,1.2899108,1.2856824,"('irrational', 'rational')",-0.36292133,-0.64116925,0.4634947,0.3222566,0.1412381
51,-1.2834567,-1.2075616,"('uneducated', 'educated')",1.3408339,1.347226,0.0286886,0.0698322,-0.0411436
28,-1.2616718,-1.2258643,"('disloyal', 'loyal')",0.5358135,0.5179376,-0.3629291,-0.3539633,-0.0089658
25,1.2415907,1.2064055,"('egoistic', 'altruistic')",1.1779579,1.0296307,1.2097743,1.1180182,0.0917561
32,-1.2270793,-1.2134143,"('unkind', 'kind')",0.95268625,0.89306724,-0.1371965,-0.1601735,0.022977
38,-1.2229396,-1.0882204,"('untruthful', 'truthful')",0.3576766,0.56801605,-0.4326315,-0.2601022,-0.1725293
12,-1.1842414,-1.038678,"('unsupportive', 'supportive')",-1.416721,-1.3535823,-1.3004812,-1.1961302,-0.104351
72,-1.1442333,-0.92418456,"('unambitious', 'ambitious')",-0.8569566,-0.43656793,-1.000595,-0.6803762,-0.3202188
79,1.1360899,1.1074418,"('wavering', 'unwavering')",0.26266629,0.17731608,0.6993781,0.6423789,0.0569992
76,-1.1102157,-0.98470974,"('anxious', 'daring')",0.6313781,0.71468765,-0.2394188,-0.135011,-0.1044078
48,-1.0785497,-1.0148237,"('unintelligent', 'intelligent')",1.0954131,0.96492726,0.0084317,-0.0249482,0.0333799
33,1.0359674,0.9559286,"('wrong', 'right')",-0.52399737,-0.6503775,0.255985,0.1527756,0.1032094
42,-1.0166807,-0.9668186,"('unreliable', 'reliable')",-2.9828546,-2.8076584,-1.9997677,-1.8872385,-0.1125292
4,0.9837412,1.0881102,"('disliked', 'liked')",-6.13931,-5.975626,-2.5777843,-2.443758,-0.1340263
80,-0.9207248,-0.8959642,"('dominated', 'dominating')",-1.0531678,-1.0193436,-0.9869463,-0.9576539,-0.0292924
75,0.8606989,0.96228564,"('meek', 'impulsive')",-0.18923667,0.043871697,0.3357311,0.5030786,-0.1673475
34,-0.7368687,-0.6981934,"('mean', 'honorable')",6.33761,6.2208295,2.8003705,2.761318,0.0390525
66,0.71679556,0.613439,"('inactive', 'active')",1.0977515,0.90466493,0.9072735,0.759052,0.1482215
77,-0.6860009,-0.79023314,"('unmotivated', 'motivated')",-0.84377843,-0.78696907,-0.7648897,-0.7886011,0.0237114
54,0.6506554,0.57166314,"('incapable', 'capable')",1.2579899,1.2908833,0.9543226,0.9312732,0.0230494
16,0.64745045,0.58507913,"('unpopular', 'popular')",0.54944193,0.28465986,0.5984462,0.4348695,0.1635767
53,-0.6460727,-0.57661754,"('uncreative', 'creative')",0.9026306,0.860769,0.128279,0.1420757,-0.0137967
74,-0.64364773,-0.50181925,"('undedicated', 'dedicated')",0.091610245,0.062769845,-0.2760187,-0.2195247,-0.056494
71,0.6369111,0.66070926,"('diffident', 'self-confident')",0.73102754,0.54291445,0.6839693,0.6018119,0.0821574
20,0.5700383,0.5489157,"('rough', 'thoughtful')",1.5220788,1.3435261,1.0460585,0.9462209,0.0998376
78,-0.5576207,-0.4684167,"('nonresilient', 'resilient')",0.90875506,0.9246984,0.1755672,0.2281409,-0.0525737
61,-0.5057936,-0.5618209,"('illogical', 'logical')",0.3074621,0.074286565,-0.0991657,-0.2437672,0.1446015
37,-0.49731183,-0.5414804,"('fake', 'genuine')",0.35735825,0.4929785,-0.0699768,-0.024251,-0.0457258
8,-0.49360514,-0.4290858,"('unaffectionate', 'affectionate')",0.41463488,0.29113898,-0.0394851,-0.0689734,0.0294883
84,0.4664503,0.4164772,"('inferior', 'superior')",1.2689033,1.1264395,0.8676768,0.7714583,0.0962185
9,-0.45649278,-0.42466915,"('unaffectionate', 'caring')",1.2495801,1.121523,0.3965437,0.3484269,0.0481168
15,0.4309726,0.53053194,"('boring', 'funny')",0.46752396,0.4806524,0.4492483,0.5055922,-0.0563439
64,-0.40035358,-0.49911022,"('shy', 'confident')",-6.243754,-5.9744496,-3.3220537,-3.2367799,-0.0852738
87,0.38066578,0.34624413,"('unsuccessful', 'successful')",1.0612718,0.9682137,0.7209688,0.6572289,0.0637399
47,-0.37723234,-0.30423144,"('stupid', 'smart')",5.3717346,5.4919443,2.497251,2.5938563,-0.0966053
18,-0.36108813,-0.3391449,"('disagreeable', 'welcoming')",-0.5243379,-0.54144263,-0.442713,-0.4402938,-0.0024192
50,0.34866703,0.2299183,"('clumsy', 'skillful')",0.34060976,0.21598732,0.3446384,0.2229528,0.1216856
58,-0.34152433,-0.2836037,"('undiscriminating', 'discriminating')",0.35297978,0.33345896,0.0057277,0.0249276,-0.0191999
29,0.33674288,0.33201453,"('unfair', 'fair')",-0.37317345,-0.51185083,-0.0182153,-0.0899182,0.0717029
17,0.28112197,0.18529712,"('nasty', 'nice')",-0.38049942,-0.66062635,-0.0496887,-0.2376646,0.1879759
88,-0.27898368,-0.24223898,"('low', 'eminent')",0.40872815,0.25693488,0.0648722,0.0073479,0.0575243
67,-0.26905143,-0.25884524,"('doubtful', 'determined')",-0.5574344,-0.5057643,-0.4132429,-0.3823048,-0.0309381
83,0.2652136,0.2733976,"('powerless', 'powerful')",-0.6039105,-0.5786141,-0.1693484,-0.1526083,-0.0167401
2,0.23709966,0.26874346,"('unlikable', 'likable')",0.62574977,0.7983513,0.4314247,0.5335474,-0.1021227
68,-0.22575384,-0.38559097,"('dependent', 'independent')",0.09057605,-0.04238064,-0.0675889,-0.2139858,0.1463969
39,-0.19223584,-0.31865525,"('exploitative', 'cooperative')",-0.10048362,-0.28341275,-0.1463597,-0.301034,0.1546743
49,-0.15519862,-0.14934577,"('unable', 'able')",0.29326022,0.29538062,0.0690308,0.0730174,-0.0039866
19,0.1166504,0.106797986,"('inhospitable', 'hospitable')",0.14363872,0.09529422,0.1301446,0.1010461,0.0290985
26,0.11092009,0.10025285,"('hardhearted', 'benevolent')",1.293853,1.050227,0.7023866,0.57524,0.1271466
40,-0.095311716,0.036336415,"('stingy', 'generous')",-1.4044588,-1.2402934,-0.7498853,-0.6019785,-0.1479068
27,-0.08543054,-0.03625215,"('hardhearted', 'softhearted')",1.6206498,1.3105141,0.7676097,0.637131,0.1304787
1,-0.06961641,0.01635886,"('unfriendly', 'friendly')",1.6938387,1.488904,0.8121111,0.7526314,0.0594797
44,-0.030561905,-0.09662943,"('prejudiced', 'unprejudiced')",-1.5413136,-1.6185832,-0.7859378,-0.8576063,0.0716685
