,bristol_male,bristol_female,tuple,myers_male,myers_female,squibb_male,squibb_female,co_male,co_female,average_male,average_female,male-female
23,1.0629508,0.91363156,"('insincere', 'sincere')",0.73854643,0.37945658,-1.4270242,-1.4501812,6.9204054,6.9857874,1.8237196,1.7071736,0.116546
74,1.0461704,0.961501,"('undedicated', 'dedicated')",0.55725175,0.35793555,-0.13079266,-0.11198039,0.34970686,0.01223414,0.4555841,0.3049226,0.1506615
46,1.0368775,0.44769305,"('uncompetitive', 'competitive')",0.2664685,0.20872687,-1.6385643,-1.7323004,-0.29522815,-0.68286103,-0.1576116,-0.4396854,0.2820738
31,-1.0349225,-1.1449981,"('evil', 'good')",0.019857233,-0.14508386,0.5267482,0.4179648,-1.3671002,-1.1274123,-0.4638543,-0.4998824,0.0360281
80,1.0250634,1.0818275,"('dominated', 'dominating')",-0.6112819,-0.39595926,-0.17075592,-0.044780485,-0.4347293,-0.64221704,-0.0479259,-0.0002823,-0.0476436
36,-1.0072678,-1.0908108,"('hostile', 'amicable')",0.30869937,-0.053910706,0.3246626,0.17765969,-0.8922069,-0.8012804,-0.3165282,-0.4420856,0.1255574
47,1.0026456,1.0607771,"('stupid', 'smart')",0.30310833,0.18435983,-0.2804576,-0.2086748,5.378687,5.376453,1.6009958,1.6032288,-0.002233
21,0.9378523,0.61584496,"('immoral', 'moral')",0.42558965,0.26208273,-0.7829418,-0.72452074,-0.22499655,-0.2642952,0.0888759,-0.0277221,0.116598
54,-0.900001,-0.8194907,"('incapable', 'capable')",0.085180596,0.11281924,-0.8761343,-0.9283741,1.0279669,1.2758576,-0.165747,-0.089797,-0.07595
69,-0.8741502,-0.44204724,"('lazy', 'industrious')",1.1842381,1.2190707,1.4297544,1.5674111,-1.7650641,-1.5411497,-0.0063055,0.2008212,-0.2071267
83,0.85018176,0.29738447,"('powerless', 'powerful')",0.22689225,0.04436152,-0.48795125,-0.53269017,-1.0137551,-0.73943603,-0.1061581,-0.2325951,0.126437
62,0.8195639,0.4827201,"('incompetent', 'brilliant')",-0.443121,-0.32977754,-1.0913343,-1.1203722,0.50953114,0.6144232,-0.0513401,-0.0882516,0.0369115
11,0.77363557,0.29941785,"('unhelpful', 'helpful')",0.515482,0.34870067,-1.2485305,-1.251025,2.7022305,2.325607,0.6857044,0.4306751,0.2550293
55,0.7421109,0.5904552,"('incompetent', 'clever')",-0.19668186,-0.07774498,-0.78148323,-0.80304325,0.9075753,0.77127534,0.1678803,0.1202356,0.0476447
44,-0.722441,-0.6087885,"('prejudiced', 'unprejudiced')",-0.91532224,-0.55113333,0.894523,1.0351151,-1.7908441,-1.7184494,-0.6335211,-0.460814,-0.1727071
60,0.705845,0.61228424,"('inefficient', 'efficient')",0.12095046,0.022007849,-1.4787875,-1.3302338,0.55957377,0.6821583,-0.0231046,-0.0034459,-0.0196587
3,-0.70085627,-0.6047412,"('repellent', 'pleasant')",-1.2381394,-1.1700046,-1.189852,-1.0976553,0.7241226,0.87962013,-0.6011813,-0.4981953,-0.102986
32,0.67972374,0.58752495,"('unkind', 'kind')",0.10646522,-0.011276505,-0.9031675,-0.82979,1.5352002,1.1679302,0.3545554,0.2285972,0.1259582
19,-0.6351125,-0.7809341,"('inhospitable', 'hospitable')",-0.003931091,-0.2976226,0.111722104,-0.09844343,0.07031925,0.16146675,-0.1142506,-0.2538833,0.1396327
39,0.6224735,0.8463604,"('exploitative', 'cooperative')",0.25115532,0.32989594,0.36236414,0.57653564,0.6465117,0.8254987,0.4706261,0.6445726,-0.1739465
42,-0.6105511,-0.84138745,"('unreliable', 'reliable')",-0.71355164,-0.8014427,-0.13861597,-0.022930432,-3.044688,-3.0478122,-1.1268517,-1.1783931,0.0515414
63,0.6003163,0.015021417,"('unperceptive', 'insightful')",-0.10095112,-0.32355568,-1.2572955,-1.2651765,1.0177447,0.8899944,0.0649536,-0.1709291,0.2358827
56,0.5696965,0.25441518,"('impractical', 'practical')",-0.13215531,-0.22395582,-0.7109736,-0.67376226,0.0529996,0.07912796,-0.0551082,-0.1410437,0.0859355
17,-0.54287523,-0.6586125,"('nasty', 'nice')",0.3262512,0.119380884,0.21334237,0.20134163,-0.56297284,-0.5944753,-0.1415636,-0.2330913,0.0915277
48,-0.50534177,-0.6502649,"('unintelligent', 'intelligent')",-0.4439875,-0.24989934,-1.7888774,-1.8075542,0.21685348,0.098088235,-0.6303383,-0.6524075,0.0220692
77,-0.50273716,0.03687465,"('unmotivated', 'motivated')",0.11606093,0.52980775,-1.1243207,-0.93450963,-1.0540001,-0.9206553,-0.6412493,-0.3221206,-0.3191287
66,-0.48925477,-0.38970906,"('inactive', 'active')",-0.9359923,-1.0139257,0.24346162,0.08986105,0.0012155548,0.01924878,-0.2951425,-0.3236313,0.0284888
7,0.46586624,0.70671624,"('insensitive', 'sensitive')",0.23271945,0.44361347,-1.7362635,-1.4991584,0.7663567,1.1084976,-0.0678303,0.1899172,-0.2577475
61,-0.44115752,-0.9225504,"('illogical', 'logical')",-0.3443468,-0.78437275,-1.0699986,-1.1566466,-0.043243654,-0.022604521,-0.4746867,-0.7215436,0.2468569
27,-0.4158596,-0.0041591246,"('hardhearted', 'softhearted')",0.65295726,0.9323989,0.30527866,0.61858517,1.0230588,1.474739,0.3913588,0.755391,-0.3640322
0,-0.4054455,-0.8571974,"('unsociable', 'sociable')",-0.105400264,-0.5035674,-1.817638,-1.8896,0.21216741,0.097388566,-0.5290791,-0.7882441,0.259165
30,0.40184948,0.123987764,"('intolerant', 'tolerant')",-0.0050163046,-0.15676913,-0.86825097,-0.86954945,0.6501588,0.7159247,0.0446853,-0.0466015,0.0912868
20,-0.37788826,0.21174234,"('rough', 'thoughtful')",0.3544581,0.69267815,-0.3204831,-0.17152815,0.17279701,0.3215315,-0.0427791,0.263606,-0.3063851
65,0.3621604,0.36432454,"('insecure', 'secure')",-0.74355686,-0.9337313,-0.8941912,-0.9517587,0.55402756,0.61913955,-0.18039,-0.2255065,0.0451165
67,0.35818014,-0.18485332,"('doubtful', 'determined')",-0.6249991,-1.0034475,0.13408267,-0.14852233,-0.37857127,-0.86536986,-0.1278269,-0.5505483,0.4227214
12,0.3519271,0.16752622,"('unsupportive', 'supportive')",1.185893,1.2397776,-1.8240446,-1.6612978,-1.6036048,-1.4143758,-0.4724573,-0.4170924,-0.0553649
33,-0.34023616,-0.3565714,"('wrong', 'right')",0.1700651,0.10561128,0.77499604,0.7660548,-0.6869095,-0.46386015,-0.0205211,0.0128086,-0.0333297
70,-0.31653154,-0.69137,"('lethargic', 'energetic')",-1.2089739,-1.1115515,-0.7660212,-0.64869744,1.0000186,1.0303463,-0.322877,-0.3553182,0.0324412
34,0.31209975,0.539572,"('mean', 'honorable')",0.74162817,0.71795326,-0.3263561,-0.25817192,5.6011624,5.7787642,1.5821335,1.6945294,-0.1123959
45,0.29776812,-0.44825843,"('incompetent', 'competent')",0.00052665174,-0.23301218,-1.6075909,-1.773782,-0.07365216,-0.4171007,-0.3457371,-0.7180383,0.3723012
64,0.29347548,0.18896669,"('shy', 'confident')",-0.28171268,-0.37803227,-1.0004171,-1.0643331,-6.6577554,-6.5872126,-1.9116024,-1.9601529,0.0485505
40,-0.28672817,0.32345027,"('stingy', 'generous')",-0.07762704,0.47262463,-0.9421266,-0.7713343,-2.41402,-1.9668914,-0.9301255,-0.4855377,-0.4445878
15,-0.27317834,-0.6905643,"('boring', 'funny')",0.62765414,0.45188603,1.6254255,1.5443579,0.7764056,0.6491033,0.6890767,0.4886957,0.200381
10,-0.24116623,-0.72502136,"('unsympathetic', 'sympathetic')",-0.72885644,-0.82395387,-2.690504,-2.7458928,0.33804762,0.11850166,-0.8306198,-1.0440916,0.2134718
52,-0.22737801,-0.22857928,"('irrational', 'rational')",0.511668,0.22008446,-0.4413135,-0.66337544,-0.34526286,-0.37427118,-0.1255716,-0.2615353,0.1359637
72,-0.21248233,0.1832707,"('unambitious', 'ambitious')",-1.3168732,-0.9803515,-2.1633422,-2.0131927,-0.6173018,-0.3205024,-1.0774999,-0.782694,-0.2948059
75,-0.20326956,-0.067897074,"('meek', 'impulsive')",-0.3935604,-0.27761263,0.4047266,0.38019407,-1.01567,-1.1681626,-0.3019433,-0.2833695,-0.0185738
53,-0.20162684,0.054760966,"('uncreative', 'creative')",-0.61845577,-0.31648996,-0.7511028,-0.5294843,0.7991406,0.6344593,-0.1930112,-0.0391885,-0.1538227
22,0.20106234,0.09588614,"('untrustworthy', 'trustworthy')",-0.47521973,-0.53052115,-0.762969,-0.68946767,-0.4517839,-0.38044527,-0.3722276,-0.376137,0.0039094
68,-0.19227427,0.06735677,"('dependent', 'independent')",-0.20266329,-0.19725622,0.35579672,0.28299206,-0.91069776,-0.71689546,-0.2374597,-0.1409507,-0.096509
38,-0.1764107,-0.3554658,"('untruthful', 'truthful')",-0.021772005,-0.17648543,-1.2484646,-1.1874322,-0.023253772,-0.023692533,-0.3674753,-0.435769,0.0682937
37,0.16521165,0.17492029,"('fake', 'genuine')",0.53876334,0.37182713,-0.6426425,-0.64598596,0.6240742,0.62139696,0.1713517,0.1305396,0.0408121
41,-0.14911547,-0.35663438,"('unforgiving', 'forgiving')",0.2943167,0.20204307,-1.9794343,-1.9247339,-0.21265215,-0.39589489,-0.5117213,-0.6188051,0.1070838
76,-0.1469441,-0.09755055,"('anxious', 'daring')",-0.6808449,-0.53966016,-0.31234476,-0.18063341,0.36390054,0.17180718,-0.1940583,-0.1615092,-0.0325491
13,-0.14389485,-0.74774575,"('impolite', 'polite')",-0.4105543,-0.8400088,-0.95221025,-1.1815635,0.19931237,-0.018975206,-0.3268368,-0.6970733,0.3702365
9,-0.13409445,0.01307863,"('unaffectionate', 'caring')",0.52392185,0.6924448,-1.3772465,-1.2735522,1.3653009,1.7221117,0.0944704,0.2885208,-0.1940504
50,0.13262933,-0.45898455,"('clumsy', 'skillful')",0.30838582,0.06401057,0.17486736,0.20585978,0.29564202,0.27121496,0.2278811,0.0205252,0.2073559
71,0.12793311,0.14056951,"('diffident', 'self-confident')",1.4665775,1.6440406,0.6988891,0.8238324,0.28647274,0.5087369,0.6449682,0.7792948,-0.1343266
29,-0.11979314,-0.012674928,"('unfair', 'fair')",0.042234905,-0.00041367114,0.2591785,0.26904562,-0.77782273,-0.67586213,-0.1490506,-0.1049763,-0.0440743
2,0.111663215,0.19498092,"('unlikable', 'likable')",0.13135374,0.123738706,-1.0804673,-1.1124009,0.1622805,0.09972463,-0.1687925,-0.1734892,0.0046967
1,-0.106759295,-0.13506632,"('unfriendly', 'friendly')",1.3406097,1.2183874,-0.8814528,-0.8384921,1.6409463,1.5951911,0.498336,0.460005,0.038331
82,0.10432854,-0.018469237,"('poor', 'rich')",-0.92505777,-0.75756043,-0.6224169,-0.58956337,6.5319343,6.6718774,1.272197,1.3265711,-0.0543741
16,-0.080768466,-0.16472736,"('unpopular', 'popular')",0.31582478,0.52448964,0.48750395,0.51492435,0.031278327,-0.12789217,0.1884596,0.1866986,0.001761
57,-0.08040909,-0.68567187,"('unimaginative', 'imaginative')",-0.92876154,-1.0987029,-1.5506061,-1.6300049,-2.990124,-3.4119296,-1.3874753,-1.7065773,0.319102
24,-0.07957586,0.03786612,"('dishonest', 'honest')",-0.8181952,-0.8116145,-1.3068728,-1.2849962,0.94172066,1.2004298,-0.3157308,-0.2145787,-0.1011521
14,-0.07889418,-0.14933543,"('antisocial', 'social')",-0.20283026,-0.31715652,-1.7673566,-1.5917199,-0.1625141,-0.071707755,-0.5528988,-0.5324799,-0.0204189
85,0.078347735,0.10723263,"('insignificant', 'prestigious')",1.2683988,1.2726808,0.1935966,0.118065074,-1.0495424,-0.9458665,0.1227002,0.138028,-0.0153278
88,0.068178944,-0.4726838,"('low', 'eminent')",-0.48859188,-0.72977513,-0.51519346,-0.6222366,0.004808631,-0.07569272,-0.2326994,-0.4750971,0.2423977
78,0.062431794,-0.049991064,"('nonresilient', 'resilient')",1.1731406,1.582475,-0.019041602,0.3843671,0.35551184,0.4276171,0.3930107,0.586117,-0.1931063
4,0.062038206,-0.59277713,"('disliked', 'liked')",-0.33550844,-0.45615405,0.34047124,0.23244514,-7.5369353,-7.872196,-1.8674836,-2.1721706,0.304687
86,0.044678576,-0.63132745,"('uninfluential', 'influential')",-0.20290814,-0.4468793,-1.9928305,-2.1914897,0.008451253,-0.37760416,-0.5356522,-0.9118252,0.376173
84,0.04412861,-0.1299759,"('inferior', 'superior')",0.3480419,0.5005442,0.52370757,0.49259982,0.7868359,0.58732706,0.4256785,0.3626238,0.0630547
26,-0.042484496,-0.546275,"('hardhearted', 'benevolent')",0.70209205,0.49925363,-0.5888265,-0.81227046,1.0912989,0.4369055,0.29052,-0.1055966,0.3961166
81,0.015682217,-0.35791925,"('submissive', 'aggressive')",-0.40553117,-0.46320385,-1.090885,-1.2144727,-0.21504208,-0.4587814,-0.423944,-0.6235943,0.1996503
59,-0.013190895,-0.05955094,"('foolish', 'wise')",0.6150559,0.47872585,0.85012615,0.7968,-0.21417822,0.028036434,0.3094532,0.3110029,-0.0015497
43,-0.011477735,-0.39026865,"('irresponsible', 'responsible')",-0.37695566,-0.5420384,-2.156202,-2.1826403,0.8865444,0.66382045,-0.4145228,-0.6127817,0.1982589
49,0.002217278,0.0052388385,"('unable', 'able')",0.6713034,0.6734901,-0.21912366,-0.03522029,-0.042366825,0.30679095,0.1030075,0.2375749,-0.1345674
