,home_male,home_female,tuple,depot_male,depot_female,inc_male,inc_female,average_male,average_female,male-female
0,-0.94658333,-0.7790041,"('unsociable', 'sociable')",0.27404484,0.6897306,-0.09514352,-0.19683538,-0.255894,-0.0953696,-0.1605244
33,0.91865504,0.68297595,"('wrong', 'right')",0.32211688,-0.027370997,-1.0009257,-0.9336457,0.0799487,-0.0926803,0.172629
57,-0.88477176,-0.88557136,"('unimaginative', 'imaginative')",-0.97977716,-0.9899878,-2.302563,-2.7009077,-1.3890373,-1.5254889,0.1364516
78,-0.8496654,-0.42406112,"('nonresilient', 'resilient')",-0.33395037,-0.16202112,-0.1166828,-0.16288097,-0.4334329,-0.2496544,-0.1837785
37,0.8306038,0.6788991,"('fake', 'genuine')",0.23969817,0.3377272,0.7420185,0.8638625,0.6041068,0.6268296,-0.0227228
61,-0.78631556,-0.552937,"('illogical', 'logical')",-0.04088317,0.024241418,0.02356625,0.084421106,-0.2678775,-0.1480915,-0.119786
5,-0.75797164,-0.38888884,"('distant', 'outgoing')",-0.65641224,-0.77547,-0.7237403,-0.42699477,-0.7127081,-0.5304512,-0.1822569
63,-0.7255026,-0.2674755,"('unperceptive', 'insightful')",0.26123092,0.61697453,0.8871083,1.0362595,0.1409455,0.4619195,-0.320974
3,-0.7155939,-1.0869814,"('repellent', 'pleasant')",0.05138378,0.029409114,0.3271451,0.340208,-0.112355,-0.2391214,0.1267664
58,-0.6817523,-0.7177672,"('undiscriminating', 'discriminating')",0.27557194,0.20250027,0.14572388,0.12764215,-0.0868188,-0.1292082,0.0423894
40,0.67894304,0.3112253,"('stingy', 'generous')",0.30707067,0.35060373,-1.5469732,-1.9711244,-0.1869865,-0.4364318,0.2494453
54,-0.66121715,-0.067230955,"('incapable', 'capable')",-0.46194604,-0.3610259,0.7361521,1.2375138,-0.1290037,0.2697523,-0.398756
52,0.6375453,0.51916206,"('irrational', 'rational')",-0.3915984,-0.79578215,-0.64671564,-0.607485,-0.1335896,-0.2947017,0.1611121
10,-0.63740236,-0.7546242,"('unsympathetic', 'sympathetic')",-0.23983188,-0.0920452,0.6281245,0.39200613,-0.0830366,-0.1515544,0.0685178
17,0.5313783,0.56055576,"('nasty', 'nice')",0.24785395,0.34781948,-0.6652319,-0.39686307,0.0380001,0.1705041,-0.132504
12,0.5310926,0.85067165,"('unsupportive', 'supportive')",-0.15583166,0.00075474754,-1.5469987,-1.71495,-0.3905793,-0.2878412,-0.1027381
66,-0.5218098,-0.7791698,"('inactive', 'active')",-1.2853857,-1.2895712,0.18866834,0.2576049,-0.5395091,-0.603712,0.0642029
50,0.52180785,0.597818,"('clumsy', 'skillful')",-0.54456586,-0.6455879,0.071621224,0.021487024,0.0162877,-0.008761,0.0250487
55,-0.51529324,-0.37096643,"('incompetent', 'clever')",0.43710315,0.90266067,0.24333677,0.21158382,0.0550489,0.2477593,-0.1927104
86,-0.51010764,-0.74416083,"('uninfluential', 'influential')",-0.21251737,-0.2519738,0.28328973,0.23135746,-0.1464451,-0.2549257,0.1084806
1,-0.5034837,-0.3179569,"('unfriendly', 'friendly')",0.45042074,0.33756423,1.9518595,1.8420192,0.6329322,0.6205422,0.01239
70,0.49153316,0.7429633,"('lethargic', 'energetic')",0.40900627,0.6669853,1.3117641,1.2972734,0.7374345,0.9024073,-0.1649728
29,-0.47763154,-0.33898586,"('unfair', 'fair')",-0.64839387,-0.607206,-0.57840645,-0.6611124,-0.568144,-0.5357681,-0.0323759
48,-0.4745844,-0.27500603,"('unintelligent', 'intelligent')",-0.022908442,0.17129898,0.7612913,0.59362334,0.0879328,0.1633054,-0.0753726
74,0.47164607,1.0954959,"('undedicated', 'dedicated')",0.027202852,0.38045457,0.39470646,0.29686797,0.2978518,0.5909395,-0.2930877
75,0.45464507,0.080161214,"('meek', 'impulsive')",-0.2531528,-0.70915276,-0.52711076,-0.5048791,-0.1085395,-0.3779569,0.2694174
39,0.45349827,0.714028,"('exploitative', 'cooperative')",0.6204226,1.0085547,0.12204696,0.32622075,0.3986559,0.6829344,-0.2842785
83,-0.45061332,-0.44181725,"('powerless', 'powerful')",-0.07698864,-0.042369418,-1.4019616,-1.2384473,-0.6431878,-0.5742113,-0.0689765
72,-0.44055498,-0.5968123,"('unambitious', 'ambitious')",0.1398021,0.0008198926,-0.3421085,-0.3187716,-0.2142871,-0.3049213,0.0906342
32,0.4401215,0.8081931,"('unkind', 'kind')",0.1511842,0.53147686,1.9551373,1.7302523,0.8488143,1.0233074,-0.1744931
42,0.4312233,1.1444652,"('unreliable', 'reliable')",-0.30309814,0.23020135,-2.5513136,-2.5610368,-0.8077295,-0.3954568,-0.4122727
6,-0.41737333,-0.13106188,"('distant', 'open')",-0.99218166,-1.1544998,0.021456338,0.26334953,-0.4626995,-0.3407374,-0.1219621
35,0.41677022,0.42355922,"('corrupt', 'incorrupt')",-1.0112886,-1.3655436,-0.5163756,-0.4849631,-0.370298,-0.4756492,0.1053512
38,0.40765196,0.6667417,"('untruthful', 'truthful')",0.4677564,0.54096395,-0.020361207,0.13242143,0.2850157,0.4467091,-0.1616934
16,-0.40146884,-0.1927634,"('unpopular', 'popular')",-1.1113684,-0.9692671,0.00019873679,0.20363665,-0.5042129,-0.3194646,-0.1847483
25,-0.3540655,-0.44092822,"('egoistic', 'altruistic')",0.086815074,0.08373323,1.1682571,1.3112378,0.3003356,0.3180143,-0.0176787
24,0.3477575,0.6450093,"('dishonest', 'honest')",0.6600601,0.8536604,1.5147309,1.452419,0.8408496,0.9836962,-0.1428466
43,-0.34745273,0.42091906,"('irresponsible', 'responsible')",0.46382064,0.91526455,1.0093548,1.1145564,0.3752409,0.8169133,-0.4416724
46,-0.33976966,-0.021770172,"('uncompetitive', 'competitive')",0.63613504,0.9463061,-0.36980197,-0.6049436,-0.0244789,0.1065308,-0.1310097
76,-0.32680207,-0.06277636,"('anxious', 'daring')",-0.054279428,0.22173338,0.3788652,0.49281466,-0.0007388,0.2172572,-0.217996
11,0.30941942,0.8077627,"('unhelpful', 'helpful')",0.53833026,1.0084586,2.3440516,2.3507285,1.0639338,1.3889832,-0.3250494
84,0.30197173,0.4363793,"('inferior', 'superior')",0.19475387,0.14898154,0.30471495,0.30678844,0.2671469,0.2973831,-0.0302362
9,0.29793146,0.37481913,"('unaffectionate', 'caring')",0.012018941,-0.11442947,1.3244686,1.3372484,0.5448063,0.532546,0.0122603
45,0.29266986,0.31957728,"('incompetent', 'competent')",0.8453224,1.0096995,0.11205287,-0.052040927,0.4166817,0.4257453,-0.0090636
28,0.28466702,0.38064954,"('disloyal', 'loyal')",0.008816704,0.059229154,1.251165,1.1353688,0.5148829,0.5250825,-0.0101996
30,0.27618653,0.6824903,"('intolerant', 'tolerant')",0.46250594,0.7896043,1.0850806,1.3985907,0.6079244,0.956895,-0.3489706
47,-0.27282935,0.38640746,"('stupid', 'smart')",0.29990882,0.8510636,5.700535,6.3034134,1.9092048,2.5136282,-0.6044234
80,-0.25956184,-0.42841196,"('dominated', 'dominating')",0.2081691,0.3889889,-1.0865141,-1.3307041,-0.3793023,-0.4567091,0.0774068
13,0.2583218,0.35750818,"('impolite', 'polite')",1.1192585,1.385212,-0.048586804,-0.10513632,0.4429978,0.5458613,-0.1028635
2,0.25489756,0.6551417,"('unlikable', 'likable')",0.43899405,0.6506069,0.5276438,0.6863204,0.4071785,0.664023,-0.2568445
87,-0.24969612,-0.12854765,"('unsuccessful', 'successful')",-0.26550892,0.023813106,-0.10730394,-0.014297675,-0.207503,-0.0396774,-0.1678256
8,-0.24909121,-0.14020453,"('unaffectionate', 'affectionate')",-0.48676506,-0.699938,0.8244164,0.79644394,0.02952,-0.0145662,0.0440862
18,-0.2224215,0.042845815,"('disagreeable', 'welcoming')",-0.34303033,-0.053793333,-0.41374844,-0.28455722,-0.3264001,-0.0985016,-0.2278985
4,0.20881538,0.0301294,"('disliked', 'liked')",-0.5566107,-0.69723946,-6.4561925,-6.852546,-2.267996,-2.5065521,0.2385561
44,-0.20647405,-0.17365986,"('prejudiced', 'unprejudiced')",-0.08274431,0.06636685,-1.3839364,-1.2850033,-0.5577183,-0.4640988,-0.0936195
51,0.20453529,-0.030889556,"('uneducated', 'educated')",-0.20461667,-0.035004225,0.4092933,0.58158785,0.136404,0.171898,-0.035494
56,0.18067718,0.9437658,"('impractical', 'practical')",0.94864106,1.4860655,0.2809143,0.3598217,0.4700775,0.9298844,-0.4598069
21,-0.1793815,0.22394094,"('immoral', 'moral')",0.3081589,0.75072795,-0.6153039,-0.48440242,-0.1621755,0.1634221,-0.3255976
14,-0.15870616,-0.13914666,"('antisocial', 'social')",0.5061351,0.83060294,-0.8038088,-0.61988443,-0.1521266,0.0238573,-0.1759839
31,-0.15183362,-0.5339999,"('evil', 'good')",-0.7050092,-1.0935974,-1.1365752,-1.1123116,-0.6644727,-0.913303,0.2488303
82,-0.14577061,0.40716517,"('poor', 'rich')",-0.034364346,0.38483146,6.5376906,7.145636,2.1191853,2.6458775,-0.5266922
88,-0.12997666,0.42471254,"('low', 'eminent')",-0.35462028,-0.120094,0.6112798,0.5777902,0.0422276,0.2941362,-0.2519086
23,-0.11914729,0.47015712,"('insincere', 'sincere')",0.61006933,0.9882725,6.198466,6.622036,2.2297959,2.6934884,-0.4636925
85,0.11238115,0.18605599,"('insignificant', 'prestigious')",-0.29480243,-0.4984924,-0.6633013,-0.4469432,-0.2819075,-0.2531265,-0.028781
79,0.094323516,0.010566292,"('wavering', 'unwavering')",-1.2841599,-1.6970915,-0.4314357,-0.25641218,-0.540424,-0.6476458,0.1072218
19,0.092253335,0.35438454,"('inhospitable', 'hospitable')",-0.8009548,-0.8098203,-0.38967076,-0.13371933,-0.3661241,-0.196385,-0.1697391
7,0.08304883,0.1913169,"('insensitive', 'sensitive')",0.79342616,1.1431,1.0909718,0.9533837,0.6558156,0.7626002,-0.1067846
27,0.07861215,0.1370546,"('hardhearted', 'softhearted')",0.075648986,0.23136301,1.8649085,1.656905,0.6730565,0.6751076,-0.0020511
64,-0.076062344,-0.30403784,"('shy', 'confident')",-0.06498708,-0.13501199,-6.3794174,-6.7767186,-2.1734889,-2.4052561,0.2317672
71,-0.07554152,0.18643141,"('diffident', 'self-confident')",0.17645009,0.5026889,0.31095728,0.42454046,0.1372886,0.3712203,-0.2339317
62,-0.0684146,0.3686723,"('incompetent', 'brilliant')",0.5671921,0.9963678,0.22333553,0.51738966,0.2407043,0.6274766,-0.3867723
22,-0.062133875,0.22060311,"('untrustworthy', 'trustworthy')",0.45524162,0.53510165,-0.56068945,-0.57698447,-0.0558606,0.0595734,-0.115434
69,0.04099653,0.16680057,"('lazy', 'industrious')",0.13990648,0.25053817,-1.171533,-0.9648449,-0.33021,-0.1825021,-0.1477079
81,-0.037517175,-0.027846482,"('submissive', 'aggressive')",0.0689919,0.36394933,-0.46738976,-0.3939031,-0.145305,-0.0192668,-0.1260382
41,0.014701117,0.28951198,"('unforgiving', 'forgiving')",0.5290657,0.53258044,0.3433707,0.26030388,0.2957125,0.3607988,-0.0650863
