,simon_male,simon_female,tuple,property_male,property_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
42,1.4702139,1.3675994,"('unreliable', 'reliable')",1.1714637,1.0839647,1.7044377,1.4767944,-2.9444041,-2.6615386,0.3504277,0.316705,0.0337227
75,-1.4541748,-1.572874,"('meek', 'impulsive')",-0.17301941,-0.107506126,-0.9952978,-0.8021103,-0.5030495,-0.50785977,-0.7813853,-0.7475876,-0.0337977
2,1.3664414,1.2718594,"('unlikable', 'likable')",1.0894288,1.1206157,1.7554656,1.5421766,0.8189553,0.7853819,1.2575728,1.1800084,0.0775644
16,-1.3654823,-1.7409825,"('unpopular', 'popular')",-0.42904598,-0.44322965,-0.13746668,-0.16739795,0.53355825,0.5701011,-0.3496092,-0.4453773,0.0957681
76,1.3549037,1.5225307,"('anxious', 'daring')",0.26428342,0.36044672,1.0301787,0.9872134,0.30406597,0.3446825,0.738358,0.8037183,-0.0653603
70,1.34862,1.5381235,"('lethargic', 'energetic')",0.056395307,0.015076315,0.58708394,0.52940476,0.6333456,0.96051276,0.6563612,0.7607793,-0.1044181
10,1.3437192,1.0936122,"('unsympathetic', 'sympathetic')",-0.7917538,-0.7206252,0.08612232,0.053508867,-0.118585534,-0.03628868,0.1298756,0.0975518,0.0323238
24,1.2954267,1.3214664,"('dishonest', 'honest')",-0.6227864,-0.78205895,-0.29639024,-0.6216612,0.72834533,0.52428705,0.2761489,0.1105083,0.1656406
5,-1.2574961,-1.6343918,"('distant', 'outgoing')",0.44502795,0.2782993,-0.7510002,-0.9543123,0.17093992,-0.17053786,-0.3481321,-0.6202357,0.2721036
55,1.2450103,1.1982521,"('incompetent', 'clever')",-1.1453867,-1.122495,0.25786957,0.2957554,-0.32676053,-0.1589075,0.0076832,0.0531512,-0.045468
21,1.1898469,1.4571769,"('immoral', 'moral')",-0.13042568,0.08715984,0.40557468,0.3344825,-0.86248255,-0.7232252,0.1506283,0.2888985,-0.1382702
72,1.187212,1.1802073,"('unambitious', 'ambitious')",0.90995616,0.8034237,0.8782892,0.68925256,-0.8639591,-1.0998874,0.5278746,0.393249,0.1346256
74,1.0005627,1.0623511,"('undedicated', 'dedicated')",-0.7755879,-0.7278038,0.583023,0.6923111,-0.08296018,0.18484221,0.1812594,0.3029251,-0.1216657
78,-0.9904149,-1.1759133,"('nonresilient', 'resilient')",0.8400455,0.9384049,1.544332,1.6801349,0.7676872,0.8478629,0.5404124,0.5726224,-0.03221
67,0.9880037,1.2884946,"('doubtful', 'determined')",0.5677075,0.59377354,0.92821306,0.884582,-0.5128736,-0.500609,0.4927626,0.5665603,-0.0737977
46,0.96326,1.2299482,"('uncompetitive', 'competitive')",-0.3867882,-0.3669767,1.1981536,1.1809974,-0.67066103,-0.4161991,0.2759911,0.4069424,-0.1309513
6,-0.9251589,-1.4484245,"('distant', 'open')",0.4826648,0.34168905,-1.2030264,-1.2988484,0.61673653,0.3110855,-0.257196,-0.5236246,0.2664286
81,0.88699543,1.193211,"('submissive', 'aggressive')",-0.4309319,-0.34603065,1.3750536,1.1586373,-0.7986324,-0.5602231,0.2581212,0.3613986,-0.1032774
33,-0.8326314,-0.5909134,"('wrong', 'right')",0.57992923,0.7092133,0.039977707,0.20036998,-0.35563016,-0.42921215,-0.1420887,-0.0276356,-0.1144531
73,0.8089424,0.4397784,"('helpless', 'self-reliant')",1.1727617,0.9665019,0.09333373,-0.004665315,-3.5405283,-3.5891087,-0.3663726,-0.5468735,0.1805009
13,0.8044978,0.66292286,"('impolite', 'polite')",-0.1635807,-0.40162104,0.26250172,-0.037006706,0.24584644,0.025915109,0.2873163,0.0625526,0.2247637
0,0.790163,0.61904615,"('unsociable', 'sociable')",-0.48061863,-0.69393575,0.4292528,0.15837285,-0.5198427,-0.5352678,0.0547386,-0.1129461,0.1676847
44,-0.77089715,-0.96352786,"('prejudiced', 'unprejudiced')",-0.5305073,-0.62305236,-0.36510113,-0.46893123,-1.5700732,-1.7071788,-0.8091447,-0.9406726,0.1315279
88,-0.7612473,-0.5165613,"('low', 'eminent')",-1.1281754,-1.2805523,-1.270493,-1.3662893,0.13257922,0.16691625,-0.7568341,-0.7491217,-0.0077124
54,0.7402569,0.6954951,"('incapable', 'capable')",0.48531723,0.5122374,0.22823125,0.21277796,1.1390755,0.9732944,0.6482202,0.5984513,0.0497689
15,-0.71877146,-0.6573038,"('boring', 'funny')",-0.09791125,-0.036659867,-1.2686385,-1.216205,0.3588911,0.38742313,-0.4316075,-0.3806864,-0.0509211
8,0.7109405,0.11916436,"('unaffectionate', 'affectionate')",0.7725204,0.8058872,-0.048076116,0.02797728,0.8765989,0.5102074,0.5779959,0.3658091,0.2121868
51,0.69983125,1.098608,"('uneducated', 'educated')",-0.740242,-0.7297754,0.3992573,0.32410416,0.53786206,0.76184934,0.2241772,0.3636965,-0.1395193
4,-0.69226265,-1.1731467,"('disliked', 'liked')",0.31765062,0.28881383,-0.44091314,-0.47256163,-6.7844872,-6.3571053,-1.9000031,-1.9284999,0.0284968
83,0.66881907,0.5851282,"('powerless', 'powerful')",1.2355509,1.0705184,-0.025028557,-0.1361557,-1.2009374,-1.1233394,0.169601,0.0990379,0.0705631
58,-0.662337,-0.74883795,"('undiscriminating', 'discriminating')",0.5165374,0.769238,1.0697482,1.3865618,0.042002536,0.38990822,0.2414878,0.4492175,-0.2077297
65,0.6300359,0.5193109,"('insecure', 'secure')",-0.6824159,-0.79451245,0.61511797,0.37512195,-0.32034066,-0.42272347,0.0605993,-0.0807008,0.1413001
84,0.6270917,0.50629175,"('inferior', 'superior')",-0.013164602,-0.14361204,0.18574984,0.049335588,0.850342,0.65934455,0.4125047,0.26784,0.1446647
48,0.6029922,0.4119318,"('unintelligent', 'intelligent')",-0.78920907,-0.7939212,-0.54408133,-0.65626895,0.5098833,0.4030838,-0.0551037,-0.1587936,0.1036899
41,0.59217006,0.029636376,"('unforgiving', 'forgiving')",-0.52355945,-0.53106064,0.6321464,0.6694298,-0.021799289,0.100092076,0.1697394,0.0670244,0.102715
80,0.5759757,0.87527263,"('dominated', 'dominating')",-1.0304006,-0.7581333,1.0510826,1.1351727,-1.4246626,-1.1002117,-0.2070012,0.0380251,-0.2450263
63,0.56924367,0.4525115,"('unperceptive', 'insightful')",0.49232748,0.66119075,1.7390126,1.7806919,1.283837,1.4913242,1.0211052,1.0964296,-0.0753244
71,0.5672929,0.25681657,"('diffident', 'self-confident')",1.4163911,1.4490198,0.41860345,0.1936989,0.74165046,0.8149539,0.7859845,0.6786222,0.1073623
32,0.5491495,0.1633433,"('unkind', 'kind')",-0.44346008,-0.49735412,0.34137896,0.13101761,1.0441853,0.99201906,0.3728134,0.1972565,0.1755569
37,0.5149467,0.6601375,"('fake', 'genuine')",-0.48235816,-0.4855756,0.047094136,0.0019416045,0.3848564,0.22906666,0.1161348,0.1013925,0.0147423
50,-0.47186315,-0.39819533,"('clumsy', 'skillful')",0.55299044,0.72938335,0.40686733,0.4607379,0.57342505,0.44448644,0.2653549,0.3091031,-0.0437482
3,0.46344578,0.5294545,"('repellent', 'pleasant')",-0.82480234,-0.7244973,0.8971775,0.8191013,0.12624297,0.24672166,0.165516,0.217695,-0.052179
22,0.4396949,0.5943412,"('untrustworthy', 'trustworthy')",-1.6524217,-1.5773678,0.40581137,0.3673749,-1.170173,-1.1249936,-0.4942721,-0.4351613,-0.0591108
27,0.42655325,0.3443689,"('hardhearted', 'softhearted')",-0.5760227,-0.40347543,0.02311135,0.095281124,1.696661,1.6870152,0.3925757,0.4307975,-0.0382218
45,0.42188427,0.17545418,"('incompetent', 'competent')",-0.9892904,-0.9649008,0.016930588,0.025475651,-0.57113975,-0.47362116,-0.2804039,-0.309398,0.0289941
85,-0.42085356,-0.5634601,"('insignificant', 'prestigious')",1.8322278,1.9186052,-0.20822883,-0.027353987,0.56149626,0.4385281,0.4411604,0.4415798,-0.0004194
11,0.41432464,0.256483,"('unhelpful', 'helpful')",-0.6467795,-0.7548389,-0.059318915,-0.35437673,2.1898437,1.9936094,0.4745175,0.2852192,0.1892983
87,0.3858443,0.71164197,"('unsuccessful', 'successful')",0.57667845,0.82523626,1.6266375,1.6230333,0.7931927,0.91630757,0.8455882,1.0190548,-0.1734666
77,0.35660866,0.5612348,"('unmotivated', 'motivated')",0.34525898,0.3788614,0.79803574,0.52609694,-0.93333846,-0.84811443,0.1416412,0.1545197,-0.0128785
18,0.3377027,0.18202688,"('disagreeable', 'welcoming')",-0.22337504,-0.27818835,-0.30272645,-0.4144734,-0.20383303,-0.4487088,-0.098058,-0.2398359,0.1417779
29,0.3352188,0.18914402,"('unfair', 'fair')",-0.7241655,-0.77920926,-0.63504314,-0.657096,-0.5979746,-0.80996877,-0.4054911,-0.5142825,0.1087914
57,0.29742572,0.13174699,"('unimaginative', 'imaginative')",-0.33592042,-0.2437301,-0.67932457,-0.50921226,-2.9288847,-2.5896146,-0.911676,-0.8027025,-0.1089735
49,0.2874888,0.09700211,"('unable', 'able')",-1.2294397,-1.2545491,-0.9286001,-1.1028903,-0.071832046,-0.25304127,-0.4855958,-0.6283696,0.1427738
1,-0.27720097,-1.0410253,"('unfriendly', 'friendly')",-0.057196043,-0.17150608,-0.11714334,-0.33415964,2.037704,1.6861705,0.3965409,0.0348699,0.361671
82,-0.26901656,-0.36771137,"('poor', 'rich')",0.09546964,-0.029575842,0.09550215,-0.23256905,6.4805794,6.1096706,1.6006336,1.3699536,0.23068
17,0.26612976,-0.046611425,"('nasty', 'nice')",0.12523958,0.19357291,-0.8513937,-0.869695,-0.46752936,-0.51775974,-0.2318884,-0.3101233,0.0782349
86,0.25496936,0.30727005,"('uninfluential', 'influential')",-1.4063588,-1.5494848,-0.079390734,-0.16571994,-0.34879562,-0.10340413,-0.394894,-0.3778347,-0.0170593
38,0.2501124,0.09836936,"('untruthful', 'truthful')",-0.079045415,-0.16133426,-0.35970595,-0.44338995,0.3826542,0.16201887,0.0485038,-0.086084,0.1345878
34,-0.24277738,0.028187012,"('mean', 'honorable')",0.14334387,0.079652876,0.26794526,0.15943962,6.4490275,6.216666,1.6543849,1.6209865,0.0333984
40,0.23894627,-0.06793256,"('stingy', 'generous')",0.83493847,0.84781575,0.48909798,0.4739413,-1.8279155,-1.7068968,-0.0662332,-0.1132681,0.0470349
28,0.2126046,-0.47907615,"('disloyal', 'loyal')",0.35441852,0.18883213,-0.020073105,-0.27010375,0.9121245,0.6851373,0.3647686,0.0311974,0.3335712
20,0.21166955,0.15959515,"('rough', 'thoughtful')",-0.39749563,-0.2914225,0.48279026,0.39281088,0.9701552,0.98630226,0.3167799,0.3118215,0.0049584
61,0.17671385,0.06257692,"('illogical', 'logical')",-0.7284724,-0.55348855,0.15286201,0.042749286,0.18675369,0.09110233,-0.0530357,-0.089265,0.0362293
25,-0.15869682,-0.15293476,"('egoistic', 'altruistic')",0.24592854,0.28685296,0.07388416,0.023048177,1.4279021,1.3577148,0.3972545,0.3786703,0.0185842
79,-0.15460989,0.19168533,"('wavering', 'unwavering')",0.20379308,0.3034233,-1.0584424,-0.79063636,0.051867835,0.05017583,-0.2393478,-0.061338,-0.1780098
19,0.11192129,-0.056831002,"('inhospitable', 'hospitable')",-0.37976992,-0.43343562,-1.3151641,-1.5040838,0.22162376,0.01915095,-0.3403472,-0.4937999,0.1534527
68,0.11171429,0.3783546,"('dependent', 'independent')",-2.3050706,-2.4758382,-0.4777817,-0.47575408,-0.45213705,-0.45390663,-0.7808188,-0.756786,-0.0240328
53,-0.10208187,-0.39428437,"('uncreative', 'creative')",0.8088101,0.85343015,0.26311314,-0.0074475184,1.216147,0.95488095,0.5464971,0.3516448,0.1948523
64,-0.094795495,-0.1977372,"('shy', 'confident')",0.54880714,0.5736543,1.3477075,1.2174499,-6.870287,-6.5582304,-1.2671419,-1.2412158,-0.0259261
66,-0.070217595,-0.12817034,"('inactive', 'active')",0.9840771,1.4126743,1.5139632,1.7716333,1.2998904,1.537702,0.9319283,1.1484598,-0.2165315
52,-0.07018143,-0.06891272,"('irrational', 'rational')",0.13176087,0.32816207,-1.119976,-0.8047682,-0.30418825,-0.384937,-0.3406462,-0.232614,-0.1080322
26,0.03237737,-0.3804568,"('hardhearted', 'benevolent')",1.273657,1.2177007,0.54175276,0.4960755,1.4484056,1.4306225,0.8240482,0.6909854,0.1330628
59,-0.029609822,-0.2546916,"('foolish', 'wise')",0.5795811,0.6928602,-0.9457027,-0.9240278,0.6263441,0.403439,0.0576532,-0.0206051,0.0782583
47,0.026926745,-0.077405244,"('stupid', 'smart')",0.20757447,0.095645234,0.7433859,0.60354364,5.9582047,5.682242,1.734023,1.5760064,0.1580166
