,zimmer_male,zimmer_female,tuple,biomet_male,biomet_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
57,-2.2366953,-2.4422617,"('unimaginative', 'imaginative')",-1.3502407,-1.5178795,-0.63874763,-0.69218403,-2.101252,-2.146865,-1.5817339,-1.6997975,0.1180636
10,-1.906699,-2.1745832,"('unsympathetic', 'sympathetic')",-1.5252454,-1.7094991,-0.17916073,-0.2219756,0.12695436,0.22818743,-0.8710377,-0.9694677,0.09843
1,-1.8088578,-1.8183087,"('unfriendly', 'friendly')",-0.47652504,-0.5157753,0.12107669,-0.07323004,1.8836592,1.471187,-0.0701617,-0.2340318,0.1638701
11,-1.7887708,-1.9383613,"('unhelpful', 'helpful')",-0.9308368,-1.088104,-0.93599856,-1.0272241,1.8421366,2.0670185,-0.4533674,-0.4966677,0.0433003
48,-1.739524,-2.0626252,"('unintelligent', 'intelligent')",0.2796522,0.15667498,-0.251649,-0.44421452,0.45385528,0.42731833,-0.3144164,-0.4807116,0.1662952
73,1.6965308,1.7973439,"('helpless', 'self-reliant')",0.827181,0.69968104,-0.13411954,-0.2799112,-3.3501053,-3.4462569,-0.2401283,-0.3072858,0.0671575
0,-1.660769,-2.1151896,"('unsociable', 'sociable')",-0.46742404,-0.5979919,0.32205224,0.15823442,-0.22273332,-0.22293922,-0.5072185,-0.6944716,0.1872531
35,1.6317122,1.9099817,"('corrupt', 'incorrupt')",0.22086556,0.37885892,-1.3194374,-1.1884725,-0.15643293,-0.27064914,0.0941769,0.2074298,-0.1132529
69,1.6283801,1.910878,"('lazy', 'industrious')",1.5675571,1.8419328,0.41948384,0.6304361,-0.62936026,-0.7140924,0.7465152,0.9172887,-0.1707735
86,-1.605242,-1.8730236,"('uninfluential', 'influential')",-0.65882665,-0.82482284,-0.19939911,-0.2729206,-0.1369842,-0.10578066,-0.6501129,-0.7691369,0.119024
63,-1.5941315,-1.8173493,"('unperceptive', 'insightful')",-0.6967206,-0.8440813,1.2897334,1.3934344,0.9501588,1.1255137,-0.01274,-0.0356206,0.0228806
28,-1.5761023,-1.8210907,"('disloyal', 'loyal')",-0.051561072,-0.18083258,-0.03823623,-0.3567713,1.4509327,1.3199761,-0.0537417,-0.2596796,0.2059379
41,-1.5239745,-1.5028547,"('unforgiving', 'forgiving')",0.1516598,-0.009321009,0.17345935,0.08407807,0.2271742,0.15339316,-0.2429203,-0.3186761,0.0757558
12,-1.4863416,-1.5468894,"('unsupportive', 'supportive')",0.12294443,0.014676314,-0.109098844,-0.0056421757,-1.3812596,-1.4027723,-0.7134389,-0.7351569,0.021718
