,sandisk_male,sandisk_female,tuple,corp_male,corp_female,average_male,average_female,male-female
86,-1.4012821,-1.3382462,"('uninfluential', 'influential')",-0.59952307,-0.7179975,-1.0004026,-1.0281218,0.0277192
19,-1.3934354,-1.5077212,"('inhospitable', 'hospitable')",-0.5556053,-0.6705123,-0.9745203,-1.0891168,0.1145965
32,-1.304693,-1.111836,"('unkind', 'kind')",0.3060351,0.30727485,-0.4993289,-0.4022806,-0.0970483
1,-1.239508,-1.6257693,"('unfriendly', 'friendly')",1.4476223,1.1355302,0.1040571,-0.2451195,0.3491766
57,-1.2394204,-1.2412456,"('unimaginative', 'imaginative')",-3.2563424,-3.279677,-2.2478814,-2.2604613,0.0125799
67,1.1865308,1.2062517,"('doubtful', 'determined')",-0.27562052,-0.19909427,0.4554552,0.5035787,-0.0481235
69,1.1431588,1.0160401,"('lazy', 'industrious')",-0.52033335,-0.41728705,0.3114127,0.2993765,0.0120362
31,-1.1364957,-1.4587108,"('evil', 'good')",-0.96341944,-1.1304377,-1.0499575,-1.2945743,0.2446168
79,-1.1343734,-1.2974712,"('wavering', 'unwavering')",-0.50594026,-0.5553137,-0.8201568,-0.9263924,0.1062356
33,1.0649107,0.87807685,"('wrong', 'right')",-0.3382679,-0.44472957,0.3633214,0.2166736,0.1466478
6,-1.0498142,-1.3222412,"('distant', 'open')",-0.38810927,-0.39167437,-0.7189617,-0.8569578,0.1379961
17,-0.9781015,-1.1454494,"('nasty', 'nice')",-0.8025975,-0.87632596,-0.8903495,-1.0108876,0.1205381
53,-0.9383303,-1.1740686,"('uncreative', 'creative')",0.25320876,0.16813149,-0.3425608,-0.5029685,0.1604077
0,-0.9266723,-0.75338674,"('unsociable', 'sociable')",-0.35079446,-0.3301646,-0.6387334,-0.5417757,-0.0969577
51,-0.92581004,-0.69231445,"('uneducated', 'educated')",0.30706453,0.28341597,-0.3093728,-0.2044492,-0.1049236
5,-0.92104083,-1.181465,"('distant', 'outgoing')",-0.55654466,-0.528809,-0.7387928,-0.855137,0.1163442
13,-0.89180934,-0.59088486,"('impolite', 'polite')",-0.65178955,-0.49806464,-0.7717994,-0.5444747,-0.2273247
9,-0.8807576,-1.076862,"('unaffectionate', 'caring')",1.2108493,1.0674913,0.1650459,-0.0046853,0.1697312
43,-0.877678,-0.58631146,"('irresponsible', 'responsible')",0.09149727,0.3598324,-0.3930904,-0.1132395,-0.2798509
10,-0.82213163,-0.49372992,"('unsympathetic', 'sympathetic')",-0.48315334,-0.38050723,-0.6526425,-0.4371186,-0.2155239
8,-0.797359,-1.100394,"('unaffectionate', 'affectionate')",0.8748567,0.67195743,0.0387489,-0.2142183,0.2529672
36,-0.78390944,-1.052172,"('hostile', 'amicable')",-0.19768032,-0.33778518,-0.4907949,-0.6949786,0.2041837
4,-0.77274525,-0.7686948,"('disliked', 'liked')",-7.0682726,-7.0737157,-3.9205089,-3.9212053,0.0006964
84,0.76793236,0.6457165,"('inferior', 'superior')",1.0039202,1.0478398,0.8859262,0.8467782,0.039148
28,-0.7547532,-0.83750206,"('disloyal', 'loyal')",0.94527835,0.7981926,0.0952626,-0.0196547,0.1149173
45,-0.68961513,-0.23822579,"('incompetent', 'competent')",-0.08687326,0.041066006,-0.3882442,-0.0985799,-0.2896643
38,-0.6780351,-0.70187604,"('untruthful', 'truthful')",-0.27451652,-0.27519667,-0.4762758,-0.4885364,0.0122606
24,-0.67683995,-0.3073957,"('dishonest', 'honest')",0.3628153,0.45455194,-0.1570123,0.0735781,-0.2305904
64,-0.6512377,-0.43909267,"('shy', 'confident')",-6.6573367,-6.4288855,-3.6542873,-3.433989,-0.2202983
72,-0.65056086,-0.6311131,"('unambitious', 'ambitious')",-0.4173867,-0.5709559,-0.5339738,-0.6010345,0.0670607
11,-0.64882463,-0.57249624,"('unhelpful', 'helpful')",1.5184516,1.5767217,0.4348135,0.5021127,-0.0672992
7,-0.63257444,-0.18113811,"('insensitive', 'sensitive')",0.14234133,0.43266928,-0.2451166,0.1257656,-0.3708822
21,-0.62013865,-0.14862499,"('immoral', 'moral')",-0.49772912,-0.2924138,-0.5589339,-0.2205194,-0.3384145
12,-0.606153,-0.4562127,"('unsupportive', 'supportive')",-2.1005952,-2.0919778,-1.3533741,-1.2740953,-0.0792788
61,-0.6019453,-0.4575968,"('illogical', 'logical')",0.23979977,0.3079074,-0.1810728,-0.0748447,-0.1062281
52,-0.59541327,-0.8526823,"('irrational', 'rational')",0.12300982,-0.0038019232,-0.2362017,-0.4282421,0.1920404
39,0.59319395,0.50780606,"('exploitative', 'cooperative')",0.07965725,0.042082567,0.3364256,0.2749443,0.0614813
27,-0.5754787,-0.5861244,"('hardhearted', 'softhearted')",1.1711072,1.0800856,0.2978142,0.2469806,0.0508336
41,-0.57324624,-0.39291,"('unforgiving', 'forgiving')",-0.23680294,-0.20234314,-0.4050246,-0.2976266,-0.107398
22,-0.57118356,-0.1407192,"('untrustworthy', 'trustworthy')",-1.1482679,-0.9049243,-0.8597257,-0.5228217,-0.336904
73,0.5514598,0.47498196,"('helpless', 'self-reliant')",-2.991184,-3.045099,-1.2198621,-1.2850585,0.0651964
65,-0.5158617,-0.22268936,"('insecure', 'secure')",-0.53071004,-0.3457421,-0.5232859,-0.2842157,-0.2390702
76,0.50141585,0.87195253,"('anxious', 'daring')",-0.05084984,0.16689658,0.225283,0.5194246,-0.2941416
20,0.4948134,0.43977788,"('rough', 'thoughtful')",0.9529722,0.9120601,0.7238928,0.675919,0.0479738
82,-0.48389912,-0.3600345,"('poor', 'rich')",6.054238,6.030903,2.7851694,2.8354342,-0.0502648
88,-0.46902966,-0.4720168,"('low', 'eminent')",-0.47248453,-0.49762443,-0.4707571,-0.4848206,0.0140635
50,-0.46707815,-0.5038704,"('clumsy', 'skillful')",0.0911559,0.063558444,-0.1879611,-0.220156,0.0321949
3,-0.41594866,-0.32514217,"('repellent', 'pleasant')",0.37346393,0.37108198,-0.0212424,0.0229699,-0.0442123
54,-0.40214857,-0.5490906,"('incapable', 'capable')",0.8886565,0.8105141,0.243254,0.1307117,0.1125423
74,-0.4016623,-0.32627887,"('undedicated', 'dedicated')",-0.44065765,-0.5359574,-0.42116,-0.4311181,0.0099581
47,-0.39967164,-0.15360856,"('stupid', 'smart')",5.2420993,5.50295,2.4212139,2.6746707,-0.2534568
26,-0.39902762,-0.5654238,"('hardhearted', 'benevolent')",1.4615848,1.2597705,0.5312786,0.3471734,0.1841052
63,-0.3837992,-0.3090454,"('unperceptive', 'insightful')",0.5226596,0.62851477,0.0694302,0.1597347,-0.0903045
70,-0.38210967,0.023651354,"('lethargic', 'energetic')",-0.12689292,0.1167498,-0.2545013,0.0702006,-0.3247019
81,0.36982104,0.72372353,"('submissive', 'aggressive')",-0.53543264,-0.45608422,-0.0828058,0.1338197,-0.2166255
42,0.34822667,0.5808092,"('unreliable', 'reliable')",-3.1333475,-2.9595878,-1.3925605,-1.1893893,-0.2031712
78,-0.33674508,-0.49304393,"('nonresilient', 'resilient')",0.21080594,0.23020446,-0.0629696,-0.1314197,0.0684501
16,-0.32899284,-0.49667367,"('unpopular', 'popular')",0.19285667,0.17048377,-0.0680681,-0.163095,0.0950269
40,0.32722524,0.3849095,"('stingy', 'generous')",-1.972664,-2.0272381,-0.8227194,-0.8211643,-0.0015551
30,0.32103693,0.70207137,"('intolerant', 'tolerant')",0.7592759,0.90000224,0.5401564,0.8010368,-0.2608804
23,-0.2897139,-0.23460127,"('insincere', 'sincere')",5.477644,5.5539885,2.5939651,2.6596935,-0.0657284
77,-0.2785372,-0.28627264,"('unmotivated', 'motivated')",-1.0428942,-1.0091723,-0.6607157,-0.6477225,-0.0129932
18,-0.27309123,-0.3469831,"('disagreeable', 'welcoming')",-0.61280584,-0.682491,-0.4429485,-0.5147371,0.0717886
62,0.26167876,0.60117495,"('incompetent', 'brilliant')",0.48717576,0.56707174,0.3744273,0.5841234,-0.2096961
15,0.24677643,0.31591925,"('boring', 'funny')",-0.018106615,0.13233574,0.1143349,0.2241275,-0.1097926
80,-0.24296357,0.20222826,"('dominated', 'dominating')",-0.94311666,-0.6585353,-0.5930401,-0.2281535,-0.3648866
85,-0.24056938,-0.7362552,"('insignificant', 'prestigious')",-0.11840725,-0.37690318,-0.1794883,-0.5565792,0.3770909
34,-0.23522255,-0.25525823,"('mean', 'honorable')",5.518034,5.566977,2.6414058,2.6558595,-0.0144537
60,0.22794738,0.66669345,"('inefficient', 'efficient')",-0.031313095,0.1385595,0.0983171,0.4026265,-0.3043094
58,0.22390145,0.18823913,"('undiscriminating', 'discriminating')",0.11209199,0.1557697,0.1679967,0.1720044,-0.0040077
37,-0.21266972,-0.021647993,"('fake', 'genuine')",0.14454019,0.30918145,-0.0340648,0.1437667,-0.1778315
59,-0.19455624,-0.17859352,"('foolish', 'wise')",0.08576437,0.16604565,-0.0543959,-0.0062739,-0.048122
44,0.18387102,0.22883388,"('prejudiced', 'unprejudiced')",-1.3404634,-1.2650428,-0.5782962,-0.5181044,-0.0601918
35,-0.16036278,-0.4540538,"('corrupt', 'incorrupt')",-0.41000354,-0.43513003,-0.2851832,-0.4445919,0.1594087
48,0.15982509,0.14952073,"('unintelligent', 'intelligent')",0.853859,0.786956,0.506842,0.4682384,0.0386036
55,-0.1508489,0.3063944,"('incompetent', 'clever')",0.16610722,0.2568863,0.0076292,0.2816404,-0.2740112
