,expeditors_male,expeditors_female,tuple,international_male,international_female,wa_male,wa_female,inc_male,inc_female,average_male,average_female,male-female
35,0.68151957,0.7147572,"('corrupt', 'incorrupt')",-1.0769354,-1.0938313,-3.77837,-3.365754,-0.61109316,-0.8055281,-1.1962197,-1.137589,-0.0586307
41,-0.63106483,-0.5914095,"('unforgiving', 'forgiving')",-0.08268541,-0.104519464,0.6720324,0.7937743,-0.2387961,-0.11747611,-0.0701285,-0.0049077,-0.0652208
30,0.62922007,0.58618236,"('intolerant', 'tolerant')",0.48143452,0.48225895,1.9830732,2.0783932,1.4854295,1.6362367,1.1447893,1.1957678,-0.0509785
72,-0.6100277,-0.55162287,"('unambitious', 'ambitious')",-0.15314083,-0.120747715,0.39865795,0.37799543,-1.4520202,-1.2102422,-0.4541327,-0.3761543,-0.0779784
47,0.60145086,0.678719,"('stupid', 'smart')",0.13407478,0.12020392,1.6112727,1.444992,5.3573136,5.233832,1.926028,1.8694367,0.0565913
27,-0.5829892,-0.47563717,"('hardhearted', 'softhearted')",-1.1215646,-1.0937172,0.57097006,0.5684741,1.6516186,1.3732934,0.1295087,0.0931033,0.0364054
57,-0.55017716,-0.81702274,"('unimaginative', 'imaginative')",0.09863811,-0.21947365,0.38475877,0.18965706,-2.225267,-2.2805128,-0.5730118,-0.7818381,0.2088263
6,-0.54840076,-0.312561,"('distant', 'open')",-0.62467957,-0.47134757,-2.846853,-2.4589663,0.20041597,0.24481176,-0.9548793,-0.7495158,-0.2053635
58,-0.54341984,-0.76480305,"('undiscriminating', 'discriminating')",-0.3363856,-0.53787446,0.6893081,0.5366189,-0.15211082,-0.27187482,-0.085652,-0.2594834,0.1738314
59,0.5334347,0.6480278,"('foolish', 'wise')",-1.071302,-0.9229232,-1.4988202,-1.2865423,0.13229516,0.19398814,-0.4760981,-0.3418624,-0.1342357
13,0.532167,0.6897579,"('impolite', 'polite')",2.1556726,2.2051418,2.699939,2.5151134,0.18937096,0.29926938,1.3942873,1.4273206,-0.0330333
4,0.51328945,0.6349949,"('disliked', 'liked')",-0.51100415,-0.25335616,-2.4647381,-1.9092654,-6.126683,-5.6481915,-2.147284,-1.7939545,-0.3533295
54,-0.49293008,-0.241343,"('incapable', 'capable')",-0.21773934,-0.08793294,-0.5943375,-0.22945797,0.7283832,0.86605763,-0.1441559,0.0768309,-0.2209868
87,0.4859513,0.48393136,"('unsuccessful', 'successful')",2.1274295,1.9026386,1.6754019,1.2414194,0.6433215,0.6234819,1.2330261,1.0628678,0.1701583
88,0.481263,0.49255687,"('low', 'eminent')",-0.43921083,-0.27449262,-0.6796106,-0.5429628,0.26429543,0.29457843,-0.0933158,-0.00758,-0.0857358
66,-0.47632223,-0.46358863,"('inactive', 'active')",0.9028821,0.79628575,-0.54102564,-0.62300205,0.6924358,0.44770944,0.1444925,0.0393511,0.1051414
52,-0.46424186,-0.5431092,"('irrational', 'rational')",-1.8417202,-1.7559932,-1.8723315,-1.6925355,-0.050125323,-0.24355516,-1.0571047,-1.0587982,0.0016935
38,0.45003933,0.8572214,"('untruthful', 'truthful')",0.009847447,0.28707778,-0.49499246,-0.2905494,0.010315523,0.44149947,-0.0061975,0.3238123,-0.3300098
70,0.44464263,0.54360795,"('lethargic', 'energetic')",0.6588534,0.79723656,2.3009262,2.1080751,1.2384297,1.4343836,1.160713,1.2208259,-0.0601129
7,-0.4340805,-0.27232605,"('insensitive', 'sensitive')",0.39400893,0.38587916,2.3741887,2.140196,0.96425426,1.0259309,0.8245928,0.81992,0.0046728
85,-0.4314828,-0.43113965,"('insignificant', 'prestigious')",-1.9985238,-1.7088134,-4.8143325,-4.307486,0.08158334,0.12956846,-1.7906889,-1.5794677,-0.2112212
71,0.36779466,0.64471847,"('diffident', 'self-confident')",0.42998075,0.57895255,-0.2970017,-0.13487065,0.037307613,0.19185631,0.1345203,0.3201641,-0.1856438
63,-0.36295187,-0.30952457,"('unperceptive', 'insightful')",1.4412221,1.4677385,1.9537045,1.6919585,0.9823855,1.1699944,1.0035901,1.0050417,-0.0014516
24,-0.36152366,-0.3270583,"('dishonest', 'honest')",0.094379626,0.027448796,0.8102326,0.7704613,0.96829414,1.0793506,0.3778457,0.3875506,-0.0097049
79,-0.35531723,0.017935663,"('wavering', 'unwavering')",-0.67905474,-0.5034018,-3.1350925,-2.8097603,-0.37624016,-0.23959984,-1.1364262,-0.8837066,-0.2527196
22,0.3142726,0.15397458,"('untrustworthy', 'trustworthy')",0.49755436,0.22838451,1.5966148,1.447835,-0.8467183,-0.87486815,0.3904309,0.2388315,0.1515994
33,0.31076777,0.34663218,"('wrong', 'right')",0.028748121,0.005350955,-0.4215839,-0.2738405,-0.53910446,-0.5127451,-0.1552931,-0.1086506,-0.0466425
76,-0.29690033,-0.33868188,"('anxious', 'daring')",1.4461986,1.298866,2.6060128,2.4432907,0.8383131,0.81183064,1.148406,1.0538263,0.0945797
45,-0.29362342,-0.16877143,"('incompetent', 'competent')",0.36963058,0.22077069,1.967966,1.6691924,-0.20832594,-0.10832956,0.4589118,0.4032155,0.0556963
34,0.2676484,0.49922812,"('mean', 'honorable')",0.9618929,1.1210427,0.74567604,0.64651954,6.2662807,6.2632513,2.0603745,2.1325104,-0.0721359
2,0.26211452,0.43868726,"('unlikable', 'likable')",0.88226527,0.9774715,1.0177046,1.3244674,0.3380824,0.5220443,0.6250417,0.8156676,-0.1906259
39,0.2579375,0.13853756,"('exploitative', 'cooperative')",1.325985,1.1056132,2.3343205,2.165972,0.37608075,0.4152975,1.073581,0.9563551,0.1172259
37,0.25468513,0.21328098,"('fake', 'genuine')",-0.2832499,-0.40048316,-0.29221314,-0.27819124,0.56710947,0.42320168,0.0615829,-0.0105479,0.0721308
49,-0.2509954,-0.11906292,"('unable', 'able')",-0.09448675,-0.19340831,-0.035952643,-0.08757013,-0.5470798,-0.4329406,-0.2321286,-0.2082455,-0.0238831
21,0.23179597,0.104862005,"('immoral', 'moral')",0.9970582,0.8504065,2.262825,1.9922099,-0.14202271,-0.17806168,0.8374141,0.6923541,0.14506
11,0.20818147,0.38302076,"('unhelpful', 'helpful')",0.9708749,1.1064292,1.2804364,1.2619752,1.8189169,2.0497196,1.0696024,1.2002861,-0.1306837
62,-0.20536256,-0.028575055,"('incompetent', 'brilliant')",1.0799801,1.1704782,2.4161618,2.3620844,0.38321966,0.7971843,0.9184998,1.0752929,-0.1567931
26,-0.18535438,-0.29183233,"('hardhearted', 'benevolent')",0.49627212,0.42733395,0.5005562,0.50215024,0.9891781,0.915309,0.450163,0.3882402,0.0619228
29,-0.18021671,-0.16337761,"('unfair', 'fair')",-0.8633693,-1.0402521,-0.59919536,-0.54459107,-0.5549486,-0.64391017,-0.5494325,-0.5980327,0.0486002
12,0.17615704,0.39619312,"('unsupportive', 'supportive')",0.60546213,0.76557285,0.3750149,0.42739308,-1.6264988,-1.3277686,-0.1174662,0.0653476,-0.1828138
15,-0.15651627,-0.14779726,"('boring', 'funny')",-0.2974518,-0.39844474,-0.2563232,-0.13181363,0.6257184,0.62848437,-0.0211432,-0.0123928,-0.0087504
17,0.15541303,0.37811583,"('nasty', 'nice')",-1.7465806,-1.5549171,-1.030219,-0.76660067,-0.6383272,-0.508843,-0.8149284,-0.6130612,-0.2018672
77,-0.1407534,-0.20972839,"('unmotivated', 'motivated')",-0.010044038,-0.036350965,0.055426046,0.027381785,-0.5219641,-0.44436058,-0.1543339,-0.1657645,0.0114306
83,0.12601732,0.062690735,"('powerless', 'powerful')",-0.13857871,-0.085948996,-0.4107719,-0.4484964,-1.1600249,-1.0868349,-0.3958395,-0.3896474,-0.0061921
20,-0.12443856,-0.31643063,"('rough', 'thoughtful')",-0.05849626,-0.2199165,0.13961226,-0.087013066,0.7737469,0.65212363,0.1826061,0.0071909,0.1754152
14,0.11832062,-0.01899023,"('antisocial', 'social')",1.4082677,1.130014,1.8556523,1.5386052,-0.649686,-0.5102533,0.6831387,0.5348439,0.1482948
84,0.07462532,0.022534447,"('inferior', 'superior')",0.017472742,-0.060967438,-0.49198404,-0.48658603,0.34689796,0.37784636,-0.013247,-0.0367932,0.0235462
74,0.056388192,0.2581817,"('undedicated', 'dedicated')",1.1117977,1.0955019,1.5639578,1.4890807,0.046823878,0.06592027,0.6947419,0.7271712,-0.0324293
43,-0.044043556,0.09908602,"('irresponsible', 'responsible')",1.008165,0.7035007,2.0831134,1.7727846,1.092905,1.0914412,1.035035,0.9167031,0.1183319
5,0.040920775,0.45062804,"('distant', 'outgoing')",-0.4803853,-0.19915682,-2.7877488,-2.303215,-0.26548278,-0.09751227,-0.8731741,-0.537314,-0.3358601
68,-0.03138558,-0.069383204,"('dependent', 'independent')",0.84701455,0.8900884,0.14350334,0.26091924,-0.432904,-0.44751447,0.1315571,0.1585275,-0.0269704
61,-0.011196912,-0.03545824,"('illogical', 'logical')",0.20728885,0.13996293,1.650048,1.4458671,0.258904,0.21524778,0.526261,0.4414049,0.0848561
32,0.0064440733,0.24124788,"('unkind', 'kind')",0.43806002,0.48634797,1.9576778,1.9634299,0.8885713,1.0212975,0.8226883,0.9280808,-0.1053925
