,smith_male,smith_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
16,-1.9614887,-2.1548443,"('unpopular', 'popular')",0.2465294,0.3566234,0.67400795,0.61314636,-0.3469838,-0.3950249,0.0480411
84,1.9273504,1.6699973,"('inferior', 'superior')",0.5197123,0.4978102,1.194683,1.2388699,1.2139152,1.1355592,0.078356
56,1.7991878,1.9848534,"('impractical', 'practical')",1.1766148,1.016738,0.2044372,0.21955486,1.0600799,1.0737154,-0.0136355
52,-1.6715641,-2.11708,"('irrational', 'rational')",-0.7522509,-0.8885662,-0.07488422,-0.30197883,-0.8328997,-1.1025417,0.269642
31,-1.5716833,-2.1649246,"('evil', 'good')",-0.4395248,-0.62185776,-0.82004327,-1.1474904,-0.9437505,-1.3114243,0.3676738
43,1.5635253,1.8997948,"('irresponsible', 'responsible')",0.24260338,0.3477212,0.45461228,0.5457213,0.7535803,0.9310791,-0.1774988
36,-1.5184726,-2.2399302,"('hostile', 'amicable')",0.070957944,-0.083106846,-0.057673316,-0.4622717,-0.5017293,-0.9284362,0.4267069
74,1.4708036,1.4394639,"('undedicated', 'dedicated')",0.6034534,0.8942077,0.019593399,0.08648464,0.6979501,0.8067187,-0.1087686
85,-1.454566,-1.9840568,"('insignificant', 'prestigious')",-0.58092,-0.5601887,0.4590956,0.27504724,-0.5254635,-0.7563994,0.2309359
72,1.4258422,1.629342,"('unambitious', 'ambitious')",-0.14411914,-0.17703614,-0.5296878,-0.5186452,0.2506784,0.3112202,-0.0605418
75,-1.3775934,-1.2379215,"('meek', 'impulsive')",0.2306027,0.4245194,-0.24166536,-0.1985325,-0.4628853,-0.3373115,-0.1255738
39,1.3442782,1.3088465,"('exploitative', 'cooperative')",0.31364828,0.2271843,-0.18917367,-0.049573142,0.4895843,0.4954859,-0.0059016
88,-1.3228996,-1.278546,"('low', 'eminent')",-0.45464632,-0.46059343,0.03777715,0.06976761,-0.5799229,-0.5564573,-0.0234656
20,1.3010937,1.2883618,"('rough', 'thoughtful')",0.37963337,0.31663013,1.1078669,0.95520365,0.9295313,0.8533985,0.0761328
60,1.2873613,1.903949,"('inefficient', 'efficient')",0.6967497,0.6180071,0.00012360513,0.10776847,0.6614115,0.8765749,-0.2151634
5,-1.2490058,-1.6553664,"('distant', 'outgoing')",0.3369946,0.28947014,0.34420636,0.086774535,-0.1892683,-0.4263739,0.2371056
2,1.2369354,1.3197303,"('unlikable', 'likable')",1.2096827,1.2663299,0.52482367,0.5621298,0.9904806,1.0493966,-0.058916
76,1.1772368,1.7774569,"('anxious', 'daring')",0.67694074,0.9783759,0.38847283,0.65256983,0.7475501,1.1361341,-0.388584
34,-1.1716018,-1.008837,"('mean', 'honorable')",0.4090169,0.30841044,5.795757,5.4161253,1.677724,1.5718996,0.1058244
79,-1.1429524,-1.6270554,"('wavering', 'unwavering')",-0.5347577,-0.49191964,0.3797625,0.21279314,-0.4326492,-0.635394,0.2027448
18,-1.1058679,-1.183659,"('disagreeable', 'welcoming')",0.7320643,0.8478484,-0.5112632,-0.6580409,-0.2950222,-0.3312838,0.0362616
22,1.0813351,1.1591687,"('untrustworthy', 'trustworthy')",-0.43047088,-0.22454165,-0.9858554,-1.0152438,-0.1116637,-0.0268722,-0.0847915
6,-1.0783174,-1.610415,"('distant', 'open')",0.059700966,0.03927368,0.65171915,0.24649972,-0.1222991,-0.4415472,0.3192481
62,1.0222296,1.2103941,"('incompetent', 'brilliant')",0.956837,0.97167885,0.76338816,0.7591462,0.9141516,0.9804064,-0.0662548
30,1.0190283,1.2262157,"('intolerant', 'tolerant')",0.22921276,0.117670745,1.1053144,0.963857,0.7845185,0.7692478,0.0152707
14,1.013821,1.2062068,"('antisocial', 'social')",0.58708423,0.69533175,-0.4304968,-0.19787951,0.3901361,0.5678864,-0.1777503
12,0.9986164,0.97549456,"('unsupportive', 'supportive')",0.17444421,0.44056842,-1.356434,-1.2431892,-0.0611244,0.0576246,-0.118749
55,0.99022424,1.5189843,"('incompetent', 'clever')",-0.7224268,-0.6356284,-0.10201258,-0.021807954,0.0552616,0.2871826,-0.231921
51,0.9673595,0.9764247,"('uneducated', 'educated')",-0.039085798,-0.054398898,0.30292526,0.12833112,0.4103996,0.350119,0.0602806
7,0.965617,0.9920188,"('insensitive', 'sensitive')",-0.25636774,-0.3212642,0.9485412,0.7847456,0.5525968,0.4851667,0.0674301
65,0.94252044,1.2215613,"('insecure', 'secure')",-0.29854786,-0.3760923,-0.55511254,-0.35898852,0.02962,0.1621602,-0.1325402
4,-0.93980396,-1.3971928,"('disliked', 'liked')",0.010499943,0.24141265,-5.8489857,-5.766328,-2.2594299,-2.3073694,0.0479395
44,-0.89055806,-0.68241537,"('prejudiced', 'unprejudiced')",0.10947906,0.35131225,-1.4332083,-1.0902177,-0.7380958,-0.4737736,-0.2643222
0,0.8530448,0.7282061,"('unsociable', 'sociable')",-0.35468683,-0.4640277,-0.60615104,-0.6285842,-0.035931,-0.1214686,0.0855376
48,0.8516495,0.7831034,"('unintelligent', 'intelligent')",-0.39829797,-0.64380753,0.3219327,0.1946148,0.2584281,0.1113036,0.1471245
70,0.84916806,1.3059355,"('lethargic', 'energetic')",0.2890593,0.62324417,0.8368537,0.9990592,0.6583603,0.9760796,-0.3177193
35,-0.81120354,-1.4612712,"('corrupt', 'incorrupt')",-0.30112532,-0.40512657,-0.19015272,-0.36450988,-0.4341606,-0.7436359,0.3094753
24,0.7517867,0.70096284,"('dishonest', 'honest')",-0.37553346,-0.40737805,0.51864046,0.412412,0.2982979,0.2353323,0.0629656
73,0.74010897,0.61667985,"('helpless', 'self-reliant')",0.6181127,0.7466136,-2.6511953,-2.4704797,-0.4309912,-0.3690621,-0.0619291
49,-0.7338212,-0.9178344,"('unable', 'able')",-0.34421295,-0.3320409,-0.050824642,-0.11820593,-0.3762863,-0.4560271,0.0797408
41,0.70679253,0.53422,"('unforgiving', 'forgiving')",-0.16316135,0.013910277,-0.25632215,-0.34643728,0.0957697,0.067231,0.0285387
15,-0.69493264,-0.76857424,"('boring', 'funny')",-0.03481081,-0.16434184,0.34603164,0.3582087,-0.1279039,-0.1915691,0.0636652
66,-0.6634412,-0.8144078,"('inactive', 'active')",0.89614236,0.93037724,1.2323337,1.196819,0.4883449,0.4375961,0.0507488
13,0.6626703,1.1248562,"('impolite', 'polite')",0.4317163,0.41086653,-0.17318082,-0.04690892,0.3070686,0.4962713,-0.1892027
86,0.65708345,0.714656,"('uninfluential', 'influential')",-0.51609784,-0.44653994,-0.4202269,-0.5307224,-0.0930804,-0.0875354,-0.005545
3,0.6498507,0.82104903,"('repellent', 'pleasant')",-0.6092439,-0.5622777,0.045879275,-0.08482749,0.0288287,0.0579813,-0.0291526
9,0.6386809,0.23633772,"('unaffectionate', 'caring')",0.3367714,0.18488686,1.1846496,0.9616537,0.720034,0.4609594,0.2590746
71,0.63477314,0.63058853,"('diffident', 'self-confident')",1.1847353,1.0805327,0.84631515,0.68546003,0.8886078,0.7988604,0.0897474
11,-0.6087497,-0.49185315,"('unhelpful', 'helpful')",0.027402826,-0.058945812,1.8396821,1.704939,0.4194451,0.3847133,0.0347318
8,-0.5939042,-1.0411618,"('unaffectionate', 'affectionate')",-0.18381518,-0.36089718,0.75394833,0.48644707,-0.0079237,-0.305204,0.2972803
21,0.56625605,0.9213103,"('immoral', 'moral')",-0.26382142,-0.12704909,-0.9620766,-0.74070567,-0.2198807,0.0178518,-0.2377325
23,0.5631207,0.63142836,"('insincere', 'sincere')",0.060491387,-0.09317709,5.535084,5.125601,2.0528986,1.8879507,0.1649479
50,-0.54803455,-0.7268958,"('clumsy', 'skillful')",-0.2545561,-0.059737347,0.30171895,0.13735977,-0.1669572,-0.2164245,0.0494673
29,0.5447374,0.1719289,"('unfair', 'fair')",-0.48787093,-0.608174,-0.55084455,-0.7594769,-0.1646594,-0.398574,0.2339146
61,0.53441304,0.18469569,"('illogical', 'logical')",-0.6697621,-0.7520342,0.016043399,-0.0034126919,-0.0397685,-0.1902504,0.1504819
46,0.49752408,1.0273545,"('uncompetitive', 'competitive')",0.018451124,0.45870402,-0.6108948,-0.35206386,-0.0316399,0.3779982,-0.4096381
1,-0.47974628,-0.9141663,"('unfriendly', 'friendly')",0.10497409,-0.19488208,1.609623,1.1227033,0.4116169,0.0045516,0.4070653
80,0.4586766,0.89284897,"('dominated', 'dominating')",-0.07808598,0.05526804,-1.0251406,-0.72872424,-0.21485,0.0731309,-0.2879809
37,0.44896713,0.4180608,"('fake', 'genuine')",-0.6329124,-0.7155407,0.46262294,0.37352937,0.0928926,0.0253498,0.0675428
82,-0.44547024,-0.16608968,"('poor', 'rich')",-0.84924614,-0.84606546,5.8032966,5.54766,1.5028601,1.5118349,-0.0089748
47,-0.41693094,-0.20916043,"('stupid', 'smart')",-0.20326227,-0.19613579,5.2303276,4.807449,1.5367114,1.4673842,0.0693272
45,0.4154815,0.33242166,"('incompetent', 'competent')",-0.0014368962,0.03673262,-0.15248312,-0.29014158,0.0871872,0.0263376,0.0608496
