,kohls_male,kohls_female,tuple,corp_male,corp_female,average_male,average_female,male-female
26,-0.8019189,-0.75100267,"('hardhearted', 'benevolent')",1.7479568,1.7406868,0.4730189,0.4948421,-0.0218232
48,-0.7525334,-0.88792306,"('unintelligent', 'intelligent')",0.7002029,0.6521751,-0.0261652,-0.117874,0.0917088
10,-0.6999517,-0.9512859,"('unsympathetic', 'sympathetic')",-0.34976953,-0.16371398,-0.5248606,-0.5574999,0.0326393
11,-0.6992294,-0.76668173,"('unhelpful', 'helpful')",1.691217,1.6987638,0.4959938,0.4660411,0.0299527
8,-0.69688654,-0.51640916,"('unaffectionate', 'affectionate')",0.92635065,0.73894984,0.1147321,0.1112703,0.0034618
80,0.6747661,0.64329696,"('dominated', 'dominating')",-0.9350155,-0.5306021,-0.1301247,0.0563474,-0.1864721
49,-0.63562876,-0.7949725,"('unable', 'able')",-0.39509422,-0.39680195,-0.5153615,-0.5958872,0.0805257
78,-0.630345,-0.6260568,"('nonresilient', 'resilient')",0.13880926,0.3526927,-0.2457679,-0.136682,-0.1090859
72,-0.60352856,-0.533417,"('unambitious', 'ambitious')",-0.49643514,-0.6036826,-0.5499818,-0.5685498,0.018568
38,-0.59797615,-0.65735036,"('untruthful', 'truthful')",-0.29720956,-0.41217318,-0.4475929,-0.5347618,0.0871689
30,0.5763902,0.21714957,"('intolerant', 'tolerant')",0.7978521,0.666285,0.6871212,0.4417173,0.2454039
16,-0.5730289,-0.3829082,"('unpopular', 'popular')",0.3750529,0.346258,-0.098988,-0.0183251,-0.0806629
66,-0.55052483,-0.1381664,"('inactive', 'active')",0.32261908,0.5768394,-0.1139529,0.2193365,-0.3332894
85,-0.54446256,-0.20535591,"('insignificant', 'prestigious')",-0.15854856,-0.3330141,-0.3515056,-0.269185,-0.0823206
13,0.52777773,0.16084562,"('impolite', 'polite')",-0.750552,-0.6663467,-0.1113871,-0.2527505,0.1413634
12,-0.5011238,-0.52453154,"('unsupportive', 'supportive')",-2.2601194,-1.9470208,-1.3806217,-1.2357762,-0.1448455
19,-0.46488434,-0.6254656,"('inhospitable', 'hospitable')",-0.5822791,-0.65880567,-0.5235817,-0.6421356,0.1185539
27,-0.44893098,-0.3467332,"('hardhearted', 'softhearted')",1.1063294,1.1696649,0.3286992,0.4114658,-0.0827666
75,-0.41787568,-0.26788324,"('meek', 'impulsive')",-0.7600359,-0.8176178,-0.5889558,-0.5427505,-0.0462053
70,0.4105578,0.3654197,"('lethargic', 'energetic')",0.30116078,0.49970016,0.3558593,0.4325599,-0.0767006
14,0.40052256,0.17492893,"('antisocial', 'social')",-0.17950878,-0.029348172,0.1105069,0.0727904,0.0377165
25,-0.39854997,-0.21309122,"('egoistic', 'altruistic')",1.0378852,0.8759806,0.3196676,0.3314447,-0.0117771
18,-0.3928979,-0.39389378,"('disagreeable', 'welcoming')",-0.72246194,-0.79747903,-0.5576799,-0.5956864,0.0380065
2,0.3896371,0.39249286,"('unlikable', 'likable')",0.49800834,0.49860075,0.4438227,0.4455468,-0.0017241
43,0.3715595,0.23738627,"('irresponsible', 'responsible')",0.38411343,0.53278476,0.3778365,0.3850855,-0.007249
81,0.36971664,0.27308935,"('submissive', 'aggressive')",-0.9086325,-0.73007745,-0.2694579,-0.228494,-0.0409639
64,0.36873046,0.42536718,"('shy', 'confident')",-6.8134985,-6.219504,-3.222384,-2.8970683,-0.3253157
32,-0.35606858,-0.3671954,"('unkind', 'kind')",0.57969445,0.42470104,0.1118129,0.0287528,0.0830601
82,-0.32713357,-0.46898606,"('poor', 'rich')",6.4601297,5.9785438,3.066498,2.7547789,0.3117191
4,-0.31788072,-0.46460584,"('disliked', 'liked')",-7.176489,-6.8023252,-3.7471848,-3.6334655,-0.1137193
61,-0.30849844,-0.51823,"('illogical', 'logical')",0.4439378,0.54454684,0.0677197,0.0131584,0.0545613
3,-0.30594593,-0.5525086,"('repellent', 'pleasant')",0.796572,0.6237182,0.245313,0.0356048,0.2097082
68,-0.29277092,-0.25735274,"('dependent', 'independent')",-0.8492737,-0.6881323,-0.5710223,-0.4727425,-0.0982798
76,0.29123056,0.26124611,"('anxious', 'daring')",-0.20764759,-0.119068116,0.0417915,0.071089,-0.0292975
59,0.28744173,0.40072045,"('foolish', 'wise')",0.21904297,0.006134713,0.2532423,0.2034276,0.0498147
62,0.27441156,-0.071172595,"('incompetent', 'brilliant')",0.41603583,0.43159842,0.3452237,0.1802129,0.1650108
0,-0.2626382,-0.46060544,"('unsociable', 'sociable')",-0.20341417,-0.08284718,-0.2330262,-0.2717263,0.0387001
24,-0.2524317,-0.3221532,"('dishonest', 'honest')",0.5908822,0.42589352,0.1692252,0.0518702,0.117355
55,0.24770181,0.021216929,"('incompetent', 'clever')",0.3517357,0.52654946,0.2997188,0.2738832,0.0258356
45,-0.24422091,-0.6500518,"('incompetent', 'competent')",0.2677853,0.32442716,0.0117822,-0.1628123,0.1745945
87,0.23289657,0.4075727,"('unsuccessful', 'successful')",1.0767801,1.4915226,0.6548383,0.9495476,-0.2947093
65,0.21679682,0.1044403,"('insecure', 'secure')",-0.45710364,-0.37072942,-0.1201534,-0.1331446,0.0129912
83,-0.20886861,-0.21298422,"('powerless', 'powerful')",-0.98225236,-1.0566741,-0.5955605,-0.6348292,0.0392687
51,0.20235035,0.10246516,"('uneducated', 'educated')",0.21099493,0.2969646,0.2066726,0.1997149,0.0069577
44,0.19786946,0.21789682,"('prejudiced', 'unprejudiced')",-1.2985094,-1.1892715,-0.55032,-0.4856873,-0.0646327
37,0.17671344,0.12156245,"('fake', 'genuine')",0.47675171,0.50154376,0.3267326,0.3115531,0.0151795
84,0.17010188,0.18114196,"('inferior', 'superior')",1.0277272,1.152544,0.5989146,0.666843,-0.0679284
41,-0.15401512,-0.541766,"('unforgiving', 'forgiving')",-0.12672515,-0.11351013,-0.1403701,-0.3276381,0.187268
58,-0.15360014,0.051881768,"('undiscriminating', 'discriminating')",0.21790665,0.39812106,0.0321533,0.2250014,-0.1928481
74,0.15282759,0.17828842,"('undedicated', 'dedicated')",-0.17570062,-0.02076835,-0.0114365,0.07876,-0.0901965
23,-0.12869634,-0.38564482,"('insincere', 'sincere')",5.8373804,5.303762,2.854342,2.4590585,0.3952835
47,0.12463611,0.14350002,"('stupid', 'smart')",5.4132686,4.9528894,2.7689524,2.5481946,0.2207578
63,0.12262756,0.00470173,"('unperceptive', 'insightful')",0.5310892,0.7690799,0.3268584,0.3868908,-0.0600324
21,0.11293728,-0.27730888,"('immoral', 'moral')",-0.69085646,-0.65543944,-0.2889596,-0.4663742,0.1774146
20,-0.10257282,-0.1820725,"('rough', 'thoughtful')",1.0740511,0.98483396,0.4857392,0.4013807,0.0843585
22,-0.10256474,-0.29798242,"('untrustworthy', 'trustworthy')",-1.1438346,-1.0630586,-0.6231996,-0.6805205,0.0573209
34,-0.09755011,0.08129133,"('mean', 'honorable')",5.7683673,5.4315934,2.8354087,2.7564423,0.0789664
50,-0.082899295,0.14961378,"('clumsy', 'skillful')",0.35888907,0.2692111,0.1379949,0.2094125,-0.0714176
33,-0.07911874,-0.10825322,"('wrong', 'right')",-0.6366678,-0.78367376,-0.3578933,-0.4459635,0.0880702
77,0.07453783,-0.00075776596,"('unmotivated', 'motivated')",-0.99824387,-0.9209109,-0.461853,-0.4608343,-0.0010187
69,0.0736394,0.40833834,"('lazy', 'industrious')",-0.60318285,-0.4816001,-0.2647717,-0.0366309,-0.2281408
71,-0.071009316,0.11732413,"('diffident', 'self-confident')",0.4498899,0.6552905,0.1894403,0.3863073,-0.196867
7,-0.060309086,-0.10794659,"('insensitive', 'sensitive')",0.40858737,0.49524653,0.1741391,0.19365,-0.0195109
35,-0.045893,0.17988467,"('corrupt', 'incorrupt')",-0.44121757,-0.58455324,-0.2435553,-0.2023343,-0.041221
15,0.043315157,0.111385584,"('boring', 'funny')",-0.08822143,-0.06943663,-0.0224531,0.0209745,-0.0434276
40,0.008385277,-0.05638521,"('stingy', 'generous')",-1.8192856,-1.6729302,-0.9054502,-0.8646577,-0.0407925
46,0.0063248803,-0.13007918,"('uncompetitive', 'competitive')",-0.72882044,-0.5055536,-0.3612478,-0.3178164,-0.0434314
