,pepsi_male,pepsi_female,tuple,bottling_male,bottling_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
35,-2.384248,-2.2396219,"('corrupt', 'incorrupt')",0.23999092,0.41015917,-2.590605,-2.3671024,-0.4587885,-0.194935,-1.2984127,-1.097875,-0.2005377
56,1.8437754,1.8597317,"('impractical', 'practical')",-0.16394599,-0.061136387,1.103355,1.1859586,-0.07251442,-0.17008992,0.6776675,0.703616,-0.0259485
71,1.7656018,1.7488586,"('diffident', 'self-confident')",1.1368881,1.1854835,-0.31424305,-0.3718655,0.26853865,0.33260313,0.7141964,0.7237699,-0.0095735
12,1.7551479,1.7561668,"('unsupportive', 'supportive')",-0.5749446,-0.544129,1.5036321,1.3314495,-1.4919318,-1.5241019,0.2979759,0.2548464,0.0431295
75,-1.5743643,-1.4649773,"('meek', 'impulsive')",0.27357185,0.37799373,-1.6538931,-1.5117569,-0.62042403,-0.41356134,-0.8937774,-0.7530755,-0.1407019
25,-1.5706687,-1.4565274,"('egoistic', 'altruistic')",-0.3812508,-0.27307296,-0.8189123,-0.5674672,1.0198568,1.4032902,-0.4377438,-0.2234444,-0.2142994
36,-1.5018874,-1.3484904,"('hostile', 'amicable')",-0.6092932,-0.41294834,-2.381136,-2.1944153,0.010828881,0.28817552,-1.1203719,-0.9169196,-0.2034523
39,1.4601582,1.406003,"('exploitative', 'cooperative')",0.7437634,0.76811814,1.6648922,1.6727587,-0.026125379,-0.091902554,0.9606721,0.9387444,0.0219277
43,1.3815376,1.4583375,"('irresponsible', 'responsible')",-0.4921786,-0.38450223,1.2591352,1.2632152,0.87993544,0.8117393,0.7571074,0.7871975,-0.0300901
67,1.3740616,1.2270455,"('doubtful', 'determined')",0.92628735,0.88854444,0.96613747,1.0322621,-0.64999944,-0.6842883,0.6541218,0.615891,0.0382308
31,-1.3048468,-1.1296597,"('evil', 'good')",-0.7562192,-0.58446455,-2.2276957,-2.0388033,-1.5666595,-1.2095053,-1.4638553,-1.2406082,-0.2232471
60,1.2922536,1.2776465,"('inefficient', 'efficient')",-0.43208134,-0.48556367,2.3858747,2.4485328,0.19969821,0.14227124,0.8614363,0.8457218,0.0157145
84,1.2453748,1.336542,"('inferior', 'superior')",0.5116916,0.48704678,0.23857911,0.26151443,0.6101996,0.65044165,0.6514612,0.6838862,-0.032425
13,1.220922,1.050665,"('impolite', 'polite')",-0.1579199,-0.2746684,1.1305428,1.0430347,0.073981866,-0.16966303,0.5668817,0.412342,0.1545397
62,1.2094424,1.2749939,"('incompetent', 'brilliant')",-1.0756316,-1.0073594,0.9591288,1.1138139,-0.29635137,-0.1866017,0.1991471,0.2987117,-0.0995646
44,-1.1973395,-1.2300909,"('prejudiced', 'unprejudiced')",0.4970076,0.58358413,-0.41119075,-0.27791506,-1.4525515,-1.473195,-0.6410185,-0.5994042,-0.0416143
74,1.1531204,1.1875618,"('undedicated', 'dedicated')",-0.1882185,-0.07927652,1.6531409,1.5715126,0.4422402,0.44882235,0.7650708,0.782155,-0.0170842
46,1.1159973,1.1050843,"('uncompetitive', 'competitive')",-0.4313937,-0.5693078,2.5806024,2.2412403,-0.13119121,-0.3685929,0.7835037,0.6021059,0.1813978
23,1.0851067,1.2009203,"('insincere', 'sincere')",-1.0048097,-1.0446042,0.46899122,0.4693091,6.2013106,6.0433693,1.6876497,1.6672486,0.0204011
73,1.065962,1.2095038,"('helpless', 'self-reliant')",1.3051282,1.4645864,-0.2594303,-0.08878556,-3.6297846,-3.3926191,-0.3795311,-0.2018287,-0.1777024
0,1.0544034,0.9706899,"('unsociable', 'sociable')",0.13197023,-0.045249145,1.4782338,1.2962805,-0.33343336,-0.46620888,0.5827935,0.4388781,0.1439154
11,1.014412,1.1026511,"('unhelpful', 'helpful')",-1.0026357,-1.0393584,0.6440442,0.6310228,2.3079052,2.2370577,0.7409315,0.7328433,0.0080882
87,1.0102156,1.12629,"('unsuccessful', 'successful')",0.11122236,0.1161668,1.5918698,1.4055693,0.50142694,0.3950597,0.8036837,0.7607714,0.0429123
30,0.9933297,0.86956316,"('intolerant', 'tolerant')",-0.44792256,-0.5272533,0.34891778,0.3896618,0.8894975,0.8781676,0.4459556,0.4025348,0.0434208
66,-0.9774145,-0.9201965,"('inactive', 'active')",-0.68050045,-0.5846113,0.555545,0.42916188,0.7678939,0.8055735,-0.083619,-0.0675181,-0.0161009
55,0.90999585,0.8112457,"('incompetent', 'clever')",-1.2295575,-1.3884355,2.0589538,1.8159076,0.1282962,-0.06053909,0.466922,0.2945447,0.1723773
69,-0.87177896,-0.77328706,"('lazy', 'industrious')",1.2246181,1.3397005,-0.26992258,-0.09425225,-1.1645027,-1.0345364,-0.2703966,-0.1405938,-0.1298028
32,0.86548173,0.76030606,"('unkind', 'kind')",-0.6150668,-0.6918987,1.3056232,1.1228726,1.1885114,1.2295139,0.6861374,0.6051984,0.080939
63,0.8466948,0.89877284,"('unperceptive', 'insightful')",-0.7291047,-0.719702,1.9118482,1.7534479,0.90509605,0.87649286,0.7336336,0.7022529,0.0313807
3,-0.8443347,-0.8406393,"('repellent', 'pleasant')",-1.8673023,-2.0271242,1.34611,1.198724,0.31996495,0.08765141,-0.2613905,-0.395347,0.1339565
9,0.8426484,1.0382617,"('unaffectionate', 'caring')",-1.153349,-0.9410357,-0.6777015,-0.63862234,0.89127773,1.1685154,-0.0242811,0.1567798,-0.1810609
86,0.8286636,0.7100777,"('uninfluential', 'influential')",-1.7903599,-1.8740876,0.8576228,0.63917047,0.024211062,-0.10004222,-0.0199656,-0.1562204,0.1362548
54,0.82720864,0.94462204,"('incapable', 'capable')",0.2970793,0.45564786,-0.6368565,-0.4591795,0.76838815,0.92715603,0.3139549,0.4670616,-0.1531067
21,0.81563044,0.713563,"('immoral', 'moral')",-0.8051608,-0.92130756,1.6409181,1.5484629,-0.58784956,-0.73196775,0.2658845,0.1521876,0.1136969
53,0.80087584,0.93618846,"('uncreative', 'creative')",-1.0903734,-0.96121985,-0.055272512,-0.09186177,0.94605523,1.2180369,0.1503213,0.2752859,-0.1249646
33,0.8005505,0.6867425,"('wrong', 'right')",0.86841357,0.84631276,-0.2380546,-0.27924347,-0.75645256,-0.7548771,0.1686142,0.1247337,0.0438805
57,-0.7638801,-0.9999892,"('unimaginative', 'imaginative')",-1.6834741,-1.8253918,0.04178168,-0.29882306,-2.6565738,-2.732817,-1.2655365,-1.4642553,0.1987188
45,0.7431394,0.8214166,"('incompetent', 'competent')",-0.6283959,-0.6396899,0.97846043,0.9043774,-0.69002926,-0.714288,0.1007937,0.092954,0.0078397
42,0.71443623,0.6317807,"('unreliable', 'reliable')",0.07111607,0.003754463,1.6319947,1.5488151,-3.2197413,-3.1222072,-0.2005486,-0.2344642,0.0339156
49,0.7012051,0.7456626,"('unable', 'able')",-0.33973584,-0.3001598,-0.68912977,-0.7011685,-0.6314669,-0.50506985,-0.2397819,-0.1901839,-0.049598
