,pepsi_male,pepsi_female,tuple,bottling_male,bottling_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
35,-2.0890975,-2.199075,"('corrupt', 'incorrupt')",0.30576804,0.3812235,-2.565614,-2.2884142,-0.3054411,-0.1864135,-1.1635962,-1.0731698,-0.0904264
12,1.849451,1.9046823,"('unsupportive', 'supportive')",-0.45850062,-0.36955836,1.5097584,1.2503439,-1.5751354,-1.6710227,0.3313933,0.2786113,0.052782
71,1.8388638,1.8640501,"('diffident', 'self-confident')",1.1572533,1.3023157,-0.35335392,-0.47669572,0.28536585,0.11780731,0.7320322,0.7018694,0.0301628
56,1.8097131,2.1016176,"('impractical', 'practical')",0.054009657,0.2560485,1.4724876,1.7934935,-0.073350936,0.2499214,0.8157148,1.1002702,-0.2845554
75,-1.4433844,-1.469182,"('meek', 'impulsive')",0.18637908,0.29150164,-1.784915,-1.4876428,-0.45909083,-0.31828722,-0.8752527,-0.7459026,-0.1293501
39,1.4055754,1.3859944,"('exploitative', 'cooperative')",0.6945279,0.7803076,1.686579,1.6069832,-0.29304552,-0.12290701,0.8734092,0.9125946,-0.0391854
25,-1.3971331,-1.401396,"('egoistic', 'altruistic')",-0.31879276,-0.2607213,-0.7795955,-0.44021803,1.2432489,1.5022835,-0.3130682,-0.150013,-0.1630552
43,1.3919691,1.5387199,"('irresponsible', 'responsible')",-0.32828003,-0.18147875,1.4529978,1.3520415,0.7679424,0.8232898,0.8211573,0.8831431,-0.0619858
67,1.3864505,1.4912586,"('doubtful', 'determined')",1.0416001,1.1103643,1.2128259,1.2131616,-0.5737953,-0.318352,0.7667702,0.8741081,-0.1073379
84,1.3852527,1.3321896,"('inferior', 'superior')",0.5688069,0.38012877,0.31333673,0.08073415,0.48635992,0.34773046,0.6884391,0.5351957,0.1532434
44,-1.353163,-1.3066121,"('prejudiced', 'unprejudiced')",0.34329855,0.40953013,-0.56191677,-0.32992905,-1.617934,-1.3943317,-0.7974288,-0.6553357,-0.1420931
9,1.2267164,1.2924689,"('unaffectionate', 'caring')",-0.8553081,-0.6681972,-0.5022725,-0.602377,1.0935522,1.1145266,0.240672,0.2841053,-0.0434333
62,1.1993327,1.5849339,"('incompetent', 'brilliant')",-0.97074944,-0.7476074,1.2078993,1.3329886,-0.034930922,0.14801784,0.3503879,0.5795832,-0.2291953
11,1.1797905,1.4704281,"('unhelpful', 'helpful')",-0.8562877,-0.6404876,0.8048192,0.9370492,2.331222,2.4121284,0.864886,1.0447795,-0.1798935
73,1.1253761,1.0422758,"('helpless', 'self-reliant')",1.3201679,1.3806791,-0.4650001,-0.30478004,-3.5561852,-3.4844503,-0.3939103,-0.3415688,-0.0523415
36,-1.1230344,-1.194294,"('hostile', 'amicable')",-0.57963556,-0.6356774,-2.4010386,-2.2769935,0.16723876,0.1585213,-0.9841174,-0.987111,0.0029936
0,1.1178347,1.0900273,"('unsociable', 'sociable')",0.31487507,0.29427615,1.6851724,1.3309238,-0.25906375,-0.47388428,0.7147046,0.5603357,0.1543689
60,1.0950791,1.4019275,"('inefficient', 'efficient')",-0.3212185,-0.20502076,2.7700458,2.5128736,0.24746281,0.20665413,0.9478422,0.9791086,-0.0312664
87,1.0785544,1.2873908,"('unsuccessful', 'successful')",0.12611057,0.20962927,1.4263836,1.4483267,0.5711865,0.47214505,0.8005588,0.854373,-0.0538142
13,1.0624723,1.0043173,"('impolite', 'polite')",-0.07533229,-0.18353675,1.2852311,0.85219395,0.112534106,-0.16150904,0.5962263,0.3778664,0.2183599
23,1.0457786,1.3023121,"('insincere', 'sincere')",-0.9202094,-0.7900603,0.57811826,0.5729859,5.9362283,5.90646,1.659979,1.7479243,-0.0879453
31,-1.012574,-1.121296,"('evil', 'good')",-0.7671194,-0.7545534,-2.0595603,-2.2049918,-1.2017646,-1.2999439,-1.2602546,-1.3451962,0.0849416
74,1.0088905,1.2907977,"('undedicated', 'dedicated')",-0.18139404,0.08383912,1.5780623,1.6870215,0.24179167,0.3969449,0.6618376,0.8646508,-0.2028132
54,0.9908158,1.0184224,"('incapable', 'capable')",0.38985708,0.44279027,-0.56318957,-0.3825287,0.6160304,0.9835021,0.3583784,0.5155465,-0.1571681
3,-0.984459,-0.84715694,"('repellent', 'pleasant')",-1.9880389,-1.9830322,1.2950094,1.3225055,0.213317,0.23524311,-0.3660429,-0.3181102,-0.0479327
46,0.954694,1.1715236,"('uncompetitive', 'competitive')",-0.4283052,-0.39709988,2.4655404,2.3214724,-0.2064155,-0.31577936,0.6963784,0.6950292,0.0013492
85,0.93408936,0.8760922,"('insignificant', 'prestigious')",1.1133633,1.2061505,-1.7325563,-1.3247247,-0.006033398,0.24025205,0.0772157,0.2494425,-0.1722268
5,0.9328313,0.84157616,"('distant', 'outgoing')",0.27052948,0.47907543,-2.3434417,-2.5740154,-0.32342148,-0.29563934,-0.3658756,-0.3872508,0.0213752
57,-0.93139523,-1.0058414,"('unimaginative', 'imaginative')",-1.6169077,-1.6205338,-0.020808764,-0.13865045,-2.6125083,-2.777072,-1.2954049,-1.3855244,0.0901195
33,0.91312575,0.59131336,"('wrong', 'right')",0.84081775,0.7659276,-0.30897817,-0.54751474,-0.5801274,-0.6772645,0.2162095,0.0331154,0.1830941
53,0.91064924,0.86786896,"('uncreative', 'creative')",-1.016639,-0.9375578,0.061409745,-0.13438952,1.2162964,0.9857311,0.2929291,0.1954132,0.0975159
63,0.889476,0.9852399,"('unperceptive', 'insightful')",-0.65259427,-0.60733217,1.9417814,1.5724845,1.0309517,0.8513456,0.8024037,0.7004344,0.1019693
66,-0.88733524,-1.0460131,"('inactive', 'active')",-0.5793341,-0.5910637,0.43877593,0.27381158,0.74973637,0.5368003,-0.0695393,-0.2066162,0.1370769
24,0.80764586,0.841622,"('dishonest', 'honest')",-1.0296563,-1.0578668,0.34685224,0.12918086,0.8851154,0.9636816,0.2524893,0.2191544,0.0333349
86,0.79897785,0.88120925,"('uninfluential', 'influential')",-1.6492162,-1.5990739,1.0502505,0.6734706,0.065668434,-0.18742165,0.0664202,-0.0579539,0.1243741
32,0.79062545,1.1234759,"('unkind', 'kind')",-0.51203966,-0.30252287,1.4863627,1.6071101,1.1740158,1.4028983,0.7347411,0.9577404,-0.2229993
45,0.77419347,0.991542,"('incompetent', 'competent')",-0.46273097,-0.43702203,1.3120714,1.0642745,-0.3983142,-0.55073845,0.3063049,0.267014,0.0392909
18,-0.7300579,-0.76920354,"('disagreeable', 'welcoming')",-0.343611,-0.24716201,-0.39653376,-0.38778558,-0.29121354,-0.29978335,-0.440354,-0.4259836,-0.0143704
49,0.7118012,0.96333784,"('unable', 'able')",-0.22609036,-0.046231247,-0.607534,-0.4841717,-0.45831862,-0.25290278,-0.1450354,0.045008,-0.1900434
61,0.7099081,0.71401536,"('illogical', 'logical')",-0.70979905,-0.7579085,0.51301986,0.30049315,0.13550445,-0.021906964,0.1621583,0.0586733,0.103485
30,0.706422,0.81999695,"('intolerant', 'tolerant')",-0.46355277,-0.3387316,0.5201268,0.56666386,0.8361572,1.0229424,0.3997883,0.517718,-0.1179297
28,0.69511425,0.8306635,"('disloyal', 'loyal')",-0.3556531,-0.24740256,0.6451317,0.74588996,1.2093037,1.2423222,0.5484741,0.6428683,-0.0943942
1,0.6922512,0.47347376,"('unfriendly', 'friendly')",-0.4893595,-0.45858485,-0.87460876,-1.201888,1.6842026,1.4510164,0.2531214,0.0660043,0.1871171
64,-0.67997456,-0.83921844,"('shy', 'confident')",0.074189775,-0.06259705,1.643625,1.4209876,-6.491962,-6.443954,-1.3635304,-1.4811954,0.117665
21,0.5991477,0.8419459,"('immoral', 'moral')",-0.81306535,-0.7488059,1.7221324,1.8318651,-0.6851754,-0.5323602,0.2057598,0.3481612,-0.1424014
42,0.59365547,0.69767344,"('unreliable', 'reliable')",0.07591053,0.10553103,1.6015835,1.6543661,-2.9654403,-2.8446858,-0.1735727,-0.0967788,-0.0767939
69,-0.5830209,-0.7972443,"('lazy', 'industrious')",1.2902964,1.3761969,-0.16082245,-0.35753205,-0.80872494,-0.8538474,-0.065568,-0.1581067,0.0925387
22,-0.56478596,-0.63060933,"('untrustworthy', 'trustworthy')",-0.95596915,-0.96121144,1.665025,1.3171792,-0.8451308,-0.9511484,-0.1752152,-0.3064475,0.1312323
55,0.5618603,0.88364136,"('incompetent', 'clever')",-1.2238327,-1.15887,2.1892178,2.1778579,0.022945918,0.04638315,0.3875478,0.4872531,-0.0997053
20,-0.5451909,-0.5223355,"('rough', 'thoughtful')",-0.88909984,-0.9065099,0.9516295,1.0200678,1.0835323,0.8997365,0.1502178,0.1227397,0.0274781
10,0.5193958,0.7643483,"('unsympathetic', 'sympathetic')",-1.2153794,-1.1966137,1.1163359,0.8871887,-0.046042293,-0.1554823,0.0935775,0.0748603,0.0187172
48,0.49457163,0.4735395,"('unintelligent', 'intelligent')",-1.0390625,-1.1002711,0.5373869,0.20573108,0.5647049,0.29064757,0.1394002,-0.0325882,0.1719884
26,0.49136427,0.50809246,"('hardhearted', 'benevolent')",0.29749507,0.39910743,0.443472,0.4673885,1.1885052,1.1543478,0.6052091,0.632234,-0.0270249
16,-0.48109853,-0.30494258,"('unpopular', 'popular')",-0.06370971,0.07220539,-0.43663424,-0.16860686,0.69101405,0.74096006,-0.0726071,0.084904,-0.1575111
4,-0.4564869,-0.45557785,"('disliked', 'liked')",0.22286403,0.27557713,-0.7042905,-0.5550751,-6.4701614,-6.247337,-1.8520187,-1.7456032,-0.1064155
41,-0.4500782,-0.36733258,"('unforgiving', 'forgiving')",-0.46202737,-0.4296995,1.0659807,1.0035037,0.07998888,0.17102303,0.058466,0.0943736,-0.0359076
40,-0.4423572,-0.6221651,"('stingy', 'generous')",-0.8835277,-1.0305275,0.24991678,-0.12498246,-1.9569626,-2.373655,-0.7582327,-1.0378325,0.2795998
76,-0.44002816,-0.1853209,"('anxious', 'daring')",-0.83036715,-0.7431846,0.99316424,1.1650277,0.24985696,0.43864936,-0.0068435,0.1687929,-0.1756364
50,-0.41371754,-0.2237292,"('clumsy', 'skillful')",0.4050809,0.5346127,0.09330962,0.23860973,0.40015677,0.42274433,0.1212074,0.2430594,-0.121852
15,0.4110413,0.35290658,"('boring', 'funny')",0.47283015,0.53623223,-1.5659481,-1.4097612,0.03041962,0.2002855,-0.1629143,-0.0800842,-0.0828301
17,-0.41050482,-0.34834018,"('nasty', 'nice')",-0.587634,-0.47191802,-1.3703897,-1.335602,-0.72756195,-0.5667808,-0.7740226,-0.6806602,-0.0933624
47,0.40056005,0.48143718,"('stupid', 'smart')",0.15728542,0.2489709,1.0530473,1.0489756,5.5784745,5.517378,1.7973418,1.8241904,-0.0268486
81,-0.39276934,-0.15319654,"('submissive', 'aggressive')",-0.83070385,-0.8670502,2.5241466,2.6875687,-0.7424098,-0.6807139,0.1395659,0.246652,-0.1070861
8,-0.33407187,-0.24307412,"('unaffectionate', 'affectionate')",-0.92732775,-0.7345518,-0.7994511,-0.7256783,0.42369506,0.5849378,-0.4092889,-0.2795916,-0.1296973
65,-0.31593657,-0.30056345,"('insecure', 'secure')",-1.0230916,-1.1919485,1.6785817,1.494947,-0.031173017,-0.27597395,0.0770951,-0.0683847,0.1454798
29,-0.30739433,-0.501784,"('unfair', 'fair')",-0.36215514,-0.48486394,-0.6480452,-0.93786985,-0.6959899,-1.0204651,-0.5033962,-0.7362458,0.2328496
59,0.3061691,0.19653341,"('foolish', 'wise')",0.4333506,0.50346243,-1.7164471,-1.7129936,0.100204594,0.13414162,-0.2191807,-0.219714,0.0005333
82,-0.2912137,0.0626733,"('poor', 'rich')",-0.9093506,-0.76531124,0.22647633,0.59599036,6.3352227,6.4946947,1.3402836,1.5970118,-0.2567282
7,0.26979777,0.30857494,"('insensitive', 'sensitive')",-0.89045686,-0.91631997,0.7771199,0.35769278,0.6238778,0.21285778,0.1950846,-0.0092986,0.2043832
38,0.26623708,0.36894485,"('untruthful', 'truthful')",0.24021418,0.47787243,-0.26634836,-0.059003238,0.36163542,0.6800581,0.1504346,0.366968,-0.2165334
