,pepsi_male,pepsi_female,tuple,bottling_male,bottling_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
58,-0.25742579,-0.3287454,"('undiscriminating', 'discriminating')",0.01877894,-0.049679153,0.9944736,0.73492384,-0.15816891,-0.41066572,0.1494144,-0.0135416,0.162956
14,-0.24845852,-0.04778807,"('antisocial', 'social')",-0.81473494,-0.693551,2.2164617,2.3410878,-0.9926184,-0.82865024,0.0401625,0.1927746,-0.1526121
77,0.17714895,0.20780036,"('unmotivated', 'motivated')",-0.113813646,-0.17238563,0.8478183,0.56974095,-0.9934105,-1.0868927,-0.0205642,-0.1204343,0.0998701
27,-0.17369859,-0.2057471,"('hardhearted', 'softhearted')",-0.67185885,-0.7191382,-0.44666943,-0.9667899,1.1399937,0.7733704,-0.0380583,-0.2795762,0.2415179
52,0.161769,-0.03280162,"('irrational', 'rational')",0.42760247,0.39476418,-2.4539073,-2.345091,-0.47796065,-0.49377558,-0.5856241,-0.619226,0.0336019
37,0.15443517,0.12326657,"('fake', 'genuine')",-0.5641462,-0.642018,0.37949494,-0.055341277,0.34926552,0.23098612,0.0797623,-0.0857767,0.165539
78,0.13319205,0.22803359,"('nonresilient', 'resilient')",-0.2525148,-0.15116122,1.2148317,1.2294843,0.30174583,0.16629338,0.3493137,0.3681625,-0.0188488
51,-0.11466695,0.09300326,"('uneducated', 'educated')",-1.3706516,-1.4192526,1.5448215,1.4756268,0.65809,0.6827461,0.1793982,0.2080309,-0.0286327
6,0.09550643,0.024878956,"('distant', 'open')",-0.13376677,0.06581711,-2.603653,-2.7541034,0.10902469,0.07621783,-0.6332222,-0.6467974,0.0135752
2,-0.08120598,0.22252412,"('unlikable', 'likable')",-0.101164475,0.095159695,1.883371,2.2383366,0.68830675,1.1021053,0.5973268,0.9145314,-0.3172046
80,-0.06408879,0.002920039,"('dominated', 'dominating')",-0.25210178,-0.3787338,1.8144436,1.703377,-1.255765,-1.3716975,0.060622,-0.0110336,0.0716556
34,-0.053901285,0.090670064,"('mean', 'honorable')",-0.4695881,-0.46206754,-0.051468268,-0.09516388,6.24791,6.1662226,1.4182382,1.4249153,-0.0066771
70,-0.050731257,0.029232837,"('lethargic', 'energetic')",-1.0150281,-1.0920118,1.1502128,0.9218485,0.6524256,0.5619034,0.1842197,0.1052432,0.0789765
72,0.04989443,0.26738542,"('unambitious', 'ambitious')",-1.5234233,-1.4477584,0.5741636,0.5972922,-0.8058839,-0.6671075,-0.4263123,-0.3125471,-0.1137652
88,0.047922578,0.35960326,"('low', 'eminent')",-0.49603176,-0.30803335,-1.135567,-0.7472231,0.096113026,0.34365442,-0.3718908,-0.0879997,-0.2838911
19,0.036394104,0.11669836,"('inhospitable', 'hospitable')",-0.69003594,-0.53789306,-1.7503347,-1.6403936,-0.2360734,-0.10296252,-0.6600125,-0.5411377,-0.1188748
79,0.026420224,0.00436831,"('wavering', 'unwavering')",-0.1385376,0.010874953,-2.2624886,-2.0151467,-0.1521612,-0.005659678,-0.6316918,-0.5013908,-0.130301
83,-0.010213785,0.28030527,"('powerless', 'powerful')",-0.23522708,-0.038041532,-0.48603722,-0.16341871,-1.2899941,-1.1259357,-0.5053681,-0.2617727,-0.2435954
68,-0.0066422,-0.1904429,"('dependent', 'independent')",-0.41961336,-0.57035345,0.63193744,0.36193413,-0.2596481,-0.54433966,-0.0134916,-0.2358005,0.2223089
