,genuine_male,genuine_female,tuple,parts_male,parts_female,co_male,co_female,average_male,average_female,male-female
23,3.8052688,4.055659,"('insincere', 'sincere')",0.94715095,0.93599665,6.5718946,6.719203,3.7747714,3.9036194,-0.128848
60,3.3335676,3.6693137,"('inefficient', 'efficient')",1.941438,1.9175969,0.8260826,0.8489522,2.033696,2.1452877,-0.1115917
85,-3.3052924,-4.2284575,"('insignificant', 'prestigious')",-0.5903012,-0.897962,-0.6825001,-0.8406392,-1.5260312,-1.9890196,0.4629884
31,-3.2854319,-3.7449708,"('evil', 'good')",-1.0430621,-1.003168,-1.2644734,-1.1939211,-1.8643225,-1.9806867,0.1163642
13,3.1683772,3.5604317,"('impolite', 'polite')",1.7057587,1.7323042,0.39835697,0.44436064,1.7574976,1.9123656,-0.154868
56,2.8375108,3.4401362,"('impractical', 'practical')",2.0692945,2.3812115,0.2554107,0.3640489,1.7207386,2.0617989,-0.3410603
55,2.6831841,3.0958395,"('incompetent', 'clever')",0.14417218,0.07898608,0.94045174,0.6347082,1.255936,1.2698446,-0.0139086
76,2.656765,3.1267986,"('anxious', 'daring')",0.51612663,0.6527698,0.37840343,0.3898348,1.183765,1.389801,-0.206036
10,2.456858,2.8538504,"('unsympathetic', 'sympathetic')",0.40886006,0.35851824,0.13199425,0.12307413,0.9992374,1.1118142,-0.1125768
59,-2.4550269,-2.8942654,"('foolish', 'wise')",-0.44654378,-0.47484666,-0.3506497,-0.35732752,-1.0840734,-1.2421465,0.1580731
24,2.400861,2.5621598,"('dishonest', 'honest')",0.9134956,0.90786195,1.2438087,1.2757505,1.5193885,1.5819241,-0.0625356
30,2.245785,2.1969779,"('intolerant', 'tolerant')",0.74876386,0.61093414,1.1419781,0.9582478,1.3788424,1.2553865,0.1234559
36,-2.2300334,-2.7783687,"('hostile', 'amicable')",-0.7342134,-0.8508823,-0.41053748,-0.5616548,-1.1249281,-1.3969685,0.2720404
5,-2.216414,-2.462324,"('distant', 'outgoing')",-0.43063608,-0.22610879,-0.5866862,-0.36798,-1.0779121,-1.0188042,-0.0591079
6,-2.2036307,-2.4943929,"('distant', 'open')",-0.526782,-0.37432024,-0.50939184,-0.29582077,-1.0799348,-1.0548446,-0.0250902
62,2.163836,2.477677,"('incompetent', 'brilliant')",0.3919672,0.47508228,0.21439025,0.2358762,0.9233979,1.0628784,-0.1394805
11,2.1468313,2.2578146,"('unhelpful', 'helpful')",1.1019435,1.0567735,2.413329,2.5276864,1.8873679,1.9474249,-0.060057
35,-2.0910938,-2.3826616,"('corrupt', 'incorrupt')",-0.5425429,-0.5016229,-0.6899746,-0.61862636,-1.1078704,-1.167637,0.0597666
75,-2.0801678,-2.2196615,"('meek', 'impulsive')",-0.54182494,-0.43023002,-0.84987235,-0.5739278,-1.1572883,-1.0746064,-0.0826819
52,-2.042031,-2.4636068,"('irrational', 'rational')",-0.36040694,-0.55193543,-0.68134224,-0.838493,-1.0279268,-1.2846785,0.2567517
81,2.0280707,2.5293634,"('submissive', 'aggressive')",0.3286006,0.32299954,-0.40078557,-0.3969885,0.6519619,0.8184581,-0.1664962
14,2.02391,2.2180784,"('antisocial', 'social')",0.7978478,0.83746916,0.23959666,-0.046033546,1.0204515,1.0031713,0.0172802
45,2.005896,2.6162758,"('incompetent', 'competent')",0.24527365,0.3918967,0.3422119,0.3003094,0.8644605,1.1028273,-0.2383668
28,1.989211,2.277676,"('disloyal', 'loyal')",0.8442517,0.9467356,1.441138,1.4851958,1.424867,1.5698692,-0.1450022
22,1.977079,2.0578415,"('untrustworthy', 'trustworthy')",-0.21734498,-0.21515359,-0.26034367,-0.40455243,0.4997968,0.4793785,0.0204183
0,1.8892885,2.2014215,"('unsociable', 'sociable')",0.9289846,1.0265355,0.6687861,0.5410884,1.162353,1.2563485,-0.0939955
74,1.8891122,2.2026823,"('undedicated', 'dedicated')",0.5005907,0.50811404,0.35730064,0.24746282,0.9156679,0.9860864,-0.0704185
65,1.8699737,2.1103399,"('insecure', 'secure')",0.44230953,0.3942798,0.4784616,0.4728173,0.9302483,0.992479,-0.0622307
7,1.8466436,2.0905256,"('insensitive', 'sensitive')",-0.02337922,-0.04735619,0.46694824,0.43016416,0.7634042,0.8244445,-0.0610403
16,-1.8333787,-2.1257882,"('unpopular', 'popular')",-0.88410926,-1.1071929,0.14900488,-0.03369844,-0.856161,-1.0888933,0.2327323
70,1.8179725,2.2705684,"('lethargic', 'energetic')",0.18936741,0.20574309,0.47522944,0.6003246,0.8275232,1.0255454,-0.1980222
80,1.6777993,2.0544817,"('dominated', 'dominating')",0.25943822,0.16479205,-0.6163332,-0.68094623,0.4403014,0.5127759,-0.0724745
21,1.6130217,1.5289736,"('immoral', 'moral')",0.9158083,0.64805835,-0.4032481,-0.77415407,0.7085273,0.467626,0.2409013
43,1.5999323,1.7846651,"('irresponsible', 'responsible')",0.5905137,0.6745478,0.77401054,0.83700144,0.9881522,1.098738,-0.1105858
39,1.5950032,1.2129651,"('exploitative', 'cooperative')",0.41909027,0.19802211,0.4475207,0.18236402,0.820538,0.5311171,0.2894209
8,-1.5668243,-1.7965103,"('unaffectionate', 'affectionate')",-0.77838206,-0.59889406,0.5820917,0.7822543,-0.5877049,-0.5377167,-0.0499882
79,-1.5403478,-1.5141078,"('wavering', 'unwavering')",-1.2132065,-0.8783932,-0.81882507,-0.56090105,-1.1907931,-0.9844673,-0.2063258
69,-1.4719118,-1.8924305,"('lazy', 'industrious')",0.08161696,-0.08978974,-1.4039775,-1.4878901,-0.9314241,-1.1567035,0.2252794
87,1.4234333,1.7093127,"('unsuccessful', 'successful')",0.72456723,0.71925515,0.65813446,0.41464707,0.9353783,0.9477383,-0.01236
46,1.4093283,1.9783885,"('uncompetitive', 'competitive')",0.5996498,0.6139913,-0.48954752,-0.50150615,0.5064769,0.6969579,-0.190481
48,1.3437887,1.5257607,"('unintelligent', 'intelligent')",0.71455187,0.7237013,0.32000828,0.24695604,0.7927829,0.8321393,-0.0393564
38,1.3070829,1.5137467,"('untruthful', 'truthful')",1.0133415,1.0568882,0.2960966,0.49483317,0.8721737,1.0218227,-0.149649
61,1.2683231,1.3870078,"('illogical', 'logical')",0.37390545,0.35296628,0.30643496,0.14143905,0.6495545,0.6271377,0.0224168
15,1.2630353,1.3367339,"('boring', 'funny')",0.46040365,0.6847506,0.45877957,0.52559173,0.7274062,0.8490254,-0.1216192
20,1.2247778,1.1529387,"('rough', 'thoughtful')",-0.2468534,-0.37013882,0.57715154,0.42330092,0.5183586,0.4020336,0.116325
41,1.222122,0.9856891,"('unforgiving', 'forgiving')",-0.02094137,-0.1673645,0.4962216,0.18456976,0.5658007,0.3342981,0.2315026
18,-1.193104,-1.7614074,"('disagreeable', 'welcoming')",-1.0649126,-1.3253931,-0.9082961,-1.173096,-1.0554376,-1.4199654,0.3645278
25,-1.1344286,-1.2914593,"('egoistic', 'altruistic')",0.52664185,0.5416721,1.1299123,1.1204414,0.1740418,0.1235514,0.0504904
66,-1.1046932,-1.0323966,"('inactive', 'active')",-1.2786405,-1.2494467,-0.054106083,0.006771529,-0.8124799,-0.7583572,-0.0541227
4,-1.0802765,-1.1038802,"('disliked', 'liked')",-0.20783208,-0.23988517,-7.224476,-7.238967,-2.8375282,-2.8609107,0.0233825
68,-1.0773699,-1.253849,"('dependent', 'independent')",-1.3314782,-1.3954767,-1.196614,-1.318748,-1.2018208,-1.3226913,0.1208705
57,1.0173851,1.38536,"('unimaginative', 'imaginative')",0.06759829,0.16315259,-3.262003,-3.258367,-0.7256732,-0.5699515,-0.1557217
12,0.92909783,1.070062,"('unsupportive', 'supportive')",0.4417252,0.514351,-2.033743,-1.9860668,-0.2209733,-0.1338846,-0.0870887
37,0.90734506,1.1961802,"('fake', 'genuine')",0.022559334,-0.010978632,0.087844685,0.26051724,0.3392497,0.4819063,-0.1426566
19,-0.8333349,-0.9078135,"('inhospitable', 'hospitable')",-0.47982967,-0.347691,-0.4493116,-0.3158488,-0.5874921,-0.5237844,-0.0637077
32,0.72377676,0.94358987,"('unkind', 'kind')",0.6837363,0.6889754,1.2108788,1.2593795,0.8727973,0.9639816,-0.0911843
53,-0.71545935,-0.538582,"('uncreative', 'creative')",-0.39141387,-0.24087402,0.3337414,0.44567588,-0.2577106,-0.11126,-0.1464506
17,0.7031206,0.70725715,"('nasty', 'nice')",0.16368315,0.21568131,-0.14972572,-0.17314814,0.239026,0.2499301,-0.0109041
9,0.69454134,0.60990036,"('unaffectionate', 'caring')",0.3884838,0.55015016,1.1890863,1.3647828,0.7573705,0.8416111,-0.0842406
67,0.6026421,0.63946784,"('doubtful', 'determined')",0.8900995,0.9265804,-0.054564845,-0.108761154,0.4793923,0.4857624,-0.0063701
42,0.57352495,0.58552426,"('unreliable', 'reliable')",-0.5790442,-0.6203976,-3.4026277,-3.4549422,-1.136049,-1.1632719,0.0272229
2,0.53891456,0.2722298,"('unlikable', 'likable')",0.1780341,-0.011843804,0.7285918,0.46218634,0.4818468,0.2408574,0.2409894
33,0.5290292,0.22870752,"('wrong', 'right')",0.8489167,0.70640874,-0.7591678,-0.99072665,0.2062594,-0.0185368,0.2247962
83,-0.51145315,-0.6454452,"('powerless', 'powerful')",0.16601999,0.14628652,-1.2935358,-1.4241612,-0.546323,-0.6411066,0.0947836
77,0.4904167,0.5721654,"('unmotivated', 'motivated')",0.140529,-0.05588349,-1.1798582,-1.2932748,-0.1829708,-0.2589976,0.0760268
3,0.47692695,0.43184063,"('repellent', 'pleasant')",-0.22488445,-0.3592618,0.52291155,0.32907256,0.258318,0.1338838,0.1244342
84,0.4748108,0.5131402,"('inferior', 'superior')",0.057612773,0.17372793,0.67552173,0.5749454,0.4026484,0.4206045,-0.0179561
71,0.4534047,0.28022176,"('diffident', 'self-confident')",1.1603584,1.1846793,0.56762034,0.63177764,0.7271278,0.6988929,0.0282349
54,-0.44419056,-0.6326232,"('incapable', 'capable')",-0.40588558,-0.4215035,0.6980491,0.7208179,-0.0506757,-0.1111029,0.0604272
78,-0.43793762,-0.30850533,"('nonresilient', 'resilient')",-0.74185747,-0.721463,-0.31113607,-0.3693885,-0.496977,-0.4664523,-0.0305247
82,0.43343106,0.675656,"('poor', 'rich')",-0.2037156,-0.13687146,6.578734,6.608794,2.2694831,2.3825262,-0.1130431
88,0.43299967,0.421576,"('low', 'eminent')",0.19443987,0.102611974,-0.067174055,-0.1907829,0.1867552,0.111135,0.0756202
63,0.33125916,0.59118634,"('unperceptive', 'insightful')",-0.077634804,0.007898532,0.3087736,0.46649584,0.187466,0.3551936,-0.1677276
47,0.31795847,0.39334106,"('stupid', 'smart')",0.9351476,0.91537243,5.880713,5.8872786,2.3779397,2.398664,-0.0207243
27,-0.28793687,-0.4960445,"('hardhearted', 'softhearted')",-0.33704388,-0.32185668,0.73396885,0.7309312,0.0363294,-0.02899,0.0653194
34,0.28183562,0.073101774,"('mean', 'honorable')",0.45997682,0.3962696,5.8400407,5.814731,2.193951,2.0947008,0.0992502
51,0.2643774,0.43072933,"('uneducated', 'educated')",-0.78992456,-0.9933195,0.20328234,-0.0033790618,-0.1074216,-0.1886564,0.0812348
50,-0.26184615,-0.27923357,"('clumsy', 'skillful')",-0.5931516,-0.7188835,-0.34202182,-0.3479295,-0.3990065,-0.4486822,0.0496757
49,-0.24893215,-0.17083313,"('unable', 'able')",-0.48794675,-0.44621634,-0.13812315,-0.19198245,-0.2916673,-0.2696773,-0.02199
86,0.22683886,0.41871685,"('uninfluential', 'influential')",0.09268472,0.014453357,-0.20030569,-0.38382608,0.0397393,0.016448,0.0232913
73,0.22027512,-0.17200707,"('helpless', 'self-reliant')",0.5548078,0.50759494,-3.4209883,-3.4259305,-0.8819685,-1.0301142,0.1481457
