,nicor_male,nicor_female,tuple,inc_male,inc_female,average_male,average_female,male-female
85,-0.7741984,-0.7661368,"('insignificant', 'prestigious')",0.44694752,0.41632217,-0.1636254,-0.1749073,0.0112819
46,0.7420749,0.3294946,"('uncompetitive', 'competitive')",-0.28690228,-0.21621071,0.2275863,0.0566419,0.1709444
13,0.72810686,0.5934324,"('impolite', 'polite')",-0.51305586,-0.4965713,0.1075255,0.0484306,0.0590949
66,-0.72325546,-0.67269397,"('inactive', 'active')",0.5238704,0.60499287,-0.0996925,-0.0338506,-0.0658419
88,-0.7213806,-0.777172,"('low', 'eminent')",0.33614004,0.30700153,-0.1926203,-0.2350852,0.0424649
86,-0.66718113,-0.85231745,"('uninfluential', 'influential')",-0.44149983,-0.1940442,-0.5543405,-0.5231808,-0.0311597
27,-0.65806246,-0.49753815,"('hardhearted', 'softhearted')",0.930565,1.1271365,0.1362513,0.3147992,-0.1785479
65,0.6577146,0.6682146,"('insecure', 'secure')",-0.3263492,-0.21825196,0.1656827,0.2249813,-0.0592986
2,0.63391805,0.88202125,"('unlikable', 'likable')",0.5529861,0.8006108,0.5934521,0.841316,-0.2478639
9,-0.6296358,-0.5479685,"('unaffectionate', 'caring')",0.58359575,0.9867703,-0.02302,0.2194009,-0.2424209
83,-0.6140627,-0.5343603,"('powerless', 'powerful')",-1.0261406,-0.69454795,-0.8201016,-0.6144542,-0.2056474
52,-0.5760635,-0.41973415,"('irrational', 'rational')",0.06601328,0.1013072,-0.2550251,-0.1592135,-0.0958116
45,0.5571431,0.43930528,"('incompetent', 'competent')",0.16619614,0.2427234,0.3616696,0.3410143,0.0206553
49,-0.54839396,-0.41671154,"('unable', 'able')",-0.524824,-0.26582947,-0.536609,-0.3412705,-0.1953385
40,-0.54586923,-0.5368148,"('stingy', 'generous')",-1.7250458,-1.5682847,-1.1354575,-1.0525498,-0.0829077
23,0.5372312,0.5127078,"('insincere', 'sincere')",5.0214972,5.084484,2.7793641,2.7985959,-0.0192318
33,0.535352,0.5235478,"('wrong', 'right')",-0.88873893,-0.7414309,-0.1766935,-0.1089415,-0.067752
84,0.5313192,0.50048107,"('inferior', 'superior')",0.61463094,0.96849656,0.572975,0.7344888,-0.1615138
41,0.5259312,0.42347133,"('unforgiving', 'forgiving')",0.003850039,0.07054802,0.2648906,0.2470097,0.0178809
67,0.52094823,0.7215331,"('doubtful', 'determined')",-0.43505588,-0.33204615,0.0429462,0.1947435,-0.1517973
7,0.48953876,0.59548616,"('insensitive', 'sensitive')",0.22422172,0.6392698,0.3568802,0.617378,-0.2604978
12,0.48608962,0.37271637,"('unsupportive', 'supportive')",-1.7165967,-1.4772406,-0.6152536,-0.5522621,-0.0629915
28,-0.47029978,-0.19111842,"('disloyal', 'loyal')",0.577328,0.9031011,0.0535141,0.3559913,-0.3024772
18,-0.46607807,-0.5689352,"('disagreeable', 'welcoming')",-0.46424502,-0.4058282,-0.4651616,-0.4873817,0.0222201
47,0.46359986,0.4799118,"('stupid', 'smart')",4.699896,4.7890778,2.5817478,2.6344948,-0.052747
64,-0.4606529,-0.14653778,"('shy', 'confident')",-6.2228,-5.9097195,-3.3417263,-3.0281286,-0.3135977
22,0.43388546,0.39969996,"('untrustworthy', 'trustworthy')",-1.0302362,-0.8882702,-0.2981754,-0.2442851,-0.0538903
73,0.42289332,0.7871583,"('helpless', 'self-reliant')",-2.806052,-2.4810374,-1.1915793,-0.8469396,-0.3446397
26,-0.41912988,-0.20351261,"('hardhearted', 'benevolent')",1.5650307,2.0273054,0.5729504,0.9118963,-0.3389459
87,0.41409513,0.8151919,"('unsuccessful', 'successful')",0.5525,1.0566404,0.4832976,0.9359162,-0.4526186
32,0.4104191,0.23236804,"('unkind', 'kind')",0.9202317,1.0241401,0.6653254,0.6282541,0.0370713
15,-0.3916165,-0.4834115,"('boring', 'funny')",0.44255385,0.30850676,0.0254687,-0.0874524,0.1129211
44,-0.37941238,-0.19671951,"('prejudiced', 'unprejudiced')",-1.2377726,-1.2065117,-0.8085925,-0.7016156,-0.1069769
3,0.37077874,0.08871356,"('repellent', 'pleasant')",0.5746799,0.35393006,0.4727293,0.2213218,0.2514075
82,0.3350461,0.21998364,"('poor', 'rich')",5.7712727,5.706483,3.0531595,2.9632332,0.0899263
48,-0.32390866,-0.29289445,"('unintelligent', 'intelligent')",0.39777932,0.66759175,0.0369353,0.1873486,-0.1504133
29,-0.31542274,-0.40372804,"('unfair', 'fair')",-0.84821343,-0.62945235,-0.5818181,-0.5165902,-0.0652279
25,-0.3028415,-0.52989274,"('egoistic', 'altruistic')",1.5510957,1.4745947,0.6241271,0.472351,0.1517761
34,-0.3002694,-0.07617789,"('mean', 'honorable')",5.281844,5.509168,2.4907873,2.716495,-0.2257077
72,-0.23410417,-0.18802264,"('unambitious', 'ambitious')",-1.0219809,-0.7443763,-0.6280425,-0.4661995,-0.161843
39,0.21702865,0.84026444,"('exploitative', 'cooperative')",-0.21777879,0.18850337,-0.0003751,0.5143839,-0.514759
58,0.20491087,0.2461139,"('undiscriminating', 'discriminating')",-0.021147795,0.1543402,0.0918815,0.2002271,-0.1083456
51,0.182975,-0.083654284,"('uneducated', 'educated')",-0.019544221,0.2128478,0.0817154,0.0645968,0.0171186
17,-0.1733191,-0.09525645,"('nasty', 'nice')",-0.6181032,-0.6662983,-0.3957112,-0.3807774,-0.0149338
37,0.17028587,0.5841889,"('fake', 'genuine')",-0.061837956,0.5430039,0.054224,0.5635964,-0.5093724
16,-0.16484961,-0.25762892,"('unpopular', 'popular')",0.7740963,0.5039453,0.3046234,0.1231582,0.1814652
75,-0.15187517,-0.28422698,"('meek', 'impulsive')",-0.20754653,-0.5015117,-0.1797109,-0.3928694,0.2131585
59,-0.1465734,0.33923432,"('foolish', 'wise')",-0.16772091,0.27034214,-0.1571472,0.3047882,-0.4619354
50,0.141546,0.30746943,"('clumsy', 'skillful')",-0.10157265,0.28091097,0.0199867,0.2941902,-0.2742035
24,-0.12883173,-0.016445449,"('dishonest', 'honest')",0.24937902,0.5227924,0.0602736,0.2531735,-0.1928999
38,0.10736929,-0.05144319,"('untruthful', 'truthful')",-0.16169778,-0.30712074,-0.0271642,-0.179282,0.1521178
78,-0.07364242,-0.2991308,"('nonresilient', 'resilient')",0.22039624,0.314584,0.0733769,0.0077266,0.0656503
63,0.07314786,0.2223151,"('unperceptive', 'insightful')",0.7211703,0.9847648,0.3971591,0.6035399,-0.2063808
77,-0.05757329,-0.19391319,"('unmotivated', 'motivated')",-1.0663913,-0.8935907,-0.5619823,-0.543752,-0.0182303
57,-0.051712353,-0.4736988,"('unimaginative', 'imaginative')",-2.1158528,-2.0382164,-1.0837826,-1.2559576,0.172175
61,0.043742303,0.13740979,"('illogical', 'logical')",0.040719476,0.28258395,0.0422309,0.2099969,-0.167766
20,0.021862676,0.07011342,"('rough', 'thoughtful')",0.864439,1.3035374,0.4431508,0.6868254,-0.2436746
0,0.014267588,0.063042484,"('unsociable', 'sociable')",-0.45365772,-0.18665312,-0.2196951,-0.0618053,-0.1578898
54,-0.012570653,-0.12525287,"('incapable', 'capable')",1.0574503,1.1612602,0.5224398,0.5180037,0.0044361
