,nicor_male,nicor_female,tuple,inc_male,inc_female,average_male,average_female,male-female
81,1.8819499,1.7999712,"('submissive', 'aggressive')",-0.091402344,-0.48852324,0.8952738,0.655724,0.2395498
6,-1.8621918,-1.7774589,"('distant', 'open')",-0.1638455,-0.11649464,-1.0130186,-0.9469768,-0.0660418
5,-1.8339179,-1.6165569,"('distant', 'outgoing')",-0.78103685,-0.52014357,-1.3074774,-1.0683502,-0.2391272
31,-1.7144779,-1.8442192,"('evil', 'good')",-0.8342879,-1.1605655,-1.2743828,-1.5023923,0.2280095
56,1.7120347,1.5290345,"('impractical', 'practical')",0.2819051,0.22946739,0.9969699,0.8792509,0.117719
36,-1.5630631,-1.8307966,"('hostile', 'amicable')",0.18861833,-0.04245354,-0.6872224,-0.9366251,0.2494027
1,-1.3358942,-1.3145388,"('unfriendly', 'friendly')",1.2285132,1.433222,-0.0536905,0.0593416,-0.1130321
30,1.2252246,1.3021886,"('intolerant', 'tolerant')",1.43683,1.5220759,1.3310273,1.4121323,-0.081105
62,1.2218221,1.4951274,"('incompetent', 'brilliant')",0.3353876,0.5852723,0.7786049,1.0401999,-0.261595
60,1.1336387,1.3159618,"('inefficient', 'efficient')",-0.13862847,0.43003085,0.4975051,0.8729963,-0.3754912
76,1.1239486,0.90962607,"('anxious', 'daring')",0.5299898,0.5149971,0.8269691,0.7123116,0.1146575
14,1.1018019,1.1551254,"('antisocial', 'social')",-0.3461495,-0.13258329,0.3778262,0.5112711,-0.1334449
53,-1.0502242,-1.3202856,"('uncreative', 'creative')",0.66681874,0.6753786,-0.1917027,-0.3224535,0.1307508
11,1.0315077,0.85740787,"('unhelpful', 'helpful')",1.6432503,1.6146734,1.337379,1.2360406,0.1013384
70,1.0236268,1.0051289,"('lethargic', 'energetic')",0.7884073,1.0579648,0.9060171,1.0315468,-0.1255297
68,-1.0225213,-0.6375908,"('dependent', 'independent')",-1.1205492,-0.8178969,-1.0715352,-0.7277439,-0.3437913
21,1.0095484,1.0403531,"('immoral', 'moral')",-0.39900127,-0.20041363,0.3052736,0.4199697,-0.1146961
69,-0.9901869,-0.3295132,"('lazy', 'industrious')",-0.8873076,-0.572766,-0.9387473,-0.4511396,-0.4876077
79,-0.9480527,-1.2716117,"('wavering', 'unwavering')",-0.15936513,-0.33042052,-0.5537089,-0.8010161,0.2473072
42,0.9165361,0.8725036,"('unreliable', 'reliable')",-2.513328,-2.4237576,-0.798396,-0.775627,-0.022769
43,0.89122486,1.0922091,"('irresponsible', 'responsible')",0.6239322,0.9492563,0.7575785,1.0207326,-0.2631541
19,-0.88900274,-0.9123576,"('inhospitable', 'hospitable')",-0.24899933,-0.21932778,-0.569001,-0.5658427,-0.0031583
35,-0.887758,-0.6575184,"('corrupt', 'incorrupt')",-0.4245333,-0.42667753,-0.6561457,-0.5420979,-0.1140478
55,0.84942025,0.93936354,"('incompetent', 'clever')",0.068844095,0.41713962,0.4591322,0.6782516,-0.2191194
10,0.83950186,0.48839185,"('unsympathetic', 'sympathetic')",-0.19664842,-0.04671089,0.3214267,0.2208405,0.1005862
71,-0.83904827,-0.7482012,"('diffident', 'self-confident')",0.29302266,0.3667784,-0.2730128,-0.1907114,-0.0823014
8,-0.829666,-0.72879046,"('unaffectionate', 'affectionate')",0.53578126,0.773003,-0.1469424,0.0221063,-0.1690487
4,-0.8156173,-0.97850955,"('disliked', 'liked')",-5.8325515,-6.0554276,-3.3240843,-3.5169685,0.1928842
74,0.81146646,0.8218428,"('undedicated', 'dedicated')",0.21815708,0.5287256,0.5148118,0.6752842,-0.1604724
80,0.7952698,0.6377714,"('dominated', 'dominating')",-1.1839436,-1.2897928,-0.1943369,-0.3260107,0.1316738
