,ust_male,ust_female,tuple,inc_male,inc_female,average_male,average_female,male-female
36,-1.931028,-1.9286755,"('hostile', 'amicable')",-0.2006459,-0.020042479,-1.0658369,-0.974359,-0.0914779
6,-1.8181245,-1.7598689,"('distant', 'open')",-0.034713116,0.22059745,-0.9264188,-0.7696357,-0.1567831
31,-1.5533637,-1.5454246,"('evil', 'good')",-0.8903369,-0.875775,-1.2218503,-1.2105998,-0.0112505
5,-1.5460467,-1.4384724,"('distant', 'outgoing')",-0.443231,-0.2579142,-0.9946389,-0.8481933,-0.1464456
8,-1.3628234,-1.4008436,"('unaffectionate', 'affectionate')",0.9720517,1.2073518,-0.1953858,-0.0967459,-0.0986399
53,-1.3531121,-1.4786451,"('uncreative', 'creative')",0.91890514,0.9775488,-0.2171035,-0.2505482,0.0334447
62,1.3110619,1.2324677,"('incompetent', 'brilliant')",0.6090751,0.40757805,0.9600685,0.8200228,0.1400457
1,-1.2958387,-1.2798072,"('unfriendly', 'friendly')",1.5673957,1.7562956,0.1357785,0.2382442,-0.1024657
81,1.2926445,1.4226443,"('submissive', 'aggressive')",-0.7019866,-0.82073414,0.2953289,0.3009551,-0.0056262
66,-1.2327769,-1.2810892,"('inactive', 'active')",0.3728636,0.5328231,-0.4299566,-0.3741331,-0.0558235
85,-1.2024565,-1.1452523,"('insignificant', 'prestigious')",0.18666297,0.44423336,-0.5078968,-0.3505095,-0.1573873
76,1.1256776,1.0643134,"('anxious', 'daring')",0.060004234,0.048896488,0.5928409,0.5566049,0.036236
87,1.114019,0.9921062,"('unsuccessful', 'successful')",0.8511145,0.75769365,0.9825668,0.8748999,0.1076669
60,1.1026065,1.1798838,"('inefficient', 'efficient')",0.044160247,-0.14635314,0.5733834,0.5167654,0.056618
86,-1.0224092,-0.9693278,"('uninfluential', 'influential')",0.15276738,0.109359555,-0.4348209,-0.4299841,-0.0048368
52,-1.0021528,-0.91168624,"('irrational', 'rational')",-0.17729929,0.007580515,-0.589726,-0.4520529,-0.1376731
9,-0.989939,-1.0392642,"('unaffectionate', 'caring')",1.1372422,1.3149824,0.0736516,0.1378591,-0.0642075
67,0.95653915,0.90851635,"('doubtful', 'determined')",-0.41635415,-0.4426121,0.2700925,0.2329521,0.0371404
80,0.9201078,0.9776859,"('dominated', 'dominating')",-1.1107879,-1.1486748,-0.09534,-0.0854945,-0.0098455
70,0.8955219,0.80287796,"('lethargic', 'energetic')",1.1263996,0.98980206,1.0109608,0.89634,0.1146208
35,-0.89307326,-0.8423653,"('corrupt', 'incorrupt')",-0.66505045,-0.42551386,-0.7790619,-0.6339396,-0.1451223
29,-0.85471684,-0.7880697,"('unfair', 'fair')",-0.5261262,-0.5186221,-0.6904215,-0.6533459,-0.0370756
30,0.82100815,0.874653,"('intolerant', 'tolerant')",1.2785665,1.2193607,1.0497873,1.0470068,0.0027805
18,-0.8113893,-0.775862,"('disagreeable', 'welcoming')",-0.47619194,-0.35699445,-0.6437906,-0.5664282,-0.0773624
68,-0.8051063,-0.6661296,"('dependent', 'independent')",-0.8936041,-0.788617,-0.8493552,-0.7273733,-0.1219819
71,-0.75175184,-0.73415077,"('diffident', 'self-confident')",0.07518289,0.20785627,-0.3382845,-0.2631472,-0.0751373
56,0.74966526,0.6998855,"('impractical', 'practical')",-0.3428487,-0.5072026,0.2034083,0.0963414,0.1070669
19,-0.66815716,-0.6868603,"('inhospitable', 'hospitable')",-0.10497675,-0.011181902,-0.386567,-0.3490211,-0.0375459
51,0.64010197,0.5920767,"('uneducated', 'educated')",0.72733486,0.6914305,0.6837184,0.6417536,0.0419648
