,centerpoint_male,centerpoint_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
31,-2.1842768,-1.5076773,"('evil', 'good')",-1.4292763,-1.3902295,-0.71335065,-0.61965585,-1.4423013,-1.1725209,-0.2697804
21,1.8989954,1.2460921,"('immoral', 'moral')",1.3699368,1.2978265,-0.9333106,-1.061926,0.7785406,0.4939975,0.2845431
7,1.81239,1.6269423,"('insensitive', 'sensitive')",1.1478486,1.210398,0.7237119,1.0189475,1.2279835,1.2854293,-0.0574458
42,1.8067632,1.6083838,"('unreliable', 'reliable')",0.107925236,0.09701107,-3.1350226,-3.080486,-0.4067781,-0.4583637,0.0515856
26,-1.8058158,-1.5110949,"('hardhearted', 'benevolent')",0.54093224,0.6685902,1.3884636,1.5533507,0.0411934,0.2369486,-0.1957552
39,1.7236685,1.5810705,"('exploitative', 'cooperative')",0.10551605,0.27150413,0.21217698,0.31014022,0.6804539,0.720905,-0.0404511
56,1.6912228,1.0999147,"('impractical', 'practical')",0.90695393,0.93129873,-0.98414886,-0.9851555,0.5380093,0.3486859,0.1893234
80,1.6404477,1.2804201,"('dominated', 'dominating')",0.37807256,0.35134107,-1.3131351,-1.3244503,0.2351284,0.1024369,0.1326915
85,-1.5487461,-0.9176839,"('insignificant', 'prestigious')",-0.020462394,0.020048548,0.5924345,0.9539113,-0.3255913,0.0187587,-0.34435
1,-1.5370228,-1.34987,"('unfriendly', 'friendly')",0.4234098,0.56209785,1.7346221,2.1256192,0.207003,0.445949,-0.238946
67,1.5233943,1.5551003,"('doubtful', 'determined')",-0.11622639,-0.24017632,-0.7603751,-0.8287763,0.2155976,0.1620492,0.0535484
87,1.4915879,1.0690315,"('unsuccessful', 'successful')",0.60747886,0.50585234,0.35977784,0.6007459,0.8196149,0.7252099,0.094405
8,-1.4663959,-1.3018367,"('unaffectionate', 'affectionate')",-0.94221884,-0.7858425,0.8205257,0.9192386,-0.529363,-0.3894802,-0.1398828
6,-1.3997465,-1.1031893,"('distant', 'open')",-0.72883517,-0.66565603,0.44675815,0.699951,-0.5606079,-0.3562981,-0.2043098
61,1.3932194,0.9606683,"('illogical', 'logical')",1.1647853,1.2128029,0.021098753,0.033579543,0.8597012,0.7356836,0.1240176
60,1.3906126,0.8973341,"('inefficient', 'efficient')",2.0063562,2.1339967,-0.35003257,-0.37329304,1.0156454,0.8860126,0.1296328
14,1.3760265,0.99121475,"('antisocial', 'social')",1.081723,0.9890626,-0.77050686,-0.97402024,0.5624142,0.335419,0.2269952
46,1.3553133,0.50905585,"('uncompetitive', 'competitive')",0.6091878,0.56002253,-1.0625889,-1.0032768,0.3006374,0.0219339,0.2787035
77,1.3379434,0.73524874,"('unmotivated', 'motivated')",0.79890245,0.7449644,-1.4038035,-1.2612493,0.2443475,0.072988,0.1713595
81,1.3018272,0.70524114,"('submissive', 'aggressive')",1.7286187,1.6070086,-0.96643466,-1.2086202,0.6880038,0.3678765,0.3201273
62,1.2655597,0.78090924,"('incompetent', 'brilliant')",0.72445184,0.67500305,-0.40679738,-0.40445057,0.527738,0.3504873,0.1772507
76,1.254926,0.74374276,"('anxious', 'daring')",0.2993167,0.1010426,0.12640287,-0.12912136,0.5602152,0.2385547,0.3216605
36,-1.253105,-0.8377975,"('hostile', 'amicable')",-0.7880233,-0.8346582,0.5207008,0.56636673,-0.5068092,-0.3686964,-0.1381128
5,-1.2208186,-0.9199335,"('distant', 'outgoing')",-0.07304466,-0.045436494,-0.15623382,0.11043532,-0.4833657,-0.2849782,-0.1983875
71,1.1762713,1.1819464,"('diffident', 'self-confident')",1.4160999,1.453724,0.39086592,0.53944474,0.9944124,1.0583717,-0.0639593
55,1.1653696,0.33834285,"('incompetent', 'clever')",-0.11715033,-0.24424541,-0.33442488,-0.6039196,0.2379315,-0.1699407,0.4078722
70,1.1638387,0.75745773,"('lethargic', 'energetic')",0.6693336,0.62682617,0.5533307,0.4528212,0.795501,0.6123683,0.1831327
12,1.0733988,0.9816606,"('unsupportive', 'supportive')",0.8470659,0.8428979,-2.119135,-1.7971349,-0.0662234,0.0091412,-0.0753646
37,1.044881,0.81812406,"('fake', 'genuine')",0.34359697,0.46424386,0.42528224,0.5278273,0.6045867,0.6033984,0.0011883
33,0.99489826,1.0500654,"('wrong', 'right')",0.8665192,0.98557633,-0.4370212,-0.15322833,0.4747988,0.6274711,-0.1526723
10,0.99291813,0.22202149,"('unsympathetic', 'sympathetic')",-0.5044616,-0.4508655,-0.76671875,-0.7257777,-0.0927541,-0.3182072,0.2254531
22,0.96202725,0.60581183,"('untrustworthy', 'trustworthy')",-0.48493138,-0.48491466,-0.9982757,-0.94970423,-0.1737266,-0.276269,0.1025424
19,-0.96034306,-0.8846834,"('inhospitable', 'hospitable')",-0.8508745,-0.6433021,-0.07153175,0.32205957,-0.6275831,-0.4019753,-0.2256078
79,-0.95732594,-0.6932313,"('wavering', 'unwavering')",-0.6493043,-0.7079003,0.18158646,0.23522322,-0.4750146,-0.3886362,-0.0863784
11,0.9542145,0.6568339,"('unhelpful', 'helpful')",0.6992237,0.7953478,1.437251,1.5752655,1.0302297,1.0091491,0.0210806
73,0.94099194,1.2000035,"('helpless', 'self-reliant')",0.8696462,0.83672595,-3.1140723,-3.0135915,-0.434478,-0.3256207,-0.1088573
4,-0.93727905,-0.53505987,"('disliked', 'liked')",0.32243803,0.27416426,-7.0839057,-6.519796,-2.5662489,-2.2602305,-0.3060184
3,0.9368863,0.6331498,"('repellent', 'pleasant')",0.12543193,0.061963078,0.44162375,0.109265596,0.501314,0.2681262,0.2331878
50,0.88551867,0.8462742,"('clumsy', 'skillful')",0.18785203,0.2118203,0.39824355,0.4692812,0.4905381,0.5091252,-0.0185871
84,0.8767094,0.8078802,"('inferior', 'superior')",0.36074102,0.2835071,0.75941986,0.971178,0.6656234,0.6875218,-0.0218984
68,0.8719953,0.72891873,"('dependent', 'independent')",0.013944732,0.005952455,-0.8257811,-0.65171057,0.020053,0.0277202,-0.0076672
20,0.76037675,0.45793092,"('rough', 'thoughtful')",0.17328228,0.17944537,0.75026655,0.77207744,0.5613085,0.4698179,0.0914906
63,0.74710095,0.56577235,"('unperceptive', 'insightful')",1.0593014,1.0349772,0.42388552,0.70397586,0.7434293,0.7682418,-0.0248125
65,0.6777082,0.2814019,"('insecure', 'secure')",0.7314358,0.66269815,-0.39326194,-0.5736242,0.3386273,0.1234919,0.2151354
29,0.67213947,0.79069227,"('unfair', 'fair')",-0.4172764,-0.5950095,-0.13790807,-0.26356083,0.038985,-0.022626,0.061611
23,0.6701945,0.3797293,"('insincere', 'sincere')",0.36047944,0.48210168,5.857786,5.667185,2.2961534,2.1763385,0.1198149
75,-0.66027004,-0.38308918,"('meek', 'impulsive')",-0.44814473,-0.6069072,-0.2740855,-0.32026148,-0.4608334,-0.4367526,-0.0240808
74,0.6534403,0.36215606,"('undedicated', 'dedicated')",0.05613003,-0.035386685,-0.185452,-0.06972924,0.1747061,0.08568,0.0890261
17,-0.6140438,-0.4749671,"('nasty', 'nice')",-1.1096523,-1.0643414,-0.72552514,-0.6072555,-0.816407,-0.7155213,-0.1008857
82,-0.6108128,-1.011054,"('poor', 'rich')",-0.26261252,-0.13839293,6.334504,6.030104,1.8203595,1.6268857,0.1934738
38,-0.5554856,-0.40697205,"('untruthful', 'truthful')",0.28793836,0.39345956,-0.38427314,-0.0745321,-0.2172735,-0.0293482,-0.1879253
64,0.53728116,0.58789843,"('shy', 'confident')",1.1715249,1.125907,-6.841737,-6.588953,-1.7109769,-1.6250493,-0.0859276
27,-0.5181507,-0.45793205,"('hardhearted', 'softhearted')",0.26509434,0.35918602,1.4347452,1.6839823,0.3938963,0.5284121,-0.1345158
43,0.4524866,0.15609114,"('irresponsible', 'responsible')",1.1287143,1.2258416,0.17555809,0.282695,0.5855863,0.5548759,0.0307104
57,0.44769037,-0.11702706,"('unimaginative', 'imaginative')",0.771933,0.68798846,-2.9349024,-2.5498626,-0.5717597,-0.6596337,0.087874
9,-0.43029732,-0.42527747,"('unaffectionate', 'caring')",0.19620828,0.29261476,1.0449748,1.1925589,0.2702953,0.3532987,-0.0830034
69,0.3351539,0.6452733,"('lazy', 'industrious')",0.76651067,0.6799779,-0.51353157,-0.1905187,0.1960443,0.3782442,-0.1821999
18,-0.33439946,-0.3125804,"('disagreeable', 'welcoming')",-0.6175463,-0.6216562,-0.315156,-0.12507477,-0.4223673,-0.3531038,-0.0692635
83,0.31503907,0.09886716,"('powerless', 'powerful')",0.9803019,0.870389,-1.2391489,-1.4720712,0.0187307,-0.167605,0.1863357
25,-0.30320737,-0.16377988,"('egoistic', 'altruistic')",0.93602085,0.9571022,1.9768692,1.9626755,0.8698942,0.9186659,-0.0487717
41,-0.30003625,-0.12349771,"('unforgiving', 'forgiving')",-0.4530066,-0.5582645,-0.13547392,0.0032136515,-0.2961722,-0.2261829,-0.0699893
44,-0.29729027,-0.16806374,"('prejudiced', 'unprejudiced')",-0.14876884,-0.18201646,-1.0833913,-1.241037,-0.5098168,-0.5303724,0.0205556
48,-0.29345173,-0.61859566,"('unintelligent', 'intelligent')",0.90462303,0.9240928,-0.013026632,0.10635823,0.1993816,0.1372851,0.0620965
58,0.28068498,0.18101965,"('undiscriminating', 'discriminating')",0.9069518,0.8546981,-0.016107418,0.11653578,0.3905098,0.3840845,0.0064253
52,-0.26701015,0.10762845,"('irrational', 'rational')",-0.35769525,-0.2932163,0.46148458,0.533307,-0.054407,0.1159064,-0.1703134
2,0.26309657,0.41182312,"('unlikable', 'likable')",1.2970006,1.3732924,0.52479935,0.5466572,0.6949655,0.7772576,-0.0822921
49,-0.25959912,-0.64630914,"('unable', 'able')",0.26580355,0.304485,-0.39070117,-0.20744014,-0.1281656,-0.1830881,0.0549225
16,-0.24175414,-0.21535045,"('unpopular', 'popular')",-0.4609337,-0.51768124,0.37721986,0.38845444,-0.1084893,-0.1148591,0.0063698
30,0.23366557,0.10554103,"('intolerant', 'tolerant')",0.87832606,1.0311555,0.6537798,0.80182785,0.5885905,0.6461747,-0.0575842
35,-0.20913988,0.08977113,"('corrupt', 'incorrupt')",-0.5891911,-0.6846817,0.07926896,0.22825843,-0.2396873,-0.1222174,-0.1174699
66,0.20865616,0.18020044,"('inactive', 'active')",-0.64865583,-0.7979407,0.8625816,1.0365384,0.1408606,0.1395994,0.0012612
40,-0.19228818,-0.030333987,"('stingy', 'generous')",0.22472863,0.16085018,-1.7226603,-1.4335719,-0.5634066,-0.4343519,-0.1290547
13,0.17773895,0.05964141,"('impolite', 'polite')",-0.07272017,0.17937005,-0.7160523,-0.4870621,-0.2036778,-0.0826835,-0.1209943
72,-0.17488143,-0.21413478,"('unambitious', 'ambitious')",0.2935207,0.3946198,-0.9788884,-1.1139342,-0.2867497,-0.3111497,0.0244
78,0.1525535,-0.32470712,"('nonresilient', 'resilient')",0.656013,0.56703025,0.08740705,0.23896629,0.2986579,0.1604298,0.1382281
86,-0.15083934,-0.7093607,"('uninfluential', 'influential')",0.5420597,0.5947138,-0.55298996,-0.49398932,-0.0539232,-0.2028788,0.1489556
59,-0.15070283,0.2575308,"('foolish', 'wise')",1.0912346,1.0833379,0.50989103,0.73957896,0.4834743,0.6934826,-0.2100083
24,-0.13010791,-0.10815275,"('dishonest', 'honest')",0.43162975,0.74720037,0.36252075,0.49877873,0.2213475,0.3792754,-0.1579279
32,0.12191807,-0.06779654,"('unkind', 'kind')",0.27404404,0.306933,0.68392944,0.7655889,0.3599639,0.3349084,0.0250555
54,0.10829161,-0.11841525,"('incapable', 'capable')",0.04400781,0.051308963,1.1760955,1.2084702,0.4427983,0.3804547,0.0623436
0,-0.10208333,-0.5250546,"('unsociable', 'sociable')",0.003166629,-0.03227463,-1.0346171,-0.92557377,-0.3778446,-0.494301,0.1164564
51,0.08680635,-0.1546786,"('uneducated', 'educated')",-0.08133819,-0.048371494,0.042757317,0.14222437,0.0160752,-0.0202752,0.0363504
45,-0.08442448,-0.30653992,"('incompetent', 'competent')",-0.09490085,-0.10961969,-0.7564812,-0.6005589,-0.3119355,-0.3389062,0.0269707
88,0.080435015,0.059488144,"('low', 'eminent')",-0.09705486,-0.050823726,0.00840272,0.099342644,-0.002739,0.0360024,-0.0387414
15,-0.058170624,-0.025876231,"('boring', 'funny')",-0.44281763,-0.40551284,0.26071477,0.3836176,-0.0800912,-0.0159238,-0.0641674
53,0.03804337,-0.24905917,"('uncreative', 'creative')",0.86826074,0.8885887,0.847104,1.0398775,0.5844694,0.5598024,0.024667
47,-0.018151034,-0.19439653,"('stupid', 'smart')",1.0342537,1.104206,5.5306826,5.38179,2.1822618,2.0971999,0.0850619
34,0.017343314,-0.085282855,"('mean', 'honorable')",0.49517468,0.5827533,5.9542227,5.9423766,2.1555802,2.1466157,0.0089645
28,-0.003790142,-0.033184607,"('disloyal', 'loyal')",-0.055260222,0.12233461,0.8268028,0.96214956,0.2559175,0.3504332,-0.0945157
