,jpmorgan_male,jpmorgan_female,tuple,chase_male,chase_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
6,1.9041216,2.002509,"('distant', 'open')",1.7238529,1.6129631,1.2845694,1.2447815,0.44144887,0.5135684,1.3384981,1.3434556,-0.0049575
79,1.856412,1.795867,"('wavering', 'unwavering')",0.9424377,0.8052407,1.0950476,0.87647784,0.46358475,0.500149,1.0893706,0.9944336,0.094937
3,-1.8093238,-1.8443098,"('repellent', 'pleasant')",-1.5247482,-1.5322756,-0.77237576,-1.0232384,0.76102847,0.48501572,-0.8363548,-0.9787021,0.1423473
76,-1.8072301,-1.9446994,"('anxious', 'daring')",-0.87899476,-0.9130551,0.14399299,0.049793493,-0.751222,-0.8632359,-0.8233635,-0.9177992,0.0944357
73,1.8007698,1.7587364,"('helpless', 'self-reliant')",0.38413286,0.3198524,-0.42520195,-0.37237278,-2.3779442,-2.9301782,-0.1545609,-0.3059905,0.1514296
56,-1.7674439,-1.8149765,"('impractical', 'practical')",-0.85819453,-0.7190613,-1.137603,-1.0653062,-1.1242024,-1.2535421,-1.221861,-1.2132215,-0.0086395
28,-1.701056,-1.6557267,"('disloyal', 'loyal')",-0.75629306,-0.71204615,-0.69881815,-0.629506,-0.29763326,-0.041884687,-0.8634501,-0.7597908,-0.1036593
75,1.6583188,1.4622141,"('meek', 'impulsive')",0.71338195,0.6067823,0.6343449,0.35172337,1.0161345,0.6735134,1.005545,0.7735583,0.2319867
30,-1.5665855,-1.3780848,"('intolerant', 'tolerant')",-2.1553855,-1.8379252,-0.88218105,-0.612014,-1.3480197,-1.0891385,-1.488043,-1.2292907,-0.2587523
33,1.533152,1.6676686,"('wrong', 'right')",1.1826321,1.2036369,1.4525656,1.5301801,-0.3968044,-0.36684498,0.9428864,1.0086601,-0.0657737
77,-1.466804,-1.5437617,"('unmotivated', 'motivated')",0.19685316,0.20725688,0.33045116,0.064882964,-0.13973075,-0.32444036,-0.2698076,-0.3990155,0.1292079
66,1.4154435,1.0775732,"('inactive', 'active')",1.8092015,1.5784123,2.1541562,1.8830053,2.153545,2.0676064,1.8830866,1.6516492,0.2314374
25,1.3845294,1.5308396,"('egoistic', 'altruistic')",1.394985,1.3450459,1.6307626,1.6703602,1.8361263,1.9949396,1.5616008,1.6352963,-0.0736955
51,-1.3086298,-1.480438,"('uneducated', 'educated')",-0.12181575,-0.05387655,0.36152914,0.37655973,-0.036131173,-0.0590654,-0.2762619,-0.3042051,0.0279432
7,-1.2606368,-1.27384,"('insensitive', 'sensitive')",-0.21344557,-0.19099972,-0.8224164,-0.81743205,-0.53297263,-0.45422822,-0.7073678,-0.684125,-0.0232428
82,-1.2248366,-1.1677129,"('poor', 'rich')",-1.2725707,-1.1913161,-1.1162163,-1.0440848,3.7091117,4.0490637,0.023872,0.1614875,-0.1376155
49,-1.182037,-1.3663689,"('unable', 'able')",-0.90125906,-0.84544724,-0.33347642,-0.46307397,-0.54557824,-0.6511479,-0.7405877,-0.8315095,0.0909218
22,-1.1531261,-1.255494,"('untrustworthy', 'trustworthy')",-0.30506495,-0.17689732,-0.69402087,-0.7198069,-1.8390094,-1.9646173,-0.9978054,-1.0292039,0.0313985
71,1.1432428,1.0124677,"('diffident', 'self-confident')",2.4945774,2.3610208,0.60659504,0.43382028,0.70986664,0.6228703,1.2385705,1.1075448,0.1310257
59,1.1367182,1.3243749,"('foolish', 'wise')",0.2513877,0.23469195,1.1356486,1.2189232,-0.45576477,-0.3559937,0.5169975,0.6054991,-0.0885016
80,-1.1305101,-1.4350762,"('dominated', 'dominating')",-0.13466036,-0.27156717,-0.24406737,-0.2976726,-0.11925277,-0.40909803,-0.4071226,-0.6033535,0.1962309
23,-1.1198956,-1.088104,"('insincere', 'sincere')",-1.1225407,-1.032021,-0.8131254,-0.81848454,3.9071975,4.260718,0.2129089,0.3305271,-0.1176182
63,-1.1193206,-1.2637151,"('unperceptive', 'insightful')",0.40920272,0.31414488,0.7587762,0.58994985,0.33072037,0.26915047,0.0948447,-0.0226175,0.1174622
72,-1.0497787,-1.1510864,"('unambitious', 'ambitious')",-0.13077517,-0.34589753,-0.812919,-0.8062185,-1.3877064,-1.3879342,-0.8452948,-0.9227842,0.0774894
44,0.9219555,0.92313635,"('prejudiced', 'unprejudiced')",-1.1289698,-1.0916401,-1.0789773,-1.0139136,-1.3350337,-1.4194214,-0.6552563,-0.6504597,-0.0047966
24,-0.89760965,-0.57816774,"('dishonest', 'honest')",0.009178221,0.2755641,-0.59211737,-0.30195528,-0.846491,-0.55547684,-0.5817599,-0.290009,-0.2917509
20,-0.88435596,-1.1594806,"('rough', 'thoughtful')",-1.2099013,-1.3493128,0.37965816,0.2339521,-0.47006828,-0.52792835,-0.5461668,-0.7006924,0.1545256
26,0.85625523,1.0007094,"('hardhearted', 'benevolent')",2.195167,2.247255,2.377319,2.5901325,0.8924957,1.3546461,1.5803093,1.7981857,-0.2178764
2,0.8476158,0.7209038,"('unlikable', 'likable')",1.4439036,1.471345,1.666184,1.553728,0.62605286,0.57140297,1.1459391,1.079345,0.0665941
41,-0.8361771,-0.98469085,"('unforgiving', 'forgiving')",-0.21845844,-0.122297004,-0.30154747,-0.3996086,-0.52332693,-0.5750845,-0.4698775,-0.5204203,0.0505428
52,0.82285196,0.84514797,"('irrational', 'rational')",-0.31548202,-0.3595557,0.43503332,0.3673054,-0.29086185,-0.11894919,0.1628854,0.1834871,-0.0206017
15,0.76972926,0.76632476,"('boring', 'funny')",0.1276107,0.15508768,0.64503646,0.7025512,0.11919538,0.08880111,0.4153929,0.4281912,-0.0127983
27,-0.74225056,-0.63815355,"('hardhearted', 'softhearted')",-0.18422776,-0.1790365,-0.7665566,-0.6551146,-0.13370359,0.15522723,-0.4566846,-0.3292693,-0.1274153
54,0.71645844,0.7328577,"('incapable', 'capable')",2.123655,2.080472,1.3235459,1.2716334,0.9774484,0.979211,1.285277,1.2660434,0.0192336
32,-0.70435053,-0.5027483,"('unkind', 'kind')",0.02596917,0.17277043,-0.5322656,-0.22635749,-0.07881771,0.24350952,-0.3223662,-0.0782064,-0.2441598
68,-0.6730451,-0.7561276,"('dependent', 'independent')",-1.3415291,-1.3197012,-1.0377853,-0.99796975,-1.1359284,-1.219316,-1.0470719,-1.0732787,0.0262068
12,-0.65652645,-0.78868824,"('unsupportive', 'supportive')",1.3395859,1.3759966,0.7021993,0.6858903,-1.8720677,-1.7755393,-0.1217023,-0.1255852,0.0038829
16,0.6054753,0.4323984,"('unpopular', 'popular')",-0.26538658,-0.45577198,0.26364166,0.060432933,0.5446932,0.4237773,0.2871059,0.1152092,0.1718967
8,0.60162395,0.5984575,"('unaffectionate', 'affectionate')",2.08684,2.006719,0.82826334,0.94291055,0.9018622,1.0690266,1.1046474,1.1542784,-0.049631
88,-0.5858037,-0.39141816,"('low', 'eminent')",-0.9491534,-0.84101325,-0.10655245,0.05952575,-1.0295129,-0.85640395,-0.6677556,-0.5073274,-0.1604282
64,-0.5630423,-0.59691966,"('shy', 'confident')",0.14308518,0.2127161,-0.1506319,0.015496895,-5.2653794,-5.6619983,-1.4589921,-1.5076762,0.0486841
47,-0.54475695,-0.7867543,"('stupid', 'smart')",-0.9874916,-0.96901166,0.3121431,0.1942428,3.169216,3.432499,0.4872776,0.467744,0.0195336
84,0.54079354,0.45049766,"('inferior', 'superior')",0.8475877,0.7064859,0.8795863,0.8312248,0.42828074,0.5841036,0.6740621,0.643078,0.0309841
40,0.53286886,0.28734517,"('stingy', 'generous')",-0.020975363,-0.073864855,-0.25718752,-0.3091473,-1.8205932,-1.9449337,-0.3914718,-0.5101501,0.1186783
4,0.53071237,0.26991192,"('disliked', 'liked')",-0.013505062,-0.09829131,0.5812606,0.3541285,-5.1345863,-5.5324173,-1.0090296,-1.251667,0.2426374
50,0.5245576,0.6332686,"('clumsy', 'skillful')",-0.85802925,-0.85498184,1.2292311,1.2749922,0.6808741,0.7571927,0.3941584,0.4526179,-0.0584595
1,0.49618152,0.537965,"('unfriendly', 'friendly')",1.9241172,1.8949596,1.3264081,1.3805305,1.2297924,1.4465902,1.2441249,1.3150113,-0.0708864
78,-0.47813162,-0.7365321,"('nonresilient', 'resilient')",1.3431333,0.97135335,0.8843583,0.5616788,1.6336464,1.4302006,0.8457516,0.5566752,0.2890764
29,0.46214753,0.31919816,"('unfair', 'fair')",-0.19192098,-0.36141855,0.20702392,-0.003647983,-0.8544245,-0.9640545,-0.0942935,-0.2524807,0.1581872
39,-0.4458183,-0.40344006,"('exploitative', 'cooperative')",0.33264175,0.47315493,-0.11178493,-0.10388987,-0.15769075,-0.09780007,-0.0956631,-0.0329938,-0.0626693
37,-0.39370358,-0.4409382,"('fake', 'genuine')",-1.459209,-1.3393557,-0.72573715,-0.5854611,-0.06717324,-0.0036161933,-0.6614558,-0.5923428,-0.069113
53,-0.38673374,-0.4593777,"('uncreative', 'creative')",0.51251394,0.401132,1.0072519,0.91644585,0.9145802,1.0977072,0.511903,0.4889768,0.0229262
74,-0.37288725,-0.5078458,"('undedicated', 'dedicated')",0.30699715,0.41082993,0.3582267,0.42590934,-0.33897817,-0.21589553,-0.0116604,0.0282495,-0.0399099
38,0.35640913,0.49756163,"('untruthful', 'truthful')",-0.09870857,0.028122198,-0.33562377,-0.17502785,0.67818874,0.74827105,0.1500664,0.2747318,-0.1246654
58,0.33847454,-0.18665287,"('undiscriminating', 'discriminating')",0.47944218,0.11594568,0.62242603,0.34875402,0.8559034,0.6349868,0.5740615,0.2282584,0.3458031
61,-0.3316802,-0.31606224,"('illogical', 'logical')",0.9938265,0.9515758,0.84593976,0.7800884,-0.2772722,-0.23367949,0.3077035,0.2954806,0.0122229
19,0.30374894,0.4286798,"('inhospitable', 'hospitable')",0.1886695,0.33351207,0.10648154,0.14618328,0.40119568,0.5631382,0.2500239,0.3678783,-0.1178544
83,0.28291076,-0.010353655,"('powerless', 'powerful')",1.0316344,0.8244714,0.7346963,0.58285505,-0.17421484,-0.5437768,0.4687567,0.213299,0.2554577
18,0.25942776,0.2802495,"('disagreeable', 'welcoming')",0.09849818,0.15051633,0.80162376,0.7974413,-1.3054601,-1.2156858,-0.0364776,0.0031303,-0.0396079
9,0.17464033,0.21809837,"('unaffectionate', 'caring')",1.6920075,1.6015183,0.54607695,0.6110605,1.0424411,1.1595329,0.8637915,0.8975525,-0.033761
67,-0.094689295,0.058085255,"('doubtful', 'determined')",-0.52613395,-0.34499732,0.021600645,0.12222016,-0.6632998,-0.5293538,-0.3156306,-0.1735114,-0.1421192
42,-0.09366614,-0.012288495,"('unreliable', 'reliable')",0.23596257,0.4030499,0.21769999,0.43791804,-2.9721236,-3.0869613,-0.6530318,-0.5645704,-0.0884614
34,0.09232965,-0.07237861,"('mean', 'honorable')",-0.8027966,-0.8815896,0.2825361,0.14028308,4.8452196,5.05402,1.1043222,1.0600836,0.0442386
87,0.089117244,-0.299638,"('unsuccessful', 'successful')",0.7042872,0.47231138,1.9629817,1.7475749,1.0369269,0.70728546,0.9483283,0.6568834,0.2914449
17,0.0673343,-0.026964404,"('nasty', 'nice')",-0.63070154,-0.58567446,0.1912987,0.30916318,-0.2227705,-0.1706702,-0.1487098,-0.1185365,-0.0301733
