,murphy_male,murphy_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,male-female
84,0.7214381,0.5983682,"('inferior', 'superior')",0.70876944,0.6583023,1.1177177,1.0505501,0.8493084,0.7690735,0.0802349
19,0.7019934,0.8051696,"('inhospitable', 'hospitable')",-1.2088463,-1.0736533,-0.6850474,-0.69617194,-0.3973001,-0.3215519,-0.0757482
38,0.67187846,0.91356015,"('untruthful', 'truthful')",0.37866232,0.60416305,0.12949869,0.5585289,0.3933465,0.692084,-0.2987375
79,0.63711184,0.89588255,"('wavering', 'unwavering')",-0.6965631,-0.6035687,-0.45124024,-0.5244924,-0.1702305,-0.0773928,-0.0928377
6,-0.63335806,-0.2020097,"('distant', 'open')",-0.020368546,0.17304592,-1.3039064,-0.9310899,-0.6525443,-0.3200179,-0.3325264
60,0.62839234,0.45742118,"('inefficient', 'efficient')",1.1666242,1.1142108,0.74485034,0.7048056,0.8466223,0.7588126,0.0878097
32,0.60681796,0.88074976,"('unkind', 'kind')",-0.4290071,-0.09843806,0.80582017,1.0865668,0.327877,0.6229595,-0.2950825
78,0.60043645,0.49740008,"('nonresilient', 'resilient')",1.5434691,1.154197,1.264659,0.58741224,1.1361882,0.7463365,0.3898517
1,0.57168037,1.2089252,"('unfriendly', 'friendly')",0.48856652,0.858299,0.19990925,0.83220935,0.4200521,0.9664779,-0.5464258
75,-0.5365683,-0.5289973,"('meek', 'impulsive')",-0.4307549,-0.5820423,-0.5596975,-0.4358355,-0.5090069,-0.515625,0.0066181
48,-0.53033394,-0.57237655,"('unintelligent', 'intelligent')",0.54350495,0.51055944,0.66018516,0.48149,0.2244521,0.139891,0.0845611
28,0.5291771,0.74062866,"('disloyal', 'loyal')",-0.08383323,0.15550302,0.92925173,0.79564476,0.4581985,0.5639255,-0.105727
66,0.50871176,0.31121236,"('inactive', 'active')",-0.13824889,-0.15934967,0.7589819,0.7170043,0.3764816,0.2896223,0.0868593
4,-0.48552153,0.029199865,"('disliked', 'liked')",0.46654755,0.49076286,-6.5327673,-5.620862,-2.1839137,-1.7002997,-0.483614
27,0.48389027,0.38156193,"('hardhearted', 'softhearted')",-0.13696882,0.008876655,0.31761596,0.44318485,0.2215125,0.2778745,-0.056362
40,-0.48126537,-0.29544598,"('stingy', 'generous')",-0.006150447,-0.03650417,-2.3652673,-2.1176202,-0.9508944,-0.8165235,-0.1343709
35,-0.4802155,-0.40787578,"('corrupt', 'incorrupt')",-1.4439863,-1.4618057,-1.7534571,-1.5354364,-1.2258863,-1.1350393,-0.090847
2,0.47393432,0.56369644,"('unlikable', 'likable')",1.4840147,1.6108706,0.3913963,0.74323046,0.7831151,0.9725992,-0.1894841
65,-0.4629757,-0.71089804,"('insecure', 'secure')",-0.3320864,-0.33353385,0.49483156,0.04473692,-0.1000769,-0.3332317,0.2331548
50,0.45026213,0.37378132,"('clumsy', 'skillful')",-0.39441282,-0.40707985,0.6011923,0.33688527,0.2190139,0.1011956,0.1178183
83,-0.45020664,-0.50865954,"('powerless', 'powerful')",0.83879244,0.8210955,-0.6583458,-0.7606738,-0.08992,-0.1494126,0.0594926
5,-0.44925043,-0.07009618,"('distant', 'outgoing')",-0.10784073,0.033695564,-0.9079502,-0.5872855,-0.4883471,-0.2078954,-0.2804517
76,0.43493024,0.29966897,"('anxious', 'daring')",-0.33815762,-0.44764283,0.53553444,0.18479535,0.210769,0.0122738,0.1984952
54,0.42893904,0.48680118,"('incapable', 'capable')",-0.19759801,-0.033855844,0.39860544,0.5179504,0.2099822,0.3236319,-0.1136497
3,-0.42468148,-0.42424124,"('repellent', 'pleasant')",-0.5013518,-0.67621595,0.8268004,0.5038477,-0.0330776,-0.1988698,0.1657922
52,-0.42050403,-0.062462427,"('irrational', 'rational')",-1.0470642,-0.8545901,-1.0939502,-0.7966205,-0.8538394,-0.5712244,-0.282615
29,-0.40465403,-0.22533925,"('unfair', 'fair')",-0.6058431,-0.5795422,-0.39915094,-0.3748789,-0.4698827,-0.3932534,-0.0766293
77,0.38720345,0.22756039,"('unmotivated', 'motivated')",0.84791654,0.6634754,-0.3695071,-0.6393451,0.2885377,0.0838969,0.2046408
0,0.3811567,0.044276945,"('unsociable', 'sociable')",0.41707748,0.38512772,0.10345875,-0.09385182,0.3005643,0.111851,0.1887133
34,-0.34820873,-0.4030701,"('mean', 'honorable')",0.0152115375,-0.051052775,5.3855486,4.731143,1.6841838,1.4256733,0.2585105
51,0.3420491,0.18194002,"('uneducated', 'educated')",0.020698577,-0.0047373995,1.1131424,0.9273262,0.4919633,0.3681763,0.123787
80,0.32888228,-0.11150735,"('dominated', 'dominating')",0.42102012,0.21330294,0.4551021,0.102002986,0.4016682,0.0679329,0.3337353
14,0.3029238,0.08742671,"('antisocial', 'social')",0.49021915,0.47696906,0.025442064,-0.12978287,0.2728617,0.144871,0.1279907
57,-0.2943884,-0.034134198,"('unimaginative', 'imaginative')",-0.0004231818,0.114260554,-3.088662,-2.613241,-1.1278245,-0.8443716,-0.2834529
43,-0.29294282,-0.36095536,"('irresponsible', 'responsible')",-0.384664,-0.15171596,0.5250031,0.66840327,-0.0508679,0.0519106,-0.1027785
87,0.29027998,-0.072738275,"('unsuccessful', 'successful')",1.1071615,1.0080111,1.4653596,1.240437,0.954267,0.7252366,0.2290304
18,-0.27361977,-0.18009105,"('disagreeable', 'welcoming')",-0.39830428,-0.27937743,-1.1402794,-0.9505627,-0.6040678,-0.4700104,-0.1340574
42,0.27358133,0.37867105,"('unreliable', 'reliable')",0.280948,0.37131533,-2.3461583,-2.1497905,-0.5972097,-0.4666014,-0.1306083
64,-0.26553014,-0.36985496,"('shy', 'confident')",0.7942377,0.7808197,-5.5230784,-4.7087884,-1.6647903,-1.4326078,-0.2321825
15,-0.2627045,0.014806695,"('boring', 'funny')",0.32114223,0.49988452,-0.58067125,-0.24378544,-0.1740778,0.0903019,-0.2643797
68,-0.26016414,-0.52852756,"('dependent', 'independent')",-0.96823466,-1.0835856,-0.4830371,-0.9077396,-0.5704786,-0.839951,0.2694724
22,-0.2585976,-0.41402453,"('untrustworthy', 'trustworthy')",-0.6590986,-0.58136994,-0.872304,-0.9070375,-0.5966667,-0.634144,0.0374773
10,-0.2520017,-0.25943628,"('unsympathetic', 'sympathetic')",-0.612068,-0.5643548,0.049746927,-0.16973741,-0.2714409,-0.3311761,0.0597352
11,0.23867622,0.11283083,"('unhelpful', 'helpful')",0.46046406,0.44480342,2.5574834,2.4099128,1.0855412,0.9891823,0.0963589
53,0.23526838,0.5407575,"('uncreative', 'creative')",-0.037972588,0.14461978,-0.14490858,0.027555205,0.0174624,0.2376442,-0.2201818
86,0.21947673,0.34037134,"('uninfluential', 'influential')",0.781264,0.7715448,-0.00767456,-0.06936213,0.3310221,0.347518,-0.0164959
13,-0.2167612,-0.24438663,"('impolite', 'polite')",0.039121635,0.29908794,-0.10574612,0.08087717,-0.0944619,0.0451928,-0.1396547
70,-0.21599424,-0.37868324,"('lethargic', 'energetic')",-0.39140692,-0.33643222,0.9158553,0.7040368,0.1028181,-0.0036929,0.106511
7,0.20861185,0.3221636,"('insensitive', 'sensitive')",0.44025314,0.49425513,0.76935697,0.69885457,0.4727407,0.5050911,-0.0323504
62,-0.18005773,-0.21088645,"('incompetent', 'brilliant')",1.2199241,1.1233974,1.107173,1.0655019,0.7156798,0.6593376,0.0563422
26,0.1780249,0.57835895,"('hardhearted', 'benevolent')",0.52655315,0.89668566,0.42496288,1.1382905,0.3765136,0.8711117,-0.4945981
63,0.17320256,0.30673167,"('unperceptive', 'insightful')",0.97597015,1.0135549,1.0187259,1.0209141,0.7226329,0.7804003,-0.0577674
67,0.17166254,0.089255705,"('doubtful', 'determined')",0.007094614,-0.0121138,-0.18650088,-0.11457439,-0.0025812,-0.0124775,0.0098963
37,0.16817726,0.17000209,"('fake', 'genuine')",-0.8661858,-0.7850689,0.059623566,0.04412512,-0.212795,-0.1903139,-0.0224811
81,-0.16300762,-0.34194767,"('submissive', 'aggressive')",0.8587705,0.6978227,0.40059876,0.24193662,0.3654539,0.1992705,0.1661834
20,-0.14874367,-0.4534438,"('rough', 'thoughtful')",-0.8218489,-0.9927439,0.38165203,0.09966607,-0.1963135,-0.4488405,0.252527
24,0.13905554,0.38948473,"('dishonest', 'honest')",0.30505675,0.71954745,0.32520878,0.62332505,0.2564404,0.5774524,-0.321012
41,0.12331612,0.6157688,"('unforgiving', 'forgiving')",-0.35336354,-0.10783469,-0.6676426,-0.25836393,-0.29923,0.0831901,-0.3824201
21,-0.11775359,-0.2580441,"('immoral', 'moral')",0.31714436,0.36472878,0.2013765,-0.2810818,0.1335891,-0.0581324,0.1917215
85,-0.11496481,0.36482066,"('insignificant', 'prestigious')",-0.16572793,0.17721266,-1.5321856,-0.9440704,-0.6042928,-0.1340124,-0.4702804
55,-0.093998976,-0.27333176,"('incompetent', 'clever')",0.49134356,0.3314569,0.8459677,0.44008362,0.4144375,0.1660696,0.2483679
61,-0.072367504,-0.060061194,"('illogical', 'logical')",0.123376966,0.25064063,0.30476266,0.31849617,0.1185907,0.1696919,-0.0511012
69,0.070869826,0.11941971,"('lazy', 'industrious')",1.421926,1.3196826,-1.0492804,-0.6030454,0.1478385,0.2786856,-0.1308471
59,0.06605248,0.19783975,"('foolish', 'wise')",0.37257978,0.53498924,-0.68605065,-0.2396433,-0.0824728,0.1643952,-0.246868
58,-0.041026473,0.20065732,"('undiscriminating', 'discriminating')",0.2980706,0.37402824,0.03947411,0.030826746,0.0988394,0.2018374,-0.102998
8,-0.037415087,0.405376,"('unaffectionate', 'affectionate')",-0.50661385,-0.17535467,-0.6871783,-0.15154117,-0.4104024,0.02616,-0.4365624
36,-0.034526616,0.22843385,"('hostile', 'amicable')",-0.98132354,-0.90549964,-1.5889018,-1.4592371,-0.8682507,-0.712101,-0.1561497
